id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C155,social-55,false,false,social discussion,Channel for social,U1000,1666752000,6
C156,grade-nine-56,false,false,grade-nine discussion,Channel for grade-nine,U1000,1666838400,27
C157,report-cards-57,false,false,report-cards discussion,Channel for report-cards,U1000,1666924800,20
C158,coverage-58,false,false,coverage discussion,Channel for coverage,U1000,1667011200,40
C159,announcements-59,false,false,announcements discussion,Channel for announcements,U1000,1667097600,27
C160,dept-english-60,false,false,dept-english discussion,Channel for dept-english,U1000,1667184000,29
C161,dept-math-61,false,false,dept-math discussion,Channel for dept-math,U1000,1667270400,16
C162,dept-science-62,false,false,dept-science discussion,Channel for dept-science,U1000,1667356800,38
C163,dept-french-63,false,false,dept-french discussion,Channel for dept-french,U1000,1667443200,30
C164,dept-arts-64,false,false,dept-arts discussion,Channel for dept-arts,U1000,1667529600,15
C165,dept-tech-65,false,false,dept-tech discussion,Channel for dept-tech,U1000,1667616000,6
C166,guidance-66,false,false,guidance discussion,Channel for guidance,U1000,1667702400,6
C167,special-ed-67,false,false,special-ed discussion,Channel for special-ed,U1000,1667788800,40
C168,library-68,false,false,library discussion,Channel for library,U1000,1667875200,40
C169,athletics-69,false,false,athletics discussion,Channel for athletics,U1000,1667961600,28
C170,clubs-70,false,false,clubs discussion,Channel for clubs,U1000,1668048000,16
C171,field-trips-71,false,false,field-trips discussion,Channel for field-trips,U1000,1668134400,18
C172,parent-council-72,false,false,parent-council discussion,Channel for parent-council,U1000,1668220800,29
C173,pd-planning-73,false,false,pd-planning discussion,Channel for pd-planning,U1000,1668307200,22
C174,emergency-74,false,false,emergency discussion,Channel for emergency,U1000,1668393600,17
C175,social-75,false,false,social discussion,Channel for social,U1000,1668480000,9
C176,grade-nine-76,false,false,grade-nine discussion,Channel for grade-nine,U1000,1668566400,15
C177,report-cards-77,false,false,report-cards discussion,Channel for report-cards,U1000,1668652800,36
C178,coverage-78,false,false,coverage discussion,Channel for coverage,U1000,1668739200,37
C179,announcements-79,false,false,announcements discussion,Channel for announcements,U1000,1668825600,37
C180,dept-english-80,false,false,dept-english discussion,Channel for dept-english,U1000,1668912000,29
C181,dept-math-81,false,false,dept-math discussion,Channel for dept-math,U1000,1668998400,28
C182,dept-science-82,false,false,dept-science discussion,Channel for dept-science,U1000,1669084800,33
C183,dept-french-83,false,false,dept-french discussion,Channel for dept-french,U1000,1669171200,7
C184,dept-arts-84,false,false,dept-arts discussion,Channel for dept-arts,U1000,1669257600,37
C185,dept-tech-85,false,false,dept-tech discussion,Channel for dept-tech,U1000,1669344000,37
C186,guidance-86,false,false,guidance discussion,Channel for guidance,U1000,1669430400,24
C187,special-ed-87,false,false,special-ed discussion,Channel for special-ed,U1000,1669516800,25
C188,library-88,false,false,library discussion,Channel for library,U1000,1669603200,24
C189,athletics-89,false,false,athletics discussion,Channel for athletics,U1000,1669689600,9
C190,clubs-90,false,false,clubs discussion,Channel for clubs,U1000,1669776000,26
C191,field-trips-91,false,false,field-trips discussion,Channel for field-trips,U1000,1669862400,32
C192,parent-council-92,false,false,parent-council discussion,Channel for parent-council,U1000,1669948800,14
C193,pd-planning-93,false,false,pd-planning discussion,Channel for pd-planning,U1000,1670035200,34
C194,emergency-94,false,false,emergency discussion,Channel for emergency,U1000,1670121600,17
C195,social-95,false,false,social discussion,Channel for social,U1000,1670208000,10
C196,grade-nine-96,false,false,grade-nine discussion,Channel for grade-nine,U1000,1670294400,23
C197,report-cards-97,false,false,report-cards discussion,Channel for report-cards,U1000,1670380800,17
C198,coverage-98,false,false,coverage discussion,Channel for coverage,U1000,1670467200,32
C199,announcements-99,false,false,announcements discussion,Channel for announcements,U1000,1670553600,30
C1100,dept-english-100,false,false,dept-english discussion,Channel for dept-english,U1000,1670640000,7
C1101,dept-math-101,false,false,dept-math discussion,Channel for dept-math,U1000,1670726400,25
C1102,dept-science-102,false,false,dept-science discussion,Channel for dept-science,U1000,1670812800,17
C1103,dept-french-103,false,false,dept-french discussion,Channel for dept-french,U1000,1670899200,38
C1104,dept-arts-104,false,false,dept-arts discussion,Channel for dept-arts,U1000,1670985600,11
