zpid,event_date,event,price,price_per_sqft,source
85000108,2021-09-22,Listed for rent,483315,455,County
85000108,2025-09-06,Price change,522525,492,MLS
85000109,2021-06-11,Listed for sale,500555,516,Zillow
85000110,2025-08-21,Sold,684314,647,MLS
85000110,2021-03-02,Listed for sale,660244,624,County
85000110,2024-12-13,Listed for sale,690088,652,Zillow
85000111,2021-04-11,Price change,621274,454,Zillow
85000112,2025-03-03,Listed for sale,387866,592,County
85000112,2021-06-24,Sold,361138,551,Zillow
85000113,2022-06-07,Sold,389691,548,Zillow
85000113,2020-03-09,Listed for rent,373431,525,Zillow
85000114,2025-03-31,Listed for sale,415683,629,MLS
85000115,2025-02-06,Listed for sale,462975,411,MLS
85000115,2023-03-18,Price change,468062,415,MLS
85000115,2026-07-23,Sold,444727,394,Zillow
85000116,2020-02-20,Listed for sale,407298,450,Zillow
85000116,2020-04-25,Listed for rent,386327,426,MLS
85000116,2021-05-01,Listed for sale,421913,466,County
85000117,2021-05-24,Sold,651720,507,County
85000117,2021-01-22,Sold,664445,517,MLS
85000117,2021-04-30,Sold,681913,531,County
85000118,2023-11-15,Price change,682243,950,County
85000118,2021-08-02,Sold,652824,909,Zillow
85000119,2023-03-12,Listed for rent,582703,596,Zillow
85000119,2025-11-02,Price change,593302,607,MLS
85000120,2022-03-30,Listed for rent,685888,906,County
85000120,2023-01-18,Price change,634519,838,Zillow
85000121,2023-09-21,Price change,542416,778,Zillow
85000122,2021-04-12,Price change,642154,689,County
85000122,2024-02-16,Price change,646709,694,MLS
85000122,2020-07-24,Sold,646067,693,Zillow
85000123,2024-05-13,Sold,441546,319,MLS
85000124,2025-03-05,Listed for sale,423035,538,MLS
85000124,2026-07-01,Listed for rent,485687,617,Zillow
85000125,2020-08-30,Price change,523466,499,MLS
85000125,2021-11-20,Price change,505229,482,County
85000125,2026-07-11,Listed for rent,467519,446,County
85000126,2022-04-28,Listed for sale,452652,366,County
85000127,2024-07-12,Price change,397087,448,County
85000127,2023-11-25,Sold,393297,443,Zillow
85000128,2020-03-14,Price change,392238,393,Zillow
85000128,2025-11-28,Price change,356005,357,MLS
85000129,2023-07-06,Listed for rent,611690,448,MLS
85000129,2022-11-13,Price change,607216,445,Zillow
85000129,2022-07-22,Price change,594869,436,MLS
85000130,2025-10-04,Sold,438362,329,Zillow
85000131,2023-05-31,Listed for sale,395944,294,Zillow
85000132,2022-08-20,Listed for rent,635726,615,Zillow
85000133,2025-10-30,Price change,620727,454,Zillow
85000134,2025-09-21,Listed for sale,307746,237,Zillow
85000135,2022-12-15,Sold,463131,336,County
85000136,2020-08-21,Price change,343085,264,County
85000137,2021-03-01,Listed for sale,518541,374,Zillow
85000138,2026-02-02,Listed for rent,362230,341,Zillow
85000138,2020-11-23,Listed for sale,317261,299,MLS
85000139,2025-09-28,Listed for sale,688562,793,MLS
85000139,2021-04-21,Listed for sale,679113,782,County
85000140,2022-12-23,Price change,461002,406,County
85000140,2021-05-18,Sold,431645,380,County
85000141,2021-06-02,Price change,445554,347,Zillow
85000142,2022-07-01,Price change,454303,332,MLS
85000142,2025-03-08,Sold,469390,343,MLS
85000142,2023-05-29,Sold,470390,344,County
85000143,2025-06-18,Listed for sale,494163,423,County
85000143,2020-11-03,Listed for sale,494071,423,MLS
85000144,2024-07-16,Listed for sale,486322,726,County
85000144,2023-01-21,Price change,480939,718,County
85000144,2020-02-23,Listed for sale,420797,628,County
85000145,2022-02-12,Sold,566712,567,Zillow
85000145,2023-02-23,Sold,534094,535,Zillow
85000146,2025-11-06,Listed for sale,405234,347,County
85000147,2022-01-12,Listed for rent,584049,660,County
85000147,2021-01-10,Price change,624662,706,Zillow
85000147,2024-07-31,Listed for rent,574457,649,County
85000148,2025-03-04,Listed for rent,487755,449,County
85000148,2023-08-11,Price change,495635,456,MLS
85000149,2021-07-20,Sold,437051,372,Zillow
85000150,2022-07-13,Listed for sale,354435,482,MLS
85000150,2023-10-26,Sold,315670,429,Zillow
85000150,2023-09-21,Listed for sale,335624,456,MLS
85000151,2023-06-07,Listed for rent,701653,973,County
85000152,2023-11-01,Price change,651495,801,County
85000153,2022-07-20,Listed for rent,552406,457,Zillow
85000154,2020-02-10,Price change,544700,809,County
85000154,2026-05-30,Sold,525310,780,County
85000154,2023-04-25,Listed for rent,571526,849,County
85000155,2022-11-08,Listed for rent,612063,601,Zillow
85000155,2021-05-01,Sold,602472,591,MLS
85000156,2025-07-06,Listed for rent,518978,769,MLS
85000156,2024-01-24,Sold,515910,765,Zillow
85000157,2026-04-08,Sold,549182,416,County
85000157,2025-05-03,Sold,610117,462,MLS
85000158,2024-01-11,Listed for sale,507724,412,County
85000158,2022-08-04,Sold,511772,416,MLS
85000159,2021-01-25,Listed for sale,621749,476,MLS
85000159,2026-02-04,Sold,600356,459,County
85000159,2020-01-26,Sold,591070,452,County
85000160,2022-01-22,Sold,601417,912,MLS
85000160,2020-07-24,Sold,561053,851,County
85000160,2022-05-09,Sold,578254,877,County
85000161,2021-09-27,Price change,443597,441,MLS
85000161,2022-02-03,Listed for rent,447036,445,County
85000162,2022-09-07,Sold,299547,301,County
85000162,2022-07-29,Listed for rent,300558,302,County
85000163,2021-04-23,Listed for sale,405193,603,MLS
85000164,2021-02-02,Price change,681786,968,Zillow
85000164,2025-05-09,Price change,735084,1044,Zillow
85000165,2022-08-25,Price change,451155,364,Zillow
85000165,2024-01-13,Sold,475821,384,County
85000166,2020-02-19,Listed for rent,584530,631,Zillow
85000166,2024-10-05,Sold,527251,569,MLS
85000166,2020-01-27,Price change,540455,583,Zillow
85000167,2021-01-26,Sold,638619,561,MLS
85000167,2022-07-17,Price change,664615,584,County
85000167,2024-04-30,Listed for rent,657436,578,Zillow
85000168,2021-08-23,Price change,348337,315,Zillow
85000168,2022-05-28,Listed for sale,331059,299,Zillow
85000168,2025-09-20,Listed for sale,326860,296,County
85000169,2023-12-22,Sold,595660,526,County
85000170,2024-02-14,Listed for sale,513926,433,Zillow
85000171,2026-06-13,Listed for sale,704037,620,Zillow
85000171,2021-11-29,Listed for rent,665909,586,County
85000172,2024-03-12,Listed for sale,433768,385,MLS
85000172,2025-01-26,Listed for sale,398053,353,Zillow
85000173,2022-02-26,Price change,587723,424,MLS
85000174,2020-09-06,Listed for rent,475478,723,MLS
85000174,2023-04-16,Price change,448997,683,County
85000174,2022-11-17,Sold,502311,764,County
85000175,2026-02-25,Sold,506445,622,Zillow
85000176,2024-08-31,Sold,330823,262,Zillow
85000177,2026-02-05,Sold,514533,539,Zillow
85000177,2020-04-24,Listed for sale,539375,565,MLS
85000178,2025-11-23,Sold,344844,248,County
85000178,2023-11-11,Sold,315052,227,Zillow
85000179,2024-05-13,Sold,482779,434,MLS
85000179,2026-05-31,Listed for sale,437881,393,MLS
85000179,2020-02-18,Price change,494200,444,MLS
85000180,2025-06-13,Price change,421242,343,County
85000181,2024-08-10,Listed for sale,742419,575,County
85000181,2021-02-27,Listed for sale,675447,524,MLS
85000182,2023-01-11,Price change,421733,471,County
85000183,2025-10-19,Sold,369708,487,MLS
85000183,2024-03-26,Listed for sale,363607,479,County
85000183,2023-08-19,Sold,318216,419,Zillow
85000184,2022-04-14,Sold,423069,566,Zillow
85000185,2024-04-20,Listed for sale,460919,433,Zillow
85000185,2021-09-25,Listed for sale,499074,469,MLS
85000186,2020-01-04,Listed for rent,469116,338,County
85000187,2023-10-25,Price change,337210,402,County
85000187,2024-11-11,Price change,373553,446,Zillow
85000188,2020-01-17,Sold,493678,485,MLS
85000188,2025-12-10,Listed for rent,505757,497,Zillow
85000188,2022-06-29,Listed for rent,528772,519,Zillow
85000189,2023-05-15,Sold,340542,291,County
85000189,2022-02-23,Listed for sale,347040,296,MLS
85000190,2023-10-25,Listed for sale,317291,309,MLS
85000190,2024-11-03,Listed for rent,371214,361,Zillow
85000190,2025-05-31,Listed for rent,380471,370,Zillow
85000191,2026-03-10,Price change,584266,679,Zillow
85000191,2025-06-19,Listed for sale,561881,653,Zillow
85000191,2020-06-23,Listed for sale,601174,699,County
85000192,2022-05-04,Price change,674604,506,Zillow
85000192,2021-04-29,Price change,627258,471,Zillow
85000192,2022-05-09,Price change,668538,502,MLS
85000193,2024-09-11,Listed for rent,604554,545,Zillow
85000194,2021-04-22,Listed for rent,657687,550,Zillow
85000194,2020-07-09,Price change,635359,531,Zillow
85000195,2022-12-21,Listed for sale,642274,535,MLS
85000195,2023-03-23,Sold,629499,524,Zillow
85000195,2023-06-15,Price change,604822,504,Zillow
85000196,2026-04-23,Listed for sale,349531,288,Zillow
85000196,2020-01-15,Listed for sale,385366,317,County
85000197,2024-09-17,Listed for sale,621985,614,Zillow
85000198,2024-01-18,Listed for sale,539851,439,MLS
85000198,2020-08-08,Listed for rent,562516,458,Zillow
85000199,2021-07-14,Listed for rent,566416,404,County
85000200,2022-09-12,Listed for rent,383355,539,Zillow
85000200,2024-09-03,Listed for rent,384359,540,County
85000200,2025-05-29,Price change,390501,549,Zillow
85000201,2025-07-20,Price change,446317,367,MLS
85000201,2026-02-24,Listed for sale,385497,317,MLS
85000202,2025-03-04,Sold,702802,810,MLS
85000202,2025-10-04,Price change,715550,825,MLS
85000203,2024-04-03,Listed for rent,688847,892,MLS
85000203,2022-03-22,Listed for rent,703049,910,County
85000204,2025-11-26,Listed for sale,612354,570,County
85000204,2026-04-25,Listed for sale,588809,548,MLS
85000205,2023-10-04,Listed for sale,439397,373,County
85000206,2026-07-14,Sold,569594,734,County
85000206,2023-06-09,Listed for rent,522084,673,County
85000206,2025-02-07,Listed for rent,556125,717,MLS
85000207,2025-11-28,Listed for rent,367276,325,Zillow
85000208,2021-08-11,Sold,348159,352,County
85000208,2024-07-25,Sold,309725,313,Zillow
85000209,2025-06-02,Sold,324998,385,Zillow
85000209,2021-03-03,Listed for rent,381415,452,Zillow
85000210,2020-02-18,Listed for sale,510493,586,Zillow
85000210,2025-05-03,Price change,476229,547,MLS
85000211,2023-04-13,Price change,743059,551,Zillow
85000211,2023-04-12,Listed for rent,685573,508,Zillow
85000212,2023-07-01,Price change,589217,491,Zillow
85000213,2025-01-13,Listed for rent,310830,238,MLS
85000213,2022-07-18,Sold,306687,235,County
85000213,2020-03-30,Sold,286128,219,Zillow
85000214,2024-04-18,Listed for rent,337425,427,MLS
85000214,2022-12-31,Listed for rent,354069,448,MLS
85000215,2025-02-25,Sold,683702,720,County
85000215,2025-05-20,Listed for rent,669057,705,County
85000215,2023-12-03,Price change,707051,745,Zillow
85000216,2021-05-24,Sold,673576,574,Zillow
85000217,2024-03-18,Sold,383214,415,Zillow
85000218,2020-06-12,Listed for sale,345153,262,County
85000218,2024-05-24,Listed for sale,390239,296,Zillow
85000219,2024-08-28,Price change,615577,918,Zillow
85000219,2022-04-03,Listed for rent,661443,987,Zillow
85000220,2026-01-04,Sold,635222,514,MLS
85000220,2021-02-04,Price change,693170,561,Zillow
85000220,2025-02-03,Listed for sale,637999,517,Zillow
85000000,2022-05-01,Listed for sale,621449,507,County
85000105,2024-12-22,Listed for sale,585962,601,MLS
85000190,2020-04-29,Listed for rent,380471,370,Zillow
85000164,2023-08-14,Price change,735084,1044,Zillow
85000192,2025-08-08,Price change,627258,471,Zillow
85000013,2020-09-12,Listed for sale,589971,671,County
85000194,2021-11-20,Listed for rent,657687,550,Zillow
85000111,2020-09-11,Price change,621274,454,Zillow
85000125,2020-09-12,Price change,523466,499,MLS
85000176,2022-04-30,Sold,330823,262,Zillow
85000061,2023-12-17,Listed for sale,316457,307,Zillow
85000074,2023-02-27,Listed for rent,431157,383,Zillow
85000018,2023-11-26,Listed for sale,525258,594,County
85000034,2025-01-07,Listed for sale,390096,382,MLS
85000045,2022-03-30,Listed for rent,623739,620,MLS
85000017,2025-12-10,Sold,476791,408,MLS
85000140,2020-02-25,Sold,431645,380,County
85000162,2020-09-22,Listed for rent,300558,302,County
85000193,2024-05-09,Listed for rent,604554,545,Zillow
85000165,2023-10-12,Price change,451155,364,Zillow
85000029,2020-08-17,Listed for sale,391966,371,Zillow
85000074,2025-04-27,Price change,443342,394,County
85000014,2022-07-03,Sold,592867,434,County
85000015,2023-01-13,Sold,493959,720,County
85000122,2026-01-05,Price change,642154,689,County
85000063,2025-01-13,Sold,601208,435,Zillow
85000027,2025-10-19,Price change,682750,748,Zillow
85000220,2021-11-23,Sold,635222,514,MLS
85000049,2021-11-19,Sold,520243,539,Zillow
85000099,2025-02-20,Sold,530682,619,MLS
85000084,2022-08-13,Price change,461433,633,County
85000178,2024-09-20,Sold,344844,248,County
85000190,2025-07-18,Listed for rent,371214,361,Zillow
85000191,2023-08-22,Listed for sale,601174,699,County
85000072,2022-11-25,Sold,463874,371,County
85000189,2021-10-23,Sold,340542,291,County
