zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
85000016,1033 Grant St Apt 3B,Denver,CO,80203,39.7234,-104.9882,2,1.5,1112,184,1984,Condo,538956,540648,2660,FOR_RENT,56,agent-0017
85000017,1348 Logan St Unit 401,Denver,CO,80206,39.7376,-104.9808,3,1.0,1166,2728,2003,Condo,487551,484711,1866,FOR_RENT,86,agent-0152
85000018,352 Ogden St Unit 401,Denver,CO,80206,39.7288,-104.9810,1,1.0,883,1204,1976,Condo,514438,500308,1902,OFF_MARKET,80,agent-0014
85000019,289 Pearl St Apt 3B,Denver,CO,80203,39.7285,-104.9838,2,2.0,1076,1813,1993,Townhouse,340458,351913,2101,FOR_RENT,50,agent-0188
85000020,602 Ogden St Unit 401,Denver,CO,80218,39.7254,-104.9835,1,1.0,1380,1789,2016,MultiFamily,559812,565499,1867,FOR_SALE,62,agent-0140
85000021,1165 Corona St Unit 2,Denver,CO,80218,39.7251,-104.9851,1,1.5,853,619,2014,Apartment,615642,628448,3123,FOR_SALE,84,agent-0016
85000022,1346 Ogden St Unit 2,Denver,CO,80203,39.7208,-104.9845,2,2.0,676,2892,2004,Condo,396722,388908,2087,FOR_RENT,89,agent-0113
85000023,807 Logan St,Denver,CO,80206,39.7248,-104.9745,2,2.0,1122,1805,1968,Condo,464195,456316,2215,FOR_SALE,57,agent-0021
85000024,1451 Ogden St Apt 3B,Denver,CO,80206,39.7380,-104.9693,2,2.0,803,1334,1929,Condo,646768,660815,3155,FOR_RENT,84,agent-0041
85000025,327 Logan St Apt 3B,Denver,CO,80206,39.7430,-104.9794,1,1.5,896,2191,1952,Townhouse,403733,408086,1878,FOR_RENT,21,agent-0196
85000026,572 Pennsylvania St Unit 2,Denver,CO,80203,39.7340,-104.9853,3,1.0,1139,2387,1934,Apartment,491632,507755,3475,OFF_MARKET,79,agent-0139
85000027,264 Pearl St Unit 401,Denver,CO,80206,39.7288,-104.9613,1,2.0,912,1212,1945,MultiFamily,662191,669021,2397,FOR_SALE,57,agent-0138
85000028,956 Ogden St Apt 3B,Denver,CO,80203,39.7364,-104.9851,2,1.0,679,385,1988,Apartment,481348,486490,2941,FOR_SALE,57,agent-0179
85000029,1339 Logan St Unit 401,Denver,CO,80206,39.7446,-104.9900,2,1.0,1055,1121,1934,Townhouse,426514,444900,2592,FOR_RENT,18,agent-0001
85000030,1085 Clarkson St,Denver,CO,80203,39.7420,-104.9677,2,1.5,853,1260,1990,Condo,591923,593062,2659,FOR_SALE,32,agent-0072
85000031,1029 Ogden St Unit 2,Denver,CO,80206,39.7282,-104.9848,2,1.0,874,1521,1997,Townhouse,542789,530249,2141,OFF_MARKET,45,agent-0195
85000032,1096 Grant St,Denver,CO,80218,39.7346,-104.9709,3,2.0,973,2609,1969,Condo,632747,617987,2212,FOR_RENT,74,agent-0080
85000033,498 Pearl St,Denver,CO,80206,39.7304,-104.9752,2,1.5,847,1401,1961,Townhouse,536932,524530,2929,FOR_SALE,46,agent-0088
85000034,475 Clarkson St Unit 2,Denver,CO,80203,39.7265,-104.9861,2,2.0,1020,343,1963,Condo,360446,359271,3000,FOR_RENT,12,agent-0085
85000035,680 Logan St Apt 3B,Denver,CO,80206,39.7335,-104.9623,2,2.0,1116,2741,1934,Condo,654588,648577,2110,FOR_SALE,51,agent-0039
85000036,1107 Grant St Unit 401,Denver,CO,80206,39.7303,-104.9623,3,1.0,1277,1269,2012,Condo,440793,450193,1838,FOR_SALE,78,agent-0005
85000037,1600 Grant St Unit 2,Denver,CO,80206,39.7253,-104.9659,1,1.5,1345,1654,1956,Townhouse,717939,734129,2946,FOR_RENT,78,agent-0068
85000038,874 Grant St Unit 401,Denver,CO,80218,39.7315,-104.9656,3,1.0,1328,1609,2002,Apartment,378970,388023,1997,OFF_MARKET,43,agent-0010
85000039,518 Pearl St,Denver,CO,80203,39.7204,-104.9646,1,2.0,1392,1926,1990,Condo,500436,503618,2072,OFF_MARKET,12,agent-0117
85000040,255 Grant St Apt 3B,Denver,CO,80206,39.7306,-104.9629,3,2.0,1387,1162,1989,Condo,354032,362261,1730,OFF_MARKET,64,agent-0176
85000041,731 Logan St Apt 3B,Denver,CO,80218,39.7271,-104.9722,2,2.0,1022,375,1923,Apartment,556125,560939,2837,FOR_RENT,65,agent-0196
85000042,1075 Pearl St,Denver,CO,80206,39.7316,-104.9646,2,2.0,1256,1398,1940,Townhouse,566150,552585,2930,FOR_RENT,81,agent-0102
85000043,434 Clarkson St Unit 401,Denver,CO,80218,39.7249,-104.9632,2,1.0,929,2984,1936,MultiFamily,378880,375567,1926,OFF_MARKET,78,agent-0015
85000044,103 Pearl St,Denver,CO,80206,39.7340,-104.9834,2,1.5,1084,1720,1920,Apartment,395497,402983,2746,FOR_SALE,73,agent-0029
85000045,465 Pearl St Apt 3B,Denver,CO,80206,39.7241,-104.9780,1,2.0,1006,1470,1927,Apartment,663565,656844,1541,FOR_RENT,35,agent-0027
85000046,294 Grant St Apt 3B,Denver,CO,80218,39.7206,-104.9813,3,1.0,724,988,2001,Townhouse,699797,712094,1990,OFF_MARKET,90,agent-0119
85000047,275 Pearl St,Denver,CO,80203,39.7393,-104.9720,2,2.0,677,229,2005,Apartment,606160,616800,2514,FOR_SALE,22,agent-0156
85000048,546 Clarkson St Unit 401,Denver,CO,80203,39.7228,-104.9793,2,1.5,709,2471,1972,Condo,592694,599147,2662,FOR_SALE,48,agent-0027
85000049,1512 Pennsylvania St Unit 401,Denver,CO,80206,39.7467,-104.9769,2,1.5,965,781,2016,Apartment,494635,504126,2483,FOR_SALE,3,agent-0064
85000050,342 Ogden St,Denver,CO,80218,39.7319,-104.9759,2,1.5,1362,343,2015,Condo,377408,363624,2272,OFF_MARKET,54,agent-0011
85000051,904 Ogden St Apt 3B,Denver,CO,80218,39.7339,-104.9750,2,1.5,886,1762,1998,Apartment,406647,425395,2574,FOR_SALE,22,agent-0122
85000052,1439 Downing St Unit 2,Denver,CO,80218,39.7388,-104.9686,2,1.5,945,2491,2010,Condo,598971,617046,2627,OFF_MARKET,8,agent-0025
85000053,375 Grant St,Denver,CO,80203,39.7428,-104.9865,2,1.0,1386,362,1937,Apartment,376131,383674,2490,FOR_RENT,27,agent-0168
85000054,112 Downing St,Denver,CO,80206,39.7398,-104.9853,3,2.0,742,1895,1950,Townhouse,717842,706904,2318,OFF_MARKET,2,agent-0147
85000055,982 Pearl St Unit 2,Denver,CO,80203,39.7453,-104.9888,3,1.5,1314,703,1945,Townhouse,411317,420720,3369,FOR_RENT,64,agent-0198
85000056,1280 Pearl St Unit 401,Denver,CO,80218,39.7352,-104.9755,2,1.5,973,2687,1940,Townhouse,473466,483007,1960,FOR_SALE,87,agent-0053
85000057,1082 Clarkson St,Denver,CO,80206,39.7229,-104.9802,2,1.5,1396,1495,1935,Condo,484346,485467,2171,FOR_RENT,43,agent-0032
85000058,779 Pennsylvania St Unit 2,Denver,CO,80206,39.7332,-104.9730,2,1.0,954,900,1936,Apartment,715551,720487,2331,OFF_MARKET,34,agent-0155
85000059,428 Ogden St Apt 3B,Denver,CO,80203,39.7446,-104.9871,1,2.0,1286,2833,1939,Apartment,509043,498248,3446,FOR_RENT,25,agent-0008
85000060,1121 Grant St Apt 3B,Denver,CO,80203,39.7358,-104.9788,3,2.0,660,2458,1990,Condo,330736,331646,1891,FOR_SALE,33,agent-0069
85000061,1376 Corona St,Denver,CO,80206,39.7269,-104.9720,2,1.5,1028,2885,2001,Apartment,337000,324936,3170,FOR_SALE,50,agent-0068
85000062,810 Corona St Apt 3B,Denver,CO,80218,39.7336,-104.9859,1,2.0,856,271,1936,Apartment,353170,348799,2665,FOR_RENT,43,agent-0072
85000063,1257 Grant St Apt 3B,Denver,CO,80203,39.7269,-104.9669,2,2.0,1382,2008,1972,MultiFamily,599331,611882,2095,FOR_RENT,87,agent-0005
85000064,1581 Ogden St Unit 401,Denver,CO,80203,39.7250,-104.9732,1,1.0,1122,42,1947,MultiFamily,622185,626198,2801,OFF_MARKET,70,agent-0096
85000065,1009 Grant St,Denver,CO,80206,39.7455,-104.9769,1,2.0,1100,1824,1970,Townhouse,686307,681243,2619,FOR_SALE,76,agent-0005
85000066,1345 Downing St Unit 401,Denver,CO,80206,39.7266,-104.9714,2,1.5,663,1926,2005,Townhouse,704248,705573,2255,OFF_MARKET,14,agent-0030
85000067,1417 Corona St Unit 2,Denver,CO,80203,39.7262,-104.9764,1,1.5,1353,817,1932,Condo,657175,650652,2204,FOR_SALE,71,agent-0198
85000068,1582 Grant St Unit 401,Denver,CO,80203,39.7472,-104.9727,2,1.0,726,2286,2003,Condo,444837,449711,1980,OFF_MARKET,85,agent-0040
85000069,992 Pennsylvania St Apt 3B,Denver,CO,80206,39.7379,-104.9754,3,2.0,728,145,1933,Condo,371652,373706,1757,FOR_RENT,49,agent-0101
85000070,181 Grant St Apt 3B,Denver,CO,80203,39.7497,-104.9778,2,1.0,1340,2938,1928,Apartment,454734,455831,2772,FOR_RENT,22,agent-0036
85000071,1009 Pennsylvania St Unit 401,Denver,CO,80206,39.7341,-104.9848,2,1.5,755,2409,2001,Apartment,588492,580274,1923,OFF_MARKET,33,agent-0060
85000072,763 Grant St Unit 2,Denver,CO,80206,39.7313,-104.9628,2,1.0,1248,736,1994,Apartment,435185,427113,2774,FOR_SALE,29,agent-0044
85000073,162 Pearl St Unit 2,Denver,CO,80203,39.7239,-104.9802,2,2.0,829,2601,1998,Townhouse,662132,670584,1909,OFF_MARKET,44,agent-0071
85000074,808 Grant St Unit 401,Denver,CO,80203,39.7263,-104.9616,2,1.5,1125,989,1933,MultiFamily,458009,473430,3164,OFF_MARKET,2,agent-0070
85000075,972 Clarkson St,Denver,CO,80203,39.7338,-104.9873,2,1.0,1075,2560,1982,Townhouse,678994,674338,2459,OFF_MARKET,43,agent-0150
85000076,1343 Corona St Unit 2,Denver,CO,80206,39.7279,-104.9749,1,1.0,777,2577,2016,Townhouse,416651,411666,2336,FOR_RENT,37,agent-0142
85000077,995 Corona St Unit 2,Denver,CO,80218,39.7450,-104.9811,2,2.0,1092,2347,1971,MultiFamily,527580,543944,2821,FOR_RENT,82,agent-0126
85000078,1155 Pennsylvania St Unit 401,Denver,CO,80203,39.7357,-104.9889,2,1.5,1101,1535,1994,Apartment,527750,532284,2925,FOR_RENT,14,agent-0205
85000079,1521 Logan St Unit 401,Denver,CO,80206,39.7241,-104.9721,2,1.0,1297,1580,2008,MultiFamily,652949,658850,2739,OFF_MARKET,68,agent-0044
85000080,169 Pennsylvania St Unit 2,Denver,CO,80218,39.7447,-104.9808,2,1.0,942,1048,1995,Condo,531798,519986,2282,FOR_SALE,3,agent-0204
85000081,1206 Logan St,Denver,CO,80206,39.7376,-104.9874,3,1.5,1118,1061,1947,Apartment,501230,517861,1959,FOR_RENT,13,agent-0083
85000082,1326 Pearl St Unit 401,Denver,CO,80218,39.7315,-104.9815,2,2.0,835,713,1988,Townhouse,391458,403002,1942,OFF_MARKET,53,agent-0089
85000083,231 Pennsylvania St,Denver,CO,80203,39.7399,-104.9766,2,1.5,1252,501,1939,Condo,395389,396489,2656,FOR_SALE,4,agent-0174
85000084,1338 Pearl St Unit 2,Denver,CO,80206,39.7399,-104.9601,2,1.0,728,1109,1953,MultiFamily,453898,446723,2595,OFF_MARKET,90,agent-0068
85000085,342 Pearl St Apt 3B,Denver,CO,80206,39.7297,-104.9775,2,2.0,1202,2377,1997,Townhouse,527024,528666,2296,OFF_MARKET,23,agent-0034
85000086,461 Corona St Apt 3B,Denver,CO,80203,39.7282,-104.9735,2,1.5,1157,2749,2006,MultiFamily,437224,448115,2973,FOR_RENT,1,agent-0055
85000087,827 Grant St Apt 3B,Denver,CO,80218,39.7204,-104.9801,2,2.0,966,2155,1930,MultiFamily,559166,573647,2831,FOR_SALE,21,agent-0032
85000088,137 Clarkson St Unit 401,Denver,CO,80203,39.7427,-104.9634,2,1.0,705,229,1925,MultiFamily,654571,640981,3045,FOR_SALE,16,agent-0113
85000089,1381 Grant St Unit 401,Denver,CO,80203,39.7281,-104.9637,2,1.5,951,2162,2017,Townhouse,454410,455624,3110,OFF_MARKET,79,agent-0126
85000090,1432 Pearl St Apt 3B,Denver,CO,80206,39.7294,-104.9804,2,1.0,1113,261,1984,Townhouse,551076,566623,2363,OFF_MARKET,32,agent-0031
85000091,1353 Pearl St Unit 401,Denver,CO,80218,39.7230,-104.9727,2,1.0,1172,1793,1997,Condo,528432,531733,2810,OFF_MARKET,26,agent-0040
85000092,1249 Pennsylvania St,Denver,CO,80203,39.7238,-104.9819,2,1.5,891,590,1931,Apartment,348961,347727,2912,OFF_MARKET,5,agent-0196
85000093,1223 Corona St,Denver,CO,80206,39.7311,-104.9701,2,1.0,662,1347,1942,Condo,716000,723906,3031,FOR_RENT,26,agent-0179
85000094,1116 Grant St,Denver,CO,80206,39.7398,-104.9703,1,1.0,1184,241,1963,Condo,670639,677666,2274,FOR_RENT,74,agent-0154
85000095,854 Corona St Unit 401,Denver,CO,80218,39.7383,-104.9867,2,1.0,880,535,1927,Townhouse,680364,691921,2289,FOR_SALE,73,agent-0169
85000096,449 Clarkson St Unit 401,Denver,CO,80206,39.7404,-104.9822,2,1.0,1360,928,1952,MultiFamily,435679,422786,3183,OFF_MARKET,57,agent-0201
85000097,621 Logan St Unit 2,Denver,CO,80206,39.7346,-104.9621,3,1.5,1395,1011,1938,Condo,665751,661412,3312,FOR_SALE,76,agent-0118
85000098,148 Grant St Unit 401,Denver,CO,80218,39.7460,-104.9751,2,1.0,1259,2013,1969,Apartment,606514,601999,2033,OFF_MARKET,54,agent-0010
85000099,104 Corona St Unit 401,Denver,CO,80218,39.7274,-104.9859,2,1.0,857,2502,1992,Townhouse,539444,547692,2986,FOR_SALE,28,agent-0085
85000100,264 Corona St Apt 3B,Denver,CO,80203,39.7224,-104.9814,2,2.0,825,643,2008,Condo,377610,370965,2650,FOR_SALE,44,agent-0057
85000101,199 Grant St Unit 2,Denver,CO,80203,39.7449,-104.9607,2,2.0,1232,1545,1928,Townhouse,455300,467233,2131,FOR_SALE,11,agent-0125
85000102,780 Ogden St,Denver,CO,80203,39.7400,-104.9816,2,1.0,1159,2604,1976,MultiFamily,410612,426956,3197,FOR_SALE,62,agent-0030
85000103,752 Corona St Unit 401,Denver,CO,80218,39.7306,-104.9794,2,1.5,1358,760,1946,MultiFamily,592518,581524,3058,FOR_RENT,27,agent-0167
85000104,1091 Corona St Unit 401,Denver,CO,80206,39.7426,-104.9606,2,2.0,857,496,1941,Condo,601534,616946,3128,FOR_SALE,39,agent-0081
85000105,932 Pearl St Unit 401,Denver,CO,80203,39.7498,-104.9894,2,2.0,974,409,1933,Condo,594331,603614,2295,FOR_SALE,48,agent-0123
85000106,1398 Ogden St Apt 3B,Denver,CO,80203,39.7324,-104.9817,2,2.0,1232,180,1964,Apartment,625304,622321,2793,OFF_MARKET,7,agent-0099
85000107,1304 Downing St Unit 2,Denver,CO,80203,39.7370,-104.9723,2,1.5,970,70,1922,Condo,472360,471038,2158,FOR_RENT,87,agent-0098
85000108,1353 Corona St,Denver,CO,80206,39.7398,-104.9763,2,2.0,1061,1806,1926,Condo,522331,538573,3092,FOR_SALE,17,agent-0166
85000109,747 Logan St,Denver,CO,80206,39.7262,-104.9866,1,1.5,970,856,1925,Townhouse,497731,499181,2848,FOR_RENT,22,agent-0077
85000110,994 Grant St Unit 2,Denver,CO,80218,39.7211,-104.9874,2,1.0,1057,1044,1978,MultiFamily,691461,687481,2654,FOR_RENT,64,agent-0050
85000111,1066 Corona St Unit 401,Denver,CO,80206,39.7360,-104.9633,1,1.0,1366,247,1929,Apartment,611694,617047,1671,OFF_MARKET,17,agent-0202
85000112,1529 Pearl St Unit 401,Denver,CO,80206,39.7277,-104.9820,2,2.0,655,1684,1936,Condo,365755,385108,2229,FOR_SALE,36,agent-0153
85000113,950 Ogden St Apt 3B,Denver,CO,80203,39.7240,-104.9636,2,1.5,711,769,2005,Townhouse,365257,352675,2022,FOR_SALE,82,agent-0008
85000114,1181 Logan St Unit 401,Denver,CO,80218,39.7476,-104.9645,2,2.0,660,2988,1926,Apartment,391196,388137,2885,FOR_SALE,14,agent-0052
85000115,1566 Clarkson St Apt 3B,Denver,CO,80206,39.7453,-104.9807,2,1.0,1126,1291,1997,Apartment,483614,475416,2721,FOR_SALE,78,agent-0194
85000116,786 Downing St,Denver,CO,80218,39.7254,-104.9735,3,1.5,905,1005,1970,MultiFamily,397191,408799,3325,FOR_SALE,11,agent-0189
85000117,808 Downing St Unit 2,Denver,CO,80218,39.7248,-104.9726,2,2.0,1284,912,1961,Townhouse,686054,701894,2287,FOR_RENT,10,agent-0072
85000118,1332 Clarkson St,Denver,CO,80203,39.7328,-104.9864,2,2.0,718,287,1989,Townhouse,658990,666326,2984,FOR_SALE,52,agent-0072
85000119,951 Corona St Apt 3B,Denver,CO,80218,39.7460,-104.9689,2,1.5,977,193,1994,Condo,620363,634012,2088,OFF_MARKET,1,agent-0127
85000120,1460 Grant St,Denver,CO,80218,39.7459,-104.9706,2,2.0,757,2533,1921,MultiFamily,672882,671679,2603,FOR_RENT,57,agent-0063
85000121,1165 Logan St Unit 2,Denver,CO,80203,39.7428,-104.9760,1,1.5,697,719,1930,Condo,529145,548134,2737,OFF_MARKET,44,agent-0196
85000122,519 Ogden St Unit 2,Denver,CO,80206,39.7325,-104.9846,2,1.0,931,788,1936,Townhouse,653222,648006,2116,FOR_SALE,73,agent-0052
85000123,788 Logan St,Denver,CO,80206,39.7459,-104.9680,1,1.5,1383,521,1984,Townhouse,420816,427114,3402,FOR_RENT,10,agent-0170
85000124,236 Clarkson St Apt 3B,Denver,CO,80203,39.7471,-104.9730,2,1.5,786,2164,2010,Apartment,457754,465357,2459,OFF_MARKET,85,agent-0086
85000125,1551 Clarkson St Unit 401,Denver,CO,80218,39.7418,-104.9862,2,1.5,1048,1315,1985,Condo,506999,497202,2712,OFF_MARKET,70,agent-0100
85000126,794 Logan St Apt 3B,Denver,CO,80206,39.7384,-104.9724,2,1.5,1234,2232,1954,Condo,440424,439516,2976,FOR_SALE,39,agent-0049
85000127,785 Clarkson St Unit 401,Denver,CO,80218,39.7221,-104.9757,3,1.0,886,358,1936,Condo,414384,432386,3185,FOR_SALE,65,agent-0103
85000128,396 Ogden St Unit 401,Denver,CO,80218,39.7223,-104.9856,2,2.0,996,352,2002,Apartment,363028,354299,2684,FOR_RENT,21,agent-0127
85000129,496 Grant St,Denver,CO,80203,39.7365,-104.9660,2,1.5,1363,1889,1968,Townhouse,624436,624232,2594,OFF_MARKET,59,agent-0004
85000130,513 Grant St,Denver,CO,80206,39.7410,-104.9623,2,2.0,1331,1070,1979,Condo,449943,436504,2346,OFF_MARKET,15,agent-0120
85000131,1077 Corona St Apt 3B,Denver,CO,80218,39.7273,-104.9653,2,2.0,1345,647,1987,Condo,378127,366621,2379,FOR_SALE,70,agent-0143
85000132,897 Pennsylvania St Unit 2,Denver,CO,80218,39.7306,-104.9790,2,1.5,1033,1441,2017,Apartment,649219,639826,3197,FOR_RENT,59,agent-0113
85000133,1507 Logan St,Denver,CO,80218,39.7302,-104.9865,2,2.0,1367,1225,2007,Townhouse,631770,649653,3115,FOR_RENT,65,agent-0148
85000134,979 Ogden St Unit 2,Denver,CO,80206,39.7318,-104.9826,1,1.0,1294,523,1970,Condo,340086,338945,1446,FOR_SALE,59,agent-0205
85000135,489 Ogden St Unit 2,Denver,CO,80206,39.7348,-104.9656,1,2.0,1375,2713,1982,Condo,452434,441977,2465,OFF_MARKET,27,agent-0204
85000136,1168 Pennsylvania St Apt 3B,Denver,CO,80203,39.7244,-104.9810,2,1.0,1295,881,2009,Townhouse,365417,367892,2716,FOR_SALE,44,agent-0174
85000137,549 Corona St,Denver,CO,80218,39.7406,-104.9877,1,1.5,1386,2870,1934,Condo,492957,487520,2241,OFF_MARKET,75,agent-0183
85000138,374 Logan St Unit 2,Denver,CO,80206,39.7271,-104.9768,2,1.0,1060,2589,2001,Townhouse,341320,346255,2803,FOR_RENT,39,agent-0022
85000139,606 Ogden St Unit 401,Denver,CO,80206,39.7420,-104.9710,2,1.5,868,267,1936,MultiFamily,659676,663499,2819,FOR_SALE,62,agent-0092
85000140,671 Grant St,Denver,CO,80203,39.7373,-104.9812,2,1.5,1133,511,1979,MultiFamily,436855,450080,2006,OFF_MARKET,27,agent-0033
85000141,737 Logan St Unit 2,Denver,CO,80203,39.7498,-104.9859,1,2.0,1282,931,1988,MultiFamily,478660,479191,3541,FOR_SALE,85,agent-0049
85000142,803 Downing St Apt 3B,Denver,CO,80206,39.7452,-104.9737,2,1.5,1366,843,1993,Condo,470988,467279,3070,FOR_RENT,35,agent-0174
85000143,609 Logan St Unit 401,Denver,CO,80203,39.7230,-104.9860,1,2.0,1166,1179,1925,Apartment,489225,499570,1712,FOR_SALE,11,agent-0034
85000144,681 Pearl St Unit 2,Denver,CO,80218,39.7497,-104.9755,2,1.0,669,797,1947,Townhouse,457298,473754,2936,FOR_SALE,52,agent-0148
85000145,1418 Logan St Unit 2,Denver,CO,80218,39.7353,-104.9653,2,1.0,998,2543,2000,Apartment,569044,574367,2528,OFF_MARKET,15,agent-0152
85000146,219 Pennsylvania St Unit 2,Denver,CO,80206,39.7304,-104.9732,1,1.5,1166,2977,1933,Apartment,386715,389600,3540,FOR_RENT,53,agent-0042
85000147,1193 Pennsylvania St Unit 401,Denver,CO,80203,39.7484,-104.9869,2,1.0,884,1454,1920,Apartment,614286,604352,3069,OFF_MARKET,4,agent-0035
85000148,299 Clarkson St Unit 401,Denver,CO,80203,39.7301,-104.9678,1,2.0,1086,1480,1957,Townhouse,516929,526040,2003,FOR_RENT,14,agent-0139
85000149,1187 Grant St Unit 401,Denver,CO,80218,39.7407,-104.9896,1,1.5,1172,52,1974,Condo,437037,456988,2838,FOR_RENT,63,agent-0017
85000150,738 Pearl St Unit 401,Denver,CO,80203,39.7486,-104.9704,2,2.0,735,1441,1946,Apartment,346765,344922,2812,FOR_SALE,67,agent-0148
85000151,741 Logan St Unit 401,Denver,CO,80203,39.7323,-104.9765,2,2.0,721,56,1966,Condo,674038,676795,2251,OFF_MARKET,23,agent-0152
85000152,366 Clarkson St Unit 2,Denver,CO,80206,39.7284,-104.9829,2,1.5,813,279,1946,Apartment,664561,677048,2336,OFF_MARKET,1,agent-0139
85000153,129 Grant St Apt 3B,Denver,CO,80203,39.7229,-104.9804,1,2.0,1208,2268,2000,MultiFamily,550016,541487,2493,FOR_RENT,16,agent-0061
85000154,1469 Downing St Unit 2,Denver,CO,80203,39.7258,-104.9730,2,2.0,673,1509,2018,Apartment,544970,553287,3135,FOR_RENT,88,agent-0016
85000155,220 Downing St Apt 3B,Denver,CO,80206,39.7445,-104.9682,3,1.0,1018,2647,1988,Apartment,582221,569970,2493,FOR_RENT,49,agent-0177
85000156,1124 Downing St Apt 3B,Denver,CO,80203,39.7323,-104.9638,2,2.0,674,2718,1925,MultiFamily,519640,510648,3164,FOR_RENT,52,agent-0164
85000157,800 Grant St Apt 3B,Denver,CO,80206,39.7203,-104.9606,2,1.5,1319,105,1996,Condo,581987,578799,2288,FOR_RENT,1,agent-0155
85000158,574 Logan St Unit 2,Denver,CO,80203,39.7354,-104.9652,3,1.0,1230,2690,1967,Apartment,544247,547178,2861,OFF_MARKET,57,agent-0032
85000159,682 Corona St Unit 2,Denver,CO,80203,39.7406,-104.9605,3,1.5,1306,2485,1949,Condo,625202,616058,1645,FOR_SALE,50,agent-0013
85000160,548 Ogden St Unit 2,Denver,CO,80206,39.7257,-104.9851,2,1.0,659,2433,1990,MultiFamily,600236,590083,1973,FOR_SALE,83,agent-0118
85000161,329 Logan St,Denver,CO,80218,39.7491,-104.9610,2,1.0,1004,2741,1928,Condo,426662,419004,2725,OFF_MARKET,57,agent-0125
85000162,777 Pearl St Unit 2,Denver,CO,80203,39.7489,-104.9726,3,1.5,995,807,2003,MultiFamily,328834,345447,3029,FOR_RENT,54,agent-0160
85000163,319 Pennsylvania St Apt 3B,Denver,CO,80218,39.7497,-104.9807,3,2.0,671,2321,1933,Townhouse,410146,424964,2249,OFF_MARKET,50,agent-0024
85000164,1347 Pennsylvania St Unit 401,Denver,CO,80203,39.7218,-104.9771,2,1.0,704,41,1977,MultiFamily,713903,710834,3089,FOR_RENT,32,agent-0031
85000165,823 Pearl St,Denver,CO,80218,39.7348,-104.9675,1,1.5,1238,53,1924,Condo,453489,442445,2530,FOR_RENT,63,agent-0116
85000166,1132 Pearl St,Denver,CO,80206,39.7353,-104.9616,2,1.5,926,2945,1972,Condo,565992,555703,2420,FOR_RENT,37,agent-0117
85000167,1490 Clarkson St Unit 401,Denver,CO,80218,39.7398,-104.9696,2,1.5,1137,1472,1961,Apartment,642753,630049,3131,FOR_SALE,64,agent-0160
