id,createdTime,Name,Status,Project,EstimateHours,Done
task_0057,2026-07-30T07:17:05Z,Task 57,Todo,proj_0015,18,false
task_0058,2026-10-11T18:58:59Z,Task 58,In Progress,proj_0029,19,true
task_0059,2026-09-13T17:13:42Z,Task 59,In Progress,proj_0049,15,false
task_0060,2026-02-08T19:31:40Z,Task 60,Todo,proj_0005,16,true
task_0061,2026-06-16T16:49:04Z,Task 61,In Progress,proj_0027,12,true
task_0062,2026-02-18T04:09:21Z,Task 62,In Progress,proj_0040,5,false
task_0063,2026-07-07T13:35:08Z,Task 63,Done,proj_0029,2,false
task_0064,2026-02-08T08:22:11Z,Task 64,In Progress,proj_0043,6,false
task_0065,2026-02-24T23:59:37Z,Task 65,Todo,proj_0010,4,false
task_0066,2026-10-11T00:09:39Z,Task 66,Done,proj_0008,20,true
task_0067,2026-04-17T19:15:40Z,Task 67,Done,proj_0045,18,true
task_0068,2026-03-20T05:47:39Z,Task 68,Todo,proj_0000,6,false
task_0069,2026-09-13T10:33:08Z,Task 69,Done,proj_0048,5,false
task_0070,2026-02-14T10:45:31Z,Task 70,Done,proj_0026,3,true
task_0071,2026-05-31T06:26:45Z,Task 71,Done,proj_0007,6,false
task_0072,2026-07-28T05:32:23Z,Task 72,Todo,proj_0019,20,true
task_0073,2026-07-16T11:02:27Z,Task 73,Todo,proj_0009,6,false
task_0074,2026-02-20T02:25:14Z,Task 74,Done,proj_0026,10,false
task_0075,2026-02-07T07:36:06Z,Task 75,In Progress,proj_0001,6,false
task_0076,2026-01-09T15:45:30Z,Task 76,Todo,proj_0044,2,true
task_0077,2026-06-18T14:02:04Z,Task 77,Done,proj_0045,1,false
task_0078,2026-07-09T03:36:52Z,Task 78,In Progress,proj_0010,7,true
task_0079,2026-06-17T17:55:53Z,Task 79,Todo,proj_0014,2,false
task_0080,2026-08-02T04:27:11Z,Task 80,Done,proj_0012,11,true
task_0081,2026-08-09T17:47:11Z,Task 81,Todo,proj_0018,17,true
task_0082,2026-06-03T00:58:50Z,Task 82,Todo,proj_0014,13,true
task_0083,2026-09-06T01:40:54Z,Task 83,Done,proj_0027,19,true
task_0084,2026-04-21T16:38:32Z,Task 84,In Progress,proj_0044,1,false
task_0085,2026-10-05T12:08:46Z,Task 85,In Progress,proj_0017,9,false
task_0086,2026-01-24T01:11:17Z,Task 86,Done,proj_0018,15,true
task_0087,2026-09-09T09:18:50Z,Task 87,In Progress,proj_0012,8,true
task_0088,2026-04-28T05:34:17Z,Task 88,In Progress,proj_0043,20,false
task_0089,2026-07-01T11:20:26Z,Task 89,Todo,proj_0029,20,true
task_0090,2026-07-27T11:43:48Z,Task 90,In Progress,proj_0015,10,false
task_0091,2026-02-03T16:32:09Z,Task 91,Todo,proj_0028,7,false
task_0092,2026-04-13T16:49:39Z,Task 92,In Progress,proj_0034,7,true
task_0093,2026-02-15T11:06:29Z,Task 93,In Progress,proj_0028,13,true
task_0094,2026-06-24T19:22:04Z,Task 94,In Progress,proj_0011,7,false
task_0095,2026-08-04T12:24:01Z,Task 95,In Progress,proj_0032,6,false
task_0096,2026-05-24T13:14:59Z,Task 96,In Progress,proj_0026,4,false
task_0097,2026-04-16T02:06:31Z,Task 97,In Progress,proj_0023,4,false
task_0098,2026-05-17T01:55:26Z,Task 98,Done,proj_0017,1,false
task_0099,2026-07-06T23:18:30Z,Task 99,In Progress,proj_0037,19,false
task_0100,2026-05-15T21:38:35Z,Task 100,Todo,proj_0027,20,false
task_0101,2026-03-31T22:35:57Z,Task 101,Done,proj_0002,8,true
task_0102,2026-09-14T05:31:09Z,Task 102,Todo,proj_0037,6,true
task_0103,2026-05-21T19:08:51Z,Task 103,Done,proj_0022,8,true
task_0104,2026-02-12T00:01:34Z,Task 104,Todo,proj_0044,16,true
task_0105,2026-01-25T02:33:21Z,Task 105,Todo,proj_0032,5,false
task_0106,2026-01-09T19:51:47Z,Task 106,Todo,proj_0030,16,true
task_0107,2026-04-12T18:45:21Z,Task 107,In Progress,proj_0018,16,true
task_0108,2026-01-11T08:44:01Z,Task 108,In Progress,proj_0046,5,true
task_0109,2026-09-01T04:48:11Z,Task 109,In Progress,proj_0001,16,true
task_0110,2026-03-17T22:57:48Z,Task 110,Todo,proj_0033,6,false
task_0111,2026-10-03T22:43:21Z,Task 111,Done,proj_0039,16,false
task_0112,2026-06-01T14:16:07Z,Task 112,In Progress,proj_0047,5,false
task_0113,2026-02-27T14:29:03Z,Task 113,In Progress,proj_0046,8,false
task_0114,2026-02-25T00:47:08Z,Task 114,Done,proj_0017,12,true
task_0115,2026-09-08T21:31:59Z,Task 115,In Progress,proj_0022,9,true
task_0116,2026-10-07T18:50:45Z,Task 116,Todo,proj_0041,9,true
task_0117,2026-06-27T01:35:59Z,Task 117,Done,proj_0030,11,true
task_0118,2026-07-07T12:27:56Z,Task 118,In Progress,proj_0004,3,false
task_0119,2026-06-07T04:18:53Z,Task 119,In Progress,proj_0042,3,false
