item_id,board_id,group_id,name,created_at
itm_0061,brd_equipment,grp_kit,OP-61,2026-09-05T00:00:00+00:00
itm_0062,brd_equipment,grp_kit,OP-62,2024-06-26T00:00:00+00:00
itm_0063,brd_equipment,grp_kit,OP-63,2024-06-12T00:00:00+00:00
itm_0064,brd_equipment,grp_kit,OP-64,2025-09-06T00:00:00+00:00
itm_0065,brd_equipment,grp_kit,OP-65,2025-08-24T00:00:00+00:00
itm_0066,brd_equipment,grp_kit,OP-66,2026-06-18T00:00:00+00:00
itm_0067,brd_equipment,grp_kit,OP-67,2024-03-05T00:00:00+00:00
itm_0068,brd_equipment,grp_kit,OP-68,2025-08-26T00:00:00+00:00
itm_0069,brd_equipment,grp_kit,OP-69,2024-01-25T00:00:00+00:00
itm_0070,brd_equipment,grp_kit,OP-70,2025-05-02T00:00:00+00:00
itm_0071,brd_equipment,grp_kit,OP-71,2024-09-09T00:00:00+00:00
itm_0072,brd_equipment,grp_kit,OP-72,2024-03-27T00:00:00+00:00
itm_0073,brd_equipment,grp_kit,OP-73,2026-06-19T00:00:00+00:00
itm_0074,brd_equipment,grp_kit,OP-74,2025-08-26T00:00:00+00:00
itm_0075,brd_equipment,grp_kit,OP-75,2026-03-20T00:00:00+00:00
itm_0076,brd_equipment,grp_kit,OP-76,2026-07-26T00:00:00+00:00
itm_0077,brd_equipment,grp_kit,OP-77,2026-04-01T00:00:00+00:00
itm_0078,brd_equipment,grp_kit,OP-78,2025-08-26T00:00:00+00:00
itm_0079,brd_equipment,grp_kit,OP-79,2025-06-09T00:00:00+00:00
itm_0080,brd_equipment,grp_kit,OP-80,2024-10-20T00:00:00+00:00
itm_0081,brd_equipment,grp_kit,OP-81,2026-10-12T00:00:00+00:00
itm_0082,brd_equipment,grp_kit,OP-82,2024-02-09T00:00:00+00:00
itm_0083,brd_equipment,grp_kit,OP-83,2025-02-23T00:00:00+00:00
itm_0084,brd_equipment,grp_kit,OP-84,2024-09-12T00:00:00+00:00
itm_0085,brd_equipment,grp_kit,OP-85,2024-04-06T00:00:00+00:00
itm_0086,brd_equipment,grp_kit,OP-86,2024-05-18T00:00:00+00:00
itm_0087,brd_equipment,grp_kit,OP-87,2026-06-05T00:00:00+00:00
itm_0088,brd_equipment,grp_kit,OP-88,2024-09-02T00:00:00+00:00
itm_0089,brd_equipment,grp_kit,OP-89,2025-09-15T00:00:00+00:00
itm_0090,brd_equipment,grp_kit,OP-90,2025-12-12T00:00:00+00:00
