id,name,full_name,owner,private,description,default_branch,language,stars,forks,open_issues,created_at,updated_at
145085024,dojo-scripts-17,aaron-delgado/dojo-scripts-17,aaron-delgado,true,dojo-scripts-17 repository.,develop,Python,93,1,30,2023-01-01T00:00:00-07:00,2024-11-10T14:27:00-07:00
3230270376,game-jam-2024-18,aaron-delgado/game-jam-2024-18,aaron-delgado,false,game-jam-2024-18 repository.,master,Python,1,9,16,2023-01-01T00:00:00-07:00,2025-07-30T16:11:00-07:00
3960333454,game-jam-2024-19,aaron-delgado/game-jam-2024-19,aaron-delgado,false,game-jam-2024-19 repository.,master,Python,418,1,35,2023-01-01T00:00:00-07:00,2025-05-24T13:09:00-07:00
3061691294,cutting-board-tracker-20,aaron-delgado/cutting-board-tracker-20,aaron-delgado,true,cutting-board-tracker-20 repository.,main,Python,246,35,5,2023-01-01T00:00:00-07:00,2024-02-12T10:56:00-07:00
1073709732,cutting-board-tracker-21,aaron-delgado/cutting-board-tracker-21,aaron-delgado,false,cutting-board-tracker-21 repository.,main,Python,147,18,23,2023-01-01T00:00:00-07:00,2024-06-15T09:34:00-07:00
1410311163,lantern-keeper-22,aaron-delgado/lantern-keeper-22,aaron-delgado,true,lantern-keeper-22 repository.,develop,C++,72,22,37,2023-01-01T00:00:00-07:00,2026-03-28T14:31:00-07:00
3250025484,lantern-keeper-23,aaron-delgado/lantern-keeper-23,aaron-delgado,false,lantern-keeper-23 repository.,main,C++,487,2,34,2023-01-01T00:00:00-07:00,2025-02-27T10:26:00-07:00
2356224536,level-tools-24,aaron-delgado/level-tools-24,aaron-delgado,false,level-tools-24 repository.,develop,Python,299,42,25,2023-01-01T00:00:00-07:00,2024-03-03T09:54:00-07:00
2614331394,kendo-scorekeeper-25,aaron-delgado/kendo-scorekeeper-25,aaron-delgado,false,kendo-scorekeeper-25 repository.,master,C++,485,44,3,2023-01-01T00:00:00-07:00,2026-05-13T14:12:00-07:00
662727726,dojo-scripts-26,aaron-delgado/dojo-scripts-26,aaron-delgado,false,dojo-scripts-26 repository.,develop,Python,115,8,11,2023-01-01T00:00:00-07:00,2025-04-17T10:20:00-07:00
612173356,game-jam-2025-27,cascade-interactive-noreach/game-jam-2025-27,cascade-interactive-noreach,true,game-jam-2025-27 repository.,develop,Python,300,59,34,2023-01-01T00:00:00-07:00,2024-11-10T20:26:00-07:00
359364099,dojo-scripts-28,cascade-interactive-noreach/dojo-scripts-28,cascade-interactive-noreach,false,dojo-scripts-28 repository.,develop,Python,55,48,27,2023-01-01T00:00:00-07:00,2024-01-27T08:28:00-07:00
2883305728,dotfiles-29,aaron-delgado/dotfiles-29,aaron-delgado,false,dotfiles-29 repository.,develop,Shell,37,56,35,2023-01-01T00:00:00-07:00,2025-08-30T10:45:00-07:00
2114378037,level-tools-30,aaron-delgado/level-tools-30,aaron-delgado,true,level-tools-30 repository.,master,Python,397,40,3,2023-01-01T00:00:00-07:00,2026-06-14T12:18:00-07:00
1531274682,level-tools-31,cascade-interactive-noreach/level-tools-31,cascade-interactive-noreach,false,level-tools-31 repository.,develop,Python,444,10,34,2023-01-01T00:00:00-07:00,2025-08-14T12:37:00-07:00
3843554057,cutting-board-tracker-32,aaron-delgado/cutting-board-tracker-32,aaron-delgado,false,cutting-board-tracker-32 repository.,main,Python,130,1,11,2023-01-01T00:00:00-07:00,2025-07-21T08:33:00-07:00
1139870375,game-jam-2025-33,aaron-delgado/game-jam-2025-33,aaron-delgado,false,game-jam-2025-33 repository.,main,Python,153,17,28,2023-01-01T00:00:00-07:00,2024-12-06T08:49:00-07:00
1809926306,game-jam-2025-34,aaron-delgado/game-jam-2025-34,aaron-delgado,true,game-jam-2025-34 repository.,develop,Python,297,27,0,2023-01-01T00:00:00-07:00,2024-06-20T08:53:00-07:00
1303541862,level-tools-35,aaron-delgado/level-tools-35,aaron-delgado,false,level-tools-35 repository.,develop,Python,121,54,2,2023-01-01T00:00:00-07:00,2025-08-08T12:58:00-07:00
3952515970,tournament-brackets-36,aaron-delgado/tournament-brackets-36,aaron-delgado,false,tournament-brackets-36 repository.,develop,Python,249,13,20,2023-01-01T00:00:00-07:00,2026-09-26T14:27:00-07:00
2354246336,level-tools-37,aaron-delgado/level-tools-37,aaron-delgado,true,level-tools-37 repository.,develop,Python,466,38,34,2023-01-01T00:00:00-07:00,2025-02-19T08:05:00-07:00
3001827210,cutting-board-tracker-38,aaron-delgado/cutting-board-tracker-38,aaron-delgado,false,cutting-board-tracker-38 repository.,main,Python,227,27,17,2023-01-01T00:00:00-07:00,2025-01-12T12:02:00-07:00
3092201870,game-jam-2025-39,aaron-delgado/game-jam-2025-39,aaron-delgado,false,game-jam-2025-39 repository.,develop,Python,248,43,21,2023-01-01T00:00:00-07:00,2026-06-01T09:02:00-07:00
4111901173,tournament-brackets-40,aaron-delgado/tournament-brackets-40,aaron-delgado,true,tournament-brackets-40 repository.,develop,Python,108,40,23,2023-01-01T00:00:00-07:00,2026-10-09T20:27:00-07:00
789223461,dotfiles-41,aaron-delgado/dotfiles-41,aaron-delgado,false,dotfiles-41 repository.,master,Shell,410,44,6,2023-01-01T00:00:00-07:00,2024-07-02T15:46:00-07:00
3516083660,tournament-brackets-42,aaron-delgado/tournament-brackets-42,aaron-delgado,false,tournament-brackets-42 repository.,master,Python,274,24,31,2023-01-01T00:00:00-07:00,2024-05-14T14:32:00-07:00
4173811332,dojo-scripts-43,aaron-delgado/dojo-scripts-43,aaron-delgado,true,dojo-scripts-43 repository.,develop,Python,426,33,6,2023-01-01T00:00:00-07:00,2025-10-13T20:42:00-07:00
2112951524,kendo-scorekeeper-44,aaron-delgado/kendo-scorekeeper-44,aaron-delgado,false,kendo-scorekeeper-44 repository.,develop,C++,458,44,32,2023-01-01T00:00:00-07:00,2025-02-25T08:55:00-07:00
421403609,lantern-keeper-45,aaron-delgado/lantern-keeper-45,aaron-delgado,true,lantern-keeper-45 repository.,master,C++,285,56,38,2023-01-01T00:00:00-07:00,2025-01-16T16:01:00-07:00
1592459265,dotfiles-46,aaron-delgado/dotfiles-46,aaron-delgado,true,dotfiles-46 repository.,develop,Shell,253,18,14,2023-01-01T00:00:00-07:00,2025-09-05T15:13:00-07:00
1389200288,dotfiles-47,cascade-interactive-noreach/dotfiles-47,cascade-interactive-noreach,true,dotfiles-47 repository.,main,Shell,386,50,36,2023-01-01T00:00:00-07:00,2026-09-18T10:00:00-07:00
1161784415,indie-analytics-etl-48,aaron-delgado/indie-analytics-etl-48,aaron-delgado,false,indie-analytics-etl-48 repository.,develop,Python,258,39,11,2023-01-01T00:00:00-07:00,2024-01-04T15:26:00-07:00
3305282281,indie-analytics-etl-49,aaron-delgado/indie-analytics-etl-49,aaron-delgado,true,indie-analytics-etl-49 repository.,master,Python,64,3,0,2023-01-01T00:00:00-07:00,2026-10-16T16:52:00-07:00
931373720,game-jam-2025-50,aaron-delgado/game-jam-2025-50,aaron-delgado,false,game-jam-2025-50 repository.,master,Python,111,43,4,2023-01-01T00:00:00-07:00,2024-08-18T11:38:00-07:00
2775612680,level-tools-51,aaron-delgado/level-tools-51,aaron-delgado,false,level-tools-51 repository.,master,Python,12,10,6,2023-01-01T00:00:00-07:00,2025-10-28T18:39:00-07:00
4087141262,indie-analytics-etl-52,aaron-delgado/indie-analytics-etl-52,aaron-delgado,false,indie-analytics-etl-52 repository.,develop,Python,303,31,8,2023-01-01T00:00:00-07:00,2026-03-04T19:24:00-07:00
2436387926,level-tools-53,aaron-delgado/level-tools-53,aaron-delgado,false,level-tools-53 repository.,main,Python,38,50,39,2023-01-01T00:00:00-07:00,2025-01-10T09:13:00-07:00
2550090766,cutting-board-tracker-54,aaron-delgado/cutting-board-tracker-54,aaron-delgado,true,cutting-board-tracker-54 repository.,main,Python,168,0,26,2023-01-01T00:00:00-07:00,2025-05-19T14:02:00-07:00
3315064616,indie-analytics-etl-55,aaron-delgado/indie-analytics-etl-55,aaron-delgado,true,indie-analytics-etl-55 repository.,master,Python,324,39,13,2023-01-01T00:00:00-07:00,2025-05-11T16:12:00-07:00
1593254899,kendo-scorekeeper-56,aaron-delgado/kendo-scorekeeper-56,aaron-delgado,true,kendo-scorekeeper-56 repository.,main,C++,357,52,7,2023-01-01T00:00:00-07:00,2026-07-20T19:39:00-07:00
2460451557,level-tools-57,aaron-delgado/level-tools-57,aaron-delgado,true,level-tools-57 repository.,main,Python,167,1,5,2023-01-01T00:00:00-07:00,2024-01-04T12:12:00-07:00
4253585796,kendo-scorekeeper-58,aaron-delgado/kendo-scorekeeper-58,aaron-delgado,false,kendo-scorekeeper-58 repository.,master,C++,181,35,21,2023-01-01T00:00:00-07:00,2026-02-10T13:21:00-07:00
636064441,game-jam-2025-59,cascade-interactive-noreach/game-jam-2025-59,cascade-interactive-noreach,true,game-jam-2025-59 repository.,master,Python,0,55,13,2023-01-01T00:00:00-07:00,2025-04-01T20:05:00-07:00
3687149052,dojo-scripts-60,cascade-interactive-noreach/dojo-scripts-60,cascade-interactive-noreach,true,dojo-scripts-60 repository.,master,Python,43,43,2,2023-01-01T00:00:00-07:00,2026-02-19T08:43:00-07:00
60167288,level-tools-61,aaron-delgado/level-tools-61,aaron-delgado,true,level-tools-61 repository.,master,Python,25,28,11,2023-01-01T00:00:00-07:00,2025-11-04T16:17:00-07:00
693453048,game-jam-2025-62,aaron-delgado/game-jam-2025-62,aaron-delgado,false,game-jam-2025-62 repository.,master,Python,455,31,2,2023-01-01T00:00:00-07:00,2025-08-18T18:45:00-07:00
708670644,dotfiles-63,aaron-delgado/dotfiles-63,aaron-delgado,false,dotfiles-63 repository.,master,Shell,228,15,8,2023-01-01T00:00:00-07:00,2026-05-29T16:59:00-07:00
1925581958,game-jam-2025-64,aaron-delgado/game-jam-2025-64,aaron-delgado,false,game-jam-2025-64 repository.,develop,Python,85,23,30,2023-01-01T00:00:00-07:00,2026-01-22T08:40:00-07:00
701542332,dotfiles-65,aaron-delgado/dotfiles-65,aaron-delgado,false,dotfiles-65 repository.,develop,Shell,283,1,20,2023-01-01T00:00:00-07:00,2025-04-09T10:37:00-07:00
70240531,lantern-keeper-66,aaron-delgado/lantern-keeper-66,aaron-delgado,false,lantern-keeper-66 repository.,master,C++,210,49,9,2023-01-01T00:00:00-07:00,2025-06-27T12:52:00-07:00
221112962,indie-analytics-etl-67,cascade-interactive-noreach/indie-analytics-etl-67,cascade-interactive-noreach,false,indie-analytics-etl-67 repository.,develop,Python,126,43,16,2023-01-01T00:00:00-07:00,2026-06-17T11:18:00-07:00
3153501234,tournament-brackets-68,cascade-interactive-noreach/tournament-brackets-68,cascade-interactive-noreach,false,tournament-brackets-68 repository.,develop,Python,261,37,2,2023-01-01T00:00:00-07:00,2025-12-20T09:54:00-07:00
2459803553,kendo-scorekeeper-69,aaron-delgado/kendo-scorekeeper-69,aaron-delgado,true,kendo-scorekeeper-69 repository.,develop,C++,138,9,35,2023-01-01T00:00:00-07:00,2024-06-26T20:47:00-07:00
4100534308,kendo-scorekeeper-70,aaron-delgado/kendo-scorekeeper-70,aaron-delgado,false,kendo-scorekeeper-70 repository.,master,C++,84,44,13,2023-01-01T00:00:00-07:00,2024-08-02T09:57:00-07:00
1429713713,cutting-board-tracker-71,aaron-delgado/cutting-board-tracker-71,aaron-delgado,true,cutting-board-tracker-71 repository.,master,Python,240,44,22,2023-01-01T00:00:00-07:00,2025-08-29T11:09:00-07:00
75565005,cutting-board-tracker-72,aaron-delgado/cutting-board-tracker-72,aaron-delgado,true,cutting-board-tracker-72 repository.,master,Python,207,33,28,2023-01-01T00:00:00-07:00,2025-06-04T17:45:00-07:00
861130817,lantern-keeper-73,cascade-interactive-noreach/lantern-keeper-73,cascade-interactive-noreach,true,lantern-keeper-73 repository.,main,C++,312,49,15,2023-01-01T00:00:00-07:00,2026-08-25T16:09:00-07:00
3379582295,dotfiles-74,cascade-interactive-noreach/dotfiles-74,cascade-interactive-noreach,false,dotfiles-74 repository.,main,Shell,392,51,39,2023-01-01T00:00:00-07:00,2026-01-14T11:43:00-07:00
2539622252,lantern-keeper-75,aaron-delgado/lantern-keeper-75,aaron-delgado,true,lantern-keeper-75 repository.,develop,C++,95,29,33,2023-01-01T00:00:00-07:00,2024-04-25T19:29:00-07:00
3163804430,level-tools-76,aaron-delgado/level-tools-76,aaron-delgado,false,level-tools-76 repository.,develop,Python,420,36,7,2023-01-01T00:00:00-07:00,2024-01-16T16:49:00-07:00
4018809753,lantern-keeper-77,aaron-delgado/lantern-keeper-77,aaron-delgado,true,lantern-keeper-77 repository.,develop,C++,295,11,34,2023-01-01T00:00:00-07:00,2025-10-30T11:49:00-07:00
3030441315,game-jam-2025-78,aaron-delgado/game-jam-2025-78,aaron-delgado,false,game-jam-2025-78 repository.,develop,Python,176,14,20,2023-01-01T00:00:00-07:00,2024-05-18T09:00:00-07:00
1405210868,lantern-keeper-79,aaron-delgado/lantern-keeper-79,aaron-delgado,true,lantern-keeper-79 repository.,main,C++,24,57,29,2023-01-01T00:00:00-07:00,2024-11-13T15:57:00-07:00
3556753456,game-jam-2025-80,cascade-interactive-noreach/game-jam-2025-80,cascade-interactive-noreach,false,game-jam-2025-80 repository.,master,Python,210,6,26,2023-01-01T00:00:00-07:00,2024-01-28T17:29:00-07:00
3936490647,dotfiles-81,aaron-delgado/dotfiles-81,aaron-delgado,false,dotfiles-81 repository.,master,Shell,2,22,39,2023-01-01T00:00:00-07:00,2025-12-02T19:10:00-07:00
453756438,lantern-keeper-82,aaron-delgado/lantern-keeper-82,aaron-delgado,false,lantern-keeper-82 repository.,main,C++,342,37,26,2023-01-01T00:00:00-07:00,2026-09-27T09:07:00-07:00
3395404258,kendo-scorekeeper-83,cascade-interactive-noreach/kendo-scorekeeper-83,cascade-interactive-noreach,false,kendo-scorekeeper-83 repository.,develop,C++,11,29,19,2023-01-01T00:00:00-07:00,2025-12-13T11:44:00-07:00
3736324234,lantern-keeper-84,aaron-delgado/lantern-keeper-84,aaron-delgado,true,lantern-keeper-84 repository.,master,C++,432,6,23,2023-01-01T00:00:00-07:00,2026-06-10T19:08:00-07:00
3828656244,indie-analytics-etl-85,aaron-delgado/indie-analytics-etl-85,aaron-delgado,false,indie-analytics-etl-85 repository.,main,Python,308,59,24,2023-01-01T00:00:00-07:00,2024-01-01T19:09:00-07:00
2974956866,kendo-scorekeeper-86,cascade-interactive-noreach/kendo-scorekeeper-86,cascade-interactive-noreach,false,kendo-scorekeeper-86 repository.,develop,C++,87,12,21,2023-01-01T00:00:00-07:00,2026-07-09T20:05:00-07:00
1117028069,kendo-scorekeeper-87,aaron-delgado/kendo-scorekeeper-87,aaron-delgado,true,kendo-scorekeeper-87 repository.,main,C++,35,26,25,2023-01-01T00:00:00-07:00,2026-04-07T13:08:00-07:00
3497415818,level-tools-88,aaron-delgado/level-tools-88,aaron-delgado,true,level-tools-88 repository.,main,Python,212,5,15,2023-01-01T00:00:00-07:00,2026-05-21T14:39:00-07:00
4047886897,game-jam-2024-89,cascade-interactive-noreach/game-jam-2024-89,cascade-interactive-noreach,false,game-jam-2024-89 repository.,develop,Python,121,36,5,2023-01-01T00:00:00-07:00,2025-07-12T17:23:00-07:00
1322308172,game-jam-2025-90,aaron-delgado/game-jam-2025-90,aaron-delgado,false,game-jam-2025-90 repository.,master,Python,236,50,24,2023-01-01T00:00:00-07:00,2025-07-26T14:20:00-07:00
1829965460,indie-analytics-etl-91,aaron-delgado/indie-analytics-etl-91,aaron-delgado,true,indie-analytics-etl-91 repository.,develop,Python,180,41,22,2023-01-01T00:00:00-07:00,2025-07-03T09:01:00-07:00
543437404,game-jam-2025-92,aaron-delgado/game-jam-2025-92,aaron-delgado,false,game-jam-2025-92 repository.,develop,Python,67,38,24,2023-01-01T00:00:00-07:00,2025-11-28T17:21:00-07:00
1144003499,cutting-board-tracker-93,aaron-delgado/cutting-board-tracker-93,aaron-delgado,true,cutting-board-tracker-93 repository.,master,Python,202,21,33,2023-01-01T00:00:00-07:00,2024-05-02T20:32:00-07:00
2719165267,game-jam-2025-94,aaron-delgado/game-jam-2025-94,aaron-delgado,true,game-jam-2025-94 repository.,develop,Python,313,14,3,2023-01-01T00:00:00-07:00,2025-03-16T08:25:00-07:00
351664506,indie-analytics-etl-95,aaron-delgado/indie-analytics-etl-95,aaron-delgado,true,indie-analytics-etl-95 repository.,master,Python,367,9,16,2023-01-01T00:00:00-07:00,2024-02-18T09:05:00-07:00
2994930853,dotfiles-96,aaron-delgado/dotfiles-96,aaron-delgado,true,dotfiles-96 repository.,master,Shell,319,2,38,2023-01-01T00:00:00-07:00,2024-03-15T15:29:00-07:00
1976509366,dojo-scripts-97,cascade-interactive-noreach/dojo-scripts-97,cascade-interactive-noreach,true,dojo-scripts-97 repository.,master,Python,251,17,13,2023-01-01T00:00:00-07:00,2026-06-21T16:20:00-07:00
4424807,level-tools-98,aaron-delgado/level-tools-98,aaron-delgado,false,level-tools-98 repository.,main,Python,415,30,21,2023-01-01T00:00:00-07:00,2024-10-06T19:54:00-07:00
1445576053,dojo-scripts-99,aaron-delgado/dojo-scripts-99,aaron-delgado,false,dojo-scripts-99 repository.,main,Python,252,11,17,2023-01-01T00:00:00-07:00,2026-05-16T13:43:00-07:00
3071893418,indie-analytics-etl-100,cascade-interactive-noreach/indie-analytics-etl-100,cascade-interactive-noreach,false,indie-analytics-etl-100 repository.,main,Python,246,22,4,2023-01-01T00:00:00-07:00,2025-06-01T19:07:00-07:00
1816797254,kendo-scorekeeper-101,cascade-interactive-noreach/kendo-scorekeeper-101,cascade-interactive-noreach,true,kendo-scorekeeper-101 repository.,develop,C++,407,35,37,2023-01-01T00:00:00-07:00,2025-01-20T11:10:00-07:00
695515102,game-jam-2025-102,aaron-delgado/game-jam-2025-102,aaron-delgado,true,game-jam-2025-102 repository.,develop,Python,164,19,13,2023-01-01T00:00:00-07:00,2025-12-17T08:40:00-07:00
3148212447,game-jam-2025-103,aaron-delgado/game-jam-2025-103,aaron-delgado,false,game-jam-2025-103 repository.,develop,Python,321,16,12,2023-01-01T00:00:00-07:00,2024-11-13T13:46:00-07:00
1124537564,kendo-scorekeeper-104,aaron-delgado/kendo-scorekeeper-104,aaron-delgado,true,kendo-scorekeeper-104 repository.,develop,C++,247,0,0,2023-01-01T00:00:00-07:00,2024-12-03T12:19:00-07:00
