id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
seg-021,Riverside Riverwalk full,Run,4666.6,14.4,12.64,287,23,3,Jacksonville,FL
seg-022,Baldwin Rd hill climb,Ride,8873.6,10.88,9.09,40,66,2,Jacksonville,FL
seg-023,Southbank bridge repeats,Run,8556.3,-3.19,6.4,43,16,5,Jacksonville,FL
seg-024,Beach boardwalk sprint,Run,4497.6,13.59,3.5,296,87,5,Jacksonville,FL
seg-025,San Jose Blvd fast mile,Ride,3774.5,-4.85,1.06,200,56,4,Jacksonville,FL
seg-026,Ponte Vedra dune loop,Run,7809.0,-2.57,14.44,237,36,1,Jacksonville,FL
seg-027,Riverside Arts sprint,Ride,5732.1,7.01,6.04,227,68,4,Jacksonville,FL
seg-028,Duval County Fair sprint,Ride,1237.4,1.95,2.8,24,89,3,Jacksonville,FL
seg-029,Tennis club perimeter loop,Run,9025.0,8.71,10.52,134,41,1,Jacksonville,FL
seg-030,Country club driveway,Ride,4887.1,14.01,3.28,271,49,0,Jacksonville,FL
seg-031,Riverfront tempo section,Run,4782.8,14.57,13.42,190,70,2,Jacksonville,FL
seg-032,Fort Caroline hill,Run,3244.7,-0.6,12.42,161,40,3,Jacksonville,FL
seg-033,Kernan Boulevard flat,Run,3116.9,-1.13,14.15,147,94,0,Jacksonville,FL
seg-034,Baymeadows 5K route,Ride,6138.5,11.98,13.73,291,52,2,Jacksonville,FL
seg-035,Jacksonville Beach main pier,Ride,5759.0,7.05,6.69,233,62,3,Jacksonville,FL
seg-036,Alta Beach path,Ride,3079.0,7.12,12.58,153,83,0,Jacksonville,FL
seg-037,St Johns Riverfront morning,Ride,3353.1,0.01,0.17,182,74,1,Jacksonville,FL
seg-038,Downtown Jax overpass,Ride,2613.9,6.95,14.04,114,46,1,Jacksonville,FL
seg-039,Riverside neighborhood tempo,Ride,7630.2,5.48,2.7,3,61,5,Jacksonville,FL
seg-040,St Johns River east bank sprint,Ride,8569.8,13.59,15.13,288,66,4,Jacksonville,FL
seg-041,Riverside Riverwalk full,Ride,535.1,12.95,13.06,239,96,4,Jacksonville,FL
seg-042,Baldwin Rd hill climb,Ride,9078.9,4.93,5.85,103,87,5,Jacksonville,FL
seg-043,Southbank bridge repeats,Ride,6318.6,9.88,7.09,233,56,1,Jacksonville,FL
seg-044,Beach boardwalk sprint,Run,4803.4,6.69,6.75,298,54,3,Jacksonville,FL
seg-045,San Jose Blvd fast mile,Ride,9617.5,3.03,18.22,207,16,0,Jacksonville,FL
seg-046,Ponte Vedra dune loop,Ride,3640.8,7.81,16.28,234,72,1,Jacksonville,FL
seg-047,Riverside Arts sprint,Ride,3720.6,1.11,6.4,105,70,5,Jacksonville,FL
seg-048,Duval County Fair sprint,Run,5707.9,0.45,13.84,119,32,1,Jacksonville,FL
seg-049,Tennis club perimeter loop,Ride,8246.5,10.34,9.29,123,52,3,Jacksonville,FL
seg-050,Country club driveway,Ride,2437.4,-3.17,12.99,44,86,0,Jacksonville,FL
seg-051,Riverfront tempo section,Run,1724.1,9.2,13.43,21,72,1,Jacksonville,FL
seg-052,Fort Caroline hill,Run,9456.3,10.28,14.74,265,28,5,Jacksonville,FL
seg-053,Kernan Boulevard flat,Ride,5929.9,3.02,4.44,280,67,1,Jacksonville,FL
seg-054,Baymeadows 5K route,Ride,9216.4,11.27,1.67,113,17,4,Jacksonville,FL
seg-055,Jacksonville Beach main pier,Ride,6854.6,7.43,4.36,147,75,2,Jacksonville,FL
seg-056,Alta Beach path,Ride,1652.0,2.06,8.48,250,60,1,Jacksonville,FL
seg-057,St Johns Riverfront morning,Ride,8671.5,3.23,0.1,66,85,2,Jacksonville,FL
seg-058,Downtown Jax overpass,Run,7455.6,13.05,9.61,86,56,3,Jacksonville,FL
seg-059,Riverside neighborhood tempo,Run,7464.5,6.72,1.11,160,94,5,Jacksonville,FL
seg-060,St Johns River east bank sprint,Ride,1416.2,8.31,16.25,275,82,3,Jacksonville,FL
seg-061,Riverside Riverwalk full,Ride,3340.7,3.37,13.98,128,59,1,Jacksonville,FL
seg-062,Baldwin Rd hill climb,Run,5604.4,10.96,16.42,116,63,4,Jacksonville,FL
seg-063,Southbank bridge repeats,Run,3567.5,13.37,7.94,231,35,5,Jacksonville,FL
seg-064,Beach boardwalk sprint,Ride,4170.6,-1.62,1.69,274,86,0,Jacksonville,FL
seg-065,San Jose Blvd fast mile,Run,2618.1,-3.71,19.18,63,63,0,Jacksonville,FL
seg-066,Ponte Vedra dune loop,Ride,7869.3,-3.26,11.4,72,2,3,Jacksonville,FL
seg-067,Riverside Arts sprint,Run,2162.4,8.5,4.57,4,84,5,Jacksonville,FL
seg-068,Duval County Fair sprint,Run,3519.3,0.96,18.91,5,86,1,Jacksonville,FL
seg-069,Tennis club perimeter loop,Ride,8225.4,2.83,11.69,22,54,2,Jacksonville,FL
seg-070,Country club driveway,Run,7589.7,-2.53,13.15,137,73,4,Jacksonville,FL
seg-071,Riverfront tempo section,Run,1868.5,-1.19,13.51,131,62,5,Jacksonville,FL
seg-072,Fort Caroline hill,Run,5788.3,9.23,0.64,256,55,5,Jacksonville,FL
seg-073,Kernan Boulevard flat,Ride,6708.5,6.33,18.54,19,67,4,Jacksonville,FL
seg-074,Baymeadows 5K route,Ride,6647.8,6.87,4.49,47,54,5,Jacksonville,FL
seg-075,Jacksonville Beach main pier,Ride,1275.4,-3.6,7.74,85,44,4,Jacksonville,FL
seg-076,Alta Beach path,Run,2610.9,7.79,4.28,213,51,1,Jacksonville,FL
seg-077,St Johns Riverfront morning,Ride,8759.0,13.11,6.86,96,40,1,Jacksonville,FL
seg-078,Downtown Jax overpass,Ride,5187.7,13.27,17.77,185,81,0,Jacksonville,FL
seg-079,Riverside neighborhood tempo,Run,9097.8,13.06,15.81,234,39,0,Jacksonville,FL
seg-080,St Johns River east bank sprint,Ride,4957.0,2.03,3.73,293,98,0,Jacksonville,FL
seg-081,Riverside Riverwalk full,Run,2900.4,2.97,18.21,223,18,2,Jacksonville,FL
seg-082,Baldwin Rd hill climb,Run,5608.5,6.08,6.45,27,19,0,Jacksonville,FL
seg-083,Southbank bridge repeats,Run,7378.2,8.31,7.5,39,39,3,Jacksonville,FL
seg-084,Beach boardwalk sprint,Ride,8655.9,-4.86,14.77,227,49,2,Jacksonville,FL
seg-085,San Jose Blvd fast mile,Ride,5749.5,7.54,3.2,300,65,4,Jacksonville,FL
seg-086,Ponte Vedra dune loop,Ride,7349.7,0.76,11.9,118,23,1,Jacksonville,FL
seg-087,Riverside Arts sprint,Run,8880.7,3.48,2.82,10,100,5,Jacksonville,FL
seg-088,Duval County Fair sprint,Run,3720.5,-4.38,6.83,220,10,5,Jacksonville,FL
seg-089,Tennis club perimeter loop,Run,5286.2,11.11,2.92,195,66,4,Jacksonville,FL
seg-090,Country club driveway,Run,1142.9,4.74,0.54,213,57,4,Jacksonville,FL
seg-091,Riverfront tempo section,Run,8987.2,-4.15,5.6,286,54,5,Jacksonville,FL
seg-092,Fort Caroline hill,Run,2367.0,12.16,15.92,155,61,4,Jacksonville,FL
seg-093,Kernan Boulevard flat,Ride,2731.1,5.61,3.45,157,51,4,Jacksonville,FL
seg-094,Baymeadows 5K route,Run,964.7,6.44,11.14,59,86,0,Jacksonville,FL
seg-095,Jacksonville Beach main pier,Ride,1910.4,4.72,13.27,19,79,1,Jacksonville,FL
seg-096,Alta Beach path,Run,5483.7,4.61,17.24,216,58,0,Jacksonville,FL
seg-097,St Johns Riverfront morning,Run,8528.5,14.91,11.9,242,32,4,Jacksonville,FL
seg-098,Downtown Jax overpass,Run,2104.4,1.05,6.91,114,28,3,Jacksonville,FL
seg-099,Riverside neighborhood tempo,Ride,9964.3,6.81,7.91,226,89,0,Jacksonville,FL
seg-100,St Johns River east bank sprint,Ride,759.1,0.69,3.66,300,97,3,Jacksonville,FL
seg-101,Riverside Riverwalk full,Run,7317.9,6.02,9.39,18,11,0,Jacksonville,FL
seg-102,Baldwin Rd hill climb,Run,1160.3,7.86,8.8,50,44,5,Jacksonville,FL
seg-103,Southbank bridge repeats,Run,5784.5,6.33,0.6,72,94,5,Jacksonville,FL
seg-104,Beach boardwalk sprint,Ride,3498.6,-3.68,2.97,167,88,5,Jacksonville,FL
