asset_id,symbol,qty,avg_entry_price,current_price,side,market_value,cost_basis,unrealized_pl
pos-00039,SYM39,414,371.61,125.2,long,6790.57,9161.72,1590.24
pos-00040,SYM40,159,182.0,329.2,long,626.41,6670.82,-1981.77
pos-00041,SYM41,177,22.48,257.58,long,17832.85,9275.48,-563.81
pos-00042,SYM42,91,369.13,399.46,long,13443.99,6364.32,-633.21
pos-00043,SYM43,481,279.13,217.17,long,14459.92,11756.6,-741.42
pos-00044,SYM44,387,224.49,288.66,long,17090.02,16403.28,283.21
pos-00045,SYM45,408,56.36,107.82,long,17503.92,3813.23,-685.24
pos-00046,SYM46,305,165.37,196.46,long,2187.53,15118.82,-277.7
pos-00047,SYM47,234,97.8,360.81,long,8045.05,19566.62,-1484.81
pos-00048,SYM48,275,152.31,351.74,long,1335.81,17505.87,1469.74
pos-00049,SYM49,164,211.82,278.58,long,10711.6,1923.86,1668.85
pos-00050,SYM50,120,40.54,45.66,long,9789.2,4953.32,-1378.99
pos-00051,SYM51,316,359.4,274.82,long,7487.61,9263.5,-8.2
pos-00052,SYM52,140,86.95,91.19,long,2160.06,12932.75,-1611.61
pos-00053,SYM53,348,198.84,147.4,long,5366.95,5322.96,-1346.45
pos-00054,SYM54,262,96.52,29.61,long,13285.82,8423.07,-174.13
pos-00055,SYM55,85,170.18,75.47,long,2015.13,5265.32,195.45
pos-00056,SYM56,272,362.66,17.28,long,15799.49,7986.57,1607.91
pos-00057,SYM57,378,102.78,215.74,long,15614.68,8508.71,1288.84
pos-00058,SYM58,381,315.44,220.01,long,15199.4,11241.49,-140.92
pos-00059,SYM59,54,122.72,258.01,long,11942.98,10271.83,266.21
pos-00060,SYM60,12,343.46,146.65,long,13940.39,7340.45,14.42
pos-00061,SYM61,120,104.76,234.6,long,13210.55,11298.94,-1307.44
pos-00062,SYM62,274,50.18,256.77,long,9907.61,14269.43,-1563.31
pos-00063,SYM63,55,172.65,305.67,long,11499.28,17548.22,-1462.68
pos-00064,SYM64,73,344.38,192.73,long,18997.0,10042.11,-1398.5
pos-00065,SYM65,201,209.14,181.66,long,15755.54,1808.92,-104.82
pos-00066,SYM66,297,28.39,299.2,long,8755.11,843.92,893.66
pos-00067,SYM67,356,75.76,49.03,long,10622.11,15733.48,1334.92
pos-00068,SYM68,107,349.46,210.37,long,2159.78,6678.51,112.43
pos-00069,SYM69,267,365.73,387.22,long,746.85,6967.23,-679.15
pos-00070,SYM70,349,109.79,150.36,long,11065.73,390.88,656.6
pos-00071,SYM71,246,170.51,128.24,long,7094.58,752.34,1675.47
pos-00072,SYM72,110,105.57,199.86,long,7847.74,10073.54,207.16
pos-00073,SYM73,349,32.14,315.73,long,2659.77,7803.49,1892.7
pos-00074,SYM74,133,56.28,353.46,long,1798.09,17982.42,572.07
pos-00075,SYM75,383,200.91,361.37,long,7313.06,7863.92,-886.02
pos-00076,SYM76,307,391.1,286.26,long,17162.68,9832.75,-2.46
pos-00077,SYM77,68,394.76,326.18,long,17141.43,19237.83,538.9
pos-00078,SYM78,451,51.77,210.74,long,7933.16,6223.37,-1109.4
pos-00079,SYM79,252,210.2,86.76,long,19368.15,8909.59,-486.4
pos-00080,SYM80,218,211.32,239.7,long,16418.6,7737.67,-850.18
pos-00081,SYM81,58,293.15,311.8,long,3098.99,10476.97,970.99
pos-00082,SYM82,301,18.09,84.16,long,10452.41,10519.2,-382.58
pos-00083,SYM83,460,143.68,104.64,long,2160.02,9552.52,-972.73
pos-00084,SYM84,74,103.06,281.42,long,1752.24,2596.14,-715.49
pos-00085,SYM85,34,133.01,10.58,long,13006.62,16839.94,83.53
pos-00086,SYM86,33,302.36,298.99,long,13914.28,5130.28,292.36
pos-00087,SYM87,43,42.25,358.78,long,6964.98,6352.65,780.57
pos-00088,SYM88,410,211.74,342.21,long,8743.84,9331.34,-1083.57
pos-00089,SYM89,336,84.46,215.71,long,9933.4,12722.95,-614.54
pos-00090,SYM90,364,327.79,216.4,long,13737.5,6389.44,1384.91
pos-00091,SYM91,169,350.02,217.93,long,16255.45,4278.6,180.18
pos-00092,SYM92,132,289.66,20.05,long,8879.02,16282.31,1794.06
pos-00093,SYM93,361,203.83,181.28,long,7759.06,18295.98,-1816.29
pos-00094,SYM94,476,161.18,171.25,long,6051.79,11928.47,-1859.99
pos-00095,SYM95,232,112.07,303.98,long,17244.35,165.47,-1080.42
pos-00096,SYM96,102,67.62,124.77,long,9441.38,4733.62,1091.4
pos-00097,SYM97,106,100.99,161.8,long,9642.79,10311.48,-1064.34
pos-00098,SYM98,279,213.62,313.85,long,19263.59,16027.9,-820.79
pos-00099,SYM99,39,157.59,55.67,long,17479.25,16397.58,1225.44
pos-00100,SYM100,452,74.73,150.18,long,1471.82,15099.55,245.17
pos-00101,SYM101,148,41.05,209.53,long,19952.26,4449.49,959.9
pos-00102,SYM102,15,395.82,357.15,long,6041.7,9547.81,1601.95
pos-00103,SYM103,488,141.83,57.15,long,11259.43,10689.11,1835.35
pos-00104,SYM104,285,26.03,370.23,long,8980.91,17855.15,1848.62
