id,client_order_id,symbol,qty,filled_qty,side,type,time_in_force,limit_price,status,filled_avg_price,submitted_at,filled_at
ord-00064,co-00064,AAPL,15,3,buy,market,day,,new,360.94,2026-08-04T00:00:00Z,2026-08-04T00:02:00Z
ord-00065,co-00065,MSFT,6,11,sell,market,day,,new,282.05,2026-08-05T00:00:00Z,2026-08-05T00:02:00Z
ord-00066,co-00066,GOOGL,9,3,sell,market,day,,new,429.20,2026-08-06T00:00:00Z,2026-08-06T00:02:00Z
ord-00067,co-00067,AMZN,19,9,buy,market,day,,filled,245.98,2026-08-07T00:00:00Z,2026-08-07T00:02:00Z
ord-00068,co-00068,TSLA,11,19,buy,market,day,,new,82.18,2026-08-08T00:00:00Z,2026-08-08T00:02:00Z
ord-00069,co-00069,NVDA,16,19,buy,market,day,,canceled,517.85,2026-08-09T00:00:00Z,2026-08-09T00:02:00Z
ord-00070,co-00070,SHOP,19,3,buy,market,day,,filled,279.18,2026-08-10T00:00:00Z,2026-08-10T00:02:00Z
ord-00071,co-00071,BNS,9,10,buy,market,day,,new,500.66,2026-08-11T00:00:00Z,2026-08-11T00:02:00Z
ord-00072,co-00072,AAPL,9,20,buy,market,day,,new,205.41,2026-08-12T00:00:00Z,2026-08-12T00:02:00Z
ord-00073,co-00073,MSFT,14,5,sell,market,day,,canceled,371.37,2026-08-13T00:00:00Z,2026-08-13T00:02:00Z
ord-00074,co-00074,GOOGL,19,5,sell,market,day,,canceled,137.38,2026-08-14T00:00:00Z,2026-08-14T00:02:00Z
ord-00075,co-00075,AMZN,3,9,sell,market,day,,canceled,478.35,2026-08-15T00:00:00Z,2026-08-15T00:02:00Z
ord-00076,co-00076,TSLA,12,20,buy,market,day,,canceled,164.77,2026-08-16T00:00:00Z,2026-08-16T00:02:00Z
ord-00077,co-00077,NVDA,14,12,sell,market,day,,filled,175.12,2026-08-17T00:00:00Z,2026-08-17T00:02:00Z
ord-00078,co-00078,SHOP,3,2,sell,market,day,,canceled,230.10,2026-08-18T00:00:00Z,2026-08-18T00:02:00Z
ord-00079,co-00079,BNS,7,2,sell,market,day,,new,247.38,2026-08-19T00:00:00Z,2026-08-19T00:02:00Z
ord-00080,co-00080,AAPL,13,19,buy,market,day,,new,366.35,2026-08-20T00:00:00Z,2026-08-20T00:02:00Z
ord-00081,co-00081,MSFT,5,17,buy,market,day,,new,154.84,2026-08-21T00:00:00Z,2026-08-21T00:02:00Z
ord-00082,co-00082,GOOGL,12,19,sell,market,day,,new,474.57,2026-08-22T00:00:00Z,2026-08-22T00:02:00Z
ord-00083,co-00083,AMZN,16,19,sell,market,day,,canceled,56.54,2026-08-23T00:00:00Z,2026-08-23T00:02:00Z
ord-00084,co-00084,TSLA,2,19,sell,market,day,,filled,551.57,2026-08-24T00:00:00Z,2026-08-24T00:02:00Z
ord-00085,co-00085,NVDA,2,17,buy,market,day,,filled,247.60,2026-08-25T00:00:00Z,2026-08-25T00:02:00Z
ord-00086,co-00086,SHOP,6,7,buy,market,day,,canceled,391.84,2026-08-26T00:00:00Z,2026-08-26T00:02:00Z
ord-00087,co-00087,BNS,17,10,buy,market,day,,canceled,486.12,2026-08-27T00:00:00Z,2026-08-27T00:02:00Z
ord-00088,co-00088,AAPL,20,8,buy,market,day,,canceled,280.50,2026-08-28T00:00:00Z,2026-08-28T00:02:00Z
ord-00089,co-00089,MSFT,18,15,sell,market,day,,new,339.08,2026-08-29T00:00:00Z,2026-08-29T00:02:00Z
ord-00090,co-00090,GOOGL,10,12,sell,market,day,,filled,328.92,2026-08-30T00:00:00Z,2026-08-30T00:02:00Z
ord-00091,co-00091,AMZN,6,18,buy,market,day,,canceled,659.93,2026-08-31T00:00:00Z,2026-08-31T00:02:00Z
ord-00092,co-00092,TSLA,17,19,sell,market,day,,filled,411.78,2026-09-01T00:00:00Z,2026-09-01T00:02:00Z
ord-00093,co-00093,NVDA,15,2,buy,market,day,,new,354.08,2026-09-02T00:00:00Z,2026-09-02T00:02:00Z
ord-00094,co-00094,SHOP,1,0,buy,market,day,,new,69.54,2026-09-03T00:00:00Z,2026-09-03T00:02:00Z
ord-00095,co-00095,BNS,5,4,sell,market,day,,canceled,107.93,2026-09-04T00:00:00Z,2026-09-04T00:02:00Z
ord-00096,co-00096,AAPL,11,11,buy,market,day,,new,691.79,2026-09-05T00:00:00Z,2026-09-05T00:02:00Z
ord-00097,co-00097,MSFT,6,5,sell,market,day,,new,355.10,2026-09-06T00:00:00Z,2026-09-06T00:02:00Z
ord-00098,co-00098,GOOGL,13,20,buy,market,day,,filled,459.49,2026-09-07T00:00:00Z,2026-09-07T00:02:00Z
ord-00099,co-00099,AMZN,4,16,sell,market,day,,canceled,667.10,2026-09-08T00:00:00Z,2026-09-08T00:02:00Z
ord-00100,co-00100,TSLA,6,12,buy,market,day,,new,231.44,2026-09-09T00:00:00Z,2026-09-09T00:02:00Z
ord-00101,co-00101,NVDA,13,16,sell,market,day,,canceled,302.52,2026-09-10T00:00:00Z,2026-09-10T00:02:00Z
ord-00102,co-00102,SHOP,13,16,sell,market,day,,new,311.59,2026-09-11T00:00:00Z,2026-09-11T00:02:00Z
ord-00103,co-00103,BNS,11,1,buy,market,day,,canceled,556.37,2026-09-12T00:00:00Z,2026-09-12T00:02:00Z
ord-00104,co-00104,AAPL,10,4,sell,market,day,,canceled,618.06,2026-09-13T00:00:00Z,2026-09-13T00:02:00Z
ord-00105,co-00105,MSFT,17,1,buy,market,day,,filled,655.51,2026-09-14T00:00:00Z,2026-09-14T00:02:00Z
ord-00106,co-00106,GOOGL,3,8,sell,market,day,,filled,109.72,2026-09-15T00:00:00Z,2026-09-15T00:02:00Z
ord-00107,co-00107,AMZN,15,15,buy,market,day,,filled,697.59,2026-09-16T00:00:00Z,2026-09-16T00:02:00Z
ord-00108,co-00108,TSLA,9,4,sell,market,day,,canceled,55.16,2026-09-17T00:00:00Z,2026-09-17T00:02:00Z
ord-00109,co-00109,NVDA,9,1,sell,market,day,,new,547.68,2026-09-18T00:00:00Z,2026-09-18T00:02:00Z
