id,createdTime,Name,Status,Project,EstimateHours,Done
recTask0127,2026-09-15T08:00:00.000Z,Call Kenji,To Do,Vaccine inventory audit,2.28,false
recTask0128,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Done,GRE March 2027 ramp,0.63,true
recTask0129,2026-09-15T08:00:00.000Z,Worm Sage,To Do,Hikari conditioning block,1.99,false
recTask0130,2026-09-15T08:00:00.000Z,Call Kenji,Blocked,CBRA season travel budget,0.49,false
recTask0131,2026-09-15T08:00:00.000Z,Order joint supplement,In Progress,Hikari conditioning block,3.89,false
recTask0132,2026-09-15T08:00:00.000Z,Restock vet kit in truck,Blocked,Vaccine inventory audit,3.14,false
recTask0133,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Done,Vaccine inventory audit,3.09,true
recTask0134,2026-09-15T08:00:00.000Z,Muck stalls,Done,GRE March 2027 ramp,0.36,true
recTask0135,2026-09-15T08:00:00.000Z,Worm Sage,To Do,Hikari conditioning block,1.56,false
recTask0136,2026-09-15T08:00:00.000Z,Order joint supplement,In Progress,CBRA season travel budget,3.57,false
recTask0137,2026-09-15T08:00:00.000Z,Muck stalls,To Do,Home maintenance,2.41,false
recTask0138,2026-09-15T08:00:00.000Z,Reconcile green notebook,To Do,Home maintenance,2.3,false
recTask0139,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,Blocked,CBRA season travel budget,1.68,false
recTask0140,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,To Do,GRE March 2027 ramp,1.64,false
recTask0141,2026-09-15T08:00:00.000Z,Call Kenji,Done,Home maintenance,2.38,true
recTask0142,2026-09-15T08:00:00.000Z,Buy diesel,In Progress,GRE March 2027 ramp,0.64,false
recTask0143,2026-09-15T08:00:00.000Z,Call Kenji,Done,CBRA season travel budget,3.96,true
recTask0144,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,Done,Vaccine inventory audit,1.46,true
recTask0145,2026-09-15T08:00:00.000Z,Tape race video for Kenji,In Progress,Vaccine inventory audit,3.87,false
recTask0146,2026-09-15T08:00:00.000Z,Reconcile green notebook,Done,Vaccine inventory audit,3.88,true
recTask0147,2026-09-15T08:00:00.000Z,Pack trailer,In Progress,Home maintenance,1.01,false
recTask0148,2026-09-15T08:00:00.000Z,Submit CBRA entry,Done,Hikari conditioning block,0.64,true
recTask0149,2026-09-15T08:00:00.000Z,Muck stalls,In Progress,Vaccine inventory audit,1.42,false
recTask0150,2026-09-15T08:00:00.000Z,Call Kenji,Done,CBRA season travel budget,2.73,true
recTask0151,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,CBRA season travel budget,3.42,true
recTask0152,2026-09-15T08:00:00.000Z,Pack trailer,Blocked,Home maintenance,0.81,false
recTask0153,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Done,Hikari conditioning block,0.8,true
recTask0154,2026-09-15T08:00:00.000Z,Submit CBRA entry,In Progress,GRE March 2027 ramp,1.75,false
recTask0155,2026-09-15T08:00:00.000Z,Trim Kaze's nails,Done,Home maintenance,0.32,true
recTask0156,2026-09-15T08:00:00.000Z,Pay truck note,Done,CBRA season travel budget,1.12,true
recTask0157,2026-09-15T08:00:00.000Z,Schedule oil change,To Do,GRE March 2027 ramp,3.79,false
recTask0158,2026-09-15T08:00:00.000Z,Pay truck note,Done,Vaccine inventory audit,1.13,true
recTask0159,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,Hikari conditioning block,1.2,true
recTask0160,2026-09-15T08:00:00.000Z,Schedule oil change,To Do,GRE March 2027 ramp,2.77,false
recTask0161,2026-09-15T08:00:00.000Z,Muck stalls,To Do,Hikari conditioning block,0.9,false
recTask0162,2026-09-15T08:00:00.000Z,Schedule oil change,Blocked,GRE March 2027 ramp,1.07,false
recTask0163,2026-09-15T08:00:00.000Z,GRE quant set,Blocked,Vaccine inventory audit,2.92,false
recTask0164,2026-09-15T08:00:00.000Z,Buy diesel,Done,Vaccine inventory audit,2.8,true
recTask0165,2026-09-15T08:00:00.000Z,Trim Kaze's nails,In Progress,Vaccine inventory audit,3.0,false
recTask0166,2026-09-15T08:00:00.000Z,Call Kenji,Done,CBRA season travel budget,0.9,true
recTask0167,2026-09-15T08:00:00.000Z,Schedule oil change,In Progress,GRE March 2027 ramp,1.63,false
recTask0168,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Done,CBRA season travel budget,0.58,true
recTask0169,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,CBRA season travel budget,2.29,true
recTask0170,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Done,GRE March 2027 ramp,0.45,true
recTask0171,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Blocked,Vaccine inventory audit,2.56,false
recTask0172,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Blocked,GRE March 2027 ramp,1.13,false
recTask0173,2026-09-15T08:00:00.000Z,Log Hikari vitals,In Progress,CBRA season travel budget,0.88,false
recTask0174,2026-09-15T08:00:00.000Z,Pay truck note,Blocked,CBRA season travel budget,3.81,false
recTask0175,2026-09-15T08:00:00.000Z,Pack trailer,Done,GRE March 2027 ramp,0.64,true
recTask0176,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Done,Hikari conditioning block,1.69,true
recTask0177,2026-09-15T08:00:00.000Z,Schedule oil change,In Progress,Home maintenance,1.52,false
recTask0178,2026-09-15T08:00:00.000Z,Restock vet kit in truck,To Do,GRE March 2027 ramp,3.14,false
recTask0179,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,To Do,CBRA season travel budget,1.29,false
recTask0180,2026-09-15T08:00:00.000Z,Muck stalls,Blocked,Vaccine inventory audit,0.77,false
recTask0181,2026-09-15T08:00:00.000Z,Call Kenji,Blocked,CBRA season travel budget,2.87,false
recTask0182,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Done,Home maintenance,3.34,true
recTask0183,2026-09-15T08:00:00.000Z,Restock vet kit in truck,Blocked,Hikari conditioning block,2.28,false
recTask0184,2026-09-15T08:00:00.000Z,Draft bodywork invoice,To Do,GRE March 2027 ramp,1.42,false
recTask0185,2026-09-15T08:00:00.000Z,Pay truck note,Done,CBRA season travel budget,1.92,true
recTask0186,2026-09-15T08:00:00.000Z,Buy diesel,In Progress,GRE March 2027 ramp,0.52,false
recTask0187,2026-09-15T08:00:00.000Z,Pay truck note,Blocked,GRE March 2027 ramp,1.47,false
recTask0188,2026-09-15T08:00:00.000Z,Log Hikari vitals,Done,Vaccine inventory audit,0.28,true
recTask0189,2026-09-15T08:00:00.000Z,Muck stalls,In Progress,CBRA season travel budget,0.37,false
recTask0190,2026-09-15T08:00:00.000Z,Submit CBRA entry,Blocked,CBRA season travel budget,3.1,false
recTask0191,2026-09-15T08:00:00.000Z,Log Hikari vitals,Done,GRE March 2027 ramp,3.23,true
recTask0192,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,Blocked,GRE March 2027 ramp,2.0,false
recTask0193,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Blocked,CBRA season travel budget,1.76,false
recTask0194,2026-09-15T08:00:00.000Z,Trim Kaze's nails,To Do,CBRA season travel budget,1.97,false
recTask0195,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,Done,GRE March 2027 ramp,3.66,true
recTask0196,2026-09-15T08:00:00.000Z,Muck stalls,Done,Hikari conditioning block,0.91,true
recTask0197,2026-09-15T08:00:00.000Z,Restock vet kit in truck,Blocked,Vaccine inventory audit,0.4,false
recTask0198,2026-09-15T08:00:00.000Z,Worm Sage,Done,Vaccine inventory audit,1.69,true
recTask0199,2026-09-15T08:00:00.000Z,Buy diesel,Blocked,Vaccine inventory audit,3.6,false
recTask0200,2026-09-15T08:00:00.000Z,Restock vet kit in truck,Done,GRE March 2027 ramp,0.8,true
recTask0201,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,To Do,Vaccine inventory audit,1.17,false
recTask0202,2026-09-15T08:00:00.000Z,Reconcile green notebook,To Do,Vaccine inventory audit,1.51,false
recTask0203,2026-09-15T08:00:00.000Z,Log Hikari vitals,Done,Home maintenance,2.97,true
recTask0204,2026-09-15T08:00:00.000Z,Muck stalls,Done,GRE March 2027 ramp,2.93,true
recTask0205,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,To Do,Vaccine inventory audit,2.58,false
recTask0206,2026-09-15T08:00:00.000Z,Reconcile green notebook,Blocked,GRE March 2027 ramp,2.15,false
recTask0207,2026-09-15T08:00:00.000Z,Muck stalls,To Do,CBRA season travel budget,2.3,false
recTask0208,2026-09-15T08:00:00.000Z,Schedule oil change,In Progress,CBRA season travel budget,1.01,false
recTask0209,2026-09-15T08:00:00.000Z,Worm Sage,In Progress,Hikari conditioning block,3.59,false
recTask0210,2026-09-15T08:00:00.000Z,Confirm farrier date,Done,Hikari conditioning block,3.22,true
recTask0211,2026-09-15T08:00:00.000Z,Reconcile green notebook,Done,Vaccine inventory audit,0.53,true
recTask0212,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,In Progress,Vaccine inventory audit,3.46,false
recTask0213,2026-09-15T08:00:00.000Z,Log Hikari vitals,To Do,CBRA season travel budget,0.63,false
recTask0214,2026-09-15T08:00:00.000Z,Muck stalls,Done,Hikari conditioning block,2.24,true
recTask0215,2026-09-15T08:00:00.000Z,Submit CBRA entry,In Progress,Vaccine inventory audit,0.54,false
recTask0216,2026-09-15T08:00:00.000Z,Log Hikari vitals,Blocked,CBRA season travel budget,2.46,false
recTask0217,2026-09-15T08:00:00.000Z,Tape race video for Kenji,To Do,Home maintenance,1.65,false
recTask0218,2026-09-15T08:00:00.000Z,Trim Kaze's nails,Done,Hikari conditioning block,3.15,true
recTask0219,2026-09-15T08:00:00.000Z,Pack trailer,To Do,GRE March 2027 ramp,3.06,false
recTask0220,2026-09-15T08:00:00.000Z,Tape race video for Kenji,In Progress,Hikari conditioning block,2.42,false
recTask0221,2026-09-15T08:00:00.000Z,Order joint supplement,To Do,GRE March 2027 ramp,3.93,false
recTask0222,2026-09-15T08:00:00.000Z,Schedule oil change,Done,GRE March 2027 ramp,1.41,true
recTask0223,2026-09-15T08:00:00.000Z,Reconcile green notebook,In Progress,Vaccine inventory audit,3.65,false
recTask0224,2026-09-15T08:00:00.000Z,Order joint supplement,Blocked,Home maintenance,3.74,false
recTask0225,2026-09-15T08:00:00.000Z,Submit CBRA entry,In Progress,Home maintenance,2.46,false
recTask0226,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Blocked,Home maintenance,1.45,false
recTask0227,2026-09-15T08:00:00.000Z,Worm Sage,Blocked,Hikari conditioning block,3.56,false
recTask0228,2026-09-15T08:00:00.000Z,Order joint supplement,In Progress,Home maintenance,1.05,false
recTask0229,2026-09-15T08:00:00.000Z,Muck stalls,To Do,CBRA season travel budget,2.53,false
recTask0230,2026-09-15T08:00:00.000Z,Pack trailer,Blocked,Vaccine inventory audit,0.3,false
recTask0231,2026-09-15T08:00:00.000Z,Order joint supplement,Done,CBRA season travel budget,0.82,true
recTask0232,2026-09-15T08:00:00.000Z,Buy diesel,Blocked,GRE March 2027 ramp,1.13,false
recTask0233,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,In Progress,CBRA season travel budget,2.23,false
recTask0234,2026-09-15T08:00:00.000Z,Foam roll + PT shoulder,Blocked,Vaccine inventory audit,2.88,false
recTask0235,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Blocked,CBRA season travel budget,2.13,false
recTask0236,2026-09-15T08:00:00.000Z,Restock vet kit in truck,Done,GRE March 2027 ramp,3.57,true
recTask0237,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,In Progress,Vaccine inventory audit,0.77,false
recTask0238,2026-09-15T08:00:00.000Z,Schedule oil change,Blocked,Vaccine inventory audit,2.35,false
recTask0239,2026-09-15T08:00:00.000Z,Schedule oil change,Done,Hikari conditioning block,3.53,true
recTask0240,2026-09-15T08:00:00.000Z,Draft bodywork invoice,To Do,GRE March 2027 ramp,3.99,false
recTask0241,2026-09-15T08:00:00.000Z,Call Kenji,Done,Vaccine inventory audit,1.63,true
recTask0242,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Done,Vaccine inventory audit,1.21,true
recTask0243,2026-09-15T08:00:00.000Z,Buy diesel,In Progress,CBRA season travel budget,3.94,false
recTask0244,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Blocked,Home maintenance,1.29,false
recTask0245,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,Hikari conditioning block,2.95,true
recTask0246,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,GRE March 2027 ramp,0.36,true
recTask0247,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,Done,Vaccine inventory audit,0.61,true
recTask0248,2026-09-15T08:00:00.000Z,Restock vet kit in truck,In Progress,Vaccine inventory audit,0.98,false
recTask0249,2026-09-15T08:00:00.000Z,Pay truck note,Blocked,Home maintenance,0.35,false
recTask0250,2026-09-15T08:00:00.000Z,Muck stalls,Blocked,Vaccine inventory audit,3.93,false
recTask0251,2026-09-15T08:00:00.000Z,Buy diesel,To Do,Vaccine inventory audit,1.91,false
recTask0252,2026-09-15T08:00:00.000Z,Worm Sage,Done,GRE March 2027 ramp,3.16,true
recTask0253,2026-09-15T08:00:00.000Z,Buy diesel,Done,CBRA season travel budget,3.48,true
recTask0254,2026-09-15T08:00:00.000Z,Confirm farrier date,Blocked,Vaccine inventory audit,2.41,false
recTask0255,2026-09-15T08:00:00.000Z,Log Hikari vitals,To Do,Vaccine inventory audit,3.26,false
recTask0256,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,Blocked,GRE March 2027 ramp,1.34,false
recTask0257,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,In Progress,Home maintenance,1.72,false
recTask0258,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,Blocked,GRE March 2027 ramp,1.89,false
recTask0259,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,In Progress,GRE March 2027 ramp,1.33,false
recTask0260,2026-09-15T08:00:00.000Z,Muck stalls,Done,Hikari conditioning block,2.69,true
recTask0261,2026-09-15T08:00:00.000Z,Submit CBRA entry,In Progress,CBRA season travel budget,0.99,false
recTask0262,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Done,GRE March 2027 ramp,3.47,true
recTask0263,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,In Progress,Vaccine inventory audit,3.38,false
recTask0264,2026-09-15T08:00:00.000Z,GRE quant set,Done,Vaccine inventory audit,2.08,true
