account_id,code,name,type,tax_type,status,description,enable_payments_to_account
xa_ieymeflv,4102,Account rtzm,CURRLIAB,OVERHEADS,498.78,true,
xa_ikiuud2q,9690,Account fyej,BANK,OVERHEADS,4401.17,true,
xa_kd3ricwp,5490,Account twpw,CURRLIAB,NONE,3407.10,true,
xa_k3qh1yet,9305,Account hpbp,CURRLIAB,REVENUE,1818.09,true,
xa_8z97accp,4580,Account uk91,CURRLIAB,NONE,2574.87,true,
xa_pdz3zo3z,7307,Account z6oo,CURRLIAB,REVENUE,4017.86,true,
xa_c1rsobah,6052,Account ott9,EXPENSE,OVERHEADS,1103.66,true,
xa_cpuxtzge,6952,Account onl2,REVENUE,DIRECTCOSTS,3927.34,true,
xa_j4wag3av,9411,Account t7dg,EXPENSE,OVERHEADS,4095.95,true,
xa_ebxcw0us,5399,Account 93gl,CURRLIAB,REVENUE,3199.32,true,
xa_xqv631ut,3532,Account eyr0,CURRLIAB,OVERHEADS,1786.46,true,
xa_yrywv3jd,7629,Account 1523,REVENUE,NONE,1192.80,true,
xa_8qql5ee9,3682,Account t82m,EXPENSE,NONE,4296.92,true,
xa_iks534hr,5811,Account 6c56,CURRLIAB,REVENUE,1636.30,true,
xa_5yeshjue,1261,Account m4xg,BANK,OVERHEADS,4371.64,true,
xa_60swi13c,2854,Account eh7r,EXPENSE,OVERHEADS,252.20,true,
xa_lxlqvklg,4457,Account wwl3,REVENUE,DIRECTCOSTS,1659.22,true,
xa_0mkkpz8h,8615,Account x9xu,CURRLIAB,NONE,1121.63,true,
xa_qk0dsf64,3182,Account jimd,CURRLIAB,REVENUE,4384.23,true,
xa_p4sojgpg,7692,Account nfxc,CURRLIAB,NONE,823.35,true,
xa_bhs0k05o,5559,Account evyn,EXPENSE,NONE,3440.35,true,
xa_m4whnjni,5440,Account 8wne,REVENUE,DIRECTCOSTS,2636.81,true,
xa_elyuxg6n,5757,Account rzsl,EXPENSE,OVERHEADS,1620.62,true,
xa_cep3pmpo,3600,Account dd5t,REVENUE,DIRECTCOSTS,4585.89,true,
xa_pzee4qup,7922,Account d5mt,REVENUE,OVERHEADS,3303.12,true,
xa_e9m5213t,4708,Account byvm,BANK,NONE,1114.67,true,
xa_cv9tl4e3,6555,Account 8ss5,EXPENSE,DIRECTCOSTS,3906.48,true,
xa_cdmcupei,5460,Account 900z,CURRLIAB,REVENUE,3712.69,true,
xa_r564qlqi,5798,Account 4aha,REVENUE,OVERHEADS,591.37,true,
xa_j3m4elx7,6472,Account 0lgw,EXPENSE,REVENUE,2601.18,true,
xa_rcb5jlpp,4763,Account giny,CURRLIAB,NONE,3990.15,true,
xa_c382gjyz,5242,Account u72r,CURRLIAB,REVENUE,1917.79,true,
xa_w1icv6xr,6836,Account 68sl,BANK,DIRECTCOSTS,3001.81,true,
xa_3qzo7mjh,7822,Account zz76,BANK,REVENUE,3690.94,true,
xa_nbhexnbb,8187,Account p0de,REVENUE,REVENUE,2185.32,true,
xa_om7epdm7,7230,Account sykb,BANK,DIRECTCOSTS,2991.80,true,
xa_058rf8kp,5318,Account cmo3,BANK,NONE,285.08,true,
xa_7gc3rzqp,4651,Account dnu3,EXPENSE,NONE,4249.62,true,
xa_t6e9twym,8916,Account necl,REVENUE,DIRECTCOSTS,989.45,true,
xa_t2bjukdl,8162,Account ttbs,EXPENSE,NONE,3444.65,true,
xa_9agt56d3,8256,Account 8p2l,REVENUE,NONE,1497.40,true,
xa_1i6v2j0x,9220,Account olr0,BANK,DIRECTCOSTS,1477.06,true,
xa_848gzklk,2441,Account xpf2,REVENUE,OVERHEADS,1491.45,true,
xa_wphdds0d,1813,Account mes7,REVENUE,REVENUE,3274.62,true,
xa_66mkm7m5,8934,Account pqha,CURRLIAB,DIRECTCOSTS,368.53,true,
xa_yyus66l1,2818,Account jzkh,EXPENSE,NONE,2839.51,true,
xa_9z9ntnu7,8138,Account 8lyi,CURRLIAB,DIRECTCOSTS,4246.54,true,
xa_3f21wmh4,1954,Account qys3,CURRLIAB,OVERHEADS,4996.17,true,
xa_xnyy8x5h,6782,Account 0msa,CURRLIAB,OVERHEADS,765.73,true,
xa_kuyp0vw0,5405,Account xthu,REVENUE,OVERHEADS,172.84,true,
xa_d4uda3nz,3612,Account 8h5o,CURRLIAB,REVENUE,4427.12,true,
xa_ube5j3s4,3780,Account 63sv,BANK,REVENUE,1941.50,true,
xa_aq7l0p47,5880,Account l6e6,EXPENSE,DIRECTCOSTS,4197.20,true,
xa_rwbm9d0n,9427,Account ab79,REVENUE,OVERHEADS,4671.25,true,
xa_dobetkg8,3685,Account jzil,REVENUE,DIRECTCOSTS,2944.50,true,
xa_3deyhs5u,7007,Account eqcy,EXPENSE,NONE,3093.54,true,
xa_jlfk765r,9586,Account 59en,REVENUE,NONE,4986.89,true,
xa_p8gl69kk,9460,Account 2cdr,EXPENSE,NONE,1975.26,true,
xa_cf8y7qey,6600,Account z43b,BANK,DIRECTCOSTS,4711.87,true,
xa_roq2t64j,2430,Account a0jh,REVENUE,DIRECTCOSTS,4142.61,true,
xa_qqapjxgb,8069,Account aaq4,CURRLIAB,NONE,1553.84,true,
xa_e28vlif3,2225,Account nldk,EXPENSE,DIRECTCOSTS,4355.61,true,
xa_pybpb3t9,5948,Account myvd,EXPENSE,OVERHEADS,2204.77,true,
xa_l612f8hl,1055,Account ljk2,BANK,NONE,4389.68,true,
xa_0qn8es0u,3021,Account i46d,CURRLIAB,DIRECTCOSTS,1185.37,true,
xa_aotczo4u,7357,Account tett,BANK,OVERHEADS,3552.55,true,
xa_72wp8u95,9045,Account ic6w,CURRLIAB,REVENUE,421.15,true,
xa_pkmvhz9h,7589,Account vo8d,BANK,NONE,3920.31,true,
xa_frv1di5z,3455,Account s63c,EXPENSE,OVERHEADS,306.24,true,
xa_c192q9yv,3882,Account rizg,CURRLIAB,REVENUE,3769.24,true,
xa_77pnp12t,6377,Account x9n7,EXPENSE,DIRECTCOSTS,4702.07,true,
xa_pblrrrz1,7479,Account ibd4,CURRLIAB,OVERHEADS,2747.53,true,
xa_12cpsqw1,3243,Account 1int,EXPENSE,REVENUE,4641.42,true,
xa_epeuvmgo,9960,Account sf2o,REVENUE,OVERHEADS,1446.13,true,
xa_9n5y8gcm,4998,Account e3ig,BANK,REVENUE,983.45,true,
xa_duj65g2y,1470,Account 2nyi,REVENUE,DIRECTCOSTS,130.99,true,
xa_g2ixbuzu,8804,Account 9whx,EXPENSE,NONE,3286.58,true,
xa_5zlypm1k,5194,Account 8csi,EXPENSE,NONE,2614.88,true,
xa_njzrgpgb,3034,Account nge6,EXPENSE,DIRECTCOSTS,3581.67,true,
xa_v9a3thlr,5667,Account rzbg,EXPENSE,OVERHEADS,980.44,true,
xa_7q0u7qwb,7481,Account qfsu,REVENUE,DIRECTCOSTS,4971.34,true,
xa_fdvq9vhk,4954,Account j0nn,CURRLIAB,NONE,58.79,true,
xa_1avta9my,8082,Account wo8o,CURRLIAB,REVENUE,559.28,true,
xa_1t670qma,2862,Account ouhh,EXPENSE,OVERHEADS,2758.62,true,
xa_e7hhk0wu,8274,Account 37v1,CURRLIAB,NONE,3292.93,true,
xa_pjlht0dn,6180,Account v9w4,REVENUE,NONE,1765.85,true,
xa_vettjsrf,5515,Account c5vz,EXPENSE,OVERHEADS,901.52,true,
xa_a6ivpaao,8767,Account xklj,CURRLIAB,NONE,2919.93,true,
xa_5rj5m55i,4936,Account dv51,CURRLIAB,OVERHEADS,4145.47,true,
xa_4h3o7w7n,4439,Account 7bwl,BANK,NONE,4852.96,true,
xa_xii6hhtx,2755,Account ho1v,CURRLIAB,NONE,3814.36,true,
xa_n2txktmy,9148,Account hum2,REVENUE,REVENUE,3652.42,true,
xa_ufk2sqs4,5596,Account kf9i,BANK,REVENUE,1112.27,true,
xa_q5hvzk2q,8985,Account ro43,EXPENSE,DIRECTCOSTS,2518.24,true,
xa_jpoulzmr,7365,Account itm7,BANK,OVERHEADS,169.89,true,
xa_11avvlwh,6614,Account bf05,BANK,DIRECTCOSTS,25.93,true,
xa_bk864ei7,8359,Account wzyl,EXPENSE,REVENUE,4318.89,true,
xa_5lmvaw4e,9476,Account m2uh,REVENUE,OVERHEADS,3404.26,true,
xa_1ybn0w0x,9309,Account 89bv,REVENUE,NONE,603.39,true,
xa_rw0161bv,3388,Account axm6,REVENUE,OVERHEADS,2282.70,true,
xa_u4zdjomf,3643,Account i5ie,CURRLIAB,OVERHEADS,1049.65,true,
xa_0w7agrxp,8421,Account l1s1,CURRLIAB,REVENUE,1395.07,true,
xa_ymffdmh0,9267,Account 8714,EXPENSE,REVENUE,919.84,true,
xa_ylsbcu2y,8792,Account 1syz,REVENUE,REVENUE,1093.32,true,
xa_n3zlnf4z,1849,Account agsj,CURRLIAB,OVERHEADS,4839.01,true,
xa_mxk2pxxe,3636,Account 0v02,REVENUE,OVERHEADS,378.51,true,
xa_65l4g3dr,3422,Account dtta,CURRLIAB,OVERHEADS,2841.90,true,
xa_4dk87vkl,9120,Account 3z6y,EXPENSE,OVERHEADS,2190.72,true,
xa_x61etzs8,6395,Account ns6e,EXPENSE,REVENUE,3881.42,true,
xa_xyfsypy8,5460,Account mo56,EXPENSE,NONE,3928.91,true,
xa_basugrzi,4156,Account l3d4,EXPENSE,REVENUE,554.14,true,
xa_0zn0gn6i,1490,Account bb8d,REVENUE,OVERHEADS,2489.80,true,
xa_8qfz071w,8591,Account s5je,EXPENSE,DIRECTCOSTS,2986.28,true,
xa_5stijfwg,9193,Account 95oq,EXPENSE,NONE,2798.53,true,
xa_9wb6e05l,8155,Account ez70,BANK,OVERHEADS,4273.59,true,
xa_dltgwlcw,2097,Account un0a,EXPENSE,NONE,2577.60,true,
xa_qfs3axjb,2677,Account 46ze,CURRLIAB,REVENUE,3280.81,true,
xa_cz4je653,4825,Account vqbb,REVENUE,NONE,2679.41,true,
xa_ccmiw8bk,6533,Account aols,BANK,DIRECTCOSTS,3333.08,true,
xa_94z4dhuu,7830,Account wu7g,REVENUE,REVENUE,486.84,true,
xa_ez0g4a6p,6252,Account 2ubu,BANK,REVENUE,1267.61,true,
xa_prlc7feu,1233,Account wr8i,EXPENSE,DIRECTCOSTS,211.08,true,
xa_ng7jd0mx,6061,Account wc4x,EXPENSE,DIRECTCOSTS,3336.08,true,
xa_do4lpqvv,9032,Account n88g,EXPENSE,REVENUE,2695.44,true,
