campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
ala-2024-08-28-030,318,180,156,0.566,32,26,0.101,0,4
ala-2024-08-20-029,318,187,175,0.588,22,17,0.069,0,6
ala-2025-10-26-083,1480,849,796,0.574,155,133,0.105,0,7
fbb-2025-05-03-061,1480,843,725,0.570,126,98,0.085,0,6
fbb-2024-07-11-024,1480,952,818,0.643,96,82,0.065,0,8
fbb-2026-01-14-093,1480,918,825,0.620,116,91,0.078,0,6
ala-2024-03-21-010,1480,919,791,0.621,107,88,0.072,0,11
fbb-2026-01-14-093,318,189,174,0.594,33,25,0.104,0,11
fbb-2025-04-01-057,1480,960,843,0.649,108,85,0.073,0,11
ala-2025-05-19-063,318,187,167,0.588,23,19,0.072,0,9
ala-2024-07-03-023,318,207,186,0.651,24,21,0.075,0,12
ala-2026-02-07-096,318,193,178,0.607,32,25,0.101,0,4
fbb-2024-12-10-043,1480,871,745,0.589,92,69,0.062,0,8
ala-2024-07-19-025,1480,855,803,0.578,142,107,0.096,0,5
ala-2025-04-25-060,1480,889,779,0.601,117,89,0.079,0,8
fbb-2026-01-30-095,318,201,185,0.632,32,25,0.101,0,4
ala-2024-09-29-034,318,204,193,0.642,27,21,0.085,0,12
fbb-2025-02-04-050,318,180,165,0.566,32,27,0.101,0,4
ala-2025-10-10-081,1480,878,805,0.593,156,123,0.105,0,6
ala-2025-08-15-074,1480,885,807,0.598,96,75,0.065,0,5
fbb-2024-01-25-003,318,210,186,0.660,27,20,0.085,0,8
fbb-2025-11-11-085,318,210,178,0.660,29,25,0.091,0,7
fbb-2024-12-10-043,318,197,179,0.619,31,24,0.097,0,11
ala-2025-07-06-069,318,185,171,0.582,24,20,0.075,0,10
ala-2024-01-17-002,318,206,189,0.648,21,16,0.066,0,8
ala-2026-09-22,318,203,190,0.638,24,18,0.075,0,10
fbb-2024-11-08-039,1480,959,868,0.648,161,124,0.109,0,5
fbb-2025-09-24-079,318,177,160,0.557,21,15,0.066,0,4
ala-2024-07-27-026,1480,892,766,0.603,160,142,0.108,0,8
fbb-2024-03-05-008,318,215,194,0.676,34,27,0.107,0,5
ala-2024-12-18-044,318,195,179,0.613,22,18,0.069,0,7
ala-2024-10-23-037,318,177,161,0.557,28,23,0.088,0,5
ala-2025-09-08-077,1480,1001,900,0.676,127,111,0.086,0,7
ala-2025-06-28-068,1480,1003,853,0.678,135,112,0.091,0,5
ala-2024-01-17-002,1480,913,844,0.617,109,84,0.074,0,10
ala-2025-07-06-069,318,212,190,0.667,33,26,0.104,0,9
fbb-2024-11-16-040,318,180,153,0.566,21,18,0.066,0,12
ala-2025-08-31-076,1480,978,836,0.661,112,97,0.076,0,10
ala-2024-12-26-045,1480,864,812,0.584,103,87,0.070,0,6
fbb-2026-02-15-097,318,204,189,0.642,19,15,0.060,0,10
fbb-2024-09-13-032,1480,882,770,0.596,160,122,0.108,0,7
fbb-2024-08-12-028,1480,965,827,0.652,156,132,0.105,0,12
ala-2024-01-17-002,318,176,152,0.553,23,19,0.072,0,6
ala-2026-09-22,1480,923,814,0.624,120,98,0.081,0,4
ala-2026-09-08,318,177,167,0.557,21,18,0.066,0,6
ala-2026-02-23-098,1480,1001,936,0.676,115,94,0.078,0,4
fbb-2025-03-08-054,1480,977,913,0.660,154,136,0.104,0,4
fbb-2024-02-02-004,1480,940,850,0.635,104,83,0.070,0,9
fbb-2024-11-08-039,318,194,172,0.610,31,23,0.097,0,5
fbb-2025-03-08-054,318,182,157,0.572,21,16,0.066,0,10
ala-2025-06-28-068,318,179,166,0.563,19,16,0.060,0,6
ala-2025-06-04-065,1480,944,842,0.638,141,110,0.095,0,12
ala-2024-10-23-037,1480,860,749,0.581,99,86,0.067,0,4
fbb-2025-04-01-057,1480,871,765,0.589,107,82,0.072,0,9
ala-2025-02-20-052,1480,875,823,0.591,91,77,0.061,0,4
fbb-2025-12-13-089,1480,930,797,0.628,127,107,0.086,0,6
fbb-2025-01-11-047,1480,842,760,0.569,143,125,0.097,0,6
ala-2024-05-08-016,318,193,180,0.607,23,19,0.072,0,11
fbb-2024-04-30-015,318,189,166,0.594,31,26,0.097,0,8
ala-2025-10-26-083,318,175,158,0.550,22,17,0.069,0,10
fbb-2024-10-31-038,318,192,165,0.604,26,20,0.082,0,6
ala-2025-04-25-060,1480,843,746,0.570,127,99,0.086,0,7
fbb-2024-06-09-020,318,199,188,0.626,34,27,0.107,0,5
fbb-2024-04-06-012,1480,909,848,0.614,124,100,0.084,0,7
ala-2024-05-08-016,318,187,170,0.588,21,18,0.066,0,12
