page_id,property_name,property_type,value
pg_p_auto_195,priority,select,medium
pg_p_auto_196,meal,select,lunch
pg_p_auto_197,target_score,number,320
pg_p_auto_198,priority,select,low
pg_p_auto_199,week,number,7
pg_p_auto_200,status,select,not started
pg_p_auto_201,rating,number,3
pg_p_auto_202,target_score,number,165
pg_p_auto_203,week,number,1
pg_p_auto_204,week,number,5
pg_p_auto_205,target_score,number,165
pg_p_auto_206,meal,select,dinner
pg_p_auto_207,meal,select,snack
pg_p_auto_208,priority,select,low
pg_p_auto_209,protein,select,chicken
pg_p_auto_210,target_score,number,320
pg_p_auto_211,week,number,6
pg_p_auto_212,meal,select,lunch
pg_p_auto_213,meal,select,snack
pg_p_auto_214,protein,select,pork
pg_p_auto_215,status,select,on hold
pg_p_auto_216,status,select,on hold
pg_p_auto_217,protein,select,chicken
pg_p_auto_218,protein,select,pork
pg_p_auto_219,target_score,number,168
pg_p_auto_220,priority,select,low
pg_p_auto_221,week,number,8
pg_p_auto_222,priority,select,low
pg_p_auto_223,target_score,number,320
pg_p_auto_224,meal,select,breakfast
pg_p_auto_225,protein,select,tofu
pg_p_auto_226,target_score,number,165
pg_p_auto_227,protein,select,pork
pg_p_auto_228,priority,select,low
pg_p_auto_229,status,select,in progress
pg_p_auto_230,target_score,number,320
pg_p_auto_231,target_score,number,165
pg_p_auto_232,status,select,done
pg_p_auto_233,target_score,number,160
pg_p_auto_234,target_score,number,168
pg_p_auto_235,meal,select,snack
pg_p_auto_236,status,select,review
pg_p_auto_237,week,number,6
pg_p_auto_238,priority,select,medium
pg_p_auto_239,target_score,number,168
pg_p_auto_240,protein,select,fish
pg_p_auto_241,priority,select,high
pg_p_auto_242,target_score,number,320
pg_p_auto_243,meal,select,snack
pg_p_auto_244,week,number,6
pg_p_auto_245,priority,select,low
pg_p_auto_246,rating,number,3
pg_p_auto_247,week,number,8
pg_p_auto_248,status,select,review
pg_p_auto_249,status,select,on hold
pg_p_auto_250,priority,select,low
pg_p_auto_251,meal,select,snack
pg_p_auto_252,meal,select,snack
pg_p_auto_253,protein,select,pork
pg_p_auto_254,rating,number,3
pg_p_auto_255,week,number,3
pg_p_auto_256,meal,select,lunch
pg_p_auto_257,protein,select,tofu
pg_p_auto_258,priority,select,medium
pg_p_auto_259,status,select,not started
pg_p_auto_260,rating,number,4
pg_p_auto_261,protein,select,beef
pg_p_auto_262,priority,select,low
pg_p_auto_263,target_score,number,320
pg_p_auto_264,protein,select,tofu
pg_p_auto_265,rating,number,4
pg_p_auto_266,target_score,number,162
pg_p_auto_267,protein,select,beef
pg_p_auto_268,status,select,review
pg_p_auto_269,week,number,4
pg_p_auto_270,status,select,done
pg_p_auto_271,priority,select,medium
pg_p_auto_272,meal,select,snack
pg_p_auto_273,protein,select,tofu
pg_p_auto_274,status,select,on hold
pg_p_auto_275,week,number,1
pg_p_auto_276,week,number,4
pg_p_auto_277,meal,select,breakfast
pg_p_auto_278,protein,select,chicken
pg_p_auto_279,priority,select,high
pg_p_auto_280,protein,select,beef
pg_p_auto_281,status,select,on hold
pg_p_auto_282,rating,number,4
pg_p_auto_283,rating,number,3
pg_p_auto_284,priority,select,high
pg_p_auto_285,protein,select,chicken
pg_p_auto_286,status,select,not started
pg_p_auto_287,priority,select,medium
pg_p_auto_288,week,number,5
pg_p_auto_289,priority,select,medium
pg_p_auto_290,rating,number,5
pg_p_auto_291,week,number,2
pg_p_auto_292,target_score,number,168
pg_p_auto_293,priority,select,medium
pg_p_auto_294,priority,select,high
pg_p_auto_295,meal,select,breakfast
pg_p_auto_296,target_score,number,168
pg_p_auto_297,target_score,number,168
pg_p_auto_298,week,number,5
