device_id,zone_id,zone_name,sensitivity,enabled,coordinates
rd-pool-deck,zone-pool-deck-pool-toys,Pool Toys,5,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-karen-chair,Karen Chair,9,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-jason-chair,Jason Chair,2,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-kids-zone,Kids Zone,5,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-overflow,Overflow,9,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-corner-left,Corner Left,10,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-corner-right,Corner Right,1,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-approach,Approach,5,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-beyond-pool,Beyond Pool,3,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-overhang,Overhang,4,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-water-zone-a,Water Zone A,6,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-water-zone-b,Water Zone B,4,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-water-zone-c,Water Zone C,6,True,"0,0,100,100"
rd-pool-deck,zone-pool-deck-ladder-zone,Ladder Zone,10,True,"0,0,100,100"
rd-garage,zone-garage-garage,Garage,6,True,"0,0,100,100"
rd-garage,zone-garage-tesla-space,Tesla Space,7,True,"0,0,100,100"
rd-garage,zone-garage-tool-bench,Tool Bench,8,True,"0,0,100,100"
rd-garage,zone-garage-storage-rack,Storage Rack,1,True,"0,0,100,100"
rd-garage,zone-garage-bike-rack,Bike Rack,4,True,"0,0,100,100"
