id,team_id,display_name,description,membership_type,web_url,created_date
chan-129,19:team-windbridge106@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/129,2026-04-21T09:00:00Z
chan-130,19:team-windbridge118@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/130,2026-08-12T09:00:00Z
chan-131,19:team-windbridge114@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/131,2026-01-25T09:00:00Z
chan-132,19:team-windbridge112@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/132,2026-08-01T09:00:00Z
chan-133,19:team-windbridge119@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/133,2026-03-19T09:00:00Z
chan-134,19:team-windbridge104@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/134,2026-10-07T09:00:00Z
chan-135,19:team-windbridge109@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/135,2026-04-13T09:00:00Z
chan-136,19:team-windbridge102@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/136,2026-01-07T09:00:00Z
chan-137,19:team-windbridge107@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/137,2026-04-26T09:00:00Z
chan-138,19:team-windbridge100@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/138,2026-08-04T09:00:00Z
chan-139,19:team-windbridge112@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/139,2026-03-23T09:00:00Z
chan-140,19:team-windbridge106@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/140,2026-03-18T09:00:00Z
chan-141,19:team-windbridge111@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/141,2026-10-12T09:00:00Z
chan-142,19:team-windbridge001@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/142,2026-08-07T09:00:00Z
chan-143,19:team-windbridge112@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/143,2026-03-11T09:00:00Z
chan-144,19:team-windbridge114@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/144,2026-03-27T09:00:00Z
chan-145,19:team-windbridge107@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/145,2026-05-03T09:00:00Z
chan-146,19:team-windbridge106@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/146,2026-10-03T09:00:00Z
chan-147,19:team-windbridge110@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/147,2026-01-16T09:00:00Z
chan-148,19:team-windbridge116@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/148,2026-09-23T09:00:00Z
chan-149,19:team-windbridge105@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/149,2026-09-13T09:00:00Z
chan-150,19:team-windbridge114@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/150,2026-03-26T09:00:00Z
chan-151,19:team-windbridge117@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/151,2026-04-01T09:00:00Z
chan-152,19:team-windbridge111@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/152,2026-04-11T09:00:00Z
chan-153,19:team-windbridge108@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/153,2026-04-15T09:00:00Z
chan-154,19:team-windbridge102@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/154,2026-03-23T09:00:00Z
chan-155,19:team-windbridge115@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/155,2026-09-24T09:00:00Z
chan-156,19:team-windbridge107@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/156,2026-05-16T09:00:00Z
chan-157,19:team-windbridge102@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/157,2026-01-02T09:00:00Z
chan-158,19:team-windbridge106@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/158,2026-03-22T09:00:00Z
chan-159,19:team-windbridge110@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/159,2026-03-09T09:00:00Z
chan-160,19:team-windbridge108@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/160,2026-06-05T09:00:00Z
chan-161,19:team-windbridge115@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/161,2026-02-15T09:00:00Z
chan-162,19:team-windbridge113@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/162,2026-07-07T09:00:00Z
chan-163,19:team-windbridge107@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/163,2026-08-24T09:00:00Z
chan-164,19:team-windbridge115@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/164,2026-05-20T09:00:00Z
chan-165,19:team-windbridge112@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/165,2026-08-05T09:00:00Z
chan-166,19:team-windbridge106@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/166,2026-10-20T09:00:00Z
chan-167,19:team-windbridge002@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/167,2026-10-19T09:00:00Z
chan-168,19:team-windbridge117@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/168,2026-04-24T09:00:00Z
chan-169,19:team-windbridge106@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/169,2026-01-22T09:00:00Z
chan-170,19:team-windbridge001@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/170,2026-09-25T09:00:00Z
chan-171,19:team-windbridge115@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/171,2026-06-10T09:00:00Z
chan-172,19:team-windbridge002@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/172,2026-01-05T09:00:00Z
chan-173,19:team-windbridge002@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/173,2026-07-21T09:00:00Z
chan-174,19:team-windbridge100@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/174,2026-08-14T09:00:00Z
chan-175,19:team-windbridge113@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/175,2026-05-03T09:00:00Z
chan-176,19:team-windbridge105@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/176,2026-04-14T09:00:00Z
chan-177,19:team-windbridge113@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/177,2026-05-04T09:00:00Z
chan-178,19:team-windbridge105@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/178,2026-08-21T09:00:00Z
chan-179,19:team-windbridge116@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/179,2026-04-17T09:00:00Z
chan-180,19:team-windbridge113@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/180,2026-07-20T09:00:00Z
chan-181,19:team-windbridge110@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/181,2026-07-12T09:00:00Z
chan-182,19:team-windbridge104@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/182,2026-08-02T09:00:00Z
chan-183,19:team-windbridge117@thread.tacv2,"Planning","Channel for planning discussion.",standard,https://teams.microsoft.com/l/channel/183,2026-01-17T09:00:00Z
chan-184,19:team-windbridge107@thread.tacv2,"Reviews","Channel for reviews discussion.",standard,https://teams.microsoft.com/l/channel/184,2026-06-23T09:00:00Z
chan-185,19:team-windbridge107@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/185,2026-07-06T09:00:00Z
chan-186,19:team-windbridge116@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/186,2026-09-10T09:00:00Z
chan-187,19:team-windbridge114@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/187,2026-10-07T09:00:00Z
chan-188,19:team-windbridge118@thread.tacv2,"Standup","Channel for standup discussion.",standard,https://teams.microsoft.com/l/channel/188,2026-08-03T09:00:00Z
chan-189,19:team-windbridge114@thread.tacv2,"Design","Channel for design discussion.",standard,https://teams.microsoft.com/l/channel/189,2026-06-14T09:00:00Z
chan-190,19:team-windbridge105@thread.tacv2,"Announcements","Channel for announcements discussion.",standard,https://teams.microsoft.com/l/channel/190,2026-03-04T09:00:00Z
chan-191,19:team-windbridge100@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/191,2026-03-21T09:00:00Z
chan-192,19:team-windbridge111@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/192,2026-04-02T09:00:00Z
chan-193,19:team-windbridge104@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/193,2026-02-17T09:00:00Z
chan-194,19:team-windbridge119@thread.tacv2,"Releases","Channel for releases discussion.",standard,https://teams.microsoft.com/l/channel/194,2026-09-18T09:00:00Z
chan-195,19:team-windbridge119@thread.tacv2,"Random","Channel for random discussion.",standard,https://teams.microsoft.com/l/channel/195,2026-07-11T09:00:00Z
chan-196,19:team-windbridge113@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/196,2026-02-20T09:00:00Z
chan-197,19:team-windbridge115@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/197,2026-09-20T09:00:00Z
chan-198,19:team-windbridge103@thread.tacv2,"General","Channel for general discussion.",standard,https://teams.microsoft.com/l/channel/198,2026-05-14T09:00:00Z
chan-199,19:team-windbridge117@thread.tacv2,"Incidents","Channel for incidents discussion.",standard,https://teams.microsoft.com/l/channel/199,2026-02-11T09:00:00Z
