iata_code,name,city_name,city_code,country_name,country_code,latitude,longitude,timezone
JGX,Regional Airport 40,West Gary,JGX,United States,US,34.7405,-101.9111,America/Chicago
UEV,Regional Airport 41,Boydside,UEV,United States,US,41.3248,-111.4236,America/Chicago
CCC,Regional Airport 42,Port Adamport,CCC,United States,US,35.1793,-114.2503,America/Los_Angeles
OBC,Regional Airport 43,North Pamelachester,OBC,United States,US,37.1267,-82.7501,America/Chicago
EPP,Regional Airport 44,Robertsborough,EPP,United States,US,43.2217,-118.4754,America/Phoenix
ZDB,Regional Airport 45,East Ana,ZDB,United States,US,44.5517,-105.2224,America/Los_Angeles
EST,Regional Airport 46,Henryburgh,EST,United States,US,46.2224,-96.0652,America/New_York
GWI,Regional Airport 47,North Julie,GWI,United States,US,37.9354,-106.5649,America/Phoenix
QVK,Regional Airport 48,Jeffreytown,QVK,United States,US,30.1647,-103.4944,America/Phoenix
LTR,Regional Airport 49,Christineburgh,LTR,United States,US,31.7015,-102.0146,America/New_York
JFD,Regional Airport 50,Huntburgh,JFD,United States,US,40.4762,-119.2418,America/Phoenix
MUR,Regional Airport 51,Jimenezhaven,MUR,United States,US,43.7571,-114.1415,America/Los_Angeles
PNQ,Regional Airport 52,Craigview,PNQ,United States,US,41.3889,-96.0578,America/Phoenix
MBP,Regional Airport 53,Guerrerofurt,MBP,United States,US,42.6634,-99.8197,America/Chicago
MDZ,Regional Airport 54,Bensonview,MDZ,United States,US,37.0009,-117.9979,America/Phoenix
VXP,Regional Airport 55,Vanessashire,VXP,United States,US,34.0614,-80.6294,America/Los_Angeles
JNA,Regional Airport 56,Robersontown,JNA,United States,US,42.3922,-102.0223,America/Phoenix
VYU,Regional Airport 57,Joebury,VYU,United States,US,33.0513,-94.8128,America/New_York
OHR,Regional Airport 58,Nguyenton,OHR,United States,US,33.3605,-85.8122,America/Denver
DDR,Regional Airport 59,North Reginaburgh,DDR,United States,US,30.3942,-113.6273,America/New_York
ANB,Regional Airport 60,Lake Craigville,ANB,United States,US,32.9239,-112.7325,America/Phoenix
YXU,Regional Airport 61,Phillipmouth,YXU,United States,US,33.2428,-87.32,America/Phoenix
GYS,Regional Airport 62,Mcdowellmouth,GYS,United States,US,30.8756,-85.9413,America/Denver
JWT,Regional Airport 63,Kennethland,JWT,United States,US,44.34,-103.8794,America/New_York
RWO,Regional Airport 64,Holmesshire,RWO,United States,US,39.7254,-115.3345,America/Phoenix
HEQ,Regional Airport 65,North Maryfurt,HEQ,United States,US,47.9016,-87.1865,America/Phoenix
RCO,Regional Airport 66,Jessicaton,RCO,United States,US,36.6209,-89.0208,America/New_York
RTT,Regional Airport 67,New Emilyview,RTT,United States,US,34.6642,-91.4484,America/Phoenix
JWX,Regional Airport 68,West Victormouth,JWX,United States,US,30.0434,-92.3181,America/Los_Angeles
JDH,Regional Airport 69,Ferrellborough,JDH,United States,US,30.824,-109.8937,America/Chicago
FWJ,Regional Airport 70,Port Justin,FWJ,United States,US,46.3509,-85.4466,America/Chicago
ZRC,Regional Airport 71,Walkerland,ZRC,United States,US,40.7795,-104.2298,America/Los_Angeles
YOT,Regional Airport 72,Port Alisonfort,YOT,United States,US,37.2997,-90.7302,America/Phoenix
ZEC,Regional Airport 73,North Jacobchester,ZEC,United States,US,33.1356,-112.0325,America/Los_Angeles
EII,Regional Airport 74,East Brian,EII,United States,US,45.578,-106.0441,America/New_York
VJG,Regional Airport 75,Arthurland,VJG,United States,US,45.4241,-86.0082,America/New_York
IOR,Regional Airport 76,Richmondport,IOR,United States,US,45.6456,-121.1755,America/Denver
SSZ,Regional Airport 77,Hahnview,SSZ,United States,US,30.9421,-96.167,America/Chicago
KDF,Regional Airport 78,South Alexandriatown,KDF,United States,US,46.7708,-118.6164,America/Chicago
KVR,Regional Airport 79,North Vincent,KVR,United States,US,45.043,-87.2886,America/Chicago
IHR,Regional Airport 80,West Jeffreystad,IHR,United States,US,45.9059,-122.7107,America/Chicago
TLT,Regional Airport 81,Lake Timothyside,TLT,United States,US,45.5039,-81.4217,America/New_York
HOQ,Regional Airport 82,Victoriatown,HOQ,United States,US,40.8861,-115.7149,America/Los_Angeles
GKY,Regional Airport 83,Bradshawchester,GKY,United States,US,41.9235,-80.1509,America/Chicago
XXP,Regional Airport 84,Lake Jonathanchester,XXP,United States,US,46.8621,-83.2981,America/Los_Angeles
IFV,Regional Airport 85,West Paul,IFV,United States,US,32.1494,-93.1649,America/New_York
KQC,Regional Airport 86,Rileyshire,KQC,United States,US,39.7201,-115.4883,America/Denver
LXC,Regional Airport 87,East Lee,LXC,United States,US,32.2311,-110.6122,America/Los_Angeles
PKB,Regional Airport 88,South Mark,PKB,United States,US,38.0516,-88.244,America/Phoenix
FQF,Regional Airport 89,Lake Ginamouth,FQF,United States,US,35.0894,-88.7353,America/Chicago
UEC,Regional Airport 90,South Danielhaven,UEC,United States,US,32.3442,-102.2111,America/Chicago
