service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97759,22.4,USD,63.92,5,Monday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97760,22.0,USD,116.41,3,Saturday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97741,19.0,USD,301.12,1,Saturday
FEDEX_2_DAY,FedEx 2Day,95605,97739,20.2,USD,164.25,2,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97754,29.7,USD,460.41,1,Saturday
FEDEX_GROUND,FedEx Ground,95605,97756,17.7,USD,50.51,5,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97756,7.3,USD,41.53,5,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97756,11.5,USD,40.42,5,Thursday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97756,15.4,USD,248.33,1,Tuesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97701,10.0,USD,70.64,3,Wednesday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97741,20.4,USD,59.38,5,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97739,31.2,USD,479.17,1,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97754,29.0,USD,151.26,3,Monday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97739,18.5,USD,104.75,3,Saturday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97759,21.1,USD,110.92,3,Friday
FEDEX_2_DAY,FedEx 2Day,95605,97701,23.1,USD,188.38,2,Monday
FEDEX_GROUND,FedEx Ground,66061,97754,22.7,USD,58.56,5,Thursday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97701,30.4,USD,156.38,3,Friday
FEDEX_2_DAY,FedEx 2Day,95605,97701,25.6,USD,207.01,2,Tuesday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97756,21.2,USD,62.85,5,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97760,28.2,USD,432.67,1,Saturday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97741,11.7,USD,75.42,3,Tuesday
FEDEX_GROUND,FedEx Ground,66061,97756,13.4,USD,49.05,5,Saturday
FEDEX_GROUND,FedEx Ground,66061,97760,18.6,USD,52.01,5,Wednesday
FEDEX_GROUND,FedEx Ground,95605,97741,23.6,USD,64.85,5,Saturday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97760,25.3,USD,65.88,5,Friday
FEDEX_GROUND,FedEx Ground,95605,97754,10.0,USD,40.47,5,Wednesday
FEDEX_2_DAY,FedEx 2Day,95605,97741,19.8,USD,167.78,2,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97701,10.3,USD,71.08,3,Saturday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97739,8.5,USD,37.52,5,Wednesday
FEDEX_GROUND,FedEx Ground,95605,97754,18.2,USD,51.3,5,Thursday
FEDEX_2_DAY,FedEx 2Day,66061,97701,30.1,USD,238.79,2,Friday
FEDEX_GROUND,FedEx Ground,95605,97741,25.2,USD,64.36,5,Saturday
FEDEX_2_DAY,FedEx 2Day,95605,97759,10.0,USD,99.19,2,Monday
FEDEX_2_DAY,FedEx 2Day,95605,97701,8.3,USD,86.49,2,Tuesday
FEDEX_GROUND,FedEx Ground,95605,97701,6.7,USD,35.99,5,Monday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97756,10.1,USD,67.36,3,Thursday
FEDEX_2_DAY,FedEx 2Day,95605,97739,28.3,USD,227.58,2,Thursday
FEDEX_2_DAY,FedEx 2Day,66061,97759,28.8,USD,226.18,2,Wednesday
FEDEX_GROUND,FedEx Ground,66061,97756,24.6,USD,60.75,5,Thursday
FEDEX_GROUND,FedEx Ground,95605,97741,30.4,USD,75.44,5,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97754,13.7,USD,51.29,5,Tuesday
FEDEX_GROUND,FedEx Ground,95605,97760,13.7,USD,44.88,5,Saturday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97741,13.9,USD,49.59,5,Thursday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97741,7.3,USD,56.09,3,Tuesday
FEDEX_GROUND,FedEx Ground,66061,97741,18.8,USD,58.48,5,Wednesday
FEDEX_2_DAY,FedEx 2Day,95605,97754,29.5,USD,232.04,2,Friday
FEDEX_GROUND,FedEx Ground,95605,97739,13.6,USD,45.43,5,Monday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97760,14.4,USD,234.57,1,Saturday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97739,9.6,USD,38.99,5,Thursday
FEDEX_2_DAY,FedEx 2Day,66061,97756,17.7,USD,146.12,2,Monday
FEDEX_2_DAY,FedEx 2Day,66061,97754,18.9,USD,161.88,2,Saturday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97759,7.5,USD,56.18,3,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97701,21.1,USD,55.88,5,Saturday
FEDEX_GROUND,FedEx Ground,95605,97701,16.6,USD,52.7,5,Thursday
FEDEX_2_DAY,FedEx 2Day,95605,97760,18.0,USD,149.97,2,Monday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97760,9.7,USD,39.45,5,Tuesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97741,18.8,USD,103.8,3,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97741,9.9,USD,43.24,5,Thursday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97756,10.9,USD,187.71,1,Saturday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97760,20.1,USD,113.17,3,Thursday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97741,22.0,USD,116.79,3,Thursday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97759,22.0,USD,116.67,3,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97739,23.9,USD,64.78,5,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97756,13.4,USD,216.43,1,Monday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97756,9.2,USD,160.06,1,Tuesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97756,17.7,USD,286.26,1,Monday
FEDEX_GROUND,FedEx Ground,95605,97741,7.5,USD,34.84,5,Saturday
FEDEX_GROUND,FedEx Ground,66061,97759,22.2,USD,56.77,5,Tuesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97739,14.7,USD,236.04,1,Thursday
FEDEX_GROUND,FedEx Ground,66061,97754,18.1,USD,56.6,5,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97756,13.4,USD,48.24,5,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97739,14.9,USD,87.42,3,Thursday
FEDEX_2_DAY,FedEx 2Day,95605,97741,6.9,USD,73.53,2,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97701,25.1,USD,62.66,5,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97741,31.2,USD,75.69,5,Friday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97759,11.2,USD,186.57,1,Saturday
FEDEX_2_DAY,FedEx 2Day,95605,97759,9.8,USD,95.74,2,Thursday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97759,26.0,USD,405.41,1,Saturday
FEDEX_2_DAY,FedEx 2Day,95605,97741,18.1,USD,156.39,2,Saturday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97756,28.5,USD,441.09,1,Monday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97759,29.6,USD,458.45,1,Thursday
FEDEX_2_DAY,FedEx 2Day,66061,97754,27.0,USD,212.08,2,Thursday
FEDEX_2_DAY,FedEx 2Day,95605,97739,10.1,USD,100.3,2,Friday
FEDEX_2_DAY,FedEx 2Day,66061,97760,7.9,USD,77.56,2,Monday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97754,14.5,USD,46.04,5,Wednesday
FEDEX_GROUND,FedEx Ground,66061,97759,25.0,USD,68.29,5,Friday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97756,6.6,USD,122.7,1,Tuesday
FEDEX_2_DAY,FedEx 2Day,66061,97739,12.9,USD,115.24,2,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97756,11.4,USD,192.83,1,Friday
FEDEX_2_DAY,FedEx 2Day,66061,97760,9.2,USD,88.62,2,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97756,30.7,USD,155.36,3,Thursday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97760,7.9,USD,60.13,3,Friday
FEDEX_2_DAY,FedEx 2Day,66061,97739,8.1,USD,80.01,2,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97759,7.9,USD,60.67,3,Wednesday
FEDEX_2_DAY,FedEx 2Day,66061,97756,11.9,USD,108.6,2,Monday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97760,30.4,USD,462.95,1,Saturday
FEDEX_GROUND,FedEx Ground,95605,97754,19.8,USD,57.95,5,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97756,31.0,USD,71.73,5,Friday
FEDEX_2_DAY,FedEx 2Day,95605,97741,8.1,USD,84.42,2,Tuesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97759,27.6,USD,429.56,1,Tuesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97756,29.3,USD,151.31,3,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97741,7.2,USD,56.81,3,Thursday
FEDEX_GROUND,FedEx Ground,66061,97739,30.1,USD,74.94,5,Friday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97754,9.7,USD,166.74,1,Tuesday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97701,9.0,USD,39.57,5,Tuesday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97759,18.3,USD,52.68,5,Wednesday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97741,6.7,USD,39.82,5,Monday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97741,22.5,USD,62.14,5,Thursday
FEDEX_GROUND,FedEx Ground,66061,97739,19.3,USD,58.7,5,Tuesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97739,18.2,USD,290.18,1,Monday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97739,31.7,USD,75.55,5,Saturday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97754,21.2,USD,335.77,1,Friday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97756,23.3,USD,126.01,3,Monday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97759,7.5,USD,57.62,3,Thursday
FEDEX_GROUND,FedEx Ground,95605,97701,29.0,USD,70.3,5,Saturday
FEDEX_2_DAY,FedEx 2Day,66061,97701,26.8,USD,215.75,2,Thursday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97739,30.5,USD,469.65,1,Saturday
FEDEX_2_DAY,FedEx 2Day,66061,97701,29.7,USD,230.9,2,Saturday
FEDEX_2_DAY,FedEx 2Day,66061,97701,22.7,USD,187.23,2,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97756,13.8,USD,227.27,1,Friday
FEDEX_GROUND,FedEx Ground,95605,97701,7.6,USD,34.69,5,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97756,26.2,USD,71.2,5,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97741,26.1,USD,66.15,5,Thursday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,95605,97760,25.7,USD,68.23,5,Monday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97739,7.0,USD,124.18,1,Tuesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,95605,97701,16.4,USD,262.65,1,Friday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97701,9.2,USD,62.19,3,Friday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97701,8.4,USD,64.16,3,Saturday
FEDEX_2_DAY,FedEx 2Day,95605,97759,19.9,USD,162.17,2,Wednesday
FEDEX_GROUND,FedEx Ground,95605,97739,28.5,USD,69.0,5,Friday
FEDEX_2_DAY,FedEx 2Day,66061,97739,27.8,USD,222.9,2,Wednesday
FEDEX_2_DAY,FedEx 2Day,66061,97701,13.1,USD,115.35,2,Wednesday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97754,31.4,USD,477.81,1,Tuesday
FEDEX_2_DAY,FedEx 2Day,66061,97741,14.1,USD,124.42,2,Thursday
FEDEX_OVERNIGHT,FedEx Priority Overnight,66061,97759,27.7,USD,429.01,1,Friday
FEDEX_HOME_DELIVERY,FedEx Home Delivery,66061,97741,15.2,USD,52.52,5,Tuesday
FEDEX_2_DAY,FedEx 2Day,95605,97741,30.7,USD,240.35,2,Friday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,66061,97701,10.5,USD,68.59,3,Wednesday
FEDEX_EXPRESS_SAVER,FedEx Express Saver,95605,97756,11.1,USD,75.53,3,Thursday
FEDEX_GROUND,FedEx Ground,95605,97760,7.8,USD,35.54,5,Tuesday
FEDEX_GROUND,FedEx Ground,95605,97741,31.0,USD,77.59,5,Saturday
