tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
FX-WYC-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-05-29,66061,97759,15.0,USD,53.45,https://fedex.example.com/labels/FX-WYC-2025-Q2.pdf
FX-LPC-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-11-30,95605,97759,28.4,USD,73.61,https://fedex.example.com/labels/FX-LPC-2025-Q2.pdf
FX-PMR-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-10-12,95605,97741,16.9,USD,55.26,https://fedex.example.com/labels/FX-PMR-2025-Q3.pdf
FX-PMR-2025-Q2,FEDEX_GROUND,FedEx Ground,2026-11-30,66061,97741,30.6,USD,77.29,https://fedex.example.com/labels/FX-PMR-2025-Q2.pdf
FX-CLINIC-7WAY,FEDEX_GROUND,FedEx Ground,2026-02-06,66061,97756,7.3,USD,42.0,https://fedex.example.com/labels/FX-CLINIC-7WAY.pdf
FX-CRC-2025-Q3,FEDEX_GROUND,FedEx Ground,2026-08-01,95605,97741,31.3,USD,79.83,https://fedex.example.com/labels/FX-CRC-2025-Q3.pdf
FX-NIC-2026-Q4,FEDEX_GROUND,FedEx Ground,2026-08-16,95605,97756,30.1,USD,77.88,https://fedex.example.com/labels/FX-NIC-2026-Q4.pdf
FX-OCH-2025-Q1,FEDEX_GROUND,FedEx Ground,2026-09-23,95605,97741,22.8,USD,63.7,https://fedex.example.com/labels/FX-OCH-2025-Q1.pdf
FX-ORT-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-05-02,66061,97756,23.1,USD,68.28,https://fedex.example.com/labels/FX-ORT-2026-Q2.pdf
FX-JHR-2026-Q2,FEDEX_GROUND,FedEx Ground,2026-06-26,95605,97759,9.3,USD,45.84,https://fedex.example.com/labels/FX-JHR-2026-Q2.pdf
FX-MER-2026-Q1,FEDEX_GROUND,FedEx Ground,2026-11-17,66061,97759,17.7,USD,60.51,https://fedex.example.com/labels/FX-MER-2026-Q1.pdf
FX-PRI-2026-Q3,FEDEX_GROUND,FedEx Ground,2026-08-24,66061,97754,15.8,USD,58.31,https://fedex.example.com/labels/FX-PRI-2026-Q3.pdf
FX-PRI-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-12-11,66061,97701,14.5,USD,52.94,https://fedex.example.com/labels/FX-PRI-2025-Q4.pdf
FX-TSC-2025-Q4,FEDEX_GROUND,FedEx Ground,2026-01-28,95605,97756,19.3,USD,63.45,https://fedex.example.com/labels/FX-TSC-2025-Q4.pdf
FX-WYC-2025-Q3,FEDEX_GROUND,FedEx Ground,2025-12-24,66061,97756,18.5,USD,58.4,https://fedex.example.com/labels/FX-WYC-2025-Q3.pdf
