tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
FX-BLA-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-01-15,2026-01-20,Delivered - signed for by REDMOND,"Redmond, OR",2026-01-20T17:19:00Z
FX-OCH-2026-Q3,IT,In transit,FDXG,FedEx Ground,2026-08-11,2026-08-16,On FedEx vehicle for delivery,"Redmond, OR",2026-08-14T20:37:00Z
FX-SRR-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2026-08-18,2026-08-23,Delivered - dock,"Madras, OR",2026-08-23T13:05:00Z
FX-BFR-2026-Q2,LP,Label created,FDXG,FedEx Ground,2027-01-29,2027-02-03,Shipment information sent to FedEx,"Olathe, KS",2027-01-29T12:47:00Z
FX-LPC-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-12-02,2026-12-07,At local FedEx facility,"Sacramento, CA",2026-12-04T17:10:00Z
FX-CLINIC-7WAY,IT,In transit,FDXG,FedEx Ground,2026-11-13,2026-11-18,Arrived at FedEx hub,"Redmond, OR",2026-11-13T20:58:00Z
FX-CLINIC-SCOURBOS,IT,In transit,FDXG,FedEx Ground,2026-08-07,2026-08-12,Departed FedEx hub,"Redmond, OR",2026-08-09T09:02:00Z
FX-ORT-2025-Q4,LP,Label created,FDXG,FedEx Ground,2027-02-21,2027-02-26,Shipment information sent to FedEx,"Olathe, KS",2027-02-21T10:24:00Z
FX-KRA-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2026-02-06,2026-02-11,Delivered - left at front desk,"Madras, OR",2026-02-11T13:22:00Z
FX-TET-2026-Q3,LP,Label created,FDXG,FedEx Ground,2026-12-18,2026-12-23,Shipment information sent to FedEx,"Olathe, KS",2026-12-18T09:50:00Z
FX-BLK-2026-Q3,LP,Label created,FDXG,FedEx Ground,2026-06-20,2026-06-25,Shipment information sent to FedEx,"Sacramento, CA",2026-06-20T11:49:00Z
FX-NIC-2025-Q2,IT,In transit,FDXG,FedEx Ground,2027-01-29,2027-02-03,On FedEx vehicle for delivery,"Prineville, OR",2027-01-31T11:55:00Z
FX-WYC-2025-Q2,LP,Label created,FDXG,FedEx Ground,2027-01-24,2027-01-29,Shipment information sent to FedEx,"Olathe, KS",2027-01-24T12:24:00Z
FX-LPC-2026-Q2,LP,Label created,FDXG,FedEx Ground,2026-10-13,2026-10-18,Shipment information sent to FedEx,"Olathe, KS",2026-10-13T11:30:00Z
FX-DEL-2025-Q2,IT,In transit,FDXG,FedEx Ground,2026-07-31,2026-08-05,On FedEx vehicle for delivery,"Terrebonne, OR",2026-08-03T12:53:00Z
FX-BFR-2026-Q3,LP,Label created,FDXG,FedEx Ground,2026-08-13,2026-08-18,Shipment information sent to FedEx,"Sacramento, CA",2026-08-13T11:03:00Z
FX-WYC-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2027-02-15,2027-02-20,Delivered - left at front desk,"Bend, OR",2027-02-20T10:37:00Z
FX-HND-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-05-31,2026-06-05,Delivered - signed for by TERREBONNE,"Terrebonne, OR",2026-06-05T15:12:00Z
FX-BLA-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-02-04,2026-02-09,Delivered - dock,"Madras, OR",2026-02-09T13:48:00Z
FX-BLK-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2025-10-26,2025-10-31,Delivered - signed for by REDMOND,"Redmond, OR",2025-10-31T10:38:00Z
FX-WYC-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2026-12-07,2026-12-12,Delivered - left at front desk,"Terrebonne, OR",2026-12-12T10:24:00Z
FX-PHC-2026-Q3,DL,Delivered,FDXG,FedEx Ground,2026-07-02,2026-07-07,Delivered - dock,"Prineville, OR",2026-07-07T13:56:00Z
FX-TET-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-07-16,2026-07-21,Delivered - signed for by REDMOND,"Redmond, OR",2026-07-21T10:45:00Z
FX-VOG-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-10-07,2026-10-12,On FedEx vehicle for delivery,"Bend, OR",2026-10-10T21:50:00Z
FX-JRE-2026-Q2,LP,Label created,FDXG,FedEx Ground,2026-05-23,2026-05-28,Shipment information sent to FedEx,"Olathe, KS",2026-05-23T09:59:00Z
FX-WAT-2025-Q2,LP,Label created,FDXG,FedEx Ground,2027-02-11,2027-02-16,Shipment information sent to FedEx,"Olathe, KS",2027-02-11T10:19:00Z
FX-KRA-2025-Q1,IT,In transit,FDXG,FedEx Ground,2025-09-05,2025-09-10,Arrived at FedEx hub,"Sacramento, CA",2025-09-08T17:01:00Z
FX-BCL-2026-Q4,LP,Label created,FDXG,FedEx Ground,2025-07-30,2025-08-04,Shipment information sent to FedEx,"Olathe, KS",2025-07-30T08:30:00Z
FX-VOG-2026-Q4,IT,In transit,FDXG,FedEx Ground,2026-12-21,2026-12-26,Departed FedEx hub,"Prineville, OR",2026-12-21T19:38:00Z
FX-TSC-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-07-13,2026-07-18,Delivered - signed for by BEND,"Bend, OR",2026-07-18T09:41:00Z
FX-SGF-2025-Q1,LP,Label created,FDXG,FedEx Ground,2026-02-27,2026-03-04,Shipment information sent to FedEx,"Olathe, KS",2026-02-27T09:17:00Z
FX-JRE-2025-Q3,LP,Label created,FDXG,FedEx Ground,2025-11-14,2025-11-19,Shipment information sent to FedEx,"Sacramento, CA",2025-11-14T09:07:00Z
FX-NIC-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-02-13,2026-02-18,Delivered - dock,"Sisters, OR",2026-02-18T13:55:00Z
FX-HLR-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2026-07-01,2026-07-06,Delivered - signed for by REDMOND,"Redmond, OR",2026-07-06T10:43:00Z
FX-HND-2025-Q4,LP,Label created,FDXG,FedEx Ground,2026-04-14,2026-04-19,Shipment information sent to FedEx,"Olathe, KS",2026-04-14T09:34:00Z
FX-MER-2025-Q2,IT,In transit,FDXG,FedEx Ground,2026-04-17,2026-04-22,On FedEx vehicle for delivery,"Terrebonne, OR",2026-04-17T10:12:00Z
FX-PHC-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-10-26,2026-10-31,At local FedEx facility,"Olathe, KS",2026-10-26T19:59:00Z
FX-BFR-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2026-07-23,2026-07-28,Delivered - dock,"Madras, OR",2026-07-28T15:44:00Z
FX-WAT-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-08-24,2026-08-29,At local FedEx facility,"Olathe, KS",2026-08-25T07:12:00Z
FX-AVR-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-10-20,2026-10-25,Delivered - left at front desk,"Redmond, OR",2026-10-25T12:47:00Z
FX-CRC-2025-Q2,IT,In transit,FDXG,FedEx Ground,2025-09-16,2025-09-21,At local FedEx facility,"La Pine, OR",2025-09-18T19:04:00Z
FX-BLA-2025-Q3,LP,Label created,FDXG,FedEx Ground,2026-11-24,2026-11-29,Shipment information sent to FedEx,"Sacramento, CA",2026-11-24T10:15:00Z
FX-JHR-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-04-07,2026-04-12,Delivered - left at front desk,"Bend, OR",2026-04-12T11:57:00Z
FX-BLK-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-12-08,2026-12-13,Delivered - signed for by BEND,"Bend, OR",2026-12-13T13:07:00Z
FX-HOL-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-07-12,2026-07-17,Delivered - signed for by SISTERS,"Sisters, OR",2026-07-17T16:39:00Z
FX-SAN-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-02-23,2026-02-28,Delivered - signed for by TERREBONNE,"Terrebonne, OR",2026-02-28T17:37:00Z
FX-HLR-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2025-11-02,2025-11-07,Delivered - left at front desk,"Sisters, OR",2025-11-07T17:00:00Z
FX-PRI-2026-Q3,IT,In transit,FDXG,FedEx Ground,2026-08-07,2026-08-12,Departed FedEx hub,"Olathe, KS",2026-08-09T13:11:00Z
FX-LPC-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-04-17,2026-04-22,On FedEx vehicle for delivery,"Sacramento, CA",2026-04-18T14:27:00Z
FX-OCH-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2026-01-04,2026-01-09,Delivered - signed for by PRINEVILLE,"Prineville, OR",2026-01-09T13:57:00Z
FX-ORT-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-08-09,2026-08-14,At local FedEx facility,"Bend, OR",2026-08-12T17:22:00Z
FX-TSC-2025-Q1,LP,Label created,FDXG,FedEx Ground,2026-08-05,2026-08-10,Shipment information sent to FedEx,"Olathe, KS",2026-08-05T09:23:00Z
FX-AVR-2026-Q2,DL,Delivered,FDXG,FedEx Ground,2026-03-20,2026-03-25,Delivered - dock,"Bend, OR",2026-03-25T10:56:00Z
FX-BCL-2026-Q3,IT,In transit,FDXG,FedEx Ground,2026-05-10,2026-05-15,At local FedEx facility,"Sacramento, CA",2026-05-13T19:33:00Z
FX-SRR-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2025-06-30,2025-07-05,Delivered - left at front desk,"Sisters, OR",2025-07-05T09:51:00Z
FX-AVR-2026-Q4,DL,Delivered,FDXG,FedEx Ground,2026-06-05,2026-06-10,Delivered - dock,"Madras, OR",2026-06-10T16:49:00Z
FX-MER-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-10-15,2026-10-20,Delivered - signed for by TERREBONNE,"Terrebonne, OR",2026-10-20T09:12:00Z
FX-JHR-2026-Q2,IT,In transit,FDXG,FedEx Ground,2026-04-23,2026-04-28,Departed FedEx hub,"Bend, OR",2026-04-25T09:58:00Z
FX-HOL-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-05-07,2026-05-12,Delivered - dock,"Prineville, OR",2026-05-12T14:30:00Z
FX-DEL-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-09-11,2026-09-16,Departed FedEx hub,"Sisters, OR",2026-09-12T19:21:00Z
FX-BLA-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2026-01-31,2026-02-05,Delivered - left at front desk,"Madras, OR",2026-02-05T16:05:00Z
FX-SRR-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-10-11,2026-10-16,Delivered - signed for by MADRAS,"Madras, OR",2026-10-16T09:00:00Z
FX-JHR-2026-Q3,DL,Delivered,FDXG,FedEx Ground,2025-08-01,2025-08-06,Delivered - left at front desk,"Madras, OR",2025-08-06T11:46:00Z
FX-TET-2026-Q1,IT,In transit,FDXG,FedEx Ground,2025-10-26,2025-10-31,On FedEx vehicle for delivery,"La Pine, OR",2025-10-29T17:58:00Z
FX-SRR-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2027-02-25,2027-03-02,Delivered - dock,"Redmond, OR",2027-03-02T14:21:00Z
FX-PMR-2026-Q4,DL,Delivered,FDXG,FedEx Ground,2025-12-20,2025-12-25,Delivered - signed for by TERREBONNE,"Terrebonne, OR",2025-12-25T12:28:00Z
FX-HLR-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-05-12,2026-05-17,Delivered - dock,"La Pine, OR",2026-05-17T12:59:00Z
FX-MER-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2026-01-31,2026-02-05,Delivered - left at front desk,"Prineville, OR",2026-02-05T10:40:00Z
FX-VOG-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2026-11-20,2026-11-25,Delivered - dock,"Terrebonne, OR",2026-11-25T10:40:00Z
FX-CLINIC-EWTWN,IT,In transit,FDXG,FedEx Ground,2026-01-16,2026-01-21,Arrived at FedEx hub,"Redmond, OR",2026-01-19T22:25:00Z
FX-PRI-2026-Q4,IT,In transit,FDXG,FedEx Ground,2026-08-23,2026-08-28,On FedEx vehicle for delivery,"Olathe, KS",2026-08-25T17:43:00Z
FX-OCH-2026-Q2,DL,Delivered,FDXG,FedEx Ground,2027-02-24,2027-03-01,Delivered - dock,"Prineville, OR",2027-03-01T11:17:00Z
FX-SGF-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-10-06,2026-10-11,Departed FedEx hub,"Olathe, KS",2026-10-06T14:10:00Z
FX-CRC-2025-Q1,DL,Delivered,FDXG,FedEx Ground,2025-05-06,2025-05-11,Delivered - dock,"Sisters, OR",2025-05-11T12:49:00Z
FX-PHC-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-09-07,2026-09-12,Delivered - dock,"Prineville, OR",2026-09-12T14:09:00Z
FX-BCL-2025-Q2,DL,Delivered,FDXG,FedEx Ground,2025-10-05,2025-10-10,Delivered - dock,"Terrebonne, OR",2025-10-10T15:27:00Z
FX-PMR-2025-Q1,IT,In transit,FDXG,FedEx Ground,2027-02-14,2027-02-19,At local FedEx facility,"Redmond, OR",2027-02-17T06:22:00Z
FX-DMR-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-05-08,2026-05-13,Arrived at FedEx hub,"Redmond, OR",2026-05-08T19:19:00Z
FX-WAT-2025-Q1,IT,In transit,FDXG,FedEx Ground,2025-10-07,2025-10-12,At local FedEx facility,"Olathe, KS",2025-10-09T22:31:00Z
FX-HND-2026-Q2,IT,In transit,FDXG,FedEx Ground,2025-11-20,2025-11-25,Arrived at FedEx hub,"Sacramento, CA",2025-11-21T12:22:00Z
FX-SGF-2026-Q2,DL,Delivered,FDXG,FedEx Ground,2026-09-02,2026-09-07,Delivered - left at front desk,"Redmond, OR",2026-09-07T09:16:00Z
FX-HOL-2026-Q2,DL,Delivered,FDXG,FedEx Ground,2026-09-30,2026-10-05,Delivered - left at front desk,"La Pine, OR",2026-10-05T15:13:00Z
FX-JHR-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-03-14,2026-03-19,Departed FedEx hub,"Olathe, KS",2026-03-15T22:28:00Z
FX-HND-2025-Q3,LP,Label created,FDXG,FedEx Ground,2026-05-16,2026-05-21,Shipment information sent to FedEx,"Sacramento, CA",2026-05-16T08:07:00Z
FX-KRA-2026-Q4,DL,Delivered,FDXG,FedEx Ground,2025-04-30,2025-05-05,Delivered - left at front desk,"Madras, OR",2025-05-05T12:30:00Z
FX-CRC-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2027-02-14,2027-02-19,Delivered - dock,"Sisters, OR",2027-02-19T14:05:00Z
FX-BCL-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2025-12-13,2025-12-18,Delivered - signed for by REDMOND,"Redmond, OR",2025-12-18T16:55:00Z
FX-CLINIC-BVD,IT,In transit,FDXG,FedEx Ground,2025-09-08,2025-09-13,On FedEx vehicle for delivery,"Redmond, OR",2025-09-09T09:21:00Z
FX-PRI-2026-Q2,IT,In transit,FDXG,FedEx Ground,2025-12-24,2025-12-29,Departed FedEx hub,"Olathe, KS",2025-12-25T12:05:00Z
FX-SAN-2025-Q3,IT,In transit,FDXG,FedEx Ground,2025-12-04,2025-12-09,Arrived at FedEx hub,"Olathe, KS",2025-12-04T13:48:00Z
FX-CLINIC-RABIES,DL,Delivered,FDXG,FedEx Ground,2026-08-11,2026-08-16,Delivered - left at front desk,"Redmond, OR",2026-08-16T14:54:00Z
FX-PHC-2025-Q2,IT,In transit,FDXG,FedEx Ground,2026-12-19,2026-12-24,Arrived at FedEx hub,"Redmond, OR",2026-12-20T13:17:00Z
FX-OCH-2026-Q4,DL,Delivered,FDXG,FedEx Ground,2026-03-06,2026-03-11,Delivered - dock,"La Pine, OR",2026-03-11T09:31:00Z
FX-AVR-2026-Q1,IT,In transit,FDXG,FedEx Ground,2026-10-21,2026-10-26,Departed FedEx hub,"La Pine, OR",2026-10-21T21:12:00Z
FX-DMR-2026-Q1,LP,Label created,FDXG,FedEx Ground,2026-09-15,2026-09-20,Shipment information sent to FedEx,"Sacramento, CA",2026-09-15T10:25:00Z
FX-VOG-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-11-03,2026-11-08,Delivered - dock,"La Pine, OR",2026-11-08T11:33:00Z
FX-TSC-2026-Q4,IT,In transit,FDXG,FedEx Ground,2026-09-08,2026-09-13,On FedEx vehicle for delivery,"Sacramento, CA",2026-09-10T22:20:00Z
FX-LPC-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2027-02-21,2027-02-26,Delivered - left at front desk,"Terrebonne, OR",2027-02-26T12:36:00Z
FX-ORT-2026-Q2,IT,In transit,FDXG,FedEx Ground,2025-10-31,2025-11-05,Arrived at FedEx hub,"Prineville, OR",2025-11-02T11:16:00Z
FX-HOL-2026-Q3,IT,In transit,FDXG,FedEx Ground,2026-01-19,2026-01-24,At local FedEx facility,"Sacramento, CA",2026-01-21T09:01:00Z
FX-PMR-2026-Q3,IT,In transit,FDXG,FedEx Ground,2027-01-19,2027-01-24,Arrived at FedEx hub,"Sacramento, CA",2027-01-19T07:24:00Z
FX-CLINIC-PINKEYE,DL,Delivered,FDXG,FedEx Ground,2026-03-13,2026-03-18,Delivered - left at front desk,"Redmond, OR",2026-03-18T09:36:00Z
FX-HLR-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2025-06-05,2025-06-10,Delivered - left at front desk,"Redmond, OR",2025-06-10T11:58:00Z
FX-CRC-2025-Q3,IT,In transit,FDXG,FedEx Ground,2026-09-24,2026-09-29,On FedEx vehicle for delivery,"Olathe, KS",2026-09-27T12:34:00Z
FX-SGF-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2027-02-02,2027-02-07,Delivered - dock,"Prineville, OR",2027-02-07T10:48:00Z
FX-TSC-2026-Q2,IT,In transit,FDXG,FedEx Ground,2026-07-10,2026-07-15,At local FedEx facility,"Sacramento, CA",2026-07-12T19:12:00Z
FX-NIC-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-08-25,2026-08-30,Delivered - dock,"Prineville, OR",2026-08-30T14:22:00Z
FX-WAT-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-09-29,2026-10-04,Delivered - signed for by SISTERS,"Sisters, OR",2026-10-04T16:44:00Z
FX-PRI-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-02-17,2026-02-22,Delivered - signed for by MADRAS,"Madras, OR",2026-02-22T12:57:00Z
FX-JRE-2026-Q1,DL,Delivered,FDXG,FedEx Ground,2026-12-16,2026-12-21,Delivered - dock,"La Pine, OR",2026-12-21T11:19:00Z
FX-KRA-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-11-24,2026-11-29,Delivered - left at front desk,"Bend, OR",2026-11-29T10:15:00Z
FX-BFR-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-09-14,2026-09-19,Delivered - dock,"Madras, OR",2026-09-19T11:51:00Z
FX-WYC-2025-Q3,DL,Delivered,FDXG,FedEx Ground,2026-08-21,2026-08-26,Delivered - left at front desk,"Prineville, OR",2026-08-26T16:29:00Z
FX-CLINIC-STRANGLES,IT,In transit,FDXG,FedEx Ground,2027-03-01,2027-03-06,At local FedEx facility,"Redmond, OR",2027-03-01T11:49:00Z
FX-SAN-2025-Q2,IT,In transit,FDXG,FedEx Ground,2026-07-19,2026-07-24,Departed FedEx hub,"Sacramento, CA",2026-07-21T17:28:00Z
FX-CLINIC-DEWORM,IT,In transit,FDXG,FedEx Ground,2026-12-13,2026-12-18,Arrived at FedEx hub,"Olathe, KS",2026-12-16T19:01:00Z
FX-NIC-2025-Q4,DL,Delivered,FDXG,FedEx Ground,2026-09-04,2026-09-09,Delivered - signed for by MADRAS,"Madras, OR",2026-09-09T09:51:00Z
FX-DMR-2025-Q2,LP,Label created,FDXG,FedEx Ground,2025-09-24,2025-09-29,Shipment information sent to FedEx,"Olathe, KS",2025-09-24T08:16:00Z
FX-JRE-2026-Q4,IT,In transit,FDXG,FedEx Ground,2026-07-13,2026-07-18,Arrived at FedEx hub,"Olathe, KS",2026-07-15T21:42:00Z
