zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
90000011,"20 Acres + Improvements, Donley County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,355853,355853,0,FOR_SALE,18,agent-001
90000012,"2 Acres + Improvements, Gray County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,180871,180871,0,FOR_SALE,47,agent-001
90000013,"80 Acres + Improvements, Childress County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1077669,1077669,0,FOR_SALE,214,agent-001
90000014,"60 Acres + Improvements, Randall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,684063,684063,0,FOR_SALE,139,agent-001
90000015,"15 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,265782,265782,0,FOR_SALE,126,agent-001
90000016,"2 Acres + Improvements, Armstrong County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,166633,166633,0,FOR_SALE,217,agent-001
90000017,"60 Acres + Improvements, Briscoe County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,475601,475601,0,FOR_SALE,145,agent-001
90000018,"15 Acres + Improvements, Collingsworth County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,312386,312386,0,FOR_SALE,78,agent-001
90000019,"4 Acres + Improvements, Hall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,248294,248294,0,FOR_SALE,109,agent-001
90000020,"12 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,182584,182584,0,FOR_SALE,124,agent-001
90000021,"10 Acres + Improvements, Potter County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,282452,282452,0,FOR_SALE,117,agent-001
90000022,"8 Acres + Improvements, Briscoe County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,275558,275558,0,FOR_SALE,49,agent-001
90000023,"8 Acres + Improvements, Gray County TX | improvements: Two-stall lean-to, no home, mineral set up for cattle | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,222785,222785,0,FOR_SALE,167,agent-001
90000024,"80 Acres + Improvements, Wheeler County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,923456,923456,0,FOR_SALE,27,agent-001
90000025,"2 Acres + Improvements, Childress County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,141626,141626,0,FOR_SALE,121,agent-001
90000026,"2 Acres + Improvements, Hemphill County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,197387,197387,0,FOR_SALE,47,agent-001
90000027,"8 Acres + Improvements, Briscoe County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,232274,232274,0,FOR_SALE,39,agent-001
90000028,"8 Acres + Improvements, Gray County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,260322,260322,0,FOR_SALE,78,agent-001
90000029,"40 Acres + Improvements, Gray County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,618917,618917,0,FOR_SALE,110,agent-001
90000030,"12 Acres + Improvements, Carson County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,296499,296499,0,FOR_SALE,161,agent-001
90000031,"20 Acres + Improvements, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,395461,395461,0,FOR_SALE,196,agent-001
90000032,"15 Acres + Improvements, Potter County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,330991,330991,0,FOR_SALE,60,agent-001
90000033,"4 Acres + Improvements, Armstrong County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,132160,132160,0,FOR_SALE,51,agent-001
90000034,"5 Acres + Improvements, Briscoe County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,143600,143600,0,FOR_SALE,76,agent-001
90000035,"20 Acres + Improvements, Hall County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,369949,369949,0,FOR_SALE,21,agent-001
90000036,"25 Acres + Improvements, Briscoe County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,441213,441213,0,FOR_SALE,51,agent-001
90000037,"40 Acres + Improvements, Briscoe County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,404732,404732,0,FOR_SALE,35,agent-001
90000038,"4 Acres + Improvements, Briscoe County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,194708,194708,0,FOR_SALE,57,agent-001
90000039,"80 Acres + Improvements, Gray County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1497944,1497944,0,FOR_SALE,160,agent-001
90000040,"15 Acres + Improvements, Hall County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,403728,403728,0,FOR_SALE,131,agent-001
90000041,"2 Acres + Improvements, Hall County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,158852,158852,0,FOR_SALE,127,agent-001
90000042,"2 Acres + Improvements, Wheeler County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,116282,116282,0,FOR_SALE,32,agent-001
90000043,"6 Acres + Improvements, Briscoe County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,244120,244120,0,FOR_SALE,169,agent-001
90000044,"4 Acres + Improvements, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,270829,270829,0,FOR_SALE,205,agent-001
90000045,"25 Acres + Improvements, Donley County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,335494,335494,0,FOR_SALE,149,agent-001
90000046,"6 Acres + Improvements, Donley County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,219745,219745,0,FOR_SALE,153,agent-001
90000047,"20 Acres + Improvements, Hemphill County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,458372,458372,0,FOR_SALE,16,agent-001
90000048,"2 Acres + Improvements, Wheeler County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,169623,169623,0,FOR_SALE,99,agent-001
90000049,"25 Acres + Improvements, Hall County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,376612,376612,0,FOR_SALE,211,agent-001
90000050,"2 Acres + Improvements, Gray County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,193436,193436,0,FOR_SALE,81,agent-001
90000051,"20 Acres + Improvements, Hemphill County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,476959,476959,0,FOR_SALE,45,agent-001
90000052,"20 Acres + Improvements, Randall County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,387680,387680,0,FOR_SALE,210,agent-001
90000053,"4 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,254327,254327,0,FOR_SALE,133,agent-001
90000054,"80 Acres + Improvements, Donley County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1182376,1182376,0,FOR_SALE,111,agent-001
90000055,"10 Acres + Improvements, Hall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,198028,198028,0,FOR_SALE,69,agent-001
90000056,"6 Acres + Improvements, Randall County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,117445,117445,0,FOR_SALE,212,agent-001
90000057,"2 Acres + Improvements, Roberts County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,218039,218039,0,FOR_SALE,52,agent-001
90000058,"10 Acres + Improvements, Briscoe County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,209088,209088,0,FOR_SALE,138,agent-001
90000059,"8 Acres + Improvements, Randall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,249070,249070,0,FOR_SALE,7,agent-001
90000060,"15 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,243249,243249,0,FOR_SALE,73,agent-001
90000061,"60 Acres + Improvements, Carson County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,526210,526210,0,FOR_SALE,137,agent-001
90000062,"10 Acres + Improvements, Hall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,237141,237141,0,FOR_SALE,18,agent-001
90000063,"8 Acres + Improvements, Briscoe County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,230280,230280,0,FOR_SALE,117,agent-001
90000064,"5 Acres + Improvements, Briscoe County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,285399,285399,0,FOR_SALE,112,agent-001
90000065,"6 Acres + Improvements, Gray County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,250813,250813,0,FOR_SALE,214,agent-001
90000066,"10 Acres + Improvements, Briscoe County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,196344,196344,0,FOR_SALE,14,agent-001
90000067,"5 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,197736,197736,0,FOR_SALE,186,agent-001
90000068,"8 Acres + Improvements, Hall County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,263183,263183,0,FOR_SALE,98,agent-001
90000069,"12 Acres + Improvements, Hall County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,203532,203532,0,FOR_SALE,6,agent-001
90000070,"40 Acres + Improvements, Hall County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,287092,287092,0,FOR_SALE,121,agent-001
90000071,"4 Acres + Improvements, Wheeler County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,245346,245346,0,FOR_SALE,100,agent-001
90000072,"15 Acres + Improvements, Wheeler County TX | improvements: Two-stall lean-to, no home, mineral set up for cattle | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,349886,349886,0,FOR_SALE,134,agent-001
90000073,"25 Acres + Improvements, Childress County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,438176,438176,0,FOR_SALE,13,agent-001
90000074,"12 Acres + Improvements, Hemphill County TX | improvements: Two-stall lean-to, no home, mineral set up for cattle | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,167161,167161,0,FOR_SALE,213,agent-001
90000075,"40 Acres + Improvements, Wheeler County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,611491,611491,0,FOR_SALE,97,agent-001
90000076,"25 Acres + Improvements, Collingsworth County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,313424,313424,0,FOR_SALE,63,agent-001
90000077,"8 Acres + Improvements, Randall County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,199649,199649,0,FOR_SALE,146,agent-001
90000078,"80 Acres + Improvements, Donley County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1213251,1213251,0,FOR_SALE,85,agent-001
90000079,"60 Acres + Improvements, Donley County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,1047723,1047723,0,FOR_SALE,45,agent-001
90000080,"25 Acres + Improvements, Gray County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,240779,240779,0,FOR_SALE,148,agent-001
90000081,"20 Acres + Improvements, Briscoe County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,323440,323440,0,FOR_SALE,17,agent-001
90000082,"5 Acres + Improvements, Armstrong County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,109371,109371,0,FOR_SALE,168,agent-001
90000083,"15 Acres + Improvements, Hall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,388814,388814,0,FOR_SALE,122,agent-001
90000084,"6 Acres + Improvements, Donley County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,138141,138141,0,FOR_SALE,166,agent-001
90000085,"60 Acres + Improvements, Hall County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,818363,818363,0,FOR_SALE,179,agent-001
90000086,"4 Acres + Improvements, Childress County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,260123,260123,0,FOR_SALE,190,agent-001
90000087,"5 Acres + Improvements, Wheeler County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,181103,181103,0,FOR_SALE,131,agent-001
90000088,"10 Acres + Improvements, Carson County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,273321,273321,0,FOR_SALE,20,agent-001
90000089,"40 Acres + Improvements, Roberts County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,359153,359153,0,FOR_SALE,207,agent-001
90000090,"4 Acres + Improvements, Hall County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,251803,251803,0,FOR_SALE,199,agent-001
90000091,"25 Acres + Improvements, Wheeler County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,400447,400447,0,FOR_SALE,55,agent-001
90000092,"10 Acres + Improvements, Collingsworth County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,306788,306788,0,FOR_SALE,160,agent-001
90000093,"20 Acres + Improvements, Briscoe County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,405303,405303,0,FOR_SALE,106,agent-001
90000094,"80 Acres + Improvements, Briscoe County TX | improvements: Open ground, one shed, perimeter fenced | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1608232,1608232,0,FOR_SALE,203,agent-001
90000095,"12 Acres + Improvements, Randall County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,310131,310131,0,FOR_SALE,210,agent-001
90000096,"5 Acres + Improvements, Carson County TX | improvements: Two-stall lean-to, no home, mineral set up for cattle | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,253260,253260,0,FOR_SALE,85,agent-001
90000097,"25 Acres + Improvements, Hall County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,454435,454435,0,FOR_SALE,25,agent-001
90000098,"8 Acres + Improvements, Hall County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,136943,136943,0,FOR_SALE,87,agent-001
90000099,"8 Acres + Improvements, Gray County TX | improvements: Four-stall barn, lighted arena, three-bedroom modular | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,282017,282017,0,FOR_SALE,12,agent-001
90000100,"4 Acres + Improvements, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,148217,148217,0,FOR_SALE,40,agent-001
90000101,"2 Acres + Improvements, Potter County TX | improvements: Two-stall lean-to, no home, mineral set up for cattle | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,128392,128392,0,FOR_SALE,176,agent-001
90000102,"5 Acres + Improvements, Wheeler County TX | improvements: Three-stall barn, round pen, two-bedroom home | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,171699,171699,0,FOR_SALE,78,agent-001
90000103,"40 Acres + Improvements, Wheeler County TX | improvements: Shop + shed, home, hay barn | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,332772,332772,0,FOR_SALE,202,agent-001
90000104,"8 Acres + Improvements, Donley County TX | improvements: Bare acreage, road frontage, fenced two sides | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,215907,215907,0,FOR_SALE,162,agent-001
90000105,"2 Acres + Improvements, Gray County TX | improvements: Older home, working pens, stock tanks | None",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,191117,191117,0,FOR_SALE,68,agent-001
90000106,"20 Acres + Horse Setup, Armstrong County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-08-22",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,412000,412000,0,SOLD,0,agent-001
90000107,"10 Acres + Barndo, Donley County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-07-30",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,268000,268000,0,SOLD,0,agent-001
90000108,"6 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-06-18",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,262745,262745,0,SOLD,0,agent-001
90000109,"4 Acres + Horse Setup, Randall County TX | improvements: Open ground, working pens, no home | sold 2025-01-12",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,255204,255204,0,SOLD,0,agent-001
90000110,"20 Acres + Horse Setup, Potter County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-04-25",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,497201,497201,0,SOLD,0,agent-001
90000111,"4 Acres + Horse Setup, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-04-29",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,234665,234665,0,SOLD,0,agent-001
90000112,"10 Acres + Horse Setup, Hall County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-06-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,182663,182663,0,SOLD,0,agent-001
90000113,"5 Acres + Horse Setup, Potter County TX | improvements: Three-stall barn, round pen, home | sold 2024-11-30",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,234473,234473,0,SOLD,0,agent-001
90000114,"15 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-11-03",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,355710,355710,0,SOLD,0,agent-001
90000115,"20 Acres + Horse Setup, Wheeler County TX | improvements: Three-stall barn, round pen, home | sold 2025-06-11",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,290693,290693,0,SOLD,0,agent-001
90000116,"80 Acres + Horse Setup, Hall County TX | improvements: Three-stall barn, round pen, home | sold 2024-05-12",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1074375,1074375,0,SOLD,0,agent-001
90000117,"5 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2025-09-05",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,144828,144828,0,SOLD,0,agent-001
90000118,"6 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-01-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,184880,184880,0,SOLD,0,agent-001
90000119,"25 Acres + Horse Setup, Randall County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-05-15",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,244262,244262,0,SOLD,0,agent-001
