product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
p_wf_025,r_wholefoods,Fresh thyme,Whole Foods,produce,0.75 oz,3.49,True,,https://cdn.instacart.com/products/p_wf_025.jpg
p_cs_001,r_costco,Kirkland paper towels,Kirkland,home,12 rolls,22.99,True,,https://cdn.instacart.com/products/p_cs_001.jpg
p_cs_002,r_costco,Kirkland toilet paper,Kirkland,home,30 rolls,23.99,True,,https://cdn.instacart.com/products/p_cs_002.jpg
p_cs_003,r_costco,Kirkland almonds,Kirkland,pantry,3 lb,17.99,True,,https://cdn.instacart.com/products/p_cs_003.jpg
p_cs_004,r_costco,Kirkland walnuts,Kirkland,pantry,3 lb,22.99,True,,https://cdn.instacart.com/products/p_cs_004.jpg
p_cs_005,r_costco,Costco rotisserie chicken,Kirkland,meat,3 lb,4.99,True,,https://cdn.instacart.com/products/p_cs_005.jpg
p_cs_006,r_costco,Bibigo dumplings mandu,Bibigo,pantry,3 lb,14.99,True,,https://cdn.instacart.com/products/p_cs_006.jpg
p_cs_007,r_costco,Kirkland Korean pear box,Kirkland,produce,10 lb,21.99,True,,https://cdn.instacart.com/products/p_cs_007.jpg
p_cs_008,r_costco,Kirkland ribeye 4-pack,Kirkland,meat,4 lb,64.99,True,,https://cdn.instacart.com/products/p_cs_008.jpg
p_cs_009,r_costco,Kirkland salmon 4-pack,Kirkland,seafood,3 lb,34.99,True,,https://cdn.instacart.com/products/p_cs_009.jpg
p_cs_010,r_costco,Kirkland eggs 24-pack,Kirkland,dairy,24 count,8.99,True,,https://cdn.instacart.com/products/p_cs_010.jpg
p_cs_011,r_costco,Kirkland maple syrup,Kirkland,pantry,32 oz,13.99,True,,https://cdn.instacart.com/products/p_cs_011.jpg
p_cs_012,r_costco,Kirkland lasagna,Kirkland,frozen,4 lb,14.99,True,,https://cdn.instacart.com/products/p_cs_012.jpg
p_cs_013,r_costco,Bibigo bulgogi,Bibigo,frozen,3 lb,18.99,True,,https://cdn.instacart.com/products/p_cs_013.jpg
p_hm_001,r_hmart,Doenjang paste,CJ,pantry,2.2 lb,8.99,True,,https://cdn.instacart.com/products/p_hm_001.jpg
p_hm_002,r_hmart,Gochujang,CJ,pantry,2 lb,7.99,True,,https://cdn.instacart.com/products/p_hm_002.jpg
p_hm_003,r_hmart,Napa cabbage,H Mart,produce,5 lb,6.99,True,,https://cdn.instacart.com/products/p_hm_003.jpg
p_hm_004,r_hmart,Korean radish,H Mart,produce,2 lb,4.99,True,,https://cdn.instacart.com/products/p_hm_004.jpg
p_hm_005,r_hmart,Kirinaka gochugaru red pepper,Kirinaka,pantry,1 lb,13.99,True,,https://cdn.instacart.com/products/p_hm_005.jpg
p_hm_006,r_hmart,Perilla leaves fresh,H Mart,produce,1 bunch,2.99,True,,https://cdn.instacart.com/products/p_hm_006.jpg
p_hm_007,r_hmart,Beef sirloin thin-sliced,H Mart,meat,lb,13.99,True,,https://cdn.instacart.com/products/p_hm_007.jpg
p_hm_008,r_hmart,Anchovy stock packets,Ottogi,pantry,10 count,5.99,True,,https://cdn.instacart.com/products/p_hm_008.jpg
p_hm_009,r_hmart,Korean short rice,Nishiki,pantry,10 lb,22.99,True,,https://cdn.instacart.com/products/p_hm_009.jpg
p_hm_010,r_hmart,Kelp dried,Assi,pantry,4 oz,4.99,True,,https://cdn.instacart.com/products/p_hm_010.jpg
