place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
place_0016,Business 16,"894 Main St, Tarpon Springs",28.1567,-82.7923,3.4,4949,store,OPERATIONAL,2
place_0017,Business 17,"885 Main St, Tarpon Springs",28.1366,-82.7611,3.2,1448,store,OPERATIONAL,1
place_0018,Business 18,"939 Main St, Tarpon Springs",28.0999,-82.7749,3.3,685,restaurant,OPERATIONAL,1
place_0019,Business 19,"125 Main St, Tarpon Springs",28.1572,-82.722,4.8,4830,restaurant,OPERATIONAL,3
place_0020,Business 20,"380 Main St, Tarpon Springs",28.1533,-82.7391,3.4,2543,restaurant,OPERATIONAL,3
place_0021,Business 21,"727 Main St, Tarpon Springs",28.1502,-82.7918,5.0,2869,service,OPERATIONAL,1
place_0022,Business 22,"592 Main St, Tarpon Springs",28.1095,-82.731,4.9,1110,store,OPERATIONAL,1
place_0023,Business 23,"520 Main St, Tarpon Springs",28.0943,-82.7347,5.0,281,service,OPERATIONAL,3
place_0024,Business 24,"397 Main St, Tarpon Springs",28.1129,-82.7418,4.0,1755,restaurant,OPERATIONAL,2
place_0025,Business 25,"544 Main St, Tarpon Springs",28.1003,-82.7722,4.4,697,store,OPERATIONAL,1
place_0026,Business 26,"584 Main St, Tarpon Springs",28.1338,-82.7997,4.6,3585,restaurant,OPERATIONAL,3
place_0027,Business 27,"934 Main St, Tarpon Springs",28.1754,-82.7721,4.4,2412,service,OPERATIONAL,1
place_0028,Business 28,"821 Main St, Tarpon Springs",28.1291,-82.772,3.5,2149,store,OPERATIONAL,3
place_0029,Business 29,"645 Main St, Tarpon Springs",28.1842,-82.7186,4.3,1342,restaurant,OPERATIONAL,2
place_0030,Business 30,"991 Main St, Tarpon Springs",28.1225,-82.7772,4.1,1221,service,OPERATIONAL,3
place_0031,Business 31,"306 Main St, Tarpon Springs",28.096,-82.7636,3.1,4743,restaurant,OPERATIONAL,2
place_0032,Business 32,"582 Main St, Tarpon Springs",28.1731,-82.7201,4.0,2117,restaurant,OPERATIONAL,1
place_0033,Business 33,"426 Main St, Tarpon Springs",28.0906,-82.7517,4.7,3779,restaurant,OPERATIONAL,2
place_0034,Business 34,"667 Main St, Tarpon Springs",28.1786,-82.7255,4.4,1687,store,OPERATIONAL,1
place_0035,Business 35,"833 Main St, Tarpon Springs",28.1435,-82.7383,4.0,1974,store,OPERATIONAL,1
place_0036,Business 36,"876 Main St, Tarpon Springs",28.1835,-82.7589,4.2,4511,store,OPERATIONAL,3
place_0037,Business 37,"844 Main St, Tarpon Springs",28.1425,-82.7577,4.4,2671,store,OPERATIONAL,2
place_0038,Business 38,"900 Main St, Tarpon Springs",28.0953,-82.7152,4.1,94,service,OPERATIONAL,3
place_0039,Business 39,"837 Main St, Tarpon Springs",28.1712,-82.7946,4.3,1570,store,OPERATIONAL,2
place_0040,Business 40,"885 Main St, Tarpon Springs",28.1574,-82.7195,3.4,4686,store,OPERATIONAL,2
place_0041,Business 41,"956 Main St, Tarpon Springs",28.1556,-82.7588,3.4,2455,service,OPERATIONAL,2
place_0042,Business 42,"716 Main St, Tarpon Springs",28.1861,-82.7906,3.5,100,store,OPERATIONAL,3
place_0043,Business 43,"276 Main St, Tarpon Springs",28.1781,-82.7399,4.4,1755,restaurant,OPERATIONAL,3
place_0044,Business 44,"491 Main St, Tarpon Springs",28.1193,-82.7978,3.1,1595,service,OPERATIONAL,1
place_0045,Business 45,"539 Main St, Tarpon Springs",28.0995,-82.7879,4.9,1759,service,OPERATIONAL,1
place_0046,Business 46,"778 Main St, Tarpon Springs",28.1274,-82.8024,4.6,1296,service,OPERATIONAL,1
place_0047,Business 47,"505 Main St, Tarpon Springs",28.1597,-82.7193,4.0,1695,service,OPERATIONAL,2
place_0048,Business 48,"848 Main St, Tarpon Springs",28.146,-82.7242,4.2,1805,service,OPERATIONAL,3
place_0049,Business 49,"817 Main St, Tarpon Springs",28.112,-82.7192,4.9,4146,store,OPERATIONAL,1
place_0050,Business 50,"636 Main St, Tarpon Springs",28.1266,-82.7685,3.2,4802,service,OPERATIONAL,3
place_0051,Business 51,"492 Main St, Tarpon Springs",28.1682,-82.7961,3.1,2771,store,OPERATIONAL,2
place_0052,Business 52,"886 Main St, Tarpon Springs",28.137,-82.7478,4.7,708,store,OPERATIONAL,1
place_0053,Business 53,"371 Main St, Tarpon Springs",28.1835,-82.7267,4.3,3417,restaurant,OPERATIONAL,1
place_0054,Business 54,"637 Main St, Tarpon Springs",28.168,-82.7864,3.5,2232,restaurant,OPERATIONAL,2
place_0055,Business 55,"521 Main St, Tarpon Springs",28.1635,-82.8081,3.7,4492,restaurant,OPERATIONAL,1
place_0056,Business 56,"906 Main St, Tarpon Springs",28.1347,-82.7336,3.4,2199,store,OPERATIONAL,1
place_0057,Business 57,"734 Main St, Tarpon Springs",28.1178,-82.7129,3.1,1869,service,OPERATIONAL,2
place_0058,Business 58,"535 Main St, Tarpon Springs",28.1094,-82.7561,3.4,2118,store,OPERATIONAL,1
place_0059,Business 59,"721 Main St, Tarpon Springs",28.1874,-82.7985,4.5,3372,service,OPERATIONAL,3
place_0060,Business 60,"609 Main St, Tarpon Springs",28.1328,-82.7762,4.1,4232,restaurant,OPERATIONAL,2
place_0061,Business 61,"920 Main St, Tarpon Springs",28.1379,-82.8005,5.0,2783,service,OPERATIONAL,1
place_0062,Business 62,"152 Main St, Tarpon Springs",28.0959,-82.7246,4.9,3589,service,OPERATIONAL,1
place_0063,Business 63,"497 Main St, Tarpon Springs",28.1871,-82.7212,3.2,1742,service,OPERATIONAL,2
place_0064,Business 64,"173 Main St, Tarpon Springs",28.1774,-82.7463,4.0,1952,store,OPERATIONAL,2
place_0065,Business 65,"604 Main St, Tarpon Springs",28.1052,-82.794,4.2,4720,store,OPERATIONAL,2
place_0066,Business 66,"618 Main St, Tarpon Springs",28.1591,-82.7736,3.1,4734,service,OPERATIONAL,3
place_0067,Business 67,"709 Main St, Tarpon Springs",28.1267,-82.7919,4.8,3869,restaurant,OPERATIONAL,3
place_0068,Business 68,"514 Main St, Tarpon Springs",28.1473,-82.7304,4.4,973,service,OPERATIONAL,1
place_0069,Business 69,"918 Main St, Tarpon Springs",28.1695,-82.7178,4.0,2749,restaurant,OPERATIONAL,3
place_0070,Business 70,"342 Main St, Tarpon Springs",28.12,-82.7442,4.9,2998,service,OPERATIONAL,1
place_0071,Business 71,"766 Main St, Tarpon Springs",28.1395,-82.7413,3.1,3971,restaurant,OPERATIONAL,1
place_0072,Business 72,"290 Main St, Tarpon Springs",28.1408,-82.7641,4.1,637,restaurant,OPERATIONAL,2
place_0073,Business 73,"472 Main St, Tarpon Springs",28.1277,-82.7298,4.9,4113,service,OPERATIONAL,1
place_0074,Business 74,"409 Main St, Tarpon Springs",28.1563,-82.7597,3.1,1993,store,OPERATIONAL,3
place_0075,Business 75,"216 Main St, Tarpon Springs",28.1548,-82.8058,4.6,1784,store,OPERATIONAL,1
place_0076,Business 76,"760 Main St, Tarpon Springs",28.1067,-82.8045,4.0,3406,restaurant,OPERATIONAL,3
place_0077,Business 77,"900 Main St, Tarpon Springs",28.1274,-82.7548,3.9,1762,store,OPERATIONAL,2
place_0078,Business 78,"701 Main St, Tarpon Springs",28.1897,-82.7651,3.8,2860,service,OPERATIONAL,1
place_0079,Business 79,"913 Main St, Tarpon Springs",28.1152,-82.7813,3.3,2920,restaurant,OPERATIONAL,2
place_0080,Business 80,"513 Main St, Tarpon Springs",28.1154,-82.76,3.7,4694,restaurant,OPERATIONAL,2
place_0081,Business 81,"981 Main St, Tarpon Springs",28.1359,-82.7651,4.1,1119,restaurant,OPERATIONAL,1
place_0082,Business 82,"203 Main St, Tarpon Springs",28.0953,-82.7748,4.8,22,store,OPERATIONAL,3
place_0083,Business 83,"349 Main St, Tarpon Springs",28.1518,-82.7226,3.2,4218,service,OPERATIONAL,1
place_0084,Business 84,"675 Main St, Tarpon Springs",28.1184,-82.7105,3.0,986,service,OPERATIONAL,1
place_0085,Business 85,"996 Main St, Tarpon Springs",28.1328,-82.7361,4.7,3305,restaurant,OPERATIONAL,3
place_0086,Business 86,"104 Main St, Tarpon Springs",28.1563,-82.7989,3.3,2437,service,OPERATIONAL,2
place_0087,Business 87,"270 Main St, Tarpon Springs",28.1381,-82.7343,4.9,4002,store,OPERATIONAL,2
place_0088,Business 88,"457 Main St, Tarpon Springs",28.1895,-82.7479,4.8,1700,store,OPERATIONAL,2
place_0089,Business 89,"198 Main St, Tarpon Springs",28.1658,-82.7792,3.9,1605,store,OPERATIONAL,1
place_0090,Business 90,"744 Main St, Tarpon Springs",28.1717,-82.7458,4.0,420,service,OPERATIONAL,2
place_0091,Business 91,"949 Main St, Tarpon Springs",28.0907,-82.7623,3.6,3327,service,OPERATIONAL,3
place_0092,Business 92,"488 Main St, Tarpon Springs",28.1646,-82.7859,3.1,1785,store,OPERATIONAL,2
place_0093,Business 93,"452 Main St, Tarpon Springs",28.1111,-82.7702,3.6,481,restaurant,OPERATIONAL,1
place_0094,Business 94,"870 Main St, Tarpon Springs",28.1832,-82.721,3.4,1697,store,OPERATIONAL,3
place_0095,Business 95,"955 Main St, Tarpon Springs",28.1114,-82.7842,3.5,4139,restaurant,OPERATIONAL,1
place_0096,Business 96,"486 Main St, Tarpon Springs",28.1591,-82.7368,3.6,3156,store,OPERATIONAL,1
place_0097,Business 97,"758 Main St, Tarpon Springs",28.1399,-82.7602,4.0,1952,restaurant,OPERATIONAL,1
place_0098,Business 98,"738 Main St, Tarpon Springs",28.1395,-82.8024,4.0,3999,restaurant,OPERATIONAL,2
place_0099,Business 99,"764 Main St, Tarpon Springs",28.133,-82.744,4.2,3656,service,OPERATIONAL,3
place_0100,Business 100,"304 Main St, Tarpon Springs",28.1736,-82.7161,4.1,1750,restaurant,OPERATIONAL,1
place_0101,Business 101,"109 Main St, Tarpon Springs",28.1355,-82.7835,4.0,4088,store,OPERATIONAL,2
place_0102,Business 102,"108 Main St, Tarpon Springs",28.1797,-82.7183,3.4,4692,store,OPERATIONAL,2
place_0103,Business 103,"221 Main St, Tarpon Springs",28.146,-82.7988,4.6,1918,service,OPERATIONAL,1
place_0104,Business 104,"421 Main St, Tarpon Springs",28.1166,-82.8025,4.7,336,service,OPERATIONAL,2
place_0105,Business 105,"117 Main St, Tarpon Springs",28.1188,-82.7952,3.7,4253,store,OPERATIONAL,2
place_0106,Business 106,"730 Main St, Tarpon Springs",28.1176,-82.7278,3.1,4405,store,OPERATIONAL,1
place_0107,Business 107,"522 Main St, Tarpon Springs",28.1651,-82.7831,3.3,4664,restaurant,OPERATIONAL,2
place_0108,Business 108,"495 Main St, Tarpon Springs",28.1225,-82.81,4.3,685,restaurant,OPERATIONAL,2
place_0109,Business 109,"309 Main St, Tarpon Springs",28.1663,-82.7385,4.0,3353,restaurant,OPERATIONAL,3
place_0110,Business 110,"887 Main St, Tarpon Springs",28.1706,-82.7787,4.2,3648,store,OPERATIONAL,2
place_0111,Business 111,"827 Main St, Tarpon Springs",28.1885,-82.7949,4.1,1992,restaurant,OPERATIONAL,3
place_0112,Business 112,"406 Main St, Tarpon Springs",28.1743,-82.7915,4.5,1785,restaurant,OPERATIONAL,2
place_0113,Business 113,"167 Main St, Tarpon Springs",28.1628,-82.73,4.9,2925,service,OPERATIONAL,3
place_0114,Business 114,"729 Main St, Tarpon Springs",28.1291,-82.8041,3.1,688,store,OPERATIONAL,3
place_0115,Business 115,"291 Main St, Tarpon Springs",28.0954,-82.7227,4.6,833,restaurant,OPERATIONAL,1
place_0116,Business 116,"677 Main St, Tarpon Springs",28.1547,-82.742,3.7,2600,store,OPERATIONAL,1
place_0117,Business 117,"627 Main St, Tarpon Springs",28.1155,-82.7894,4.5,668,store,OPERATIONAL,3
place_0118,Business 118,"548 Main St, Tarpon Springs",28.1093,-82.729,3.9,3046,service,OPERATIONAL,2
place_0119,Business 119,"179 Main St, Tarpon Springs",28.1843,-82.7437,3.5,3764,restaurant,OPERATIONAL,3
