query,formatted_address,lat,lng,place_id,location_type
query 93,"345 Main St, Tarpon Springs, FL",28.1141,-82.7899,place_0093,ROOFTOP
query 94,"584 Main St, Tarpon Springs, FL",28.1449,-82.7587,place_0094,ROOFTOP
query 95,"618 Main St, Tarpon Springs, FL",28.0968,-82.8083,place_0095,ROOFTOP
query 96,"863 Main St, Tarpon Springs, FL",28.1865,-82.759,place_0096,ROOFTOP
query 97,"732 Main St, Tarpon Springs, FL",28.1149,-82.7127,place_0097,ROOFTOP
query 98,"419 Main St, Tarpon Springs, FL",28.12,-82.7803,place_0098,ROOFTOP
query 99,"100 Main St, Tarpon Springs, FL",28.13,-82.8011,place_0099,ROOFTOP
query 100,"735 Main St, Tarpon Springs, FL",28.161,-82.7472,place_0100,ROOFTOP
query 101,"884 Main St, Tarpon Springs, FL",28.1043,-82.7262,place_0101,ROOFTOP
query 102,"452 Main St, Tarpon Springs, FL",28.1194,-82.7958,place_0102,ROOFTOP
query 103,"396 Main St, Tarpon Springs, FL",28.0921,-82.7651,place_0103,ROOFTOP
query 104,"236 Main St, Tarpon Springs, FL",28.1291,-82.7275,place_0104,ROOFTOP
query 105,"236 Main St, Tarpon Springs, FL",28.1654,-82.7655,place_0105,ROOFTOP
query 106,"329 Main St, Tarpon Springs, FL",28.132,-82.7232,place_0106,ROOFTOP
query 107,"643 Main St, Tarpon Springs, FL",28.1885,-82.7334,place_0107,ROOFTOP
query 108,"978 Main St, Tarpon Springs, FL",28.1163,-82.7629,place_0108,ROOFTOP
query 109,"756 Main St, Tarpon Springs, FL",28.1323,-82.7846,place_0109,ROOFTOP
query 110,"219 Main St, Tarpon Springs, FL",28.1755,-82.7173,place_0110,ROOFTOP
query 111,"405 Main St, Tarpon Springs, FL",28.1156,-82.8004,place_0111,ROOFTOP
query 112,"701 Main St, Tarpon Springs, FL",28.1229,-82.7884,place_0112,ROOFTOP
query 113,"458 Main St, Tarpon Springs, FL",28.1766,-82.7933,place_0113,ROOFTOP
query 114,"772 Main St, Tarpon Springs, FL",28.119,-82.7357,place_0114,ROOFTOP
query 115,"340 Main St, Tarpon Springs, FL",28.1096,-82.7789,place_0115,ROOFTOP
query 116,"636 Main St, Tarpon Springs, FL",28.0967,-82.7552,place_0116,ROOFTOP
query 117,"176 Main St, Tarpon Springs, FL",28.1659,-82.7184,place_0117,ROOFTOP
query 118,"520 Main St, Tarpon Springs, FL",28.1034,-82.7613,place_0118,ROOFTOP
query 119,"697 Main St, Tarpon Springs, FL",28.1614,-82.7777,place_0119,ROOFTOP
