id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cbtx-00028,cbacct-ada,receive,completed,0.370231,ADA,4694.84,CAD,Transaction 28,2026-01-29T00:00:00Z
cbtx-00029,cbacct-dot,sell,completed,0.181320,DOT,108.04,CAD,Transaction 29,2026-01-30T00:00:00Z
cbtx-00030,cbacct-btc,buy,completed,0.295746,BTC,749.50,CAD,Transaction 30,2026-01-31T00:00:00Z
cbtx-00031,cbacct-eth,send,completed,0.291341,ETH,78.34,CAD,Transaction 31,2026-02-01T00:00:00Z
cbtx-00032,cbacct-sol,buy,completed,0.365268,SOL,2385.89,CAD,Transaction 32,2026-02-02T00:00:00Z
cbtx-00033,cbacct-ada,receive,completed,0.230075,ADA,4908.23,CAD,Transaction 33,2026-02-03T00:00:00Z
cbtx-00034,cbacct-dot,sell,completed,0.368158,DOT,3468.53,CAD,Transaction 34,2026-02-04T00:00:00Z
cbtx-00035,cbacct-btc,sell,completed,0.187945,BTC,2112.40,CAD,Transaction 35,2026-02-05T00:00:00Z
cbtx-00036,cbacct-eth,sell,completed,0.478845,ETH,1334.28,CAD,Transaction 36,2026-02-06T00:00:00Z
cbtx-00037,cbacct-sol,buy,completed,0.346847,SOL,3395.73,CAD,Transaction 37,2026-02-07T00:00:00Z
cbtx-00038,cbacct-ada,receive,completed,0.173724,ADA,1364.13,CAD,Transaction 38,2026-02-08T00:00:00Z
cbtx-00039,cbacct-dot,buy,completed,0.142201,DOT,3702.39,CAD,Transaction 39,2026-02-09T00:00:00Z
cbtx-00040,cbacct-btc,sell,completed,0.303816,BTC,1601.52,CAD,Transaction 40,2026-02-10T00:00:00Z
cbtx-00041,cbacct-eth,receive,completed,0.398437,ETH,4591.15,CAD,Transaction 41,2026-02-11T00:00:00Z
cbtx-00042,cbacct-sol,buy,completed,0.187500,SOL,1556.01,CAD,Transaction 42,2026-02-12T00:00:00Z
cbtx-00043,cbacct-ada,send,completed,0.144006,ADA,185.00,CAD,Transaction 43,2026-02-13T00:00:00Z
cbtx-00044,cbacct-dot,buy,completed,0.413496,DOT,1034.68,CAD,Transaction 44,2026-02-14T00:00:00Z
cbtx-00045,cbacct-btc,buy,completed,0.281064,BTC,2380.16,CAD,Transaction 45,2026-02-15T00:00:00Z
cbtx-00046,cbacct-eth,receive,completed,0.035992,ETH,2743.33,CAD,Transaction 46,2026-02-16T00:00:00Z
cbtx-00047,cbacct-sol,buy,completed,0.415388,SOL,1578.47,CAD,Transaction 47,2026-02-17T00:00:00Z
cbtx-00048,cbacct-ada,send,completed,0.122420,ADA,1533.76,CAD,Transaction 48,2026-02-18T00:00:00Z
cbtx-00049,cbacct-dot,send,completed,0.344455,DOT,2769.96,CAD,Transaction 49,2026-02-19T00:00:00Z
cbtx-00050,cbacct-btc,sell,completed,0.078094,BTC,553.84,CAD,Transaction 50,2026-02-20T00:00:00Z
cbtx-00051,cbacct-eth,send,completed,0.373435,ETH,4220.66,CAD,Transaction 51,2026-02-21T00:00:00Z
cbtx-00052,cbacct-sol,sell,completed,0.462029,SOL,3060.37,CAD,Transaction 52,2026-02-22T00:00:00Z
cbtx-00053,cbacct-ada,sell,completed,0.364746,ADA,4109.73,CAD,Transaction 53,2026-02-23T00:00:00Z
cbtx-00054,cbacct-dot,send,completed,0.182571,DOT,992.59,CAD,Transaction 54,2026-02-24T00:00:00Z
cbtx-00055,cbacct-btc,sell,completed,0.354145,BTC,2578.98,CAD,Transaction 55,2026-02-25T00:00:00Z
cbtx-00056,cbacct-eth,buy,completed,0.105890,ETH,512.23,CAD,Transaction 56,2026-02-26T00:00:00Z
cbtx-00057,cbacct-sol,buy,completed,0.297866,SOL,293.80,CAD,Transaction 57,2026-02-27T00:00:00Z
cbtx-00058,cbacct-ada,sell,completed,0.496345,ADA,2073.25,CAD,Transaction 58,2026-02-28T00:00:00Z
cbtx-00059,cbacct-dot,send,completed,0.019749,DOT,3619.45,CAD,Transaction 59,2026-03-01T00:00:00Z
cbtx-00060,cbacct-btc,receive,completed,0.495577,BTC,3413.98,CAD,Transaction 60,2026-03-02T00:00:00Z
cbtx-00061,cbacct-eth,buy,completed,0.063988,ETH,4329.63,CAD,Transaction 61,2026-03-03T00:00:00Z
cbtx-00062,cbacct-sol,send,completed,0.115313,SOL,1453.52,CAD,Transaction 62,2026-03-04T00:00:00Z
cbtx-00063,cbacct-ada,buy,completed,0.150403,ADA,513.98,CAD,Transaction 63,2026-03-05T00:00:00Z
cbtx-00064,cbacct-dot,sell,completed,0.117978,DOT,3925.61,CAD,Transaction 64,2026-03-06T00:00:00Z
cbtx-00065,cbacct-btc,buy,completed,0.238091,BTC,3948.67,CAD,Transaction 65,2026-03-07T00:00:00Z
cbtx-00066,cbacct-eth,buy,completed,0.205541,ETH,1181.20,CAD,Transaction 66,2026-03-08T00:00:00Z
cbtx-00067,cbacct-sol,sell,completed,0.246672,SOL,2614.93,CAD,Transaction 67,2026-03-09T00:00:00Z
cbtx-00068,cbacct-ada,sell,completed,0.374743,ADA,1949.50,CAD,Transaction 68,2026-03-10T00:00:00Z
cbtx-00069,cbacct-dot,buy,completed,0.024198,DOT,1489.62,CAD,Transaction 69,2026-03-11T00:00:00Z
cbtx-00070,cbacct-btc,send,completed,0.227612,BTC,2092.23,CAD,Transaction 70,2026-03-12T00:00:00Z
cbtx-00071,cbacct-eth,send,completed,0.057508,ETH,4423.47,CAD,Transaction 71,2026-03-13T00:00:00Z
cbtx-00072,cbacct-sol,buy,completed,0.433832,SOL,1296.64,CAD,Transaction 72,2026-03-14T00:00:00Z
cbtx-00073,cbacct-ada,sell,completed,0.353668,ADA,820.19,CAD,Transaction 73,2026-03-15T00:00:00Z
cbtx-00074,cbacct-dot,send,completed,0.435263,DOT,4400.43,CAD,Transaction 74,2026-03-16T00:00:00Z
cbtx-00075,cbacct-btc,sell,completed,0.429702,BTC,1941.09,CAD,Transaction 75,2026-03-17T00:00:00Z
cbtx-00076,cbacct-eth,sell,completed,0.398222,ETH,3485.71,CAD,Transaction 76,2026-03-18T00:00:00Z
cbtx-00077,cbacct-sol,sell,completed,0.161807,SOL,868.24,CAD,Transaction 77,2026-03-19T00:00:00Z
cbtx-00078,cbacct-ada,send,completed,0.431989,ADA,3679.71,CAD,Transaction 78,2026-03-20T00:00:00Z
cbtx-00079,cbacct-dot,receive,completed,0.443021,DOT,3390.09,CAD,Transaction 79,2026-03-21T00:00:00Z
cbtx-00080,cbacct-btc,send,completed,0.187167,BTC,2084.91,CAD,Transaction 80,2026-03-22T00:00:00Z
cbtx-00081,cbacct-eth,sell,completed,0.402637,ETH,728.52,CAD,Transaction 81,2026-03-23T00:00:00Z
cbtx-00082,cbacct-sol,send,completed,0.071350,SOL,1820.85,CAD,Transaction 82,2026-03-24T00:00:00Z
cbtx-00083,cbacct-ada,receive,completed,0.132489,ADA,2877.52,CAD,Transaction 83,2026-03-25T00:00:00Z
cbtx-00084,cbacct-dot,send,completed,0.295271,DOT,3346.17,CAD,Transaction 84,2026-03-26T00:00:00Z
cbtx-00085,cbacct-btc,buy,completed,0.137247,BTC,2850.52,CAD,Transaction 85,2026-03-27T00:00:00Z
cbtx-00086,cbacct-eth,send,completed,0.393267,ETH,2983.76,CAD,Transaction 86,2026-03-28T00:00:00Z
cbtx-00087,cbacct-sol,receive,completed,0.488051,SOL,539.96,CAD,Transaction 87,2026-03-29T00:00:00Z
cbtx-00088,cbacct-ada,buy,completed,0.424156,ADA,2105.22,CAD,Transaction 88,2026-03-30T00:00:00Z
cbtx-00089,cbacct-dot,sell,completed,0.388617,DOT,2210.16,CAD,Transaction 89,2026-03-31T00:00:00Z
cbtx-00090,cbacct-btc,send,completed,0.455920,BTC,4845.84,CAD,Transaction 90,2026-04-01T00:00:00Z
cbtx-00091,cbacct-eth,sell,completed,0.165596,ETH,1221.29,CAD,Transaction 91,2026-04-02T00:00:00Z
cbtx-00092,cbacct-sol,sell,completed,0.050960,SOL,4788.56,CAD,Transaction 92,2026-04-03T00:00:00Z
cbtx-00093,cbacct-ada,sell,completed,0.334802,ADA,4822.68,CAD,Transaction 93,2026-04-04T00:00:00Z
cbtx-00094,cbacct-dot,sell,completed,0.488929,DOT,4304.60,CAD,Transaction 94,2026-04-05T00:00:00Z
cbtx-00095,cbacct-btc,buy,completed,0.137328,BTC,2246.09,CAD,Transaction 95,2026-04-06T00:00:00Z
cbtx-00096,cbacct-eth,buy,completed,0.150659,ETH,1676.79,CAD,Transaction 96,2026-04-07T00:00:00Z
cbtx-00097,cbacct-sol,buy,completed,0.340035,SOL,2437.39,CAD,Transaction 97,2026-04-08T00:00:00Z
cbtx-00098,cbacct-ada,send,completed,0.180573,ADA,1639.07,CAD,Transaction 98,2026-04-09T00:00:00Z
cbtx-00099,cbacct-dot,sell,completed,0.480365,DOT,205.42,CAD,Transaction 99,2026-04-10T00:00:00Z
cbtx-00100,cbacct-btc,receive,completed,0.329586,BTC,4086.46,CAD,Transaction 100,2026-04-11T00:00:00Z
cbtx-00101,cbacct-eth,send,completed,0.396228,ETH,2158.84,CAD,Transaction 101,2026-04-12T00:00:00Z
cbtx-00102,cbacct-sol,sell,completed,0.158820,SOL,1670.87,CAD,Transaction 102,2026-04-13T00:00:00Z
cbtx-00103,cbacct-ada,buy,completed,0.284482,ADA,4153.25,CAD,Transaction 103,2026-04-14T00:00:00Z
cbtx-00104,cbacct-dot,receive,completed,0.246753,DOT,221.80,CAD,Transaction 104,2026-04-15T00:00:00Z
cbtx-00105,cbacct-btc,receive,completed,0.126865,BTC,2836.72,CAD,Transaction 105,2026-04-16T00:00:00Z
cbtx-00106,cbacct-eth,buy,completed,0.428785,ETH,3540.17,CAD,Transaction 106,2026-04-17T00:00:00Z
cbtx-00107,cbacct-sol,buy,completed,0.028266,SOL,1650.23,CAD,Transaction 107,2026-04-18T00:00:00Z
cbtx-00108,cbacct-ada,sell,completed,0.346114,ADA,313.19,CAD,Transaction 108,2026-04-19T00:00:00Z
cbtx-00109,cbacct-dot,buy,completed,0.157382,DOT,2959.68,CAD,Transaction 109,2026-04-20T00:00:00Z
cbtx-00110,cbacct-btc,send,completed,0.281663,BTC,3310.68,CAD,Transaction 110,2026-04-21T00:00:00Z
cbtx-00111,cbacct-eth,receive,completed,0.497853,ETH,1693.79,CAD,Transaction 111,2026-04-22T00:00:00Z
cbtx-00112,cbacct-sol,buy,completed,0.064615,SOL,3714.73,CAD,Transaction 112,2026-04-23T00:00:00Z
cbtx-00113,cbacct-ada,send,completed,0.011301,ADA,1457.12,CAD,Transaction 113,2026-04-24T00:00:00Z
cbtx-00114,cbacct-dot,sell,completed,0.107878,DOT,491.73,CAD,Transaction 114,2026-04-25T00:00:00Z
cbtx-00115,cbacct-btc,send,completed,0.482089,BTC,2949.84,CAD,Transaction 115,2026-04-26T00:00:00Z
cbtx-00116,cbacct-eth,receive,completed,0.408602,ETH,2673.77,CAD,Transaction 116,2026-04-27T00:00:00Z
cbtx-00117,cbacct-sol,send,completed,0.144672,SOL,670.18,CAD,Transaction 117,2026-04-28T00:00:00Z
cbtx-00118,cbacct-ada,receive,completed,0.174833,ADA,1557.27,CAD,Transaction 118,2026-04-29T00:00:00Z
cbtx-00119,cbacct-dot,sell,completed,0.459395,DOT,1121.01,CAD,Transaction 119,2026-04-30T00:00:00Z
