id,organization_id,name,summary,status,start_utc,end_utc,timezone,venue_id,capacity,is_free,online_event,url,created
917463829211,8492057361,Advent I Sunday,First Sunday of Advent,completed,2026-11-29T17:00:00Z,2026-11-29T18:30:00Z,America/Denver,42715903,200,true,false,https://eventbrite.com/e/917463829211,2026-10-15T10:00:00Z
917463829212,8492057361,All Saints Sunday,All Saints memorial service,completed,2026-11-01T17:00:00Z,2026-11-01T18:30:00Z,America/Denver,42715903,200,true,false,https://eventbrite.com/e/917463829212,2026-09-15T10:00:00Z
917463829213,8492057361,Thanksgiving Meal,Community Thanksgiving meal,completed,2026-11-26T18:00:00Z,2026-11-26T21:00:00Z,America/Denver,42715903,150,true,false,https://eventbrite.com/e/917463829213,2026-09-15T10:00:00Z
917463829214,8492057361,Grief Support Nov,Monthly grief support group,completed,2026-11-15T21:00:00Z,2026-11-15T22:30:00Z,America/Denver,42715903,15,true,false,https://eventbrite.com/e/917463829214,2026-09-15T10:00:00Z
917463829215,8492057361,Prayer Shawl Ministry,Monthly prayer shawl gathering,completed,2026-11-08T21:00:00Z,2026-11-08T23:00:00Z,America/Denver,42715903,12,true,false,https://eventbrite.com/e/917463829215,2026-09-15T10:00:00Z
917463829216,8492057362,Foot Care Demo Dec 17,Diabetes foot care demonstration,live,2026-12-17T15:30:00Z,2026-12-17T18:00:00Z,America/Denver,42715904,20,true,false,https://eventbrite.com/e/917463829216,2026-11-01T10:00:00Z
917463829217,8492057361,New Year Prayer Service,New Year prayer service,live,2027-01-01T02:00:00Z,2027-01-01T04:00:00Z,America/Denver,42715903,80,true,false,https://eventbrite.com/e/917463829217,2026-11-15T10:00:00Z
917463829218,8492057361,Epiphany Sunday,Epiphany service with 3 Kings,live,2027-01-04T17:00:00Z,2027-01-04T18:30:00Z,America/Denver,42715903,200,true,false,https://eventbrite.com/e/917463829218,2026-11-15T10:00:00Z
917463829219,8492057361,Guest Preacher Rev Perez,Guest preacher Rev Dr Anna Perez,live,2027-01-17T17:00:00Z,2027-01-17T18:30:00Z,America/Denver,42715903,250,true,false,https://eventbrite.com/e/917463829219,2026-11-15T10:00:00Z
917463829220,8492057361,Congregational Meeting Jan,Annual congregational meeting,live,2027-01-25T20:00:00Z,2027-01-25T22:00:00Z,America/Denver,42715903,150,true,false,https://eventbrite.com/e/917463829220,2026-11-15T10:00:00Z
917463829221,8492057361,Ash Wednesday,Ash Wednesday service 2027,live,2027-02-17T18:00:00Z,2027-02-17T19:30:00Z,America/Denver,42715903,200,true,false,https://eventbrite.com/e/917463829221,2026-11-15T10:00:00Z
917463829222,8492057361,Lenten Series Kickoff,Lenten series first meeting,live,2027-02-19T02:00:00Z,2027-02-19T03:30:00Z,America/Denver,42715903,60,true,false,https://eventbrite.com/e/917463829222,2026-11-15T10:00:00Z
917463829223,8492057361,Easter Sunrise 2027,Easter sunrise service,live,2027-04-04T12:00:00Z,2027-04-04T13:30:00Z,America/Denver,42715903,120,true,false,https://eventbrite.com/e/917463829223,2026-11-15T10:00:00Z
917463829224,8492057361,Easter Main Service,Easter main service,live,2027-04-04T17:00:00Z,2027-04-04T18:30:00Z,America/Denver,42715903,380,true,false,https://eventbrite.com/e/917463829224,2026-11-15T10:00:00Z
917463829225,8492057361,Easter Brunch,Post-service Easter brunch,live,2027-04-04T19:00:00Z,2027-04-04T22:00:00Z,America/Denver,42715903,300,true,false,https://eventbrite.com/e/917463829225,2026-11-15T10:00:00Z
917463829226,8492057361,Youth Camp Registration Deadline,Youth camp reg deadline event,live,2027-05-15T05:00:00Z,2027-05-15T06:00:00Z,America/Denver,42715903,48,true,false,https://eventbrite.com/e/917463829226,2026-11-15T10:00:00Z
917463829227,8492057361,VBS Registration Open,Vacation Bible School registration,live,2027-06-01T15:00:00Z,2027-06-05T22:00:00Z,America/Denver,42715903,75,true,false,https://eventbrite.com/e/917463829227,2026-11-15T10:00:00Z
917463829228,8492057363,Community Healers Gathering,Quarterly gathering of curanderas/os,live,2026-12-05T19:00:00Z,2026-12-05T22:00:00Z,America/Denver,42715905,15,true,false,https://eventbrite.com/e/917463829228,2026-10-01T10:00:00Z
917463829229,8492057363,Herbal Preparation Workshop,Open workshop for herbal preparation,live,2026-12-13T18:00:00Z,2026-12-13T21:00:00Z,America/Denver,42715905,20,true,false,https://eventbrite.com/e/917463829229,2026-10-15T10:00:00Z
