id,event_id,name,quantity_total,quantity_sold,cost,fee,free,sales_start,sales_end
tc_9213_3,917463829213,Family Pass,10,5,0,0,true,2026-09-01T10:00:00Z,2026-11-26T21:00:00Z
tc_9214_1,917463829214,General,80,60,0,0,true,2026-09-01T10:00:00Z,2026-11-15T22:30:00Z
tc_9214_2,917463829214,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2026-11-15T22:30:00Z
tc_9215_1,917463829215,General,80,60,0,0,true,2026-09-01T10:00:00Z,2026-11-08T23:00:00Z
tc_9216_1,917463829216,General,80,60,0,0,true,2026-09-01T10:00:00Z,2026-12-17T18:00:00Z
tc_9217_1,917463829217,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-01-01T04:00:00Z
tc_9218_1,917463829218,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-01-04T18:30:00Z
tc_9218_2,917463829218,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-01-04T18:30:00Z
tc_9219_1,917463829219,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-01-17T18:30:00Z
tc_9219_2,917463829219,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-01-17T18:30:00Z
tc_9220_1,917463829220,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-01-25T22:00:00Z
tc_9220_2,917463829220,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-01-25T22:00:00Z
tc_9221_1,917463829221,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-02-17T19:30:00Z
tc_9221_2,917463829221,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-02-17T19:30:00Z
tc_9222_1,917463829222,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-02-19T03:30:00Z
tc_9222_2,917463829222,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-02-19T03:30:00Z
tc_9222_3,917463829222,Family Pass,10,5,0,0,true,2026-09-01T10:00:00Z,2027-02-19T03:30:00Z
tc_9223_1,917463829223,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-04-04T13:30:00Z
tc_9224_1,917463829224,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-04-04T18:30:00Z
tc_9225_1,917463829225,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-04-04T22:00:00Z
tc_9226_1,917463829226,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-05-15T06:00:00Z
tc_9227_1,917463829227,General,80,60,0,0,true,2026-09-01T10:00:00Z,2027-06-05T22:00:00Z
tc_9227_2,917463829227,Reserved,20,10,0,0,true,2026-09-01T10:00:00Z,2027-06-05T22:00:00Z
tc_9228_1,917463829228,General,80,60,0,0,true,2026-09-01T10:00:00Z,2026-12-05T22:00:00Z
tc_9229_1,917463829229,General,80,60,0,0,true,2026-09-01T10:00:00Z,2026-12-13T21:00:00Z
