id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C167,channel-67,false,false,Topic 67,Purpose 67,U_AARON,2020-01-01,11
C168,channel-68,false,false,Topic 68,Purpose 68,U_AARON,2020-01-01,14
C169,channel-69,false,false,Topic 69,Purpose 69,U_AARON,2020-01-01,7
C170,channel-70,false,false,Topic 70,Purpose 70,U_AARON,2020-01-01,4
C171,channel-71,false,false,Topic 71,Purpose 71,U_AARON,2020-01-01,14
C172,channel-72,false,false,Topic 72,Purpose 72,U_AARON,2020-01-01,9
C173,channel-73,false,false,Topic 73,Purpose 73,U_AARON,2020-01-01,10
C174,channel-74,false,false,Topic 74,Purpose 74,U_AARON,2020-01-01,9
C175,channel-75,false,false,Topic 75,Purpose 75,U_AARON,2020-01-01,12
C176,channel-76,false,false,Topic 76,Purpose 76,U_AARON,2020-01-01,11
C177,channel-77,false,false,Topic 77,Purpose 77,U_AARON,2020-01-01,13
C178,channel-78,false,false,Topic 78,Purpose 78,U_AARON,2020-01-01,4
C179,channel-79,false,false,Topic 79,Purpose 79,U_AARON,2020-01-01,7
C180,channel-80,false,false,Topic 80,Purpose 80,U_AARON,2020-01-01,7
C181,channel-81,false,false,Topic 81,Purpose 81,U_AARON,2020-01-01,9
C182,channel-82,false,false,Topic 82,Purpose 82,U_AARON,2020-01-01,11
C183,channel-83,false,false,Topic 83,Purpose 83,U_AARON,2020-01-01,13
C184,channel-84,false,false,Topic 84,Purpose 84,U_AARON,2020-01-01,13
C185,channel-85,false,false,Topic 85,Purpose 85,U_AARON,2020-01-01,14
C186,channel-86,false,false,Topic 86,Purpose 86,U_AARON,2020-01-01,10
C187,channel-87,false,false,Topic 87,Purpose 87,U_AARON,2020-01-01,2
C188,channel-88,false,false,Topic 88,Purpose 88,U_AARON,2020-01-01,2
C189,channel-89,false,false,Topic 89,Purpose 89,U_AARON,2020-01-01,15
C190,channel-90,false,false,Topic 90,Purpose 90,U_AARON,2020-01-01,9
C191,channel-91,false,false,Topic 91,Purpose 91,U_AARON,2020-01-01,9
C192,channel-92,false,false,Topic 92,Purpose 92,U_AARON,2020-01-01,10
C193,channel-93,false,false,Topic 93,Purpose 93,U_AARON,2020-01-01,13
C194,channel-94,false,false,Topic 94,Purpose 94,U_AARON,2020-01-01,10
C195,channel-95,false,false,Topic 95,Purpose 95,U_AARON,2020-01-01,10
C196,channel-96,false,false,Topic 96,Purpose 96,U_AARON,2020-01-01,9
C197,channel-97,false,false,Topic 97,Purpose 97,U_AARON,2020-01-01,8
C198,channel-98,false,false,Topic 98,Purpose 98,U_AARON,2020-01-01,8
C199,channel-99,false,false,Topic 99,Purpose 99,U_AARON,2020-01-01,10
C200,channel-100,false,false,Topic 100,Purpose 100,U_AARON,2020-01-01,14
C201,channel-101,false,false,Topic 101,Purpose 101,U_AARON,2020-01-01,7
C202,channel-102,false,false,Topic 102,Purpose 102,U_AARON,2020-01-01,14
C203,channel-103,false,false,Topic 103,Purpose 103,U_AARON,2020-01-01,7
C204,channel-104,false,false,Topic 104,Purpose 104,U_AARON,2020-01-01,7
C205,channel-105,false,false,Topic 105,Purpose 105,U_AARON,2020-01-01,8
C206,channel-106,false,false,Topic 106,Purpose 106,U_AARON,2020-01-01,2
C207,channel-107,false,false,Topic 107,Purpose 107,U_AARON,2020-01-01,13
C208,channel-108,false,false,Topic 108,Purpose 108,U_AARON,2020-01-01,12
C209,channel-109,false,false,Topic 109,Purpose 109,U_AARON,2020-01-01,3
C210,channel-110,false,false,Topic 110,Purpose 110,U_AARON,2020-01-01,9
C211,channel-111,false,false,Topic 111,Purpose 111,U_AARON,2020-01-01,15
C212,channel-112,false,false,Topic 112,Purpose 112,U_AARON,2020-01-01,14
C213,channel-113,false,false,Topic 113,Purpose 113,U_AARON,2020-01-01,15
C214,channel-114,false,false,Topic 114,Purpose 114,U_AARON,2020-01-01,9
C215,channel-115,false,false,Topic 115,Purpose 115,U_AARON,2020-01-01,2
C216,channel-116,false,false,Topic 116,Purpose 116,U_AARON,2020-01-01,13
C217,channel-117,false,false,Topic 117,Purpose 117,U_AARON,2020-01-01,13
C218,channel-118,false,false,Topic 118,Purpose 118,U_AARON,2020-01-01,8
C219,channel-119,false,false,Topic 119,Purpose 119,U_AARON,2020-01-01,14
