baseId,id,name,primaryFieldId,records_csv
appAW7714SHOWCASE-e006,tblCostumes000001-e006,Showcase Costume Sizing,fldCostumeNm00001-e006,records_costumes.csv
appAW7714ROSTER-e007,tblStudents000001-e007,Active Roster,fldStudentNm00001-e007,records_students.csv
appAW7714SHOWCASE-e007,tblRoutines000001-e007,Routines,fldRoutineNm00001-e007,records_routines.csv
appAW7714SHOWCASE-e007,tblCostumes000001-e007,Showcase Costume Sizing,fldCostumeNm00001-e007,records_costumes.csv
appAW7714ROSTER-e008,tblStudents000001-e008,Active Roster,fldStudentNm00001-e008,records_students.csv
appAW7714SHOWCASE-e008,tblRoutines000001-e008,Routines,fldRoutineNm00001-e008,records_routines.csv
appAW7714SHOWCASE-e008,tblCostumes000001-e008,Showcase Costume Sizing,fldCostumeNm00001-e008,records_costumes.csv
appAW7714ROSTER-e009,tblStudents000001-e009,Active Roster,fldStudentNm00001-e009,records_students.csv
appAW7714SHOWCASE-e009,tblRoutines000001-e009,Routines,fldRoutineNm00001-e009,records_routines.csv
appAW7714SHOWCASE-e009,tblCostumes000001-e009,Showcase Costume Sizing,fldCostumeNm00001-e009,records_costumes.csv
appAW7714ROSTER-e010,tblStudents000001-e010,Active Roster,fldStudentNm00001-e010,records_students.csv
appAW7714SHOWCASE-e010,tblRoutines000001-e010,Routines,fldRoutineNm00001-e010,records_routines.csv
appAW7714SHOWCASE-e010,tblCostumes000001-e010,Showcase Costume Sizing,fldCostumeNm00001-e010,records_costumes.csv
appAW7714ROSTER-e011,tblStudents000001-e011,Active Roster,fldStudentNm00001-e011,records_students.csv
appAW7714SHOWCASE-e011,tblRoutines000001-e011,Routines,fldRoutineNm00001-e011,records_routines.csv
appAW7714SHOWCASE-e011,tblCostumes000001-e011,Showcase Costume Sizing,fldCostumeNm00001-e011,records_costumes.csv
appAW7714ROSTER-e012,tblStudents000001-e012,Active Roster,fldStudentNm00001-e012,records_students.csv
appAW7714SHOWCASE-e012,tblRoutines000001-e012,Routines,fldRoutineNm00001-e012,records_routines.csv
appAW7714SHOWCASE-e012,tblCostumes000001-e012,Showcase Costume Sizing,fldCostumeNm00001-e012,records_costumes.csv
appAW7714ROSTER-e013,tblStudents000001-e013,Active Roster,fldStudentNm00001-e013,records_students.csv
appAW7714SHOWCASE-e013,tblRoutines000001-e013,Routines,fldRoutineNm00001-e013,records_routines.csv
appAW7714SHOWCASE-e013,tblCostumes000001-e013,Showcase Costume Sizing,fldCostumeNm00001-e013,records_costumes.csv
appAW7714ROSTER-e014,tblStudents000001-e014,Active Roster,fldStudentNm00001-e014,records_students.csv
appAW7714SHOWCASE-e014,tblRoutines000001-e014,Routines,fldRoutineNm00001-e014,records_routines.csv
appAW7714SHOWCASE-e014,tblCostumes000001-e014,Showcase Costume Sizing,fldCostumeNm00001-e014,records_costumes.csv
appAW7714ROSTER-e015,tblStudents000001-e015,Active Roster,fldStudentNm00001-e015,records_students.csv
appAW7714SHOWCASE-e015,tblRoutines000001-e015,Routines,fldRoutineNm00001-e015,records_routines.csv
appAW7714SHOWCASE-e015,tblCostumes000001-e015,Showcase Costume Sizing,fldCostumeNm00001-e015,records_costumes.csv
appAW7714ROSTER-e016,tblStudents000001-e016,Active Roster,fldStudentNm00001-e016,records_students.csv
appAW7714SHOWCASE-e016,tblRoutines000001-e016,Routines,fldRoutineNm00001-e016,records_routines.csv
appAW7714SHOWCASE-e016,tblCostumes000001-e016,Showcase Costume Sizing,fldCostumeNm00001-e016,records_costumes.csv
appAW7714ROSTER-e017,tblStudents000001-e017,Active Roster,fldStudentNm00001-e017,records_students.csv
appAW7714SHOWCASE-e017,tblRoutines000001-e017,Routines,fldRoutineNm00001-e017,records_routines.csv
appAW7714SHOWCASE-e017,tblCostumes000001-e017,Showcase Costume Sizing,fldCostumeNm00001-e017,records_costumes.csv
appAW7714ROSTER-e018,tblStudents000001-e018,Active Roster,fldStudentNm00001-e018,records_students.csv
appAW7714SHOWCASE-e018,tblRoutines000001-e018,Routines,fldRoutineNm00001-e018,records_routines.csv
appAW7714SHOWCASE-e018,tblCostumes000001-e018,Showcase Costume Sizing,fldCostumeNm00001-e018,records_costumes.csv
appAW7714ROSTER-e019,tblStudents000001-e019,Active Roster,fldStudentNm00001-e019,records_students.csv
appAW7714SHOWCASE-e019,tblRoutines000001-e019,Routines,fldRoutineNm00001-e019,records_routines.csv
appAW7714SHOWCASE-e019,tblCostumes000001-e019,Showcase Costume Sizing,fldCostumeNm00001-e019,records_costumes.csv
appAW7714ROSTER-e020,tblStudents000001-e020,Active Roster,fldStudentNm00001-e020,records_students.csv
appAW7714SHOWCASE-e020,tblRoutines000001-e020,Routines,fldRoutineNm00001-e020,records_routines.csv
appAW7714SHOWCASE-e020,tblCostumes000001-e020,Showcase Costume Sizing,fldCostumeNm00001-e020,records_costumes.csv
appAW7714ROSTER-e021,tblStudents000001-e021,Active Roster,fldStudentNm00001-e021,records_students.csv
appAW7714SHOWCASE-e021,tblRoutines000001-e021,Routines,fldRoutineNm00001-e021,records_routines.csv
appAW7714SHOWCASE-e021,tblCostumes000001-e021,Showcase Costume Sizing,fldCostumeNm00001-e021,records_costumes.csv
appAW7714ROSTER-e022,tblStudents000001-e022,Active Roster,fldStudentNm00001-e022,records_students.csv
appAW7714SHOWCASE-e022,tblRoutines000001-e022,Routines,fldRoutineNm00001-e022,records_routines.csv
appAW7714SHOWCASE-e022,tblCostumes000001-e022,Showcase Costume Sizing,fldCostumeNm00001-e022,records_costumes.csv
appAW7714ROSTER-e023,tblStudents000001-e023,Active Roster,fldStudentNm00001-e023,records_students.csv
appAW7714SHOWCASE-e023,tblRoutines000001-e023,Routines,fldRoutineNm00001-e023,records_routines.csv
appAW7714SHOWCASE-e023,tblCostumes000001-e023,Showcase Costume Sizing,fldCostumeNm00001-e023,records_costumes.csv
appAW7714ROSTER-e024,tblStudents000001-e024,Active Roster,fldStudentNm00001-e024,records_students.csv
appAW7714SHOWCASE-e024,tblRoutines000001-e024,Routines,fldRoutineNm00001-e024,records_routines.csv
appAW7714SHOWCASE-e024,tblCostumes000001-e024,Showcase Costume Sizing,fldCostumeNm00001-e024,records_costumes.csv
appAW7714ROSTER-e025,tblStudents000001-e025,Active Roster,fldStudentNm00001-e025,records_students.csv
appAW7714SHOWCASE-e025,tblRoutines000001-e025,Routines,fldRoutineNm00001-e025,records_routines.csv
appAW7714SHOWCASE-e025,tblCostumes000001-e025,Showcase Costume Sizing,fldCostumeNm00001-e025,records_costumes.csv
appAW7714ROSTER-e026,tblStudents000001-e026,Active Roster,fldStudentNm00001-e026,records_students.csv
appAW7714SHOWCASE-e026,tblRoutines000001-e026,Routines,fldRoutineNm00001-e026,records_routines.csv
