id,author_id,text,created_at,lang,reply_to_tweet_id,like_count,retweet_count,reply_count,quote_count
2000000000000000026,1000000000000000135,Watching the sunrise over the Charles,2026-03-21T22:07:00Z,en,,157,86,1,1
2000000000000000027,1000000000000000001,Watching the sunrise over the Charles,2026-09-02T07:41:00Z,en,,215,25,57,21
2000000000000000028,10000000000000001106,Reading a great paper on mRNA vaccines,2026-07-08T09:25:00Z,en,,222,108,2,24
2000000000000000029,1000000000000000134,"Coffee first, analysis second",2026-05-08T11:20:00Z,en,,248,118,50,14
2000000000000000030,1000000000000000186,Prepping lecture slides for tomorrow,2026-10-25T04:03:00Z,en,,217,45,28,22
2000000000000000031,10000000000000001111,Just finished a 10k run this morning,2026-04-09T05:09:00Z,en,,441,112,21,16
2000000000000000032,1000000000000000183,Grateful for a productive week,2026-07-06T19:49:00Z,en,,13,68,36,29
2000000000000000033,1000000000000000128,Grateful for a productive week,2026-04-14T00:15:00Z,en,,59,82,5,10
2000000000000000034,10000000000000001119,Just finished a 10k run this morning,2026-05-08T21:11:00Z,en,,442,15,3,9
2000000000000000035,1000000000000000159,"Migraine free week, feeling good",2026-07-09T19:17:00Z,en,,462,92,7,10
2000000000000000036,1000000000000000004,Weekend hike plans locked in,2026-08-14T13:28:00Z,en,,342,98,17,28
2000000000000000037,1000000000000000006,"Coffee first, analysis second",2026-09-01T13:36:00Z,en,,494,47,18,18
2000000000000000038,10000000000000001113,Trying a new sourdough recipe,2026-06-09T12:37:00Z,en,,407,7,40,22
2000000000000000039,1000000000000000145,Debugging a nasty pandas merge,2026-06-20T07:07:00Z,en,,141,112,44,12
2000000000000000040,1000000000000000164,Just finished a 10k run this morning,2026-09-03T06:15:00Z,en,,357,73,45,5
2000000000000000041,1000000000000000140,Watching the sunrise over the Charles,2026-05-14T10:07:00Z,en,,171,57,56,27
2000000000000000042,1000000000000000182,Prepping lecture slides for tomorrow,2026-02-15T14:41:00Z,en,,310,14,42,12
2000000000000000043,1000000000000000144,Just finished a 10k run this morning,2026-07-24T02:52:00Z,en,,33,49,2,8
2000000000000000044,10000000000000001110,The weather in Cambridge is wild today,2026-04-14T10:48:00Z,en,,440,7,17,5
2000000000000000045,1000000000000000195,Weekend hike plans locked in,2026-10-22T18:52:00Z,en,,463,33,29,17
2000000000000000046,1000000000000000180,"Migraine free week, feeling good",2026-09-09T20:14:00Z,en,,437,70,23,16
2000000000000000047,1000000000000000008,Trying a new sourdough recipe,2026-05-19T00:27:00Z,en,,157,77,6,24
2000000000000000048,1000000000000000199,"Migraine free week, feeling good",2026-09-15T15:31:00Z,en,,27,102,6,6
2000000000000000049,10000000000000001114,Great seminar on genomics today,2026-10-13T15:18:00Z,en,,152,117,38,5
2000000000000000050,10000000000000001113,New sprint planning done,2026-07-21T02:51:00Z,en,,180,37,46,9
2000000000000000051,1000000000000000171,New sprint planning done,2026-02-19T18:05:00Z,en,,384,43,40,9
2000000000000000052,1000000000000000129,Just finished a 10k run this morning,2026-05-05T14:16:00Z,en,,3,117,2,21
2000000000000000053,1000000000000000124,Debugging a nasty pandas merge,2026-01-25T20:31:00Z,en,,442,9,25,23
2000000000000000054,1000000000000000125,Great seminar on genomics today,2026-01-22T15:39:00Z,en,,311,27,42,16
2000000000000000055,1000000000000000169,Anyone else love a clean dataset,2026-03-09T23:54:00Z,en,,407,60,8,25
2000000000000000056,10000000000000001103,Debugging a nasty pandas merge,2026-03-02T03:13:00Z,en,,135,28,49,7
2000000000000000057,1000000000000000130,Reproducibility matters in science,2026-10-24T03:27:00Z,en,,474,80,30,28
2000000000000000058,1000000000000000181,Great seminar on genomics today,2026-03-14T03:12:00Z,en,,18,84,55,28
2000000000000000059,1000000000000000187,Debugging a nasty pandas merge,2026-10-16T22:46:00Z,en,,238,119,38,12
2000000000000000060,1000000000000000151,Debugging a nasty pandas merge,2026-05-13T08:51:00Z,en,,0,50,8,16
2000000000000000061,10000000000000001117,"Coffee first, analysis second",2026-10-06T04:03:00Z,en,,60,90,54,28
2000000000000000062,1000000000000000128,"Migraine free week, feeling good",2026-04-24T12:49:00Z,en,,375,43,55,11
2000000000000000063,10000000000000001118,Anyone else love a clean dataset,2026-01-03T13:16:00Z,en,,188,95,10,9
2000000000000000064,1000000000000000130,Prepping lecture slides for tomorrow,2026-06-11T23:33:00Z,en,,195,90,23,26
2000000000000000065,1000000000000000182,Reproducibility matters in science,2026-01-19T05:49:00Z,en,,33,63,56,15
2000000000000000066,1000000000000000018,Prepping lecture slides for tomorrow,2026-05-21T13:00:00Z,en,,61,109,37,27
2000000000000000067,1000000000000000185,New sprint planning done,2026-06-17T17:34:00Z,en,,497,111,53,29
2000000000000000068,1000000000000000155,Anyone else love a clean dataset,2026-10-02T17:15:00Z,en,,433,38,50,21
2000000000000000069,1000000000000000130,Weekend hike plans locked in,2026-09-18T04:34:00Z,en,,63,97,48,29
2000000000000000070,1000000000000000156,Watching the sunrise over the Charles,2026-02-13T04:19:00Z,en,,71,56,57,19
2000000000000000071,10000000000000001102,Reading a great paper on mRNA vaccines,2026-07-27T02:06:00Z,en,,331,54,1,9
2000000000000000072,1000000000000000123,Great seminar on genomics today,2026-01-25T17:50:00Z,en,,237,110,24,5
2000000000000000073,1000000000000000157,"Coffee first, analysis second",2026-02-25T12:56:00Z,en,,438,60,50,11
2000000000000000074,1000000000000000018,Debugging a nasty pandas merge,2026-04-05T21:04:00Z,en,,102,106,34,2
2000000000000000075,10000000000000001110,Reproducibility matters in science,2026-08-14T19:38:00Z,en,,203,25,45,10
2000000000000000076,10000000000000001104,The weather in Cambridge is wild today,2026-01-22T05:39:00Z,en,,5,87,25,4
2000000000000000077,1000000000000000133,"Coffee first, analysis second",2026-07-18T05:45:00Z,en,,215,107,0,19
2000000000000000078,1000000000000000179,"Migraine free week, feeling good",2026-04-09T06:46:00Z,en,,193,75,5,27
2000000000000000079,1000000000000000168,Prepping lecture slides for tomorrow,2026-08-14T12:52:00Z,en,,167,69,57,7
2000000000000000080,1000000000000000008,Watching the sunrise over the Charles,2026-05-12T20:45:00Z,en,,32,19,16,2
2000000000000000081,1000000000000000130,Watching the sunrise over the Charles,2026-03-03T17:16:00Z,en,,439,88,31,13
2000000000000000082,1000000000000000137,Debugging a nasty pandas merge,2026-07-15T14:34:00Z,en,,199,14,5,9
2000000000000000083,1000000000000000154,Weekend hike plans locked in,2026-10-21T14:09:00Z,en,,62,109,27,15
2000000000000000084,1000000000000000187,The weather in Cambridge is wild today,2026-04-01T16:01:00Z,en,,227,78,45,8
2000000000000000085,1000000000000000001,Prepping lecture slides for tomorrow,2026-01-14T23:40:00Z,en,,416,112,50,8
2000000000000000086,1000000000000000147,Anyone else love a clean dataset,2026-01-26T15:21:00Z,en,,281,51,31,16
2000000000000000087,1000000000000000123,Anyone else love a clean dataset,2026-03-01T17:02:00Z,en,,10,74,49,16
2000000000000000088,1000000000000000020,Great seminar on genomics today,2026-04-23T07:49:00Z,en,,391,52,48,27
2000000000000000089,1000000000000000144,"Coffee first, analysis second",2026-01-05T03:46:00Z,en,,81,49,22,10
2000000000000000090,1000000000000000160,Just finished a 10k run this morning,2026-02-06T03:02:00Z,en,,167,7,45,27
2000000000000000091,1000000000000000182,The weather in Cambridge is wild today,2026-02-08T04:36:00Z,en,,289,28,37,24
2000000000000000092,1000000000000000172,Reading a great paper on mRNA vaccines,2026-07-17T05:57:00Z,en,,452,10,50,29
2000000000000000093,10000000000000001106,Prepping lecture slides for tomorrow,2026-03-14T02:05:00Z,en,,303,18,41,8
2000000000000000094,1000000000000000161,Reproducibility matters in science,2026-07-24T05:07:00Z,en,,42,93,0,16
2000000000000000095,1000000000000000128,Trying a new sourdough recipe,2026-08-15T18:20:00Z,en,,199,62,58,5
2000000000000000096,1000000000000000121,The weather in Cambridge is wild today,2026-03-22T01:03:00Z,en,,477,73,11,2
2000000000000000097,1000000000000000001,Grateful for a productive week,2026-06-09T08:51:00Z,en,,221,89,22,3
2000000000000000098,10000000000000001106,Reading a great paper on mRNA vaccines,2026-01-08T18:57:00Z,en,,407,85,44,22
2000000000000000099,1000000000000000185,Reading a great paper on mRNA vaccines,2026-02-15T03:14:00Z,en,,249,107,49,5
2000000000000000100,1000000000000000125,Watching the sunrise over the Charles,2026-06-26T13:45:00Z,en,,189,56,11,27
2000000000000000101,10000000000000001110,Prepping lecture slides for tomorrow,2026-02-24T07:00:00Z,en,,84,112,59,2
