device_id,zone_id,zone_name,sensitivity,enabled,coordinates
dev_005,z88,Zone 85,5,enabled,"[(0,0),(89,72)]"
dev_005,z89,Zone 86,5,enabled,"[(0,0),(159,136)]"
dev_001,z90,Zone 87,5,enabled,"[(0,0),(99,70)]"
dev_004,z91,Zone 88,5,enabled,"[(0,0),(101,126)]"
dev_005,z92,Zone 89,5,enabled,"[(0,0),(151,117)]"
dev_005,z93,Zone 90,5,enabled,"[(0,0),(188,143)]"
dev_002,z94,Zone 91,5,enabled,"[(0,0),(191,79)]"
dev_005,z95,Zone 92,5,enabled,"[(0,0),(119,124)]"
dev_002,z96,Zone 93,5,enabled,"[(0,0),(178,163)]"
dev_003,z97,Zone 94,5,enabled,"[(0,0),(59,164)]"
dev_004,z98,Zone 95,5,enabled,"[(0,0),(152,70)]"
dev_001,z99,Zone 96,5,enabled,"[(0,0),(134,116)]"
dev_003,z100,Zone 97,5,enabled,"[(0,0),(129,170)]"
dev_005,z101,Zone 98,5,enabled,"[(0,0),(157,86)]"
dev_002,z102,Zone 99,5,enabled,"[(0,0),(144,135)]"
dev_003,z103,Zone 100,5,enabled,"[(0,0),(69,154)]"
dev_004,z104,Zone 101,5,enabled,"[(0,0),(176,121)]"
dev_001,z105,Zone 102,5,enabled,"[(0,0),(138,160)]"
dev_001,z106,Zone 103,5,enabled,"[(0,0),(155,133)]"
dev_003,z107,Zone 104,5,enabled,"[(0,0),(124,97)]"
dev_003,z108,Zone 105,5,enabled,"[(0,0),(171,87)]"
dev_005,z109,Zone 106,5,enabled,"[(0,0),(132,151)]"
dev_004,z110,Zone 107,5,enabled,"[(0,0),(82,136)]"
dev_005,z111,Zone 108,5,enabled,"[(0,0),(65,77)]"
dev_004,z112,Zone 109,5,enabled,"[(0,0),(136,168)]"
dev_003,z113,Zone 110,5,enabled,"[(0,0),(97,158)]"
dev_001,z114,Zone 111,5,enabled,"[(0,0),(191,135)]"
dev_005,z115,Zone 112,5,enabled,"[(0,0),(121,68)]"
dev_004,z116,Zone 113,5,enabled,"[(0,0),(129,148)]"
dev_005,z117,Zone 114,5,enabled,"[(0,0),(76,119)]"
dev_004,z118,Zone 115,5,enabled,"[(0,0),(164,184)]"
dev_005,z119,Zone 116,5,enabled,"[(0,0),(94,68)]"
dev_004,z120,Zone 117,5,enabled,"[(0,0),(100,51)]"
dev_002,z121,Zone 118,5,enabled,"[(0,0),(154,118)]"
dev_005,z122,Zone 119,5,enabled,"[(0,0),(91,120)]"
dev_003,z123,Zone 120,5,enabled,"[(0,0),(124,124)]"
dev_004,z124,Zone 121,5,enabled,"[(0,0),(88,58)]"
dev_001,z125,Zone 122,5,enabled,"[(0,0),(68,97)]"
dev_004,z126,Zone 123,5,enabled,"[(0,0),(164,108)]"
dev_003,z127,Zone 124,5,enabled,"[(0,0),(53,162)]"
dev_002,z128,Zone 125,5,enabled,"[(0,0),(189,105)]"
dev_003,z129,Zone 126,5,enabled,"[(0,0),(193,80)]"
dev_004,z130,Zone 127,5,enabled,"[(0,0),(97,179)]"
dev_003,z131,Zone 128,5,enabled,"[(0,0),(98,65)]"
dev_001,z132,Zone 129,5,enabled,"[(0,0),(69,104)]"
dev_003,z133,Zone 130,5,enabled,"[(0,0),(100,80)]"
dev_001,z134,Zone 131,5,enabled,"[(0,0),(54,134)]"
dev_001,z135,Zone 132,5,enabled,"[(0,0),(114,172)]"
dev_004,z136,Zone 133,5,enabled,"[(0,0),(79,50)]"
dev_005,z137,Zone 134,5,enabled,"[(0,0),(101,155)]"
dev_004,z138,Zone 135,5,enabled,"[(0,0),(134,154)]"
dev_005,z139,Zone 136,5,enabled,"[(0,0),(126,128)]"
dev_005,z140,Zone 137,5,enabled,"[(0,0),(137,196)]"
dev_002,z141,Zone 138,5,enabled,"[(0,0),(123,83)]"
dev_003,z142,Zone 139,5,enabled,"[(0,0),(103,60)]"
dev_001,z143,Zone 140,5,enabled,"[(0,0),(180,163)]"
dev_005,z144,Zone 141,5,enabled,"[(0,0),(188,74)]"
dev_002,z145,Zone 142,5,enabled,"[(0,0),(89,152)]"
dev_002,z146,Zone 143,5,enabled,"[(0,0),(50,199)]"
dev_003,z147,Zone 144,5,enabled,"[(0,0),(63,176)]"
dev_005,z148,Zone 145,5,enabled,"[(0,0),(194,152)]"
dev_004,z149,Zone 146,5,enabled,"[(0,0),(134,113)]"
dev_003,z150,Zone 147,5,enabled,"[(0,0),(140,157)]"
dev_002,z151,Zone 148,5,enabled,"[(0,0),(169,119)]"
dev_003,z152,Zone 149,5,enabled,"[(0,0),(52,157)]"
dev_001,z153,Zone 150,5,enabled,"[(0,0),(106,146)]"
dev_005,z154,Zone 151,5,enabled,"[(0,0),(152,145)]"
dev_005,z155,Zone 152,5,enabled,"[(0,0),(63,141)]"
dev_003,z156,Zone 153,5,enabled,"[(0,0),(115,137)]"
dev_005,z157,Zone 154,5,enabled,"[(0,0),(163,109)]"
dev_001,z158,Zone 155,5,enabled,"[(0,0),(54,133)]"
dev_002,z159,Zone 156,5,enabled,"[(0,0),(66,178)]"
dev_004,z160,Zone 157,5,enabled,"[(0,0),(84,52)]"
dev_003,z161,Zone 158,5,enabled,"[(0,0),(92,105)]"
dev_005,z162,Zone 159,5,enabled,"[(0,0),(158,172)]"
dev_001,z163,Zone 160,5,enabled,"[(0,0),(155,63)]"
dev_003,z164,Zone 161,5,enabled,"[(0,0),(60,141)]"
dev_001,z165,Zone 162,5,enabled,"[(0,0),(58,104)]"
dev_001,z166,Zone 163,5,enabled,"[(0,0),(137,147)]"
dev_002,z167,Zone 164,5,enabled,"[(0,0),(88,197)]"
dev_005,z168,Zone 165,5,enabled,"[(0,0),(153,66)]"
dev_003,z169,Zone 166,5,enabled,"[(0,0),(82,199)]"
dev_002,z170,Zone 167,5,enabled,"[(0,0),(165,81)]"
dev_002,z171,Zone 168,5,enabled,"[(0,0),(143,130)]"
dev_003,z172,Zone 169,5,enabled,"[(0,0),(82,128)]"
dev_001,z173,Zone 170,5,enabled,"[(0,0),(97,165)]"
dev_001,z174,Zone 171,5,enabled,"[(0,0),(64,152)]"
dev_005,z175,Zone 172,5,enabled,"[(0,0),(160,68)]"
dev_005,z176,Zone 173,5,enabled,"[(0,0),(124,76)]"
dev_004,z177,Zone 174,5,enabled,"[(0,0),(168,114)]"
dev_004,z178,Zone 175,5,enabled,"[(0,0),(65,149)]"
dev_001,z179,Zone 176,5,enabled,"[(0,0),(65,189)]"
dev_004,z180,Zone 177,5,enabled,"[(0,0),(83,51)]"
dev_005,z181,Zone 178,5,enabled,"[(0,0),(51,150)]"
dev_002,z182,Zone 179,5,enabled,"[(0,0),(200,107)]"
dev_003,z183,Zone 180,5,enabled,"[(0,0),(121,125)]"
dev_003,z184,Zone 181,5,enabled,"[(0,0),(193,156)]"
dev_002,z185,Zone 182,5,enabled,"[(0,0),(124,128)]"
dev_001,z186,Zone 183,5,enabled,"[(0,0),(117,156)]"
dev_004,z187,Zone 184,5,enabled,"[(0,0),(109,150)]"
dev_005,z188,Zone 185,5,enabled,"[(0,0),(182,56)]"
dev_002,z189,Zone 186,5,enabled,"[(0,0),(154,182)]"
dev_002,z190,Zone 187,5,enabled,"[(0,0),(57,110)]"
dev_002,z191,Zone 188,5,enabled,"[(0,0),(160,94)]"
dev_004,z192,Zone 189,5,enabled,"[(0,0),(159,187)]"
dev_004,z193,Zone 190,5,enabled,"[(0,0),(58,185)]"
dev_001,z194,Zone 191,5,enabled,"[(0,0),(186,62)]"
dev_004,z195,Zone 192,5,enabled,"[(0,0),(197,189)]"
dev_003,z196,Zone 193,5,enabled,"[(0,0),(144,77)]"
dev_004,z197,Zone 194,5,enabled,"[(0,0),(101,137)]"
dev_003,z198,Zone 195,5,enabled,"[(0,0),(122,58)]"
dev_002,z199,Zone 196,5,enabled,"[(0,0),(173,80)]"
dev_003,z200,Zone 197,5,enabled,"[(0,0),(200,90)]"
dev_005,z201,Zone 198,5,enabled,"[(0,0),(197,188)]"
dev_002,z202,Zone 199,5,enabled,"[(0,0),(184,84)]"
dev_005,z203,Zone 200,5,enabled,"[(0,0),(186,199)]"
dev_001,z204,Zone 201,5,enabled,"[(0,0),(133,111)]"
dev_001,z205,Zone 202,5,enabled,"[(0,0),(173,184)]"
dev_001,z206,Zone 203,5,enabled,"[(0,0),(60,75)]"
dev_004,z207,Zone 204,5,enabled,"[(0,0),(65,69)]"
dev_004,z208,Zone 205,5,enabled,"[(0,0),(136,53)]"
dev_001,z209,Zone 206,5,enabled,"[(0,0),(193,67)]"
dev_005,z210,Zone 207,5,enabled,"[(0,0),(110,155)]"
dev_001,z211,Zone 208,5,enabled,"[(0,0),(188,78)]"
dev_002,z212,Zone 209,5,enabled,"[(0,0),(105,85)]"
dev_003,z213,Zone 210,5,enabled,"[(0,0),(152,95)]"
dev_005,z214,Zone 211,5,enabled,"[(0,0),(110,138)]"
dev_003,z215,Zone 212,5,enabled,"[(0,0),(133,196)]"
dev_005,z216,Zone 213,5,enabled,"[(0,0),(58,177)]"
dev_004,z217,Zone 214,5,enabled,"[(0,0),(85,131)]"
dev_002,z218,Zone 215,5,enabled,"[(0,0),(161,88)]"
dev_001,z219,Zone 216,5,enabled,"[(0,0),(99,54)]"
dev_005,z220,Zone 217,5,enabled,"[(0,0),(129,107)]"
dev_001,z221,Zone 218,5,enabled,"[(0,0),(190,176)]"
dev_001,z222,Zone 219,5,enabled,"[(0,0),(106,179)]"
dev_001,z223,Zone 220,5,enabled,"[(0,0),(193,184)]"
dev_003,z224,Zone 221,5,enabled,"[(0,0),(167,140)]"
dev_001,z225,Zone 222,5,enabled,"[(0,0),(156,109)]"
dev_003,z226,Zone 223,5,enabled,"[(0,0),(135,120)]"
dev_005,z227,Zone 224,5,enabled,"[(0,0),(74,97)]"
dev_003,z228,Zone 225,5,enabled,"[(0,0),(172,180)]"
dev_001,z229,Zone 226,5,enabled,"[(0,0),(76,103)]"
dev_003,z230,Zone 227,5,enabled,"[(0,0),(66,98)]"
dev_002,z231,Zone 228,5,enabled,"[(0,0),(169,67)]"
dev_003,z232,Zone 229,5,enabled,"[(0,0),(149,125)]"
dev_001,z233,Zone 230,5,enabled,"[(0,0),(167,85)]"
dev_003,z234,Zone 231,5,enabled,"[(0,0),(179,125)]"
dev_004,z235,Zone 232,5,enabled,"[(0,0),(90,92)]"
dev_001,z236,Zone 233,5,enabled,"[(0,0),(155,97)]"
dev_004,z237,Zone 234,5,enabled,"[(0,0),(95,59)]"
dev_004,z238,Zone 235,5,enabled,"[(0,0),(158,162)]"
dev_004,z239,Zone 236,5,enabled,"[(0,0),(52,62)]"
dev_001,z240,Zone 237,5,enabled,"[(0,0),(197,142)]"
dev_005,z241,Zone 238,5,enabled,"[(0,0),(194,175)]"
dev_001,z242,Zone 239,5,enabled,"[(0,0),(55,73)]"
dev_001,z243,Zone 240,5,enabled,"[(0,0),(67,158)]"
dev_003,z244,Zone 241,5,enabled,"[(0,0),(95,183)]"
dev_005,z245,Zone 242,5,enabled,"[(0,0),(91,76)]"
dev_004,z246,Zone 243,5,enabled,"[(0,0),(95,63)]"
dev_004,z247,Zone 244,5,enabled,"[(0,0),(89,115)]"
dev_003,z248,Zone 245,5,enabled,"[(0,0),(196,176)]"
dev_004,z249,Zone 246,5,enabled,"[(0,0),(87,147)]"
dev_001,z250,Zone 247,5,enabled,"[(0,0),(53,114)]"
dev_001,z251,Zone 248,5,enabled,"[(0,0),(172,139)]"
dev_005,z252,Zone 249,5,enabled,"[(0,0),(183,145)]"
dev_002,z253,Zone 250,5,enabled,"[(0,0),(180,150)]"
dev_002,z254,Zone 251,5,enabled,"[(0,0),(173,92)]"
dev_002,z255,Zone 252,5,enabled,"[(0,0),(155,132)]"
dev_004,z256,Zone 253,5,enabled,"[(0,0),(174,165)]"
dev_003,z257,Zone 254,5,enabled,"[(0,0),(71,64)]"
dev_002,z258,Zone 255,5,enabled,"[(0,0),(102,58)]"
dev_003,z259,Zone 256,5,enabled,"[(0,0),(152,106)]"
dev_005,z260,Zone 257,5,enabled,"[(0,0),(115,70)]"
dev_001,z261,Zone 258,5,enabled,"[(0,0),(52,173)]"
dev_002,z262,Zone 259,5,enabled,"[(0,0),(89,149)]"
dev_004,z263,Zone 260,5,enabled,"[(0,0),(85,87)]"
dev_004,z264,Zone 261,5,enabled,"[(0,0),(116,146)]"
dev_005,z265,Zone 262,5,enabled,"[(0,0),(144,88)]"
dev_001,z266,Zone 263,5,enabled,"[(0,0),(171,95)]"
dev_005,z267,Zone 264,5,enabled,"[(0,0),(199,155)]"
dev_002,z268,Zone 265,5,enabled,"[(0,0),(169,85)]"
dev_001,z269,Zone 266,5,enabled,"[(0,0),(136,78)]"
dev_001,z270,Zone 267,5,enabled,"[(0,0),(131,64)]"
dev_003,z271,Zone 268,5,enabled,"[(0,0),(162,197)]"
dev_005,z272,Zone 269,5,enabled,"[(0,0),(126,168)]"
dev_002,z273,Zone 270,5,enabled,"[(0,0),(181,163)]"
dev_004,z274,Zone 271,5,enabled,"[(0,0),(88,50)]"
dev_001,z275,Zone 272,5,enabled,"[(0,0),(148,178)]"
dev_002,z276,Zone 273,5,enabled,"[(0,0),(132,79)]"
dev_001,z277,Zone 274,5,enabled,"[(0,0),(121,129)]"
dev_005,z278,Zone 275,5,enabled,"[(0,0),(51,144)]"
dev_004,z279,Zone 276,5,enabled,"[(0,0),(188,67)]"
dev_005,z280,Zone 277,5,enabled,"[(0,0),(62,54)]"
dev_003,z281,Zone 278,5,enabled,"[(0,0),(176,68)]"
dev_004,z282,Zone 279,5,enabled,"[(0,0),(65,100)]"
dev_004,z283,Zone 280,5,enabled,"[(0,0),(166,148)]"
dev_001,z284,Zone 281,5,enabled,"[(0,0),(62,102)]"
dev_002,z285,Zone 282,5,enabled,"[(0,0),(184,174)]"
dev_001,z286,Zone 283,5,enabled,"[(0,0),(171,91)]"
dev_003,z287,Zone 284,5,enabled,"[(0,0),(169,72)]"
dev_004,z288,Zone 285,5,enabled,"[(0,0),(61,130)]"
dev_004,z289,Zone 286,5,enabled,"[(0,0),(168,65)]"
dev_001,z290,Zone 287,5,enabled,"[(0,0),(90,103)]"
dev_004,z291,Zone 288,5,enabled,"[(0,0),(114,109)]"
dev_005,z292,Zone 289,5,enabled,"[(0,0),(168,183)]"
dev_002,z293,Zone 290,5,enabled,"[(0,0),(65,146)]"
dev_004,z294,Zone 291,5,enabled,"[(0,0),(139,64)]"
dev_005,z295,Zone 292,5,enabled,"[(0,0),(93,139)]"
dev_003,z296,Zone 293,5,enabled,"[(0,0),(96,198)]"
dev_004,z297,Zone 294,5,enabled,"[(0,0),(184,93)]"
dev_005,z298,Zone 295,5,enabled,"[(0,0),(171,66)]"
dev_004,z299,Zone 296,5,enabled,"[(0,0),(128,178)]"
dev_002,z300,Zone 297,5,enabled,"[(0,0),(68,198)]"
dev_004,z301,Zone 298,5,enabled,"[(0,0),(60,148)]"
dev_005,z302,Zone 299,5,enabled,"[(0,0),(150,157)]"
dev_002,z303,Zone 300,5,enabled,"[(0,0),(105,105)]"
dev_003,z304,Zone 301,5,enabled,"[(0,0),(198,177)]"
dev_004,z305,Zone 302,5,enabled,"[(0,0),(53,58)]"
dev_005,z306,Zone 303,5,enabled,"[(0,0),(169,143)]"
dev_002,z307,Zone 304,5,enabled,"[(0,0),(131,160)]"
dev_001,z308,Zone 305,5,enabled,"[(0,0),(112,54)]"
dev_001,z309,Zone 306,5,enabled,"[(0,0),(55,167)]"
dev_004,z310,Zone 307,5,enabled,"[(0,0),(115,100)]"
dev_005,z311,Zone 308,5,enabled,"[(0,0),(57,187)]"
dev_001,z312,Zone 309,5,enabled,"[(0,0),(109,187)]"
dev_001,z313,Zone 310,5,enabled,"[(0,0),(143,153)]"
dev_003,z314,Zone 311,5,enabled,"[(0,0),(159,150)]"
dev_003,z315,Zone 312,5,enabled,"[(0,0),(157,155)]"
dev_004,z316,Zone 313,5,enabled,"[(0,0),(138,110)]"
dev_005,z317,Zone 314,5,enabled,"[(0,0),(161,70)]"
dev_004,z318,Zone 315,5,enabled,"[(0,0),(199,116)]"
dev_004,z319,Zone 316,5,enabled,"[(0,0),(151,131)]"
dev_003,z320,Zone 317,5,enabled,"[(0,0),(139,135)]"
dev_003,z321,Zone 318,5,enabled,"[(0,0),(145,185)]"
dev_003,z322,Zone 319,5,enabled,"[(0,0),(102,108)]"
dev_005,z323,Zone 320,5,enabled,"[(0,0),(77,100)]"
dev_005,z324,Zone 321,5,enabled,"[(0,0),(156,160)]"
dev_001,z325,Zone 322,5,enabled,"[(0,0),(72,156)]"
dev_005,z326,Zone 323,5,enabled,"[(0,0),(111,158)]"
dev_001,z327,Zone 324,5,enabled,"[(0,0),(55,141)]"
dev_002,z328,Zone 325,5,enabled,"[(0,0),(55,92)]"
dev_005,z329,Zone 326,5,enabled,"[(0,0),(160,113)]"
dev_003,z330,Zone 327,5,enabled,"[(0,0),(172,184)]"
dev_002,z331,Zone 328,5,enabled,"[(0,0),(162,121)]"
dev_001,z332,Zone 329,5,enabled,"[(0,0),(151,159)]"
dev_004,z333,Zone 330,5,enabled,"[(0,0),(117,120)]"
dev_004,z334,Zone 331,5,enabled,"[(0,0),(126,127)]"
dev_001,z335,Zone 332,5,enabled,"[(0,0),(64,61)]"
dev_003,z336,Zone 333,5,enabled,"[(0,0),(175,178)]"
dev_004,z337,Zone 334,5,enabled,"[(0,0),(57,93)]"
dev_002,z338,Zone 335,5,enabled,"[(0,0),(135,199)]"
dev_004,z339,Zone 336,5,enabled,"[(0,0),(94,102)]"
dev_002,z340,Zone 337,5,enabled,"[(0,0),(152,198)]"
dev_004,z341,Zone 338,5,enabled,"[(0,0),(147,118)]"
dev_003,z342,Zone 339,5,enabled,"[(0,0),(174,107)]"
dev_002,z343,Zone 340,5,enabled,"[(0,0),(59,120)]"
dev_002,z344,Zone 341,5,enabled,"[(0,0),(75,186)]"
dev_005,z345,Zone 342,5,enabled,"[(0,0),(54,132)]"
dev_003,z346,Zone 343,5,enabled,"[(0,0),(80,198)]"
dev_005,z347,Zone 344,5,enabled,"[(0,0),(180,56)]"
dev_005,z348,Zone 345,5,enabled,"[(0,0),(196,192)]"
dev_001,z349,Zone 346,5,enabled,"[(0,0),(56,51)]"
dev_001,z350,Zone 347,5,enabled,"[(0,0),(97,94)]"
dev_002,z351,Zone 348,5,enabled,"[(0,0),(71,70)]"
dev_001,z352,Zone 349,5,enabled,"[(0,0),(70,92)]"
dev_002,z353,Zone 350,5,enabled,"[(0,0),(123,96)]"
dev_005,z354,Zone 351,5,enabled,"[(0,0),(137,113)]"
dev_005,z355,Zone 352,5,enabled,"[(0,0),(66,180)]"
dev_004,z356,Zone 353,5,enabled,"[(0,0),(76,166)]"
dev_001,z357,Zone 354,5,enabled,"[(0,0),(72,131)]"
dev_003,z358,Zone 355,5,enabled,"[(0,0),(154,153)]"
dev_005,z359,Zone 356,5,enabled,"[(0,0),(181,184)]"
dev_002,z360,Zone 357,5,enabled,"[(0,0),(177,121)]"
dev_002,z361,Zone 358,5,enabled,"[(0,0),(121,97)]"
dev_002,z362,Zone 359,5,enabled,"[(0,0),(66,120)]"
dev_002,z363,Zone 360,5,enabled,"[(0,0),(85,54)]"
dev_003,z364,Zone 361,5,enabled,"[(0,0),(52,64)]"
dev_005,z365,Zone 362,5,enabled,"[(0,0),(117,160)]"
dev_002,z366,Zone 363,5,enabled,"[(0,0),(154,74)]"
dev_005,z367,Zone 364,5,enabled,"[(0,0),(56,175)]"
dev_002,z368,Zone 365,5,enabled,"[(0,0),(127,120)]"
dev_005,z369,Zone 366,5,enabled,"[(0,0),(101,117)]"
dev_003,z370,Zone 367,5,enabled,"[(0,0),(68,89)]"
dev_002,z371,Zone 368,5,enabled,"[(0,0),(61,60)]"
dev_001,z372,Zone 369,5,enabled,"[(0,0),(117,54)]"
dev_001,z373,Zone 370,5,enabled,"[(0,0),(92,134)]"
dev_005,z374,Zone 371,5,enabled,"[(0,0),(125,83)]"
dev_005,z375,Zone 372,5,enabled,"[(0,0),(53,114)]"
dev_003,z376,Zone 373,5,enabled,"[(0,0),(90,87)]"
dev_002,z377,Zone 374,5,enabled,"[(0,0),(137,189)]"
dev_002,z378,Zone 375,5,enabled,"[(0,0),(135,52)]"
dev_003,z379,Zone 376,5,enabled,"[(0,0),(153,68)]"
dev_002,z380,Zone 377,5,enabled,"[(0,0),(169,141)]"
dev_002,z381,Zone 378,5,enabled,"[(0,0),(124,150)]"
dev_002,z382,Zone 379,5,enabled,"[(0,0),(178,129)]"
dev_005,z383,Zone 380,5,enabled,"[(0,0),(173,173)]"
dev_005,z384,Zone 381,5,enabled,"[(0,0),(130,96)]"
dev_001,z385,Zone 382,5,enabled,"[(0,0),(191,107)]"
dev_004,z386,Zone 383,5,enabled,"[(0,0),(89,63)]"
dev_005,z387,Zone 384,5,enabled,"[(0,0),(188,173)]"
dev_005,z388,Zone 385,5,enabled,"[(0,0),(128,127)]"
dev_002,z389,Zone 386,5,enabled,"[(0,0),(127,171)]"
dev_004,z390,Zone 387,5,enabled,"[(0,0),(85,190)]"
dev_004,z391,Zone 388,5,enabled,"[(0,0),(115,76)]"
dev_005,z392,Zone 389,5,enabled,"[(0,0),(70,128)]"
dev_001,z393,Zone 390,5,enabled,"[(0,0),(187,60)]"
dev_004,z394,Zone 391,5,enabled,"[(0,0),(184,103)]"
dev_004,z395,Zone 392,5,enabled,"[(0,0),(162,80)]"
dev_002,z396,Zone 393,5,enabled,"[(0,0),(79,117)]"
dev_002,z397,Zone 394,5,enabled,"[(0,0),(142,105)]"
dev_003,z398,Zone 395,5,enabled,"[(0,0),(143,167)]"
