id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
seg_0025,Segment 25,Run,700,2.3,0.1,284,129,0,Kettering,Ohio
seg_0026,Segment 26,Ride,781,2.9,4.8,256,169,4,Kettering,Ohio
seg_0027,Segment 27,Run,3229,5.0,10.9,398,159,4,Kettering,Ohio
seg_0028,Segment 28,Run,1921,2.8,9.2,260,156,4,Kettering,Ohio
seg_0029,Segment 29,Run,3733,2.8,9.3,366,147,0,Kettering,Ohio
seg_0030,Segment 30,Ride,1888,5.7,2.8,297,176,0,Kettering,Ohio
seg_0031,Segment 31,Run,1842,1.7,8.7,389,122,0,Kettering,Ohio
seg_0032,Segment 32,Run,3251,4.2,12.6,299,173,0,Kettering,Ohio
seg_0033,Segment 33,Run,4841,2.9,3.1,387,161,4,Kettering,Ohio
seg_0034,Segment 34,Ride,4371,7.7,3.2,365,178,2,Kettering,Ohio
seg_0035,Segment 35,Run,1610,4.4,10.6,261,124,3,Kettering,Ohio
seg_0036,Segment 36,Run,1931,5.9,2.4,367,163,2,Kettering,Ohio
seg_0037,Segment 37,Ride,4613,2.8,3.8,237,197,4,Kettering,Ohio
seg_0038,Segment 38,Run,2426,6.4,10.8,400,134,4,Kettering,Ohio
seg_0039,Segment 39,Run,2303,7.5,8.0,268,113,1,Kettering,Ohio
seg_0040,Segment 40,Run,1716,3.7,8.8,310,187,4,Kettering,Ohio
seg_0041,Segment 41,Run,2960,7.9,7.1,299,169,1,Kettering,Ohio
seg_0042,Segment 42,Run,3625,7.8,2.9,394,179,3,Kettering,Ohio
seg_0043,Segment 43,Run,731,3.7,0.6,371,138,3,Kettering,Ohio
seg_0044,Segment 44,Run,1573,7.1,0.5,353,115,3,Kettering,Ohio
seg_0045,Segment 45,Ride,3503,0.6,14.2,200,107,0,Kettering,Ohio
seg_0046,Segment 46,Ride,3924,2.2,8.1,364,156,0,Kettering,Ohio
seg_0047,Segment 47,Ride,4305,5.9,1.3,271,178,3,Kettering,Ohio
seg_0048,Segment 48,Run,2320,1.0,7.9,394,199,0,Kettering,Ohio
seg_0049,Segment 49,Run,4761,2.6,10.3,351,161,4,Kettering,Ohio
seg_0050,Segment 50,Run,1598,2.5,14.3,358,150,1,Kettering,Ohio
seg_0051,Segment 51,Ride,3642,3.2,6.0,348,160,4,Kettering,Ohio
seg_0052,Segment 52,Ride,3309,7.2,11.8,213,125,0,Kettering,Ohio
seg_0053,Segment 53,Ride,4452,5.3,12.9,227,137,3,Kettering,Ohio
seg_0054,Segment 54,Run,3823,5.3,4.0,270,136,2,Kettering,Ohio
seg_0055,Segment 55,Run,4198,2.7,7.7,241,160,0,Kettering,Ohio
seg_0056,Segment 56,Ride,2195,5.6,5.7,335,140,0,Kettering,Ohio
seg_0057,Segment 57,Ride,2986,2.5,9.0,294,155,2,Kettering,Ohio
seg_0058,Segment 58,Run,1289,2.8,14.5,242,169,1,Kettering,Ohio
seg_0059,Segment 59,Run,1008,6.8,7.1,332,157,3,Kettering,Ohio
seg_0060,Segment 60,Ride,1122,1.7,3.1,273,153,3,Kettering,Ohio
seg_0061,Segment 61,Run,3477,4.6,11.7,304,131,3,Kettering,Ohio
seg_0062,Segment 62,Run,733,7.2,5.4,373,117,0,Kettering,Ohio
seg_0063,Segment 63,Ride,4060,3.4,14.3,289,118,1,Kettering,Ohio
seg_0064,Segment 64,Ride,4214,7.7,8.2,222,175,2,Kettering,Ohio
seg_0065,Segment 65,Ride,3537,2.0,8.1,200,160,1,Kettering,Ohio
seg_0066,Segment 66,Ride,4823,4.5,6.5,340,173,0,Kettering,Ohio
seg_0067,Segment 67,Ride,3784,4.8,6.6,342,154,0,Kettering,Ohio
seg_0068,Segment 68,Run,2951,6.8,8.0,228,194,3,Kettering,Ohio
seg_0069,Segment 69,Run,655,1.8,4.7,245,129,0,Kettering,Ohio
seg_0070,Segment 70,Run,3666,6.2,12.9,318,150,3,Kettering,Ohio
seg_0071,Segment 71,Ride,1940,1.3,3.5,378,124,0,Kettering,Ohio
seg_0072,Segment 72,Ride,4780,6.9,13.6,365,100,2,Kettering,Ohio
seg_0073,Segment 73,Ride,2447,2.9,14.7,272,121,3,Kettering,Ohio
seg_0074,Segment 74,Run,3616,5.3,13.1,243,162,2,Kettering,Ohio
seg_0075,Segment 75,Ride,3911,0.7,11.4,245,143,4,Kettering,Ohio
seg_0076,Segment 76,Run,941,3.9,11.9,255,143,2,Kettering,Ohio
seg_0077,Segment 77,Ride,4955,3.7,1.4,322,124,2,Kettering,Ohio
seg_0078,Segment 78,Ride,4834,2.5,13.9,277,147,1,Kettering,Ohio
seg_0079,Segment 79,Ride,4444,0.6,9.0,248,153,2,Kettering,Ohio
seg_0080,Segment 80,Ride,1429,3.3,14.2,355,101,2,Kettering,Ohio
seg_0081,Segment 81,Ride,3193,5.0,14.0,360,167,4,Kettering,Ohio
seg_0082,Segment 82,Ride,877,0.3,7.7,315,193,3,Kettering,Ohio
seg_0083,Segment 83,Ride,1889,5.6,11.4,299,185,4,Kettering,Ohio
seg_0084,Segment 84,Ride,4002,6.4,0.9,370,123,2,Kettering,Ohio
seg_0085,Segment 85,Ride,2019,3.3,10.3,373,151,3,Kettering,Ohio
seg_0086,Segment 86,Ride,1958,2.5,0.0,333,155,0,Kettering,Ohio
seg_0087,Segment 87,Run,983,2.4,12.1,339,127,3,Kettering,Ohio
seg_0088,Segment 88,Run,4119,2.5,13.5,333,127,0,Kettering,Ohio
seg_0089,Segment 89,Ride,3825,3.7,6.0,359,197,1,Kettering,Ohio
seg_0090,Segment 90,Ride,3050,0.7,12.8,209,164,2,Kettering,Ohio
seg_0091,Segment 91,Run,2193,6.0,11.6,323,139,4,Kettering,Ohio
seg_0092,Segment 92,Ride,2883,6.9,13.4,270,173,4,Kettering,Ohio
seg_0093,Segment 93,Ride,1108,1.8,4.6,303,127,2,Kettering,Ohio
seg_0094,Segment 94,Run,3352,5.4,5.9,386,125,0,Kettering,Ohio
seg_0095,Segment 95,Run,3468,1.4,2.2,312,117,4,Kettering,Ohio
seg_0096,Segment 96,Run,3683,2.3,11.9,316,121,3,Kettering,Ohio
seg_0097,Segment 97,Run,2601,1.5,6.3,281,177,3,Kettering,Ohio
seg_0098,Segment 98,Run,510,1.1,5.9,361,171,2,Kettering,Ohio
seg_0099,Segment 99,Ride,3899,2.5,6.0,254,161,3,Kettering,Ohio
seg_0100,Segment 100,Run,1135,3.1,14.2,291,127,0,Kettering,Ohio
seg_0101,Segment 101,Ride,2837,4.1,13.4,212,119,0,Kettering,Ohio
seg_0102,Segment 102,Ride,2208,5.3,12.8,251,101,1,Kettering,Ohio
seg_0103,Segment 103,Run,4848,0.3,13.7,246,192,2,Kettering,Ohio
seg_0104,Segment 104,Ride,891,4.6,9.9,241,121,1,Kettering,Ohio
seg_0105,Segment 105,Ride,633,1.6,6.0,288,126,4,Kettering,Ohio
seg_0106,Segment 106,Run,2502,0.5,0.4,307,190,4,Kettering,Ohio
seg_0107,Segment 107,Run,2531,2.6,11.0,387,131,2,Kettering,Ohio
seg_0108,Segment 108,Run,1300,7.5,3.1,203,122,2,Kettering,Ohio
seg_0109,Segment 109,Ride,884,7.8,1.7,231,200,0,Kettering,Ohio
seg_0110,Segment 110,Run,1363,7.9,3.4,267,130,2,Kettering,Ohio
seg_0111,Segment 111,Run,1213,7.4,9.1,212,136,3,Kettering,Ohio
seg_0112,Segment 112,Ride,3330,3.5,2.7,249,149,3,Kettering,Ohio
seg_0113,Segment 113,Run,2974,7.9,11.8,294,107,3,Kettering,Ohio
seg_0114,Segment 114,Ride,2792,5.9,8.2,246,187,4,Kettering,Ohio
seg_0115,Segment 115,Run,3438,5.5,6.3,342,118,4,Kettering,Ohio
seg_0116,Segment 116,Run,3135,4.5,10.1,250,123,1,Kettering,Ohio
seg_0117,Segment 117,Run,3044,7.4,15.0,262,109,0,Kettering,Ohio
seg_0118,Segment 118,Ride,3795,3.5,5.5,295,122,4,Kettering,Ohio
seg_0119,Segment 119,Ride,4350,7.3,11.5,375,160,4,Kettering,Ohio
seg_0120,Segment 120,Ride,4919,7.9,8.8,234,191,1,Kettering,Ohio
seg_0121,Segment 121,Run,1579,1.6,7.5,389,174,2,Kettering,Ohio
seg_0122,Segment 122,Run,705,2.7,5.8,359,130,4,Kettering,Ohio
seg_0123,Segment 123,Ride,1837,2.9,11.4,340,164,0,Kettering,Ohio
seg_0124,Segment 124,Ride,2689,3.8,14.9,257,135,3,Kettering,Ohio
seg_0125,Segment 125,Run,1205,1.1,14.1,275,169,1,Kettering,Ohio
seg_0126,Segment 126,Ride,2490,4.3,5.5,356,130,2,Kettering,Ohio
seg_0127,Segment 127,Run,543,4.2,6.4,239,172,2,Kettering,Ohio
seg_0128,Segment 128,Ride,1420,4.1,4.4,251,138,1,Kettering,Ohio
seg_0129,Segment 129,Ride,4228,1.5,1.6,240,127,3,Kettering,Ohio
seg_0130,Segment 130,Run,2585,5.6,13.7,247,182,4,Kettering,Ohio
seg_0131,Segment 131,Run,1000,3.3,1.1,359,115,3,Kettering,Ohio
seg_0132,Segment 132,Ride,1346,6.4,14.4,235,164,0,Kettering,Ohio
seg_0133,Segment 133,Ride,2706,7.1,9.1,321,108,2,Kettering,Ohio
seg_0134,Segment 134,Ride,683,3.7,11.3,396,167,3,Kettering,Ohio
seg_0135,Segment 135,Ride,4684,5.2,10.0,328,171,2,Kettering,Ohio
seg_0136,Segment 136,Ride,1055,5.9,1.0,319,126,2,Kettering,Ohio
seg_0137,Segment 137,Ride,2663,6.6,4.5,248,197,0,Kettering,Ohio
seg_0138,Segment 138,Run,1160,2.7,0.1,357,194,3,Kettering,Ohio
seg_0139,Segment 139,Run,4664,5.4,2.4,367,197,4,Kettering,Ohio
seg_0140,Segment 140,Run,1038,2.3,7.4,239,163,3,Kettering,Ohio
seg_0141,Segment 141,Run,1352,1.3,14.8,293,135,4,Kettering,Ohio
seg_0142,Segment 142,Ride,4427,5.4,9.9,286,192,0,Kettering,Ohio
seg_0143,Segment 143,Ride,1527,3.1,10.1,365,144,4,Kettering,Ohio
seg_0144,Segment 144,Run,2384,7.1,6.1,209,148,0,Kettering,Ohio
seg_0145,Segment 145,Run,4153,2.8,9.1,206,173,0,Kettering,Ohio
seg_0146,Segment 146,Run,3559,6.9,7.2,283,168,1,Kettering,Ohio
seg_0147,Segment 147,Run,1911,4.1,10.3,349,154,3,Kettering,Ohio
seg_0148,Segment 148,Run,1992,2.7,2.5,214,105,4,Kettering,Ohio
seg_0149,Segment 149,Run,4001,1.6,13.7,358,118,3,Kettering,Ohio
seg_0150,Segment 150,Ride,3568,4.2,9.9,335,176,1,Kettering,Ohio
seg_0151,Segment 151,Run,2843,3.8,4.9,200,148,4,Kettering,Ohio
seg_0152,Segment 152,Run,2568,1.2,14.3,207,106,2,Kettering,Ohio
seg_0153,Segment 153,Ride,1174,5.7,0.6,335,104,4,Kettering,Ohio
seg_0154,Segment 154,Ride,758,4.7,0.3,265,183,0,Kettering,Ohio
seg_0155,Segment 155,Run,2048,5.4,12.9,355,126,1,Kettering,Ohio
seg_0156,Segment 156,Ride,2665,2.0,10.0,314,149,0,Kettering,Ohio
seg_0157,Segment 157,Ride,1559,1.8,7.3,281,177,3,Kettering,Ohio
seg_0158,Segment 158,Ride,868,7.5,11.3,394,186,2,Kettering,Ohio
seg_0159,Segment 159,Run,4388,5.7,13.2,225,111,0,Kettering,Ohio
seg_0160,Segment 160,Ride,2817,6.2,12.1,318,152,0,Kettering,Ohio
seg_0161,Segment 161,Run,1640,3.3,12.4,369,116,1,Kettering,Ohio
seg_0162,Segment 162,Ride,587,6.6,1.5,203,168,2,Kettering,Ohio
seg_0163,Segment 163,Run,4451,2.1,4.1,270,158,1,Kettering,Ohio
seg_0164,Segment 164,Run,2700,6.9,5.8,315,181,3,Kettering,Ohio
seg_0165,Segment 165,Ride,693,7.2,7.8,304,150,4,Kettering,Ohio
seg_0166,Segment 166,Ride,2457,3.1,6.9,353,162,3,Kettering,Ohio
seg_0167,Segment 167,Ride,3844,4.4,3.1,380,168,0,Kettering,Ohio
seg_0168,Segment 168,Ride,1443,5.6,1.2,270,161,2,Kettering,Ohio
seg_0169,Segment 169,Ride,2650,2.5,0.7,399,113,4,Kettering,Ohio
seg_0170,Segment 170,Ride,2427,7.3,11.9,284,166,3,Kettering,Ohio
seg_0171,Segment 171,Run,2564,1.2,7.3,203,130,4,Kettering,Ohio
seg_0172,Segment 172,Run,4864,7.0,3.8,319,191,1,Kettering,Ohio
seg_0173,Segment 173,Ride,1854,1.7,11.2,280,144,0,Kettering,Ohio
seg_0174,Segment 174,Ride,528,3.8,1.6,284,128,2,Kettering,Ohio
seg_0175,Segment 175,Run,2651,0.4,9.4,270,124,2,Kettering,Ohio
seg_0176,Segment 176,Run,1115,7.2,0.6,259,151,1,Kettering,Ohio
seg_0177,Segment 177,Ride,3446,4.7,10.2,228,161,0,Kettering,Ohio
seg_0178,Segment 178,Run,2963,2.2,2.6,354,195,1,Kettering,Ohio
seg_0179,Segment 179,Run,528,1.8,4.4,323,200,0,Kettering,Ohio
seg_0180,Segment 180,Run,516,5.3,6.0,213,114,2,Kettering,Ohio
seg_0181,Segment 181,Run,3316,3.3,13.6,313,107,0,Kettering,Ohio
seg_0182,Segment 182,Ride,586,7.8,0.3,300,106,0,Kettering,Ohio
seg_0183,Segment 183,Run,4617,4.4,11.2,221,186,1,Kettering,Ohio
seg_0184,Segment 184,Ride,3843,7.4,3.5,336,104,0,Kettering,Ohio
seg_0185,Segment 185,Run,4188,0.8,10.1,341,141,1,Kettering,Ohio
seg_0186,Segment 186,Ride,4605,7.0,4.5,363,164,3,Kettering,Ohio
seg_0187,Segment 187,Run,549,6.7,6.3,250,176,1,Kettering,Ohio
seg_0188,Segment 188,Ride,2366,4.0,13.9,394,183,4,Kettering,Ohio
seg_0189,Segment 189,Run,1604,6.7,14.6,307,119,3,Kettering,Ohio
seg_0190,Segment 190,Run,735,7.3,5.1,296,141,4,Kettering,Ohio
seg_0191,Segment 191,Run,1376,4.4,9.8,245,109,0,Kettering,Ohio
seg_0192,Segment 192,Ride,1242,1.9,9.8,394,147,1,Kettering,Ohio
seg_0193,Segment 193,Run,581,7.3,11.6,393,200,2,Kettering,Ohio
seg_0194,Segment 194,Ride,4001,1.7,0.0,344,159,1,Kettering,Ohio
seg_0195,Segment 195,Ride,796,2.7,6.5,305,117,0,Kettering,Ohio
seg_0196,Segment 196,Run,4794,2.9,11.4,397,175,2,Kettering,Ohio
seg_0197,Segment 197,Ride,1421,6.3,1.1,336,159,4,Kettering,Ohio
seg_0198,Segment 198,Ride,3539,2.6,8.8,302,171,0,Kettering,Ohio
seg_0199,Segment 199,Ride,1808,2.3,2.6,293,148,2,Kettering,Ohio
seg_0200,Segment 200,Ride,3933,6.4,5.3,339,146,0,Kettering,Ohio
seg_0201,Segment 201,Run,545,0.8,12.6,307,142,0,Kettering,Ohio
seg_0202,Segment 202,Ride,4800,7.5,12.2,372,150,0,Kettering,Ohio
seg_0203,Segment 203,Ride,2346,3.4,10.7,346,186,3,Kettering,Ohio
seg_0204,Segment 204,Ride,4096,1.1,7.0,349,100,1,Kettering,Ohio
seg_0205,Segment 205,Ride,2459,6.4,7.0,328,167,1,Kettering,Ohio
seg_0206,Segment 206,Ride,1420,0.7,3.2,303,108,2,Kettering,Ohio
seg_0207,Segment 207,Ride,4884,4.0,13.1,234,137,0,Kettering,Ohio
seg_0208,Segment 208,Run,3165,0.3,11.2,288,200,2,Kettering,Ohio
seg_0209,Segment 209,Run,1812,5.0,11.2,285,103,0,Kettering,Ohio
seg_0210,Segment 210,Ride,4828,3.9,9.4,331,145,1,Kettering,Ohio
seg_0211,Segment 211,Run,715,6.4,13.0,320,137,1,Kettering,Ohio
seg_0212,Segment 212,Ride,3864,5.6,11.7,252,162,0,Kettering,Ohio
seg_0213,Segment 213,Run,3451,1.1,8.5,238,161,0,Kettering,Ohio
seg_0214,Segment 214,Ride,1048,7.8,6.5,348,109,2,Kettering,Ohio
seg_0215,Segment 215,Run,4144,4.8,11.6,334,128,2,Kettering,Ohio
seg_0216,Segment 216,Ride,983,3.2,8.8,238,102,2,Kettering,Ohio
seg_0217,Segment 217,Ride,3412,2.0,7.5,361,106,4,Kettering,Ohio
seg_0218,Segment 218,Run,3817,7.5,13.3,287,118,3,Kettering,Ohio
seg_0219,Segment 219,Run,2292,0.6,8.0,307,102,0,Kettering,Ohio
seg_0220,Segment 220,Ride,615,5.0,8.1,293,117,4,Kettering,Ohio
seg_0221,Segment 221,Ride,947,0.3,14.9,347,170,3,Kettering,Ohio
seg_0222,Segment 222,Ride,915,3.2,4.5,396,193,3,Kettering,Ohio
seg_0223,Segment 223,Ride,826,1.0,11.9,349,153,2,Kettering,Ohio
seg_0224,Segment 224,Run,3086,0.4,3.8,318,149,4,Kettering,Ohio
seg_0225,Segment 225,Run,1644,3.9,1.2,270,132,1,Kettering,Ohio
seg_0226,Segment 226,Ride,697,6.6,0.7,296,102,2,Kettering,Ohio
seg_0227,Segment 227,Run,3162,1.6,11.0,346,109,4,Kettering,Ohio
seg_0228,Segment 228,Run,1404,7.0,2.1,275,140,0,Kettering,Ohio
seg_0229,Segment 229,Run,4364,7.1,14.1,388,115,2,Kettering,Ohio
seg_0230,Segment 230,Ride,3490,6.8,11.2,258,119,4,Kettering,Ohio
seg_0231,Segment 231,Ride,3501,7.6,4.3,297,184,4,Kettering,Ohio
seg_0232,Segment 232,Run,1810,5.2,4.6,257,131,3,Kettering,Ohio
seg_0233,Segment 233,Run,2418,1.3,12.2,290,123,0,Kettering,Ohio
seg_0234,Segment 234,Ride,4061,4.7,3.4,238,119,0,Kettering,Ohio
seg_0235,Segment 235,Ride,1680,5.8,11.2,344,175,3,Kettering,Ohio
seg_0236,Segment 236,Ride,3579,0.3,13.2,342,123,4,Kettering,Ohio
seg_0237,Segment 237,Run,1165,2.3,9.2,291,102,3,Kettering,Ohio
seg_0238,Segment 238,Run,3332,0.2,11.7,228,189,2,Kettering,Ohio
seg_0239,Segment 239,Ride,1581,1.5,14.5,286,115,3,Kettering,Ohio
seg_0240,Segment 240,Ride,3879,3.1,8.4,388,152,1,Kettering,Ohio
seg_0241,Segment 241,Run,1330,7.3,1.0,215,165,0,Kettering,Ohio
seg_0242,Segment 242,Ride,2173,7.4,10.2,368,152,4,Kettering,Ohio
seg_0243,Segment 243,Ride,934,1.9,12.8,205,106,1,Kettering,Ohio
seg_0244,Segment 244,Ride,729,0.4,9.6,314,117,0,Kettering,Ohio
seg_0245,Segment 245,Run,2282,7.8,5.7,380,130,3,Kettering,Ohio
seg_0246,Segment 246,Ride,4014,5.0,1.5,348,177,2,Kettering,Ohio
seg_0247,Segment 247,Ride,3173,5.8,12.2,341,120,4,Kettering,Ohio
seg_0248,Segment 248,Run,1730,0.3,14.5,220,170,4,Kettering,Ohio
seg_0249,Segment 249,Ride,4354,7.5,13.4,396,145,0,Kettering,Ohio
seg_0250,Segment 250,Ride,3042,7.6,8.6,225,152,0,Kettering,Ohio
seg_0251,Segment 251,Ride,2413,7.5,11.0,309,197,0,Kettering,Ohio
seg_0252,Segment 252,Ride,3921,5.8,11.4,333,151,4,Kettering,Ohio
seg_0253,Segment 253,Run,4381,6.8,9.8,383,129,1,Kettering,Ohio
seg_0254,Segment 254,Ride,4577,2.6,4.8,371,109,0,Kettering,Ohio
seg_0255,Segment 255,Run,3670,1.6,3.0,266,153,0,Kettering,Ohio
seg_0256,Segment 256,Run,648,6.6,5.9,326,150,0,Kettering,Ohio
seg_0257,Segment 257,Ride,3743,3.0,4.2,226,171,1,Kettering,Ohio
seg_0258,Segment 258,Run,4288,6.6,13.7,249,151,0,Kettering,Ohio
seg_0259,Segment 259,Ride,3017,5.5,9.2,385,113,0,Kettering,Ohio
seg_0260,Segment 260,Run,4198,2.5,1.3,265,187,4,Kettering,Ohio
seg_0261,Segment 261,Ride,2773,6.2,14.0,356,191,2,Kettering,Ohio
seg_0262,Segment 262,Run,2986,8.0,2.1,225,128,3,Kettering,Ohio
seg_0263,Segment 263,Run,4616,2.6,5.7,241,106,4,Kettering,Ohio
seg_0264,Segment 264,Ride,3970,5.5,4.8,334,182,2,Kettering,Ohio
seg_0265,Segment 265,Ride,2923,5.3,4.5,270,177,3,Kettering,Ohio
seg_0266,Segment 266,Ride,1131,1.2,1.9,245,116,4,Kettering,Ohio
seg_0267,Segment 267,Ride,2078,5.9,8.3,222,112,2,Kettering,Ohio
seg_0268,Segment 268,Run,536,6.9,7.8,283,122,0,Kettering,Ohio
seg_0269,Segment 269,Ride,3800,3.1,7.4,340,122,3,Kettering,Ohio
seg_0270,Segment 270,Ride,1059,5.0,10.0,280,120,2,Kettering,Ohio
seg_0271,Segment 271,Run,1169,7.0,8.7,390,196,4,Kettering,Ohio
seg_0272,Segment 272,Run,2437,6.3,15.0,379,121,3,Kettering,Ohio
seg_0273,Segment 273,Ride,4929,4.9,6.1,300,129,0,Kettering,Ohio
seg_0274,Segment 274,Run,1042,1.1,4.1,288,138,2,Kettering,Ohio
seg_0275,Segment 275,Run,3303,5.8,9.8,251,119,2,Kettering,Ohio
seg_0276,Segment 276,Run,1243,4.1,3.2,331,167,3,Kettering,Ohio
seg_0277,Segment 277,Ride,1968,0.6,0.0,203,184,1,Kettering,Ohio
seg_0278,Segment 278,Run,740,6.6,8.1,376,188,0,Kettering,Ohio
seg_0279,Segment 279,Run,3822,4.5,15.0,350,189,2,Kettering,Ohio
seg_0280,Segment 280,Run,1266,1.6,4.1,270,141,4,Kettering,Ohio
seg_0281,Segment 281,Run,4487,1.3,2.2,254,195,2,Kettering,Ohio
seg_0282,Segment 282,Run,1728,3.8,10.2,229,172,3,Kettering,Ohio
seg_0283,Segment 283,Ride,2237,2.3,6.9,322,114,3,Kettering,Ohio
seg_0284,Segment 284,Ride,4485,3.1,8.2,270,200,0,Kettering,Ohio
seg_0285,Segment 285,Ride,3893,4.7,0.9,358,184,0,Kettering,Ohio
seg_0286,Segment 286,Run,3463,6.8,6.5,290,117,1,Kettering,Ohio
seg_0287,Segment 287,Ride,4011,0.6,9.6,328,174,2,Kettering,Ohio
seg_0288,Segment 288,Ride,3760,6.5,7.5,264,117,1,Kettering,Ohio
seg_0289,Segment 289,Ride,1707,4.3,1.5,277,192,4,Kettering,Ohio
seg_0290,Segment 290,Run,3169,2.3,11.8,298,104,2,Kettering,Ohio
seg_0291,Segment 291,Run,3720,7.5,11.3,256,178,4,Kettering,Ohio
seg_0292,Segment 292,Ride,4043,2.0,11.7,234,141,1,Kettering,Ohio
seg_0293,Segment 293,Run,4599,4.1,14.3,206,154,1,Kettering,Ohio
seg_0294,Segment 294,Ride,1674,7.3,12.9,353,108,4,Kettering,Ohio
seg_0295,Segment 295,Ride,1061,3.3,12.2,307,104,4,Kettering,Ohio
seg_0296,Segment 296,Ride,2811,3.6,13.5,299,131,4,Kettering,Ohio
seg_0297,Segment 297,Run,4176,6.2,11.1,310,180,4,Kettering,Ohio
seg_0298,Segment 298,Ride,4069,2.0,11.5,229,155,3,Kettering,Ohio
seg_0299,Segment 299,Ride,610,3.0,10.0,303,192,4,Kettering,Ohio
seg_0300,Segment 300,Ride,2443,7.8,14.2,312,119,4,Kettering,Ohio
seg_0301,Segment 301,Ride,4038,3.5,5.2,239,124,3,Kettering,Ohio
seg_0302,Segment 302,Run,3626,5.0,3.6,388,138,1,Kettering,Ohio
seg_0303,Segment 303,Ride,3063,3.7,12.9,380,149,0,Kettering,Ohio
seg_0304,Segment 304,Ride,2038,5.5,3.8,296,149,1,Kettering,Ohio
seg_0305,Segment 305,Run,2841,2.1,6.3,242,157,0,Kettering,Ohio
seg_0306,Segment 306,Run,2197,5.9,4.8,241,110,4,Kettering,Ohio
seg_0307,Segment 307,Ride,1371,6.9,7.7,341,129,1,Kettering,Ohio
seg_0308,Segment 308,Ride,2290,3.1,11.6,236,169,1,Kettering,Ohio
seg_0309,Segment 309,Run,2507,0.5,2.3,247,194,4,Kettering,Ohio
seg_0310,Segment 310,Run,3821,1.9,4.0,299,140,2,Kettering,Ohio
seg_0311,Segment 311,Ride,4335,5.2,3.8,335,109,3,Kettering,Ohio
seg_0312,Segment 312,Run,1736,2.4,13.6,370,152,4,Kettering,Ohio
seg_0313,Segment 313,Ride,1441,4.9,3.6,395,123,1,Kettering,Ohio
seg_0314,Segment 314,Ride,3626,2.5,13.1,334,190,0,Kettering,Ohio
seg_0315,Segment 315,Run,3808,7.8,8.2,358,146,0,Kettering,Ohio
seg_0316,Segment 316,Run,1268,3.9,5.4,367,107,0,Kettering,Ohio
seg_0317,Segment 317,Ride,2895,4.4,1.4,258,159,0,Kettering,Ohio
seg_0318,Segment 318,Ride,2351,2.8,9.1,259,106,1,Kettering,Ohio
seg_0319,Segment 319,Ride,1990,5.6,12.2,234,191,0,Kettering,Ohio
seg_0320,Segment 320,Run,4723,4.6,10.5,320,129,1,Kettering,Ohio
seg_0321,Segment 321,Ride,4766,1.5,4.8,293,186,0,Kettering,Ohio
seg_0322,Segment 322,Run,3605,1.1,9.9,296,181,4,Kettering,Ohio
seg_0323,Segment 323,Ride,3954,0.1,6.5,218,192,4,Kettering,Ohio
seg_0324,Segment 324,Ride,952,4.2,1.7,228,193,0,Kettering,Ohio
seg_0325,Segment 325,Ride,4239,2.7,2.1,232,159,0,Kettering,Ohio
seg_0326,Segment 326,Ride,3037,5.3,4.1,219,170,3,Kettering,Ohio
seg_0327,Segment 327,Ride,4374,5.0,5.2,254,168,4,Kettering,Ohio
