entry_id,date,meal,food_id,food_name,brand,serving_size,serving_unit,servings,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g
32,2026-09-24,Lunch,521,Generic food item,Generic,1 serving,g,1,217,19,1,0,629,49,5,4,17
33,2026-09-23,Breakfast,217,Generic food item,Generic,1 serving,g,1,511,10,8,17,564,43,7,11,8
34,2026-09-23,Lunch,304,Generic food item,Generic,1 serving,g,1,315,15,9,8,233,20,1,19,16
35,2026-09-23,Dinner,9,Generic food item,Generic,1 serving,g,1,336,25,2,15,282,49,7,3,16
36,2026-09-22,Breakfast,440,Generic food item,Generic,1 serving,g,1,548,27,2,38,922,25,8,14,9
37,2026-09-22,Lunch,692,Generic food item,Generic,1 serving,g,1,509,17,9,5,481,51,8,7,18
38,2026-09-21,Lunch,929,Generic food item,Generic,1 serving,g,1,407,20,1,62,1107,46,2,15,22
39,2026-09-20,Dinner,911,Generic food item,Generic,1 serving,g,1,301,16,2,24,284,28,8,16,14
40,2026-09-19,Breakfast,982,Generic food item,Generic,1 serving,g,1,450,12,10,71,255,21,5,19,11
41,2026-09-19,Lunch,246,Generic food item,Generic,1 serving,g,1,376,9,2,34,942,31,6,2,16
42,2026-09-19,Dinner,485,Generic food item,Generic,1 serving,g,1,433,15,4,23,560,22,5,1,17
43,2026-09-18,Lunch,9,Generic food item,Generic,1 serving,g,1,521,17,1,32,524,46,2,7,28
44,2026-09-18,Dinner,351,Generic food item,Generic,1 serving,g,1,301,15,8,45,698,59,5,8,24
45,2026-09-17,Breakfast,412,Generic food item,Generic,1 serving,g,1,262,24,7,50,845,41,5,13,10
46,2026-09-17,Lunch,560,Generic food item,Generic,1 serving,g,1,568,12,8,9,471,58,4,16,14
47,2026-09-17,Dinner,755,Generic food item,Generic,1 serving,g,1,257,20,2,7,1081,24,8,12,8
48,2026-09-16,Dinner,388,Generic food item,Generic,1 serving,g,1,338,12,4,29,897,49,8,10,24
49,2026-09-15,Lunch,314,Generic food item,Generic,1 serving,g,1,592,28,7,75,324,22,6,2,25
50,2026-09-14,Breakfast,184,Generic food item,Generic,1 serving,g,1,519,14,7,12,373,31,1,17,13
51,2026-09-14,Lunch,752,Generic food item,Generic,1 serving,g,1,412,19,9,77,955,47,1,6,8
52,2026-09-12,Breakfast,909,Generic food item,Generic,1 serving,g,1,387,19,4,64,416,50,8,15,26
53,2026-09-11,Dinner,688,Generic food item,Generic,1 serving,g,1,405,29,2,54,212,22,6,12,28
54,2026-09-10,Dinner,353,Generic food item,Generic,1 serving,g,1,338,9,2,46,244,39,1,12,11
55,2026-09-09,Dinner,921,Generic food item,Generic,1 serving,g,1,255,30,2,53,761,58,2,5,30
56,2026-09-08,Breakfast,219,Generic food item,Generic,1 serving,g,1,423,15,10,30,497,28,4,12,27
57,2026-09-08,Lunch,290,Generic food item,Generic,1 serving,g,1,405,7,9,8,996,27,3,6,16
58,2026-09-07,Breakfast,582,Generic food item,Generic,1 serving,g,1,568,14,4,44,365,26,1,18,15
59,2026-09-07,Lunch,276,Generic food item,Generic,1 serving,g,1,365,25,2,79,721,57,6,11,8
60,2026-09-07,Dinner,450,Generic food item,Generic,1 serving,g,1,374,22,5,73,1067,50,7,16,24
61,2026-09-06,Breakfast,490,Generic food item,Generic,1 serving,g,1,275,23,5,20,1100,28,7,13,19
62,2026-09-06,Lunch,343,Generic food item,Generic,1 serving,g,1,308,9,7,71,916,44,2,1,23
63,2026-09-06,Dinner,598,Generic food item,Generic,1 serving,g,1,331,23,9,53,792,28,7,1,21
64,2026-09-04,Breakfast,198,Generic food item,Generic,1 serving,g,1,218,30,2,29,371,24,8,5,12
65,2026-09-04,Lunch,476,Generic food item,Generic,1 serving,g,1,238,13,2,50,929,34,5,18,29
66,2026-09-02,Breakfast,424,Generic food item,Generic,1 serving,g,1,466,8,2,78,328,25,1,19,19
67,2026-09-02,Dinner,644,Generic food item,Generic,1 serving,g,1,503,25,4,21,379,55,4,5,16
68,2026-09-01,Lunch,742,Generic food item,Generic,1 serving,g,1,317,28,10,76,456,30,8,15,13
69,2026-08-31,Lunch,223,Generic food item,Generic,1 serving,g,1,247,11,10,71,517,23,4,10,5
70,2026-08-29,Dinner,41,Generic food item,Generic,1 serving,g,1,513,30,9,61,391,38,3,3,12
71,2026-08-28,Breakfast,130,Generic food item,Generic,1 serving,g,1,501,22,2,48,391,25,2,18,7
72,2026-08-28,Dinner,964,Generic food item,Generic,1 serving,g,1,462,15,9,68,777,42,3,4,12
73,2026-08-27,Lunch,661,Generic food item,Generic,1 serving,g,1,404,23,8,63,808,24,3,1,11
74,2026-08-27,Dinner,743,Generic food item,Generic,1 serving,g,1,291,14,8,58,945,57,7,3,8
75,2026-08-25,Breakfast,578,Generic food item,Generic,1 serving,g,1,270,27,6,67,945,27,8,9,11
76,2026-08-24,Breakfast,552,Generic food item,Generic,1 serving,g,1,530,7,1,26,629,20,6,16,23
77,2026-08-23,Breakfast,217,Generic food item,Generic,1 serving,g,1,359,16,4,71,1123,59,8,13,27
78,2026-08-23,Lunch,993,Generic food item,Generic,1 serving,g,1,543,16,3,61,191,49,1,9,25
79,2026-08-22,Breakfast,926,Generic food item,Generic,1 serving,g,1,585,27,4,27,466,28,3,8,24
80,2026-08-21,Breakfast,901,Generic food item,Generic,1 serving,g,1,297,18,3,80,1183,40,7,9,21
81,2026-08-20,Breakfast,722,Generic food item,Generic,1 serving,g,1,507,24,1,45,391,40,6,19,19
82,2026-08-20,Lunch,725,Generic food item,Generic,1 serving,g,1,483,17,3,20,376,59,2,1,30
83,2026-08-20,Dinner,490,Generic food item,Generic,1 serving,g,1,389,18,10,34,100,47,8,13,29
84,2026-08-19,Breakfast,466,Generic food item,Generic,1 serving,g,1,569,10,3,39,814,43,4,17,6
85,2026-08-19,Lunch,551,Generic food item,Generic,1 serving,g,1,487,23,4,54,976,24,4,15,9
86,2026-08-16,Lunch,381,Generic food item,Generic,1 serving,g,1,599,6,7,74,264,29,6,10,14
87,2026-08-16,Dinner,162,Generic food item,Generic,1 serving,g,1,597,17,10,21,890,52,8,11,21
88,2026-08-15,Lunch,808,Generic food item,Generic,1 serving,g,1,278,19,8,32,215,32,7,7,21
89,2026-08-15,Dinner,897,Generic food item,Generic,1 serving,g,1,434,25,7,26,257,20,2,15,5
90,2026-08-14,Lunch,431,Generic food item,Generic,1 serving,g,1,525,28,4,47,935,38,4,12,22
91,2026-08-14,Dinner,761,Generic food item,Generic,1 serving,g,1,586,29,5,74,417,24,8,1,29
92,2026-08-13,Breakfast,945,Generic food item,Generic,1 serving,g,1,358,12,2,47,589,35,4,7,18
93,2026-08-13,Lunch,532,Generic food item,Generic,1 serving,g,1,554,8,3,67,568,52,6,7,5
94,2026-08-13,Dinner,743,Generic food item,Generic,1 serving,g,1,260,30,6,21,655,56,3,14,14
95,2026-08-12,Breakfast,171,Generic food item,Generic,1 serving,g,1,289,8,7,24,795,20,2,2,28
96,2026-08-12,Dinner,633,Generic food item,Generic,1 serving,g,1,566,14,5,51,634,20,6,20,25
97,2026-08-11,Breakfast,139,Generic food item,Generic,1 serving,g,1,402,8,7,75,732,21,6,6,25
98,2026-08-11,Lunch,708,Generic food item,Generic,1 serving,g,1,360,26,9,46,1001,45,5,19,6
99,2026-08-10,Breakfast,918,Generic food item,Generic,1 serving,g,1,565,25,4,53,394,24,2,11,15
100,2026-08-10,Dinner,387,Generic food item,Generic,1 serving,g,1,476,26,5,38,549,24,3,18,29
101,2026-08-09,Breakfast,466,Generic food item,Generic,1 serving,g,1,573,7,7,39,1118,29,3,16,12
102,2026-08-09,Dinner,983,Generic food item,Generic,1 serving,g,1,403,22,7,35,191,52,6,9,25
103,2026-08-08,Breakfast,8,Generic food item,Generic,1 serving,g,1,247,23,9,45,536,27,6,6,9
104,2026-08-08,Dinner,239,Generic food item,Generic,1 serving,g,1,246,16,9,58,809,55,8,12,22
105,2026-08-06,Breakfast,685,Generic food item,Generic,1 serving,g,1,214,27,6,9,896,27,7,11,29
106,2026-08-06,Lunch,961,Generic food item,Generic,1 serving,g,1,433,6,3,4,1038,54,3,5,14
107,2026-08-06,Dinner,34,Generic food item,Generic,1 serving,g,1,519,6,5,60,466,51,5,15,10
108,2026-08-05,Lunch,894,Generic food item,Generic,1 serving,g,1,459,23,10,53,628,27,8,9,5
109,2026-08-05,Dinner,659,Generic food item,Generic,1 serving,g,1,339,8,8,9,206,44,5,10,22
110,2026-08-04,Breakfast,250,Generic food item,Generic,1 serving,g,1,210,19,7,45,823,33,4,3,11
111,2026-08-03,Lunch,437,Generic food item,Generic,1 serving,g,1,340,9,3,18,355,59,8,3,6
112,2026-08-02,Breakfast,745,Generic food item,Generic,1 serving,g,1,491,25,8,61,291,57,4,17,28
113,2026-07-31,Breakfast,597,Generic food item,Generic,1 serving,g,1,457,15,8,27,376,48,7,13,20
114,2026-07-31,Lunch,957,Generic food item,Generic,1 serving,g,1,469,25,8,13,773,33,4,20,24
115,2026-07-30,Lunch,857,Generic food item,Generic,1 serving,g,1,511,28,5,31,980,54,5,4,30
116,2026-07-29,Breakfast,844,Generic food item,Generic,1 serving,g,1,399,8,3,30,348,28,6,5,15
117,2026-07-29,Lunch,169,Generic food item,Generic,1 serving,g,1,502,18,8,58,415,59,8,3,21
118,2026-07-29,Dinner,823,Generic food item,Generic,1 serving,g,1,575,6,9,64,202,40,1,17,26
119,2026-07-28,Lunch,285,Generic food item,Generic,1 serving,g,1,526,14,6,48,483,44,5,12,28
120,2026-07-28,Dinner,231,Generic food item,Generic,1 serving,g,1,367,5,8,57,587,54,6,2,11
121,2026-07-27,Breakfast,558,Generic food item,Generic,1 serving,g,1,430,5,10,76,1154,25,2,18,19
122,2026-07-27,Lunch,856,Generic food item,Generic,1 serving,g,1,200,27,8,58,637,29,7,7,11
123,2026-07-26,Breakfast,955,Generic food item,Generic,1 serving,g,1,315,15,10,26,124,53,2,8,26
124,2026-07-25,Breakfast,559,Generic food item,Generic,1 serving,g,1,303,6,6,74,357,57,6,14,26
125,2026-07-25,Dinner,660,Generic food item,Generic,1 serving,g,1,345,17,9,9,174,54,8,3,29
126,2026-07-24,Breakfast,508,Generic food item,Generic,1 serving,g,1,306,5,9,42,531,45,4,7,22
127,2026-07-24,Lunch,800,Generic food item,Generic,1 serving,g,1,555,14,10,72,1094,46,1,9,23
128,2026-07-24,Dinner,192,Generic food item,Generic,1 serving,g,1,432,21,3,46,210,51,8,10,24
129,2026-07-23,Lunch,164,Generic food item,Generic,1 serving,g,1,526,29,6,78,819,44,8,10,20
130,2026-07-23,Dinner,274,Generic food item,Generic,1 serving,g,1,507,25,9,74,655,40,8,12,14
131,2026-07-22,Breakfast,91,Generic food item,Generic,1 serving,g,1,346,9,9,68,285,25,2,4,9
132,2026-07-21,Breakfast,520,Generic food item,Generic,1 serving,g,1,578,14,2,7,389,35,2,20,11
133,2026-07-21,Dinner,959,Generic food item,Generic,1 serving,g,1,238,20,1,14,169,21,6,1,11
134,2026-07-20,Breakfast,487,Generic food item,Generic,1 serving,g,1,588,13,6,5,1192,44,7,15,12
135,2026-07-20,Lunch,136,Generic food item,Generic,1 serving,g,1,274,13,1,11,205,46,5,15,30
136,2026-07-20,Dinner,464,Generic food item,Generic,1 serving,g,1,295,10,2,18,156,47,5,9,17
137,2026-07-19,Dinner,685,Generic food item,Generic,1 serving,g,1,239,16,9,72,847,32,7,6,21
138,2026-07-18,Lunch,506,Generic food item,Generic,1 serving,g,1,213,24,8,59,377,45,1,2,27
139,2026-07-17,Lunch,423,Generic food item,Generic,1 serving,g,1,535,25,2,32,458,34,4,2,24
140,2026-07-17,Dinner,530,Generic food item,Generic,1 serving,g,1,418,22,10,64,608,35,8,18,24
141,2026-07-16,Lunch,686,Generic food item,Generic,1 serving,g,1,310,29,10,7,860,47,6,5,13
142,2026-07-16,Dinner,494,Generic food item,Generic,1 serving,g,1,385,13,7,29,423,56,3,15,22
143,2026-07-15,Breakfast,352,Generic food item,Generic,1 serving,g,1,266,29,9,22,1142,23,6,13,23
144,2026-07-15,Lunch,766,Generic food item,Generic,1 serving,g,1,380,6,9,28,361,38,4,18,24
145,2026-07-14,Breakfast,903,Generic food item,Generic,1 serving,g,1,296,29,10,80,1121,42,1,6,8
146,2026-07-14,Dinner,746,Generic food item,Generic,1 serving,g,1,482,21,7,64,846,31,2,19,11
147,2026-07-13,Breakfast,584,Generic food item,Generic,1 serving,g,1,486,24,8,31,439,39,4,13,14
148,2026-07-13,Dinner,885,Generic food item,Generic,1 serving,g,1,383,14,7,22,677,42,4,3,12
149,2026-09-26,Breakfast,99000,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
150,2026-09-27,Breakfast,99001,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
151,2026-09-28,Breakfast,99002,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
152,2026-10-01,Breakfast,99003,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
153,2026-10-03,Breakfast,99004,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
154,2026-10-05,Breakfast,99005,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
155,2026-10-07,Breakfast,99006,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
156,2026-10-09,Breakfast,99007,Metformin 500mg,Generic Rx,1 tablet,g,1,0,0,0,0,0,0,0,0,0
