date,title,explanation,url,hdurl,media_type,copyright
2026-10-04,VIIRS NDVI 8-day composite NDVI 0.21 (Sparse / stressed grass cover),"NDVI 0.21 is well below the 5-year October mean of 0.36 for this section. North pasture imagery shows a fading green band along the playa lake edge but the rest of the section reads brown to amber. South pasture is the worst on the place. Home pasture shows the watering-tank halo holding green but limited extent. | note=None | nbhd_ndvi=0.19 || {""meta"":[{""key"":""service"",""value"":""NASA Worldview (MODIS/VIIRS NDVI overlay + US Drought Monitor mirror)""},{""key"":""snapshot_taken_at"",""value"":""2026-10-06T10:00:00-05:00""}],""subject_property"":[{""field"":""label"",""value"":""Whitmore 160 \u2014 7820 County Road 28, Briscoe TX 79011""},{""field"":""centroid_lat"",""value"":35.5781},{""field"":""centroid_lon"",""value"":-100.2942},{""field"":""approx_acres"",""value"":160}],""pasture_subdivisions"":[{""label"":""North pasture"",""approx_acres"":68,""fencing_status"":""good""},{""label"":""South pasture"",""approx_acres"":52,""fencing_status"":""three sections breached at coyote-incursion point, June 29""},{""label"":""Home pasture (calving traps + holding)"",""approx_acres"":28,""fencing_status"":""good""},{""label"":""House lot + headquarters + working pens"",""approx_acres"":12,""fencing_status"":""good""}],""drought_monitor"":[{""field"":""as_of"",""value"":""2026-10-02""},{""field"":""wheeler_county"",""value"":""D2 \u2014 Severe Drought (trending toward D3)""},{""field"":""donley_county"",""value"":""D2 \u2014 Severe Drought""},{""field"":""hall_county"",""value"":""D3 \u2014 Extreme Drought""},{""field"":""armstrong_county"",""value"":""D2 \u2014 Severe Drought""},{""field"":""note"",""value"":""Briscoe lies near the Wheeler/Donley border. Conditions are consistent with D2 verging D3 on the property.""}],""agronomy_read"":[{""field"":""estimated_carrying_capacity_aum_per_acre"",""value"":0.4},{""field"":""five_year_normal_aum_per_acre"",""value"":0.7},{""field"":""implied_winter_carrying_capacity_head_at_3_ml_pasture_subdivisions"",""value"":""Approximately 55-65 mature head can be carried on standing forage through December without supplemental hay. 79 cows plus 5 bulls plus any held-back heifers exceeds standing capacity. Supplemental hay required from late October through spring green-up at higher-than-normal levels.""}],""hay_demand"":[{""field"":""round_bales_required_estimate"",""value"":78},{""field"":""method"",""value"":""Mature stock 84 head, 9 held-back heifers, plus weaned calves held back for delayed feeder sale if any, at 1.8% body weight per day in dry matter, 165 days, adjusted for utility loss and standing forage offset.""},{""field"":""implied_hay_cost_at_78_per_bale"",""value"":6084},{""field"":""implied_hay_cost_at_82_per_bale_freeze_case"",""value"":6396},{""field"":""implied_hay_cost_at_75_per_bale_current_supplier_rate"",""value"":5850},{""field"":""note_versus_recurring_template"",""value"":""The recurring 'Feed and Ranch Supplies' template at $850/mo would budget $5,100 across the same 165 days. The drought-driven hay-only cost above is already at or near that figure, and the cubes/mineral/salt run separately on top, supporting the conclusion that the May-Sep $1,200/mo actual carries forward.""}]}",https://apod.nasa.gov/img/20261004.jpg,https://apod.nasa.gov/img/20261004_hd.jpg,image,NASA
2026-09-26,Sentinel-2 / NDVI NDVI 0.23 (None),None | note=Slight decline since September (was 0.27 mid-September). Trend negative through the dry stretch. | nbhd_ndvi=None,https://apod.nasa.gov/img/20260926.jpg,https://apod.nasa.gov/img/20260926_hd.jpg,image,NASA
2026-06-30,MODIS NDVI 16-day composite NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20260630.jpg,https://apod.nasa.gov/img/20260630_hd.jpg,image,NASA
2026-06-22,VIIRS NDVI 8-day composite NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.4,https://apod.nasa.gov/img/20260622.jpg,https://apod.nasa.gov/img/20260622_hd.jpg,image,NASA
2026-06-14,VIIRS NDVI 8-day composite NDVI 0.25 (Sparse / stressed grass cover),Historical read at NDVI 0.25. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.27,https://apod.nasa.gov/img/20260614.jpg,https://apod.nasa.gov/img/20260614_hd.jpg,image,NASA
2026-06-06,VIIRS NDVI 8-day composite NDVI 0.36 (Moderate cover),Historical read at NDVI 0.36. Moderate cover across the section. | note=None | nbhd_ndvi=0.38,https://apod.nasa.gov/img/20260606.jpg,https://apod.nasa.gov/img/20260606_hd.jpg,image,NASA
2026-05-29,VIIRS NDVI 8-day composite NDVI 0.41 (Moderate cover),Historical read at NDVI 0.41. Moderate cover across the section. | note=None | nbhd_ndvi=0.4,https://apod.nasa.gov/img/20260529.jpg,https://apod.nasa.gov/img/20260529_hd.jpg,image,NASA
2026-05-21,VIIRS NDVI 8-day composite NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.43,https://apod.nasa.gov/img/20260521.jpg,https://apod.nasa.gov/img/20260521_hd.jpg,image,NASA
2026-05-13,VIIRS NDVI 8-day composite NDVI 0.36 (Moderate cover),Historical read at NDVI 0.36. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20260513.jpg,https://apod.nasa.gov/img/20260513_hd.jpg,image,NASA
2026-05-05,Sentinel-2 / NDVI NDVI 0.37 (Moderate cover),Historical read at NDVI 0.37. Moderate cover across the section. | note=None | nbhd_ndvi=0.34,https://apod.nasa.gov/img/20260505.jpg,https://apod.nasa.gov/img/20260505_hd.jpg,image,NASA
2026-04-27,Sentinel-2 / NDVI NDVI 0.52 (Healthy cover),Historical read at NDVI 0.52. Healthy cover across the section. | note=None | nbhd_ndvi=0.55,https://apod.nasa.gov/img/20260427.jpg,https://apod.nasa.gov/img/20260427_hd.jpg,image,NASA
2026-04-19,Sentinel-2 / NDVI NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.39,https://apod.nasa.gov/img/20260419.jpg,https://apod.nasa.gov/img/20260419_hd.jpg,image,NASA
2026-04-11,Sentinel-2 / NDVI NDVI 0.36 (Moderate cover),Historical read at NDVI 0.36. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20260411.jpg,https://apod.nasa.gov/img/20260411_hd.jpg,image,NASA
2026-04-03,Sentinel-2 / NDVI NDVI 0.28 (Moderate cover),Historical read at NDVI 0.28. Moderate cover across the section. | note=None | nbhd_ndvi=0.26,https://apod.nasa.gov/img/20260403.jpg,https://apod.nasa.gov/img/20260403_hd.jpg,image,NASA
2026-03-26,Sentinel-2 / NDVI NDVI 0.4 (Moderate cover),Historical read at NDVI 0.4. Moderate cover across the section. | note=None | nbhd_ndvi=0.4,https://apod.nasa.gov/img/20260326.jpg,https://apod.nasa.gov/img/20260326_hd.jpg,image,NASA
2026-03-18,VIIRS NDVI 8-day composite NDVI 0.21 (Sparse / stressed grass cover),Historical read at NDVI 0.21. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.23,https://apod.nasa.gov/img/20260318.jpg,https://apod.nasa.gov/img/20260318_hd.jpg,image,NASA
2026-03-10,Sentinel-2 / NDVI NDVI 0.36 (Moderate cover),Historical read at NDVI 0.36. Moderate cover across the section. | note=None | nbhd_ndvi=0.4,https://apod.nasa.gov/img/20260310.jpg,https://apod.nasa.gov/img/20260310_hd.jpg,image,NASA
2026-03-02,MODIS NDVI 16-day composite NDVI 0.24 (Sparse / stressed grass cover),Historical read at NDVI 0.24. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.21,https://apod.nasa.gov/img/20260302.jpg,https://apod.nasa.gov/img/20260302_hd.jpg,image,NASA
2026-02-22,Sentinel-2 / NDVI NDVI 0.3 (Moderate cover),Historical read at NDVI 0.3. Moderate cover across the section. | note=None | nbhd_ndvi=0.3,https://apod.nasa.gov/img/20260222.jpg,https://apod.nasa.gov/img/20260222_hd.jpg,image,NASA
2026-02-14,MODIS NDVI 16-day composite NDVI 0.41 (Moderate cover),Historical read at NDVI 0.41. Moderate cover across the section. | note=None | nbhd_ndvi=0.39,https://apod.nasa.gov/img/20260214.jpg,https://apod.nasa.gov/img/20260214_hd.jpg,image,NASA
2026-02-06,MODIS NDVI 16-day composite NDVI 0.2 (Sparse / stressed grass cover),Historical read at NDVI 0.2. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.2,https://apod.nasa.gov/img/20260206.jpg,https://apod.nasa.gov/img/20260206_hd.jpg,image,NASA
2026-01-29,Sentinel-2 / NDVI NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.39,https://apod.nasa.gov/img/20260129.jpg,https://apod.nasa.gov/img/20260129_hd.jpg,image,NASA
2026-01-21,MODIS NDVI 16-day composite NDVI 0.48 (Healthy cover),Historical read at NDVI 0.48. Healthy cover across the section. | note=None | nbhd_ndvi=0.48,https://apod.nasa.gov/img/20260121.jpg,https://apod.nasa.gov/img/20260121_hd.jpg,image,NASA
2026-01-13,MODIS NDVI 16-day composite NDVI 0.54 (Healthy cover),Historical read at NDVI 0.54. Healthy cover across the section. | note=None | nbhd_ndvi=0.55,https://apod.nasa.gov/img/20260113.jpg,https://apod.nasa.gov/img/20260113_hd.jpg,image,NASA
2026-01-05,VIIRS NDVI 8-day composite NDVI 0.34 (Moderate cover),Historical read at NDVI 0.34. Moderate cover across the section. | note=None | nbhd_ndvi=0.3,https://apod.nasa.gov/img/20260105.jpg,https://apod.nasa.gov/img/20260105_hd.jpg,image,NASA
2025-12-28,VIIRS NDVI 8-day composite NDVI 0.23 (Sparse / stressed grass cover),Historical read at NDVI 0.23. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.25,https://apod.nasa.gov/img/20251228.jpg,https://apod.nasa.gov/img/20251228_hd.jpg,image,NASA
2025-12-20,VIIRS NDVI 8-day composite NDVI 0.51 (Healthy cover),Historical read at NDVI 0.51. Healthy cover across the section. | note=None | nbhd_ndvi=0.52,https://apod.nasa.gov/img/20251220.jpg,https://apod.nasa.gov/img/20251220_hd.jpg,image,NASA
2025-12-12,Sentinel-2 / NDVI NDVI 0.35 (Moderate cover),Historical read at NDVI 0.35. Moderate cover across the section. | note=None | nbhd_ndvi=0.35,https://apod.nasa.gov/img/20251212.jpg,https://apod.nasa.gov/img/20251212_hd.jpg,image,NASA
2025-12-04,VIIRS NDVI 8-day composite NDVI 0.29 (Moderate cover),Historical read at NDVI 0.29. Moderate cover across the section. | note=None | nbhd_ndvi=0.29,https://apod.nasa.gov/img/20251204.jpg,https://apod.nasa.gov/img/20251204_hd.jpg,image,NASA
2025-11-26,VIIRS NDVI 8-day composite NDVI 0.47 (Healthy cover),Historical read at NDVI 0.47. Healthy cover across the section. | note=None | nbhd_ndvi=0.43,https://apod.nasa.gov/img/20251126.jpg,https://apod.nasa.gov/img/20251126_hd.jpg,image,NASA
2025-11-18,Sentinel-2 / NDVI NDVI 0.25 (Sparse / stressed grass cover),Historical read at NDVI 0.25. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.26,https://apod.nasa.gov/img/20251118.jpg,https://apod.nasa.gov/img/20251118_hd.jpg,image,NASA
2025-11-10,VIIRS NDVI 8-day composite NDVI 0.41 (Moderate cover),Historical read at NDVI 0.41. Moderate cover across the section. | note=None | nbhd_ndvi=0.44,https://apod.nasa.gov/img/20251110.jpg,https://apod.nasa.gov/img/20251110_hd.jpg,image,NASA
2025-11-02,MODIS NDVI 16-day composite NDVI 0.43 (Healthy cover),Historical read at NDVI 0.43. Healthy cover across the section. | note=None | nbhd_ndvi=0.41,https://apod.nasa.gov/img/20251102.jpg,https://apod.nasa.gov/img/20251102_hd.jpg,image,NASA
2025-10-25,Sentinel-2 / NDVI NDVI 0.54 (Healthy cover),Historical read at NDVI 0.54. Healthy cover across the section. | note=None | nbhd_ndvi=0.53,https://apod.nasa.gov/img/20251025.jpg,https://apod.nasa.gov/img/20251025_hd.jpg,image,NASA
2025-10-17,MODIS NDVI 16-day composite NDVI 0.49 (Healthy cover),Historical read at NDVI 0.49. Healthy cover across the section. | note=None | nbhd_ndvi=0.5,https://apod.nasa.gov/img/20251017.jpg,https://apod.nasa.gov/img/20251017_hd.jpg,image,NASA
2025-10-09,Sentinel-2 / NDVI NDVI 0.41 (Moderate cover),Historical read at NDVI 0.41. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20251009.jpg,https://apod.nasa.gov/img/20251009_hd.jpg,image,NASA
2025-10-01,MODIS NDVI 16-day composite NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20251001.jpg,https://apod.nasa.gov/img/20251001_hd.jpg,image,NASA
2025-09-23,Sentinel-2 / NDVI NDVI 0.4 (Moderate cover),Historical read at NDVI 0.4. Moderate cover across the section. | note=None | nbhd_ndvi=0.37,https://apod.nasa.gov/img/20250923.jpg,https://apod.nasa.gov/img/20250923_hd.jpg,image,NASA
2025-09-15,Sentinel-2 / NDVI NDVI 0.22 (Sparse / stressed grass cover),Historical read at NDVI 0.22. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.19,https://apod.nasa.gov/img/20250915.jpg,https://apod.nasa.gov/img/20250915_hd.jpg,image,NASA
2025-09-07,Sentinel-2 / NDVI NDVI 0.2 (Sparse / stressed grass cover),Historical read at NDVI 0.2. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.19,https://apod.nasa.gov/img/20250907.jpg,https://apod.nasa.gov/img/20250907_hd.jpg,image,NASA
2025-08-30,VIIRS NDVI 8-day composite NDVI 0.5 (Healthy cover),Historical read at NDVI 0.5. Healthy cover across the section. | note=None | nbhd_ndvi=0.53,https://apod.nasa.gov/img/20250830.jpg,https://apod.nasa.gov/img/20250830_hd.jpg,image,NASA
2025-08-22,Sentinel-2 / NDVI NDVI 0.26 (Sparse / stressed grass cover),Historical read at NDVI 0.26. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.22,https://apod.nasa.gov/img/20250822.jpg,https://apod.nasa.gov/img/20250822_hd.jpg,image,NASA
2025-08-14,Sentinel-2 / NDVI NDVI 0.28 (Moderate cover),Historical read at NDVI 0.28. Moderate cover across the section. | note=None | nbhd_ndvi=0.28,https://apod.nasa.gov/img/20250814.jpg,https://apod.nasa.gov/img/20250814_hd.jpg,image,NASA
2025-08-06,VIIRS NDVI 8-day composite NDVI 0.5 (Healthy cover),Historical read at NDVI 0.5. Healthy cover across the section. | note=None | nbhd_ndvi=0.51,https://apod.nasa.gov/img/20250806.jpg,https://apod.nasa.gov/img/20250806_hd.jpg,image,NASA
2025-07-29,VIIRS NDVI 8-day composite NDVI 0.32 (Moderate cover),Historical read at NDVI 0.32. Moderate cover across the section. | note=None | nbhd_ndvi=0.33,https://apod.nasa.gov/img/20250729.jpg,https://apod.nasa.gov/img/20250729_hd.jpg,image,NASA
2025-07-21,Sentinel-2 / NDVI NDVI 0.24 (Sparse / stressed grass cover),Historical read at NDVI 0.24. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.22,https://apod.nasa.gov/img/20250721.jpg,https://apod.nasa.gov/img/20250721_hd.jpg,image,NASA
2025-07-13,VIIRS NDVI 8-day composite NDVI 0.32 (Moderate cover),Historical read at NDVI 0.32. Moderate cover across the section. | note=None | nbhd_ndvi=0.34,https://apod.nasa.gov/img/20250713.jpg,https://apod.nasa.gov/img/20250713_hd.jpg,image,NASA
2025-07-05,MODIS NDVI 16-day composite NDVI 0.47 (Healthy cover),Historical read at NDVI 0.47. Healthy cover across the section. | note=None | nbhd_ndvi=0.47,https://apod.nasa.gov/img/20250705.jpg,https://apod.nasa.gov/img/20250705_hd.jpg,image,NASA
2025-06-27,VIIRS NDVI 8-day composite NDVI 0.47 (Healthy cover),Historical read at NDVI 0.47. Healthy cover across the section. | note=None | nbhd_ndvi=0.45,https://apod.nasa.gov/img/20250627.jpg,https://apod.nasa.gov/img/20250627_hd.jpg,image,NASA
2025-06-19,Sentinel-2 / NDVI NDVI 0.23 (Sparse / stressed grass cover),Historical read at NDVI 0.23. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.21,https://apod.nasa.gov/img/20250619.jpg,https://apod.nasa.gov/img/20250619_hd.jpg,image,NASA
2025-06-11,MODIS NDVI 16-day composite NDVI 0.2 (Sparse / stressed grass cover),Historical read at NDVI 0.2. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.22,https://apod.nasa.gov/img/20250611.jpg,https://apod.nasa.gov/img/20250611_hd.jpg,image,NASA
2025-06-03,Sentinel-2 / NDVI NDVI 0.44 (Healthy cover),Historical read at NDVI 0.44. Healthy cover across the section. | note=None | nbhd_ndvi=0.41,https://apod.nasa.gov/img/20250603.jpg,https://apod.nasa.gov/img/20250603_hd.jpg,image,NASA
2025-05-26,MODIS NDVI 16-day composite NDVI 0.37 (Moderate cover),Historical read at NDVI 0.37. Moderate cover across the section. | note=None | nbhd_ndvi=0.33,https://apod.nasa.gov/img/20250526.jpg,https://apod.nasa.gov/img/20250526_hd.jpg,image,NASA
2025-05-18,VIIRS NDVI 8-day composite NDVI 0.26 (Sparse / stressed grass cover),Historical read at NDVI 0.26. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.23,https://apod.nasa.gov/img/20250518.jpg,https://apod.nasa.gov/img/20250518_hd.jpg,image,NASA
2025-05-10,Sentinel-2 / NDVI NDVI 0.23 (Sparse / stressed grass cover),Historical read at NDVI 0.23. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.23,https://apod.nasa.gov/img/20250510.jpg,https://apod.nasa.gov/img/20250510_hd.jpg,image,NASA
2025-05-02,MODIS NDVI 16-day composite NDVI 0.28 (Moderate cover),Historical read at NDVI 0.28. Moderate cover across the section. | note=None | nbhd_ndvi=0.26,https://apod.nasa.gov/img/20250502.jpg,https://apod.nasa.gov/img/20250502_hd.jpg,image,NASA
2025-04-24,MODIS NDVI 16-day composite NDVI 0.39 (Moderate cover),Historical read at NDVI 0.39. Moderate cover across the section. | note=None | nbhd_ndvi=0.36,https://apod.nasa.gov/img/20250424.jpg,https://apod.nasa.gov/img/20250424_hd.jpg,image,NASA
2025-04-16,Sentinel-2 / NDVI NDVI 0.32 (Moderate cover),Historical read at NDVI 0.32. Moderate cover across the section. | note=None | nbhd_ndvi=0.35,https://apod.nasa.gov/img/20250416.jpg,https://apod.nasa.gov/img/20250416_hd.jpg,image,NASA
2025-04-08,Sentinel-2 / NDVI NDVI 0.37 (Moderate cover),Historical read at NDVI 0.37. Moderate cover across the section. | note=None | nbhd_ndvi=0.36,https://apod.nasa.gov/img/20250408.jpg,https://apod.nasa.gov/img/20250408_hd.jpg,image,NASA
2025-03-31,VIIRS NDVI 8-day composite NDVI 0.45 (Healthy cover),Historical read at NDVI 0.45. Healthy cover across the section. | note=None | nbhd_ndvi=0.43,https://apod.nasa.gov/img/20250331.jpg,https://apod.nasa.gov/img/20250331_hd.jpg,image,NASA
2025-03-23,Sentinel-2 / NDVI NDVI 0.29 (Moderate cover),Historical read at NDVI 0.29. Moderate cover across the section. | note=None | nbhd_ndvi=0.29,https://apod.nasa.gov/img/20250323.jpg,https://apod.nasa.gov/img/20250323_hd.jpg,image,NASA
2025-03-15,MODIS NDVI 16-day composite NDVI 0.21 (Sparse / stressed grass cover),Historical read at NDVI 0.21. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.17,https://apod.nasa.gov/img/20250315.jpg,https://apod.nasa.gov/img/20250315_hd.jpg,image,NASA
2025-03-07,VIIRS NDVI 8-day composite NDVI 0.28 (Moderate cover),Historical read at NDVI 0.28. Moderate cover across the section. | note=None | nbhd_ndvi=0.31,https://apod.nasa.gov/img/20250307.jpg,https://apod.nasa.gov/img/20250307_hd.jpg,image,NASA
2025-02-27,Sentinel-2 / NDVI NDVI 0.4 (Moderate cover),Historical read at NDVI 0.4. Moderate cover across the section. | note=None | nbhd_ndvi=0.4,https://apod.nasa.gov/img/20250227.jpg,https://apod.nasa.gov/img/20250227_hd.jpg,image,NASA
2025-02-19,VIIRS NDVI 8-day composite NDVI 0.25 (Sparse / stressed grass cover),Historical read at NDVI 0.25. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.27,https://apod.nasa.gov/img/20250219.jpg,https://apod.nasa.gov/img/20250219_hd.jpg,image,NASA
2025-02-11,MODIS NDVI 16-day composite NDVI 0.25 (Sparse / stressed grass cover),Historical read at NDVI 0.25. Sparse / stressed grass cover across the section. | note=None | nbhd_ndvi=0.22,https://apod.nasa.gov/img/20250211.jpg,https://apod.nasa.gov/img/20250211_hd.jpg,image,NASA
2025-02-03,VIIRS NDVI 8-day composite NDVI 0.53 (Healthy cover),Historical read at NDVI 0.53. Healthy cover across the section. | note=None | nbhd_ndvi=0.5,https://apod.nasa.gov/img/20250203.jpg,https://apod.nasa.gov/img/20250203_hd.jpg,image,NASA
2025-01-26,MODIS NDVI 16-day composite NDVI 0.32 (Moderate cover),Historical read at NDVI 0.32. Moderate cover across the section. | note=None | nbhd_ndvi=0.33,https://apod.nasa.gov/img/20250126.jpg,https://apod.nasa.gov/img/20250126_hd.jpg,image,NASA
2025-01-18,VIIRS NDVI 8-day composite NDVI 0.5 (Healthy cover),Historical read at NDVI 0.5. Healthy cover across the section. | note=None | nbhd_ndvi=0.51,https://apod.nasa.gov/img/20250118.jpg,https://apod.nasa.gov/img/20250118_hd.jpg,image,NASA
