id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb_tx_0028,cb_acc_01,receive,completed,0.00403896,BTC,3193.64,SEK,Study wallet receive (synthetic),2026-09-18T07:00:00Z
cb_tx_0029,cb_acc_02,staking_reward,completed,5.88000000,USDC,62.45,SEK,Study wallet staking_reward (synthetic),2026-07-27T06:00:00Z
cb_tx_0030,cb_acc_03,buy,completed,0.01631699,ETH,629.19,SEK,Study wallet buy (synthetic),2026-06-29T17:00:00Z
cb_tx_0031,cb_acc_04,sell,completed,24.30000000,USDC,258.07,SEK,Study wallet sell (synthetic),2026-10-19T21:00:00Z
cb_tx_0032,cb_acc_01,send,completed,14.35000000,USDC,152.40,SEK,Study wallet send (synthetic),2026-07-17T20:00:00Z
cb_tx_0033,cb_acc_02,receive,completed,44.99000000,USDC,477.79,SEK,Study wallet receive (synthetic),2026-08-14T01:00:00Z
cb_tx_0034,cb_acc_03,staking_reward,completed,0.00134232,ETH,55.32,SEK,Study wallet staking_reward (synthetic),2026-07-25T19:00:00Z
cb_tx_0035,cb_acc_04,buy,completed,0.00453540,SOL,8.48,SEK,Study wallet buy (synthetic),2026-10-04T02:00:00Z
cb_tx_0036,cb_acc_01,sell,completed,0.00779958,ETH,329.27,SEK,Study wallet sell (synthetic),2026-08-10T14:00:00Z
cb_tx_0037,cb_acc_02,send,completed,0.00358953,BTC,2698.79,SEK,Study wallet send (synthetic),2026-09-02T19:00:00Z
cb_tx_0038,cb_acc_03,receive,completed,0.01931910,SOL,36.78,SEK,Study wallet receive (synthetic),2026-07-08T01:00:00Z
cb_tx_0039,cb_acc_04,staking_reward,completed,0.00587959,SOL,10.80,SEK,Study wallet staking_reward (synthetic),2026-08-03T00:00:00Z
cb_tx_0040,cb_acc_01,buy,completed,0.01331390,BTC,9964.76,SEK,Study wallet buy (synthetic),2026-09-28T20:00:00Z
cb_tx_0041,cb_acc_02,sell,completed,0.01844643,BTC,14112.13,SEK,Study wallet sell (synthetic),2026-06-11T16:00:00Z
cb_tx_0042,cb_acc_03,send,completed,41.32000000,USDC,438.82,SEK,Study wallet send (synthetic),2026-07-08T09:00:00Z
cb_tx_0043,cb_acc_04,receive,completed,0.01169405,SOL,21.79,SEK,Study wallet receive (synthetic),2026-05-16T11:00:00Z
cb_tx_0044,cb_acc_01,staking_reward,completed,46.87000000,USDC,497.76,SEK,Study wallet staking_reward (synthetic),2026-08-03T04:00:00Z
cb_tx_0045,cb_acc_02,buy,completed,0.00298336,ETH,128.90,SEK,Study wallet buy (synthetic),2026-07-08T09:00:00Z
cb_tx_0046,cb_acc_03,sell,completed,15.86000000,USDC,168.43,SEK,Study wallet sell (synthetic),2026-06-10T13:00:00Z
cb_tx_0047,cb_acc_04,send,completed,0.00471665,BTC,3510.86,SEK,Study wallet send (synthetic),2026-07-23T08:00:00Z
cb_tx_0048,cb_acc_01,receive,completed,0.01423371,ETH,628.17,SEK,Study wallet receive (synthetic),2026-07-06T16:00:00Z
cb_tx_0049,cb_acc_02,staking_reward,completed,0.01771388,SOL,34.55,SEK,Study wallet staking_reward (synthetic),2026-07-20T09:00:00Z
cb_tx_0050,cb_acc_03,buy,completed,0.01882105,ETH,823.91,SEK,Study wallet buy (synthetic),2026-07-22T13:00:00Z
cb_tx_0051,cb_acc_04,sell,completed,0.01132242,SOL,21.52,SEK,Study wallet sell (synthetic),2026-09-28T17:00:00Z
cb_tx_0052,cb_acc_01,send,completed,53.50000000,USDC,568.17,SEK,Study wallet send (synthetic),2026-06-05T00:00:00Z
cb_tx_0053,cb_acc_02,receive,completed,0.00481774,ETH,208.29,SEK,Study wallet receive (synthetic),2026-07-26T03:00:00Z
cb_tx_0054,cb_acc_03,staking_reward,completed,0.01946790,BTC,14418.84,SEK,Study wallet staking_reward (synthetic),2026-07-12T02:00:00Z
cb_tx_0055,cb_acc_04,buy,completed,5.02000000,USDC,53.31,SEK,Study wallet buy (synthetic),2026-09-09T15:00:00Z
