id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
1024,Meadow summit 25,general,553,1024.0,791,377,246,1024,Mainz,pending
1025,Orbit river 26,closed,146,1025.0,157,541,461,1025,Kassel,pending
1026,Pine grove 27,general,126,1026.0,444,80,526,1026,Flensburg,pending
1027,Jade haze 28,standard,362,1027.0,658,74,751,1027,Bonn,standard
1028,River haze 29,closed,564,1028.0,786,520,254,1028,Mainz,pending
1029,Orbit coral 30,active,825,1029.0,467,322,319,1029,Trier,pending
1030,Kelp pine 31,general,347,1030.0,887,646,183,1030,Aachen,active
1031,Harbor bravo 32,standard,689,1031.0,407,530,672,1031,Kiel,open
1032,Pine umber 33,open,406,1032.0,384,479,774,1032,Kiel,open
1033,Zephyr willow 34,closed,669,1033.0,883,377,500,1033,Emden,standard
1034,Umber ember 35,pending,41,1034.0,613,622,710,1034,Kiel,active
1035,Harbor bravo 36,active,133,1035.0,476,433,5,1035,Kassel,active
1036,Alpha orbit 37,active,802,1036.0,450,258,510,1036,Lubeck,closed
1037,Orbit orbit 38,active,311,1037.0,690,625,574,1037,Kassel,open
1038,Ember alpha 39,pending,720,1038.0,214,7,821,1038,Emden,closed
1039,Iris willow 40,open,820,1039.0,310,713,461,1039,Bonn,active
1040,Meadow grove 41,general,87,1040.0,715,625,646,1040,Fulda,open
1041,Haze meadow 42,general,552,1041.0,811,881,683,1041,Trier,pending
1042,Umber jade 43,standard,275,1042.0,843,168,432,1042,Hamburg,general
1043,Coral meadow 44,standard,757,1043.0,595,123,835,1043,Bremen,active
1044,Summit umber 45,standard,318,1044.0,803,392,686,1044,Flensburg,active
1045,Alpha kelp 46,open,168,1045.0,830,552,574,1045,Kiel,open
1046,Haze pine 47,active,897,1046.0,327,395,853,1046,Bonn,open
1047,Ember frost 48,general,675,1047.0,236,769,384,1047,Flensburg,active
1048,Kelp violet 49,closed,385,1048.0,680,489,883,1048,Jena,active
1049,Coral umber 50,active,306,1049.0,726,715,659,1049,Aachen,closed
1050,Kelp zephyr 51,open,417,1050.0,125,754,232,1050,Hamburg,open
1051,Zephyr bravo 52,pending,387,1051.0,88,720,502,1051,Trier,standard
1052,Grove iris 53,general,511,1052.0,421,859,267,1052,Trier,active
1053,Meadow quartz 54,general,704,1053.0,779,380,595,1053,Kiel,open
1054,Delta coral 55,general,579,1054.0,723,731,516,1054,Emden,active
1055,Umber zephyr 56,pending,511,1055.0,2,854,848,1055,Hamburg,open
1056,Harbor jade 57,general,687,1056.0,198,454,738,1056,Jena,general
1057,Ember alpha 58,standard,708,1057.0,687,592,470,1057,Mainz,active
1058,Cedar violet 59,standard,691,1058.0,660,55,169,1058,Emden,general
1059,Coral kelp 60,standard,330,1059.0,222,564,887,1059,Mainz,pending
1060,River bravo 61,open,564,1060.0,707,228,782,1060,Emden,standard
1061,Grove frost 62,active,674,1061.0,151,182,601,1061,Hamburg,open
1062,Coral tidal 63,closed,692,1062.0,508,859,416,1062,Bremen,active
1063,Bravo iris 64,closed,311,1063.0,159,21,414,1063,Kassel,general
1064,Umber willow 65,open,630,1064.0,225,153,522,1064,Kiel,pending
1065,Cedar frost 66,closed,814,1065.0,63,354,155,1065,Lubeck,open
1066,Iris tidal 67,standard,641,1066.0,309,2,682,1066,Kassel,active
1067,Orbit orbit 68,closed,129,1067.0,293,180,862,1067,Lubeck,general
1068,Delta iris 69,pending,738,1068.0,609,26,220,1068,Mainz,pending
1069,Pine umber 70,pending,66,1069.0,381,844,635,1069,Kassel,standard
1070,Alpha pine 71,active,70,1070.0,299,361,725,1070,Hamburg,pending
1071,Tidal umber 72,pending,51,1071.0,63,471,354,1071,Lubeck,general
1072,Delta zephyr 73,closed,289,1072.0,47,815,147,1072,Aachen,general
1073,Harbor coral 74,active,293,1073.0,360,549,135,1073,Kassel,pending
1074,Ember iris 75,closed,459,1074.0,180,855,467,1074,Fulda,active
1075,Ember alpha 76,closed,784,1075.0,866,889,366,1075,Hamburg,closed
1076,Ember delta 77,standard,697,1076.0,343,816,425,1076,Kassel,active
1077,Meadow coral 78,open,56,1077.0,320,597,897,1077,Bonn,active
1078,Ember bravo 79,active,321,1078.0,454,471,669,1078,Kassel,closed
1079,Kelp delta 80,pending,856,1079.0,129,168,630,1079,Kiel,standard
1080,Alpha river 81,open,839,1080.0,565,380,72,1080,Bonn,active
1081,Harbor zephyr 82,pending,450,1081.0,602,619,445,1081,Aachen,closed
1082,Alpha alpha 83,open,42,1082.0,826,523,303,1082,Bremen,general
1083,Harbor umber 84,general,100,1083.0,232,710,197,1083,Rostock,pending
1084,Harbor meadow 85,pending,500,1084.0,745,486,813,1084,Hamburg,open
1085,Haze bravo 86,active,507,1085.0,401,788,525,1085,Mainz,general
1086,Violet jade 87,standard,791,1086.0,653,352,182,1086,Aachen,standard
1087,Ember tidal 88,open,602,1087.0,110,803,361,1087,Emden,closed
1088,Umber haze 89,active,319,1088.0,109,363,86,1088,Bremen,closed
1089,Coral umber 90,standard,806,1089.0,392,22,680,1089,Aachen,open
1090,Ember bravo 91,closed,683,1090.0,347,174,609,1090,Mainz,closed
1091,Iris ember 92,general,450,1091.0,808,841,254,1091,Bonn,pending
1092,Pine violet 93,pending,598,1092.0,658,151,802,1092,Trier,active
1093,Harbor umber 94,active,871,1093.0,249,502,496,1093,Aachen,active
1094,Tidal river 95,closed,53,1094.0,10,611,618,1094,Jena,closed
1095,Quartz harbor 96,closed,479,1095.0,273,215,91,1095,Emden,standard
1096,Orbit pine 97,closed,503,1096.0,699,603,748,1096,Jena,general
1097,Grove frost 98,closed,590,1097.0,265,585,685,1097,Mainz,active
1098,Cedar kelp 99,active,161,1098.0,172,376,353,1098,Lubeck,open
1099,Quartz haze 100,closed,283,1099.0,714,751,39,1099,Jena,standard
