id,summary,description,time_zone,access_role,primary,color_id
cal_82,Calendar 82,,America/New_York,reader,false,8
cal_83,Calendar 83,,America/New_York,reader,false,9
cal_84,Calendar 84,,America/New_York,reader,false,6
cal_85,Calendar 85,,America/New_York,reader,false,3
cal_86,Calendar 86,,America/New_York,reader,false,1
cal_87,Calendar 87,,America/New_York,reader,false,5
cal_88,Calendar 88,,America/New_York,reader,false,6
cal_89,Calendar 89,,America/New_York,reader,false,6
cal_90,Calendar 90,,America/New_York,reader,false,11
cal_91,Calendar 91,,America/New_York,reader,false,10
cal_92,Calendar 92,,America/New_York,reader,false,11
cal_93,Calendar 93,,America/New_York,reader,false,4
cal_94,Calendar 94,,America/New_York,reader,false,2
cal_95,Calendar 95,,America/New_York,reader,false,3
cal_96,Calendar 96,,America/New_York,reader,false,7
cal_97,Calendar 97,,America/New_York,reader,false,5
cal_98,Calendar 98,,America/New_York,reader,false,9
cal_99,Calendar 99,,America/New_York,reader,false,6
cal_100,Calendar 100,,America/New_York,reader,false,2
cal_101,Calendar 101,,America/New_York,reader,false,8
cal_102,Calendar 102,,America/New_York,reader,false,8
cal_103,Calendar 103,,America/New_York,reader,false,4
cal_104,Calendar 104,,America/New_York,reader,false,4
cal_105,Calendar 105,,America/New_York,reader,false,9
cal_106,Calendar 106,,America/New_York,reader,false,3
cal_107,Calendar 107,,America/New_York,reader,false,8
cal_108,Calendar 108,,America/New_York,reader,false,2
cal_109,Calendar 109,,America/New_York,reader,false,5
cal_110,Calendar 110,,America/New_York,reader,false,11
cal_111,Calendar 111,,America/New_York,reader,false,1
cal_112,Calendar 112,,America/New_York,reader,false,7
cal_113,Calendar 113,,America/New_York,reader,false,9
cal_114,Calendar 114,,America/New_York,reader,false,3
cal_115,Calendar 115,,America/New_York,reader,false,8
cal_116,Calendar 116,,America/New_York,reader,false,2
cal_117,Calendar 117,,America/New_York,reader,false,5
