object_id,rate,shipment,status,tracking_number,tracking_status,carrier,label_url,created_time
txn-0047,rate-0047,ship-0047,SUCCESS,94001112025558000146,DELIVERED,FedEx,https://shippo.example/labels/txn-0047.pdf,2026-04-07T00:05:00Z
txn-0048,rate-0048,ship-0048,SUCCESS,94001112025558000147,DELIVERED,USPS,https://shippo.example/labels/txn-0048.pdf,2026-04-09T00:05:00Z
txn-0049,rate-0049,ship-0049,SUCCESS,94001112025558000148,DELIVERED,UPS,https://shippo.example/labels/txn-0049.pdf,2026-04-11T00:05:00Z
txn-0050,rate-0050,ship-0050,SUCCESS,94001112025558000149,DELIVERED,FedEx,https://shippo.example/labels/txn-0050.pdf,2026-04-13T00:05:00Z
txn-0051,rate-0051,ship-0051,SUCCESS,94001112025558000150,DELIVERED,FedEx,https://shippo.example/labels/txn-0051.pdf,2026-04-15T00:05:00Z
txn-0052,rate-0052,ship-0052,SUCCESS,94001112025558000151,DELIVERED,USPS,https://shippo.example/labels/txn-0052.pdf,2026-04-17T00:05:00Z
txn-0053,rate-0053,ship-0053,SUCCESS,94001112025558000152,DELIVERED,FedEx,https://shippo.example/labels/txn-0053.pdf,2026-04-19T00:05:00Z
txn-0054,rate-0054,ship-0054,SUCCESS,94001112025558000153,DELIVERED,FedEx,https://shippo.example/labels/txn-0054.pdf,2026-04-21T00:05:00Z
txn-0055,rate-0055,ship-0055,SUCCESS,94001112025558000154,DELIVERED,UPS,https://shippo.example/labels/txn-0055.pdf,2026-04-23T00:05:00Z
txn-0056,rate-0056,ship-0056,SUCCESS,94001112025558000155,DELIVERED,FedEx,https://shippo.example/labels/txn-0056.pdf,2026-04-25T00:05:00Z
txn-0057,rate-0057,ship-0057,SUCCESS,94001112025558000156,DELIVERED,UPS,https://shippo.example/labels/txn-0057.pdf,2026-04-27T00:05:00Z
txn-0058,rate-0058,ship-0058,SUCCESS,94001112025558000157,DELIVERED,UPS,https://shippo.example/labels/txn-0058.pdf,2026-04-29T00:05:00Z
txn-0059,rate-0059,ship-0059,SUCCESS,94001112025558000158,DELIVERED,USPS,https://shippo.example/labels/txn-0059.pdf,2026-05-01T00:05:00Z
txn-0060,rate-0060,ship-0060,SUCCESS,94001112025558000159,DELIVERED,FedEx,https://shippo.example/labels/txn-0060.pdf,2026-05-03T00:05:00Z
txn-0061,rate-0061,ship-0061,SUCCESS,94001112025558000160,DELIVERED,FedEx,https://shippo.example/labels/txn-0061.pdf,2026-05-05T00:05:00Z
txn-0062,rate-0062,ship-0062,SUCCESS,94001112025558000161,DELIVERED,FedEx,https://shippo.example/labels/txn-0062.pdf,2026-05-07T00:05:00Z
txn-0063,rate-0063,ship-0063,SUCCESS,94001112025558000162,DELIVERED,UPS,https://shippo.example/labels/txn-0063.pdf,2026-05-09T00:05:00Z
txn-0064,rate-0064,ship-0064,SUCCESS,94001112025558000163,DELIVERED,USPS,https://shippo.example/labels/txn-0064.pdf,2026-05-11T00:05:00Z
txn-0065,rate-0065,ship-0065,SUCCESS,94001112025558000164,DELIVERED,USPS,https://shippo.example/labels/txn-0065.pdf,2026-05-13T00:05:00Z
txn-0066,rate-0066,ship-0066,SUCCESS,94001112025558000165,DELIVERED,FedEx,https://shippo.example/labels/txn-0066.pdf,2026-05-15T00:05:00Z
txn-0067,rate-0067,ship-0067,SUCCESS,94001112025558000166,DELIVERED,FedEx,https://shippo.example/labels/txn-0067.pdf,2026-05-17T00:05:00Z
txn-0068,rate-0068,ship-0068,SUCCESS,94001112025558000167,DELIVERED,FedEx,https://shippo.example/labels/txn-0068.pdf,2026-05-19T00:05:00Z
txn-0069,rate-0069,ship-0069,SUCCESS,94001112025558000168,DELIVERED,USPS,https://shippo.example/labels/txn-0069.pdf,2026-05-21T00:05:00Z
txn-0070,rate-0070,ship-0070,SUCCESS,94001112025558000169,DELIVERED,FedEx,https://shippo.example/labels/txn-0070.pdf,2026-05-23T00:05:00Z
txn-0071,rate-0071,ship-0071,SUCCESS,94001112025558000170,DELIVERED,USPS,https://shippo.example/labels/txn-0071.pdf,2026-05-25T00:05:00Z
txn-0072,rate-0072,ship-0072,SUCCESS,94001112025558000171,DELIVERED,UPS,https://shippo.example/labels/txn-0072.pdf,2026-05-27T00:05:00Z
txn-0073,rate-0073,ship-0073,SUCCESS,94001112025558000172,DELIVERED,FedEx,https://shippo.example/labels/txn-0073.pdf,2026-05-29T00:05:00Z
txn-0074,rate-0074,ship-0074,SUCCESS,94001112025558000173,DELIVERED,FedEx,https://shippo.example/labels/txn-0074.pdf,2026-05-31T00:05:00Z
txn-0075,rate-0075,ship-0075,SUCCESS,94001112025558000174,DELIVERED,UPS,https://shippo.example/labels/txn-0075.pdf,2026-06-02T00:05:00Z
txn-0076,rate-0076,ship-0076,SUCCESS,94001112025558000175,DELIVERED,USPS,https://shippo.example/labels/txn-0076.pdf,2026-06-04T00:05:00Z
txn-0077,rate-0077,ship-0077,SUCCESS,94001112025558000176,DELIVERED,UPS,https://shippo.example/labels/txn-0077.pdf,2026-06-06T00:05:00Z
txn-0078,rate-0078,ship-0078,SUCCESS,94001112025558000177,DELIVERED,UPS,https://shippo.example/labels/txn-0078.pdf,2026-06-08T00:05:00Z
txn-0079,rate-0079,ship-0079,SUCCESS,94001112025558000178,DELIVERED,USPS,https://shippo.example/labels/txn-0079.pdf,2026-06-10T00:05:00Z
txn-0080,rate-0080,ship-0080,SUCCESS,94001112025558000179,DELIVERED,USPS,https://shippo.example/labels/txn-0080.pdf,2026-06-12T00:05:00Z
txn-0081,rate-0081,ship-0081,SUCCESS,94001112025558000180,DELIVERED,UPS,https://shippo.example/labels/txn-0081.pdf,2026-06-14T00:05:00Z
txn-0082,rate-0082,ship-0082,SUCCESS,94001112025558000181,DELIVERED,USPS,https://shippo.example/labels/txn-0082.pdf,2026-06-16T00:05:00Z
txn-0083,rate-0083,ship-0083,SUCCESS,94001112025558000182,DELIVERED,UPS,https://shippo.example/labels/txn-0083.pdf,2026-06-18T00:05:00Z
txn-0084,rate-0084,ship-0084,SUCCESS,94001112025558000183,DELIVERED,FedEx,https://shippo.example/labels/txn-0084.pdf,2026-06-20T00:05:00Z
txn-0085,rate-0085,ship-0085,SUCCESS,94001112025558000184,DELIVERED,USPS,https://shippo.example/labels/txn-0085.pdf,2026-06-22T00:05:00Z
txn-0086,rate-0086,ship-0086,SUCCESS,94001112025558000185,DELIVERED,UPS,https://shippo.example/labels/txn-0086.pdf,2026-06-24T00:05:00Z
txn-0087,rate-0087,ship-0087,SUCCESS,94001112025558000186,DELIVERED,UPS,https://shippo.example/labels/txn-0087.pdf,2026-06-26T00:05:00Z
txn-0088,rate-0088,ship-0088,SUCCESS,94001112025558000187,DELIVERED,UPS,https://shippo.example/labels/txn-0088.pdf,2026-06-28T00:05:00Z
txn-0089,rate-0089,ship-0089,SUCCESS,94001112025558000188,DELIVERED,FedEx,https://shippo.example/labels/txn-0089.pdf,2026-06-30T00:05:00Z
txn-0090,rate-0090,ship-0090,SUCCESS,94001112025558000189,DELIVERED,FedEx,https://shippo.example/labels/txn-0090.pdf,2026-07-02T00:05:00Z
txn-0091,rate-0091,ship-0091,SUCCESS,94001112025558000190,DELIVERED,USPS,https://shippo.example/labels/txn-0091.pdf,2026-07-04T00:05:00Z
txn-0092,rate-0092,ship-0092,SUCCESS,94001112025558000191,DELIVERED,USPS,https://shippo.example/labels/txn-0092.pdf,2026-07-06T00:05:00Z
txn-0093,rate-0093,ship-0093,SUCCESS,94001112025558000192,DELIVERED,USPS,https://shippo.example/labels/txn-0093.pdf,2026-07-08T00:05:00Z
txn-0094,rate-0094,ship-0094,SUCCESS,94001112025558000193,DELIVERED,FedEx,https://shippo.example/labels/txn-0094.pdf,2026-07-10T00:05:00Z
txn-0095,rate-0095,ship-0095,SUCCESS,94001112025558000194,DELIVERED,USPS,https://shippo.example/labels/txn-0095.pdf,2026-07-12T00:05:00Z
txn-0096,rate-0096,ship-0096,SUCCESS,94001112025558000195,DELIVERED,UPS,https://shippo.example/labels/txn-0096.pdf,2026-07-14T00:05:00Z
txn-0097,rate-0097,ship-0097,SUCCESS,94001112025558000196,DELIVERED,FedEx,https://shippo.example/labels/txn-0097.pdf,2026-07-16T00:05:00Z
txn-0098,rate-0098,ship-0098,SUCCESS,94001112025558000197,DELIVERED,UPS,https://shippo.example/labels/txn-0098.pdf,2026-07-18T00:05:00Z
txn-0099,rate-0099,ship-0099,SUCCESS,94001112025558000198,DELIVERED,UPS,https://shippo.example/labels/txn-0099.pdf,2026-07-20T00:05:00Z
txn-0100,rate-0100,ship-0100,SUCCESS,94001112025558000199,DELIVERED,USPS,https://shippo.example/labels/txn-0100.pdf,2026-07-22T00:05:00Z
txn-0101,rate-0101,ship-0101,SUCCESS,94001112025558000200,DELIVERED,USPS,https://shippo.example/labels/txn-0101.pdf,2026-07-24T00:05:00Z
txn-0102,rate-0102,ship-0102,SUCCESS,94001112025558000201,DELIVERED,UPS,https://shippo.example/labels/txn-0102.pdf,2026-07-26T00:05:00Z
txn-0103,rate-0103,ship-0103,SUCCESS,94001112025558000202,DELIVERED,FedEx,https://shippo.example/labels/txn-0103.pdf,2026-07-28T00:05:00Z
txn-0104,rate-0104,ship-0104,SUCCESS,94001112025558000203,DELIVERED,USPS,https://shippo.example/labels/txn-0104.pdf,2026-07-30T00:05:00Z
txn-0105,rate-0105,ship-0105,SUCCESS,94001112025558000204,DELIVERED,UPS,https://shippo.example/labels/txn-0105.pdf,2026-08-01T00:05:00Z
txn-0106,rate-0106,ship-0106,SUCCESS,94001112025558000205,DELIVERED,UPS,https://shippo.example/labels/txn-0106.pdf,2026-08-03T00:05:00Z
txn-0107,rate-0107,ship-0107,SUCCESS,94001112025558000206,DELIVERED,FedEx,https://shippo.example/labels/txn-0107.pdf,2026-08-05T00:05:00Z
txn-0108,rate-0108,ship-0108,SUCCESS,94001112025558000207,DELIVERED,UPS,https://shippo.example/labels/txn-0108.pdf,2026-08-07T00:05:00Z
txn-0109,rate-0109,ship-0109,SUCCESS,94001112025558000208,DELIVERED,USPS,https://shippo.example/labels/txn-0109.pdf,2026-08-09T00:05:00Z
txn-0110,rate-0110,ship-0110,SUCCESS,94001112025558000209,DELIVERED,UPS,https://shippo.example/labels/txn-0110.pdf,2026-08-11T00:05:00Z
txn-0111,rate-0111,ship-0111,SUCCESS,94001112025558000210,DELIVERED,FedEx,https://shippo.example/labels/txn-0111.pdf,2026-08-13T00:05:00Z
txn-0112,rate-0112,ship-0112,SUCCESS,94001112025558000211,DELIVERED,UPS,https://shippo.example/labels/txn-0112.pdf,2026-08-15T00:05:00Z
txn-0113,rate-0113,ship-0113,SUCCESS,94001112025558000212,DELIVERED,USPS,https://shippo.example/labels/txn-0113.pdf,2026-08-17T00:05:00Z
txn-0114,rate-0114,ship-0114,SUCCESS,94001112025558000213,DELIVERED,USPS,https://shippo.example/labels/txn-0114.pdf,2026-08-19T00:05:00Z
txn-0115,rate-0115,ship-0115,SUCCESS,94001112025558000214,DELIVERED,FedEx,https://shippo.example/labels/txn-0115.pdf,2026-08-21T00:05:00Z
txn-0116,rate-0116,ship-0116,SUCCESS,94001112025558000215,DELIVERED,USPS,https://shippo.example/labels/txn-0116.pdf,2026-08-23T00:05:00Z
txn-0117,rate-0117,ship-0117,SUCCESS,94001112025558000216,DELIVERED,USPS,https://shippo.example/labels/txn-0117.pdf,2026-08-25T00:05:00Z
txn-0118,rate-0118,ship-0118,SUCCESS,94001112025558000217,DELIVERED,UPS,https://shippo.example/labels/txn-0118.pdf,2026-08-27T00:05:00Z
txn-0119,rate-0119,ship-0119,SUCCESS,94001112025558000218,DELIVERED,USPS,https://shippo.example/labels/txn-0119.pdf,2026-08-29T00:05:00Z
txn-0120,rate-0120,ship-0120,SUCCESS,94001112025558000219,DELIVERED,USPS,https://shippo.example/labels/txn-0120.pdf,2026-08-31T00:05:00Z
txn-0121,rate-0121,ship-0121,SUCCESS,94001112025558000220,DELIVERED,USPS,https://shippo.example/labels/txn-0121.pdf,2026-09-02T00:05:00Z
txn-0122,rate-0122,ship-0122,SUCCESS,94001112025558000221,DELIVERED,FedEx,https://shippo.example/labels/txn-0122.pdf,2026-09-04T00:05:00Z
txn-0123,rate-0123,ship-0123,SUCCESS,94001112025558000222,DELIVERED,FedEx,https://shippo.example/labels/txn-0123.pdf,2026-09-06T00:05:00Z
txn-0124,rate-0124,ship-0124,SUCCESS,94001112025558000223,DELIVERED,USPS,https://shippo.example/labels/txn-0124.pdf,2026-09-08T00:05:00Z
txn-0125,rate-0125,ship-0125,SUCCESS,94001112025558000224,DELIVERED,UPS,https://shippo.example/labels/txn-0125.pdf,2026-09-10T00:05:00Z
txn-0126,rate-0126,ship-0126,SUCCESS,94001112025558000225,DELIVERED,UPS,https://shippo.example/labels/txn-0126.pdf,2026-09-12T00:05:00Z
txn-0127,rate-0127,ship-0127,SUCCESS,94001112025558000226,DELIVERED,FedEx,https://shippo.example/labels/txn-0127.pdf,2026-09-14T00:05:00Z
txn-0128,rate-0128,ship-0128,SUCCESS,94001112025558000227,DELIVERED,FedEx,https://shippo.example/labels/txn-0128.pdf,2026-09-16T00:05:00Z
txn-0129,rate-0129,ship-0129,SUCCESS,94001112025558000228,DELIVERED,USPS,https://shippo.example/labels/txn-0129.pdf,2026-09-18T00:05:00Z
txn-0130,rate-0130,ship-0130,SUCCESS,94001112025558000229,DELIVERED,UPS,https://shippo.example/labels/txn-0130.pdf,2026-09-20T00:05:00Z
txn-0131,rate-0131,ship-0131,SUCCESS,94001112025558000230,DELIVERED,USPS,https://shippo.example/labels/txn-0131.pdf,2026-09-22T00:05:00Z
txn-0132,rate-0132,ship-0132,SUCCESS,94001112025558000231,DELIVERED,FedEx,https://shippo.example/labels/txn-0132.pdf,2026-09-24T00:05:00Z
txn-0133,rate-0133,ship-0133,SUCCESS,94001112025558000232,DELIVERED,FedEx,https://shippo.example/labels/txn-0133.pdf,2026-09-26T00:05:00Z
txn-0134,rate-0134,ship-0134,SUCCESS,94001112025558000233,DELIVERED,FedEx,https://shippo.example/labels/txn-0134.pdf,2026-09-28T00:05:00Z
txn-0135,rate-0135,ship-0135,SUCCESS,94001112025558000234,DELIVERED,UPS,https://shippo.example/labels/txn-0135.pdf,2026-09-30T00:05:00Z
txn-0136,rate-0136,ship-0136,SUCCESS,94001112025558000235,DELIVERED,USPS,https://shippo.example/labels/txn-0136.pdf,2026-10-02T00:05:00Z
txn-0137,rate-0137,ship-0137,SUCCESS,94001112025558000236,DELIVERED,UPS,https://shippo.example/labels/txn-0137.pdf,2026-10-04T00:05:00Z
txn-0138,rate-0138,ship-0138,SUCCESS,94001112025558000237,DELIVERED,FedEx,https://shippo.example/labels/txn-0138.pdf,2026-10-06T00:05:00Z
txn-0139,rate-0139,ship-0139,SUCCESS,94001112025558000238,DELIVERED,USPS,https://shippo.example/labels/txn-0139.pdf,2026-10-08T00:05:00Z
txn-0140,rate-0140,ship-0140,SUCCESS,94001112025558000239,DELIVERED,USPS,https://shippo.example/labels/txn-0140.pdf,2026-10-10T00:05:00Z
txn-0141,rate-0141,ship-0141,SUCCESS,94001112025558000240,DELIVERED,FedEx,https://shippo.example/labels/txn-0141.pdf,2026-10-12T00:05:00Z
txn-0142,rate-0142,ship-0142,SUCCESS,94001112025558000241,DELIVERED,FedEx,https://shippo.example/labels/txn-0142.pdf,2026-10-14T00:05:00Z
txn-0143,rate-0143,ship-0143,SUCCESS,94001112025558000242,DELIVERED,UPS,https://shippo.example/labels/txn-0143.pdf,2026-10-16T00:05:00Z
txn-0144,rate-0144,ship-0144,SUCCESS,94001112025558000243,DELIVERED,FedEx,https://shippo.example/labels/txn-0144.pdf,2026-10-18T00:05:00Z
txn-0145,rate-0145,ship-0145,SUCCESS,94001112025558000244,DELIVERED,FedEx,https://shippo.example/labels/txn-0145.pdf,2026-10-20T00:05:00Z
txn-0146,rate-0146,ship-0146,SUCCESS,94001112025558000245,DELIVERED,FedEx,https://shippo.example/labels/txn-0146.pdf,2026-10-22T00:05:00Z
txn-0147,rate-0147,ship-0147,SUCCESS,94001112025558000246,DELIVERED,USPS,https://shippo.example/labels/txn-0147.pdf,2026-10-24T00:05:00Z
txn-0148,rate-0148,ship-0148,SUCCESS,94001112025558000247,DELIVERED,USPS,https://shippo.example/labels/txn-0148.pdf,2026-10-26T00:05:00Z
txn-0149,rate-0149,ship-0149,SUCCESS,94001112025558000248,DELIVERED,USPS,https://shippo.example/labels/txn-0149.pdf,2026-10-28T00:05:00Z
txn-0150,rate-0150,ship-0150,SUCCESS,94001112025558000249,DELIVERED,UPS,https://shippo.example/labels/txn-0150.pdf,2026-10-30T00:05:00Z
txn-0151,rate-0151,ship-0151,SUCCESS,94001112025558000250,DELIVERED,UPS,https://shippo.example/labels/txn-0151.pdf,2026-11-01T00:05:00Z
txn-0152,rate-0152,ship-0152,SUCCESS,94001112025558000251,DELIVERED,UPS,https://shippo.example/labels/txn-0152.pdf,2026-11-03T00:05:00Z
txn-0153,rate-0153,ship-0153,SUCCESS,94001112025558000252,DELIVERED,UPS,https://shippo.example/labels/txn-0153.pdf,2026-11-05T00:05:00Z
txn-0154,rate-0154,ship-0154,SUCCESS,94001112025558000253,DELIVERED,UPS,https://shippo.example/labels/txn-0154.pdf,2026-11-07T00:05:00Z
txn-0155,rate-0155,ship-0155,SUCCESS,94001112025558000254,DELIVERED,USPS,https://shippo.example/labels/txn-0155.pdf,2026-11-09T00:05:00Z
txn-0156,rate-0156,ship-0156,SUCCESS,94001112025558000255,DELIVERED,USPS,https://shippo.example/labels/txn-0156.pdf,2026-11-11T00:05:00Z
txn-0157,rate-0157,ship-0157,SUCCESS,94001112025558000256,DELIVERED,UPS,https://shippo.example/labels/txn-0157.pdf,2026-11-13T00:05:00Z
txn-0158,rate-0158,ship-0158,SUCCESS,94001112025558000257,DELIVERED,FedEx,https://shippo.example/labels/txn-0158.pdf,2026-11-15T00:05:00Z
txn-0159,rate-0159,ship-0159,SUCCESS,94001112025558000258,DELIVERED,UPS,https://shippo.example/labels/txn-0159.pdf,2026-11-17T00:05:00Z
txn-0160,rate-0160,ship-0160,SUCCESS,94001112025558000259,DELIVERED,UPS,https://shippo.example/labels/txn-0160.pdf,2026-11-19T00:05:00Z
txn-0161,rate-0161,ship-0161,SUCCESS,94001112025558000260,TRANSIT,USPS,https://shippo.example/labels/txn-0161.pdf,2026-11-21T00:05:00Z
txn-0162,rate-0162,ship-0162,SUCCESS,94001112025558000261,TRANSIT,UPS,https://shippo.example/labels/txn-0162.pdf,2026-11-23T00:05:00Z
txn-0163,rate-0163,ship-0163,SUCCESS,94001112025558000262,TRANSIT,UPS,https://shippo.example/labels/txn-0163.pdf,2026-11-25T00:05:00Z
txn-0164,rate-0164,ship-0164,SUCCESS,94001112025558000263,TRANSIT,UPS,https://shippo.example/labels/txn-0164.pdf,2026-11-27T00:05:00Z
txn-0165,rate-0165,ship-0165,SUCCESS,94001112025558000264,TRANSIT,FedEx,https://shippo.example/labels/txn-0165.pdf,2026-11-29T00:05:00Z
txn-0166,rate-0166,ship-0166,SUCCESS,94001112025558000265,TRANSIT,FedEx,https://shippo.example/labels/txn-0166.pdf,2026-12-01T00:05:00Z
txn-0167,rate-0167,ship-0167,SUCCESS,94001112025558000266,TRANSIT,FedEx,https://shippo.example/labels/txn-0167.pdf,2026-12-03T00:05:00Z
txn-0168,rate-0168,ship-0168,SUCCESS,94001112025558000267,TRANSIT,USPS,https://shippo.example/labels/txn-0168.pdf,2026-12-05T00:05:00Z
txn-0169,rate-0169,ship-0169,SUCCESS,94001112025558000268,TRANSIT,UPS,https://shippo.example/labels/txn-0169.pdf,2026-12-07T00:05:00Z
txn-0170,rate-0170,ship-0170,SUCCESS,94001112025558000269,TRANSIT,FedEx,https://shippo.example/labels/txn-0170.pdf,2026-12-09T00:05:00Z
txn-0171,rate-0171,ship-0171,SUCCESS,94001112025558000270,TRANSIT,FedEx,https://shippo.example/labels/txn-0171.pdf,2026-12-11T00:05:00Z
txn-0172,rate-0172,ship-0172,SUCCESS,94001112025558000271,TRANSIT,USPS,https://shippo.example/labels/txn-0172.pdf,2026-12-13T00:05:00Z
txn-0173,rate-0173,ship-0173,SUCCESS,94001112025558000272,TRANSIT,UPS,https://shippo.example/labels/txn-0173.pdf,2026-12-15T00:05:00Z
