album_id,name,artist_id,album_type,release_date,total_tracks,label
alb_138,Reference Album 38,art_138,album,2020-08-15,12,Reference Label
alb_139,Reference Album 39,art_139,album,2020-11-15,11,Reference Label
alb_140,Reference Album 40,art_140,album,2025-07-15,14,Reference Label
alb_141,Reference Album 41,art_141,album,2016-03-15,10,Reference Label
alb_142,Reference Album 42,art_142,album,2018-07-15,8,Reference Label
alb_143,Reference Album 43,art_143,album,2022-07-15,12,Reference Label
alb_144,Reference Album 44,art_144,album,2019-05-15,9,Reference Label
alb_145,Reference Album 45,art_145,album,2022-05-15,13,Reference Label
alb_146,Reference Album 46,art_146,album,2016-01-15,13,Reference Label
alb_147,Reference Album 47,art_147,album,2023-06-15,12,Reference Label
alb_148,Reference Album 48,art_148,album,2017-07-15,14,Reference Label
alb_149,Reference Album 49,art_149,album,2016-07-15,12,Reference Label
alb_150,Reference Album 50,art_150,album,2023-08-15,8,Reference Label
alb_151,Reference Album 51,art_151,album,2021-10-15,11,Reference Label
alb_152,Reference Album 52,art_152,album,2022-05-15,8,Reference Label
alb_153,Reference Album 53,art_153,album,2022-04-15,10,Reference Label
alb_154,Reference Album 54,art_154,album,2018-01-15,9,Reference Label
alb_155,Reference Album 55,art_155,album,2024-02-15,12,Reference Label
alb_156,Reference Album 56,art_156,album,2015-08-15,8,Reference Label
alb_157,Reference Album 57,art_157,album,2019-05-15,11,Reference Label
alb_158,Reference Album 58,art_158,album,2023-01-15,14,Reference Label
alb_159,Reference Album 59,art_159,album,2021-06-15,9,Reference Label
alb_160,Reference Album 60,art_160,album,2016-01-15,13,Reference Label
alb_161,Reference Album 61,art_161,album,2018-11-15,10,Reference Label
alb_162,Reference Album 62,art_162,album,2016-08-15,11,Reference Label
alb_163,Reference Album 63,art_163,album,2019-04-15,11,Reference Label
alb_164,Reference Album 64,art_164,album,2017-06-15,14,Reference Label
alb_165,Reference Album 65,art_165,album,2021-09-15,10,Reference Label
alb_166,Reference Album 66,art_166,album,2022-01-15,10,Reference Label
alb_167,Reference Album 67,art_167,album,2025-04-15,8,Reference Label
alb_168,Reference Album 68,art_168,album,2023-08-15,10,Reference Label
alb_169,Reference Album 69,art_169,album,2023-02-15,9,Reference Label
alb_170,Reference Album 70,art_170,album,2022-06-15,13,Reference Label
alb_171,Reference Album 71,art_171,album,2023-10-15,12,Reference Label
alb_172,Reference Album 72,art_172,album,2016-09-15,14,Reference Label
alb_173,Reference Album 73,art_173,album,2022-01-15,9,Reference Label
alb_174,Reference Album 74,art_174,album,2018-07-15,8,Reference Label
alb_175,Reference Album 75,art_175,album,2021-03-15,8,Reference Label
alb_176,Reference Album 76,art_176,album,2021-08-15,12,Reference Label
alb_177,Reference Album 77,art_177,album,2016-03-15,9,Reference Label
alb_178,Reference Album 78,art_178,album,2016-01-15,8,Reference Label
alb_179,Reference Album 79,art_179,album,2017-05-15,12,Reference Label
alb_180,Reference Album 80,art_180,album,2024-11-15,14,Reference Label
alb_181,Reference Album 81,art_181,album,2021-05-15,11,Reference Label
alb_182,Reference Album 82,art_182,album,2025-10-15,12,Reference Label
alb_183,Reference Album 83,art_183,album,2017-11-15,9,Reference Label
alb_184,Reference Album 84,art_184,album,2017-04-15,14,Reference Label
alb_185,Reference Album 85,art_185,album,2020-07-15,11,Reference Label
