broadcaster_id,broadcaster_login,broadcaster_name,game_id,game_name,title,broadcaster_language,tags,follower_count
twch_0034,channel_34,Channel 34,en,Just Chatting,1156,True,,47824
twch_0035,channel_35,Channel 35,en,Gaming,5851,True,,43662
twch_0036,channel_36,Channel 36,en,Gaming,8296,True,,10081
twch_0037,channel_37,Channel 37,en,Just Chatting,4142,True,,10020
twch_0038,channel_38,Channel 38,en,Just Chatting,4272,True,,19756
twch_0039,channel_39,Channel 39,en,Gaming,6462,True,,25194
twch_0040,channel_40,Channel 40,en,Gaming,7509,True,,23090
twch_0041,channel_41,Channel 41,en,Music,2713,True,,24992
twch_0042,channel_42,Channel 42,en,Music,8564,True,,48547
twch_0043,channel_43,Channel 43,en,Just Chatting,3696,True,,49714
twch_0044,channel_44,Channel 44,en,Music,7989,True,,34803
twch_0045,channel_45,Channel 45,en,Gaming,8267,True,,6438
twch_0046,channel_46,Channel 46,en,Music,2615,True,,15197
twch_0047,channel_47,Channel 47,en,Music,6823,True,,11191
twch_0048,channel_48,Channel 48,en,Gaming,6455,True,,5870
twch_0049,channel_49,Channel 49,en,Just Chatting,4351,True,,31869
twch_0050,channel_50,Channel 50,en,Music,859,True,,36143
twch_0051,channel_51,Channel 51,en,Gaming,6244,True,,6625
twch_0052,channel_52,Channel 52,en,Just Chatting,6551,True,,44849
twch_0053,channel_53,Channel 53,en,Just Chatting,6377,True,,12553
twch_0054,channel_54,Channel 54,en,Music,1811,True,,5973
twch_0055,channel_55,Channel 55,en,Just Chatting,782,True,,32739
twch_0056,channel_56,Channel 56,en,Gaming,8450,True,,3692
twch_0057,channel_57,Channel 57,en,Just Chatting,1039,True,,36773
twch_0058,channel_58,Channel 58,en,Gaming,4350,True,,15543
twch_0059,channel_59,Channel 59,en,Just Chatting,3397,True,,29180
twch_0060,channel_60,Channel 60,en,Just Chatting,1708,True,,41671
twch_0061,channel_61,Channel 61,en,Music,3545,True,,15006
twch_0062,channel_62,Channel 62,en,Gaming,6233,True,,17963
twch_0063,channel_63,Channel 63,en,Gaming,146,True,,28829
twch_0064,channel_64,Channel 64,en,Music,950,True,,37197
twch_0065,channel_65,Channel 65,en,Just Chatting,1374,True,,4184
twch_0066,channel_66,Channel 66,en,Gaming,1869,True,,25435
twch_0067,channel_67,Channel 67,en,Just Chatting,2375,True,,26125
twch_0068,channel_68,Channel 68,en,Music,9603,True,,12815
twch_0069,channel_69,Channel 69,en,Gaming,1271,True,,33500
twch_0070,channel_70,Channel 70,en,Gaming,1944,True,,15360
twch_0071,channel_71,Channel 71,en,Music,670,True,,26324
twch_0072,channel_72,Channel 72,en,Just Chatting,6103,True,,1846
twch_0073,channel_73,Channel 73,en,Music,8021,True,,33312
twch_0074,channel_74,Channel 74,en,Gaming,1088,True,,29886
twch_0075,channel_75,Channel 75,en,Gaming,3064,True,,31735
twch_0076,channel_76,Channel 76,en,Just Chatting,431,True,,38808
twch_0077,channel_77,Channel 77,en,Music,3196,True,,9066
twch_0078,channel_78,Channel 78,en,Gaming,4319,True,,39492
twch_0079,channel_79,Channel 79,en,Gaming,2594,True,,49887
twch_0080,channel_80,Channel 80,en,Music,5644,True,,1150
twch_0081,channel_81,Channel 81,en,Music,4335,True,,45369
twch_0082,channel_82,Channel 82,en,Just Chatting,5088,True,,31451
twch_0083,channel_83,Channel 83,en,Gaming,8973,True,,15452
twch_0084,channel_84,Channel 84,en,Just Chatting,8569,True,,20638
twch_0085,channel_85,Channel 85,en,Just Chatting,8592,True,,16125
twch_0086,channel_86,Channel 86,en,Gaming,3262,True,,31570
twch_0087,channel_87,Channel 87,en,Just Chatting,7457,True,,19438
twch_0088,channel_88,Channel 88,en,Just Chatting,5846,True,,41789
twch_0089,channel_89,Channel 89,en,Just Chatting,8125,True,,46876
twch_0090,channel_90,Channel 90,en,Gaming,8144,True,,47193
twch_0091,channel_91,Channel 91,en,Gaming,4719,True,,41196
twch_0092,channel_92,Channel 92,en,Gaming,9148,True,,25101
twch_0093,channel_93,Channel 93,en,Just Chatting,8606,True,,37090
twch_0094,channel_94,Channel 94,en,Music,9614,True,,14237
twch_0095,channel_95,Channel 95,en,Just Chatting,3860,True,,46870
twch_0096,channel_96,Channel 96,en,Music,7945,True,,12519
twch_0097,channel_97,Channel 97,en,Music,5762,True,,3428
twch_0098,channel_98,Channel 98,en,Music,1286,True,,26973
twch_0099,channel_99,Channel 99,en,Gaming,9678,True,,29193
twch_0100,channel_100,Channel 100,en,Gaming,474,True,,36698
twch_0101,channel_101,Channel 101,en,Just Chatting,65,True,,45240
twch_0102,channel_102,Channel 102,en,Gaming,6544,True,,30840
twch_0103,channel_103,Channel 103,en,Just Chatting,9270,True,,33545
twch_0104,channel_104,Channel 104,en,Music,2209,True,,432
twch_0105,channel_105,Channel 105,en,Just Chatting,6251,True,,4370
twch_0106,channel_106,Channel 106,en,Gaming,8720,True,,20947
twch_0107,channel_107,Channel 107,en,Gaming,5727,True,,47516
twch_0108,channel_108,Channel 108,en,Just Chatting,1030,True,,6816
twch_0109,channel_109,Channel 109,en,Gaming,9591,True,,23668
twch_0110,channel_110,Channel 110,en,Just Chatting,4033,True,,16499
twch_0111,channel_111,Channel 111,en,Gaming,6404,True,,8439
twch_0112,channel_112,Channel 112,en,Just Chatting,7623,True,,24602
twch_0113,channel_113,Channel 113,en,Music,8863,True,,41445
twch_0114,channel_114,Channel 114,en,Gaming,6104,True,,32232
twch_0115,channel_115,Channel 115,en,Just Chatting,9572,True,,2029
twch_0116,channel_116,Channel 116,en,Just Chatting,6056,True,,45121
twch_0117,channel_117,Channel 117,en,Gaming,5204,True,,44835
twch_0118,channel_118,Channel 118,en,Gaming,3393,True,,42282
twch_0119,channel_119,Channel 119,en,Gaming,3480,True,,12306
twch_0120,channel_120,Channel 120,en,Just Chatting,6751,True,,43857
twch_0121,channel_121,Channel 121,en,Gaming,3534,True,,4524
twch_0122,channel_122,Channel 122,en,Music,7320,True,,9937
twch_0123,channel_123,Channel 123,en,Just Chatting,5229,True,,49587
twch_0124,channel_124,Channel 124,en,Music,2174,True,,46979
twch_0125,channel_125,Channel 125,en,Just Chatting,9779,True,,3676
twch_0126,channel_126,Channel 126,en,Music,4587,True,,44026
twch_0127,channel_127,Channel 127,en,Just Chatting,5796,True,,43867
twch_0128,channel_128,Channel 128,en,Gaming,7211,True,,2000
twch_0129,channel_129,Channel 129,en,Music,5273,True,,10603
twch_0130,channel_130,Channel 130,en,Gaming,1496,True,,2991
twch_0131,channel_131,Channel 131,en,Gaming,372,True,,24522
twch_0132,channel_132,Channel 132,en,Gaming,8374,True,,29616
twch_0133,channel_133,Channel 133,en,Just Chatting,638,True,,45757
twch_0134,channel_134,Channel 134,en,Just Chatting,7935,True,,36430
twch_0135,channel_135,Channel 135,en,Gaming,5492,True,,8875
twch_0136,channel_136,Channel 136,en,Music,1895,True,,2439
twch_0137,channel_137,Channel 137,en,Music,5689,True,,29551
twch_0138,channel_138,Channel 138,en,Just Chatting,668,True,,9284
twch_0139,channel_139,Channel 139,en,Gaming,3690,True,,30204
twch_0140,channel_140,Channel 140,en,Gaming,7244,True,,9599
twch_0141,channel_141,Channel 141,en,Just Chatting,8799,True,,6790
twch_0142,channel_142,Channel 142,en,Music,7789,True,,4752
twch_0143,channel_143,Channel 143,en,Music,5607,True,,14344
twch_0144,channel_144,Channel 144,en,Just Chatting,6415,True,,427
twch_0145,channel_145,Channel 145,en,Music,8159,True,,3012
twch_0146,channel_146,Channel 146,en,Music,262,True,,10031
twch_0147,channel_147,Channel 147,en,Gaming,626,True,,36800
twch_0148,channel_148,Channel 148,en,Music,5902,True,,21218
twch_0149,channel_149,Channel 149,en,Gaming,3368,True,,27558
