id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,is_live
stream_0024,twch_0074,channel_12,Channel 97,game_0050,Game 55,live,49761,2026-04-02T08:07:26Z,en,True,
stream_0025,twch_0118,channel_35,Channel 116,game_0052,Game 127,live,33010,2026-02-25T01:10:48Z,en,True,
stream_0026,twch_0112,channel_130,Channel 46,game_0003,Game 11,live,20443,2026-09-26T21:26:13Z,en,True,
stream_0027,twch_0060,channel_127,Channel 78,game_0075,Game 79,live,30877,2026-10-12T21:29:17Z,en,True,
stream_0028,twch_0093,channel_28,Channel 41,game_0126,Game 101,live,37683,2026-05-16T14:45:04Z,en,True,
stream_0029,twch_0048,channel_32,Channel 73,game_0077,Game 34,live,5885,2026-03-08T04:01:16Z,en,True,
stream_0030,twch_0113,channel_3,Channel 62,game_0079,Game 25,live,10202,2026-09-08T22:00:00Z,en,True,
stream_0031,twch_0113,channel_29,Channel 120,game_0137,Game 103,live,18202,2026-05-02T13:43:40Z,en,True,
stream_0032,twch_0034,channel_105,Channel 149,game_0060,Game 122,live,48610,2026-02-23T19:44:26Z,en,True,
stream_0033,twch_0004,channel_49,Channel 109,game_0082,Game 31,live,45757,2026-06-24T05:11:33Z,en,True,
stream_0034,twch_0028,channel_82,Channel 20,game_0089,Game 22,live,15655,2026-07-09T07:55:11Z,en,True,
stream_0035,twch_0104,channel_44,Channel 7,game_0011,Game 8,live,23424,2026-04-25T13:46:46Z,en,True,
stream_0036,twch_0140,channel_136,Channel 52,game_0040,Game 128,live,7628,2026-06-25T19:57:34Z,en,True,
stream_0037,twch_0100,channel_83,Channel 33,game_0121,Game 19,live,26309,2026-02-05T14:51:12Z,en,True,
stream_0038,twch_0110,channel_109,Channel 50,game_0049,Game 31,live,27857,2026-04-09T02:43:26Z,en,True,
stream_0039,twch_0115,channel_17,Channel 67,game_0030,Game 83,live,17158,2026-04-26T11:51:41Z,en,True,
stream_0040,twch_0125,channel_133,Channel 100,game_0143,Game 128,live,589,2026-04-08T05:31:43Z,en,True,
stream_0041,twch_0057,channel_32,Channel 101,game_0102,Game 48,live,37662,2026-01-07T12:33:51Z,en,True,
stream_0042,twch_0024,channel_33,Channel 67,game_0100,Game 17,live,17622,2026-07-04T19:33:53Z,en,True,
stream_0043,twch_0002,channel_121,Channel 32,game_0056,Game 105,live,3912,2026-07-31T13:53:30Z,en,True,
stream_0044,twch_0063,channel_104,Channel 70,game_0078,Game 135,live,7273,2026-04-08T16:39:13Z,en,True,
stream_0045,twch_0073,channel_105,Channel 27,game_0046,Game 3,live,21538,2026-02-25T13:46:39Z,en,True,
stream_0046,twch_0137,channel_102,Channel 35,game_0034,Game 70,live,31633,2026-08-17T05:34:50Z,en,True,
stream_0047,twch_0033,channel_98,Channel 95,game_0045,Game 13,live,18600,2026-06-29T17:00:16Z,en,True,
stream_0048,twch_0021,channel_62,Channel 131,game_0047,Game 57,live,41732,2026-01-29T11:48:31Z,en,True,
stream_0049,twch_0017,channel_147,Channel 0,game_0123,Game 28,live,1486,2026-06-09T02:04:24Z,en,True,
stream_0050,twch_0077,channel_84,Channel 137,game_0129,Game 97,live,31715,2026-08-09T20:56:54Z,en,True,
stream_0051,twch_0006,channel_26,Channel 26,game_0005,Game 100,live,42511,2026-05-10T05:41:29Z,en,True,
stream_0052,twch_0028,channel_26,Channel 82,game_0091,Game 149,live,28384,2026-06-02T01:24:07Z,en,True,
stream_0053,twch_0106,channel_70,Channel 12,game_0130,Game 45,live,23830,2026-07-10T20:15:56Z,en,True,
stream_0054,twch_0022,channel_0,Channel 111,game_0117,Game 80,live,44765,2026-04-04T11:45:01Z,en,True,
stream_0055,twch_0012,channel_80,Channel 125,game_0071,Game 75,live,12992,2026-08-15T05:26:15Z,en,True,
stream_0056,twch_0046,channel_107,Channel 49,game_0101,Game 92,live,32069,2026-04-19T04:28:49Z,en,True,
stream_0057,twch_0147,channel_118,Channel 110,game_0113,Game 4,live,28125,2026-10-03T05:58:13Z,en,True,
stream_0058,twch_0109,channel_3,Channel 70,game_0061,Game 81,live,37471,2026-03-10T19:23:56Z,en,True,
stream_0059,twch_0090,channel_44,Channel 75,game_0065,Game 29,live,9890,2026-05-24T09:41:15Z,en,True,
stream_0060,twch_0052,channel_37,Channel 82,game_0024,Game 111,live,30901,2026-01-30T13:55:01Z,en,True,
stream_0061,twch_0100,channel_80,Channel 148,game_0095,Game 75,live,39593,2026-02-18T07:06:37Z,en,True,
stream_0062,twch_0041,channel_110,Channel 54,game_0100,Game 8,live,34011,2026-01-11T20:06:23Z,en,True,
stream_0063,twch_0035,channel_52,Channel 74,game_0022,Game 55,live,48568,2026-01-23T05:13:04Z,en,True,
stream_0064,twch_0024,channel_120,Channel 121,game_0099,Game 83,live,4105,2026-06-04T06:06:30Z,en,True,
stream_0065,twch_0087,channel_53,Channel 6,game_0127,Game 107,live,23211,2026-02-11T23:04:02Z,en,True,
stream_0066,twch_0001,channel_88,Channel 53,game_0071,Game 67,live,19067,2026-02-03T13:07:36Z,en,True,
stream_0067,twch_0097,channel_32,Channel 100,game_0010,Game 79,live,32141,2026-03-01T13:07:12Z,en,True,
stream_0068,twch_0059,channel_9,Channel 139,game_0120,Game 126,live,17787,2026-09-17T01:07:30Z,en,True,
stream_0069,twch_0064,channel_71,Channel 72,game_0121,Game 49,live,5086,2026-02-03T17:24:24Z,en,True,
stream_0070,twch_0089,channel_99,Channel 51,game_0005,Game 147,live,28094,2026-01-09T00:05:30Z,en,True,
stream_0071,twch_0062,channel_110,Channel 75,game_0019,Game 74,live,17897,2026-08-29T04:25:45Z,en,True,
stream_0072,twch_0146,channel_16,Channel 125,game_0125,Game 135,live,8572,2026-08-02T14:58:26Z,en,True,
stream_0073,twch_0009,channel_16,Channel 70,game_0098,Game 116,live,23982,2026-03-11T14:08:12Z,en,True,
stream_0074,twch_0030,channel_116,Channel 34,game_0082,Game 51,live,36004,2026-06-21T10:49:36Z,en,True,
stream_0075,twch_0143,channel_21,Channel 56,game_0059,Game 36,live,14919,2026-01-28T19:04:27Z,en,True,
stream_0076,twch_0052,channel_43,Channel 82,game_0001,Game 96,live,43671,2026-05-06T05:57:36Z,en,True,
stream_0077,twch_0112,channel_135,Channel 11,game_0062,Game 64,live,17390,2026-02-11T15:54:22Z,en,True,
stream_0078,twch_0013,channel_68,Channel 19,game_0029,Game 28,live,3470,2026-04-21T19:11:37Z,en,True,
stream_0079,twch_0072,channel_130,Channel 76,game_0065,Game 126,live,4230,2026-05-23T03:55:02Z,en,True,
stream_0080,twch_0077,channel_81,Channel 48,game_0038,Game 122,live,29080,2026-08-17T19:14:25Z,en,True,
stream_0081,twch_0035,channel_76,Channel 125,game_0084,Game 46,live,22371,2026-02-19T10:27:38Z,en,True,
stream_0082,twch_0149,channel_34,Channel 112,game_0136,Game 7,live,1441,2026-06-20T20:04:15Z,en,True,
stream_0083,twch_0141,channel_48,Channel 52,game_0038,Game 128,live,41240,2026-08-10T21:29:09Z,en,True,
stream_0084,twch_0139,channel_86,Channel 95,game_0024,Game 104,live,28152,2026-01-31T12:52:07Z,en,True,
stream_0085,twch_0109,channel_68,Channel 59,game_0065,Game 117,live,24052,2026-03-14T22:37:58Z,en,True,
stream_0086,twch_0054,channel_64,Channel 23,game_0136,Game 114,live,23758,2026-08-16T19:37:42Z,en,True,
stream_0087,twch_0124,channel_125,Channel 103,game_0086,Game 144,live,34102,2026-04-25T03:59:51Z,en,True,
stream_0088,twch_0133,channel_39,Channel 25,game_0031,Game 100,live,18847,2026-04-29T13:42:48Z,en,True,
stream_0089,twch_0045,channel_97,Channel 82,game_0060,Game 5,live,19599,2026-05-25T02:34:34Z,en,True,
stream_0090,twch_0084,channel_141,Channel 84,game_0029,Game 25,live,20363,2026-04-15T18:34:12Z,en,True,
stream_0091,twch_0027,channel_24,Channel 109,game_0120,Game 90,live,15049,2026-06-06T11:31:16Z,en,True,
stream_0092,twch_0017,channel_42,Channel 47,game_0012,Game 124,live,14278,2026-05-14T19:20:00Z,en,True,
stream_0093,twch_0134,channel_0,Channel 82,game_0133,Game 37,live,30106,2026-08-23T21:36:25Z,en,True,
stream_0094,twch_0115,channel_134,Channel 148,game_0043,Game 118,live,7512,2026-05-12T20:05:17Z,en,True,
stream_0095,twch_0118,channel_108,Channel 67,game_0064,Game 55,live,31116,2026-09-20T21:59:24Z,en,True,
stream_0096,twch_0111,channel_78,Channel 33,game_0054,Game 103,live,12047,2026-03-25T01:39:56Z,en,True,
stream_0097,twch_0062,channel_74,Channel 17,game_0116,Game 128,live,49565,2026-05-30T20:06:56Z,en,True,
stream_0098,twch_0120,channel_37,Channel 69,game_0011,Game 17,live,41859,2026-02-17T21:05:51Z,en,True,
stream_0099,twch_0091,channel_59,Channel 63,game_0122,Game 133,live,9793,2026-03-19T09:06:19Z,en,True,
stream_0100,twch_0090,channel_45,Channel 67,game_0119,Game 102,live,34362,2026-06-15T07:52:09Z,en,True,
stream_0101,twch_0141,channel_102,Channel 103,game_0025,Game 41,live,2606,2026-06-06T10:05:22Z,en,True,
stream_0102,twch_0053,channel_33,Channel 149,game_0057,Game 140,live,1193,2026-09-27T18:31:01Z,en,True,
stream_0103,twch_0019,channel_58,Channel 14,game_0053,Game 43,live,37209,2026-09-11T12:16:27Z,en,True,
stream_0104,twch_0106,channel_144,Channel 124,game_0038,Game 37,live,5789,2026-03-26T09:26:54Z,en,True,
stream_0105,twch_0069,channel_32,Channel 106,game_0073,Game 112,live,30934,2026-01-12T19:46:58Z,en,True,
stream_0106,twch_0017,channel_16,Channel 117,game_0033,Game 81,live,29331,2026-08-03T17:08:56Z,en,True,
stream_0107,twch_0141,channel_52,Channel 66,game_0066,Game 139,live,44056,2026-09-19T17:26:34Z,en,True,
stream_0108,twch_0124,channel_141,Channel 94,game_0071,Game 38,live,16677,2026-09-23T16:04:33Z,en,True,
stream_0109,twch_0010,channel_88,Channel 109,game_0114,Game 111,live,25001,2026-09-05T10:36:27Z,en,True,
stream_0110,twch_0080,channel_28,Channel 23,game_0144,Game 12,live,16260,2026-08-12T09:07:23Z,en,True,
stream_0111,twch_0017,channel_127,Channel 57,game_0059,Game 127,live,13709,2026-08-05T13:52:07Z,en,True,
stream_0112,twch_0123,channel_55,Channel 88,game_0024,Game 52,live,21817,2026-05-09T06:19:13Z,en,True,
stream_0113,twch_0143,channel_140,Channel 7,game_0098,Game 93,live,25838,2026-03-01T13:28:51Z,en,True,
stream_0114,twch_0002,channel_80,Channel 35,game_0041,Game 53,live,29246,2026-03-04T08:20:59Z,en,True,
stream_0115,twch_0131,channel_32,Channel 105,game_0096,Game 22,live,35577,2026-07-22T13:13:19Z,en,True,
stream_0116,twch_0108,channel_140,Channel 90,game_0012,Game 80,live,33180,2026-02-19T22:40:22Z,en,True,
stream_0117,twch_0037,channel_66,Channel 23,game_0111,Game 44,live,17344,2026-01-29T10:38:21Z,en,True,
stream_0118,twch_0015,channel_114,Channel 98,game_0040,Game 8,live,30522,2026-09-27T21:19:59Z,en,True,
stream_0119,twch_0054,channel_101,Channel 39,game_0013,Game 122,live,35812,2026-04-15T14:20:04Z,en,True,
stream_0120,twch_0052,channel_44,Channel 147,game_0109,Game 142,live,22792,2026-06-01T14:25:27Z,en,True,
stream_0121,twch_0005,channel_45,Channel 146,game_0134,Game 91,live,12442,2026-03-28T11:49:20Z,en,True,
stream_0122,twch_0011,channel_25,Channel 65,game_0024,Game 63,live,33063,2026-03-07T14:16:23Z,en,True,
stream_0123,twch_0091,channel_25,Channel 101,game_0039,Game 105,live,4283,2026-03-22T10:50:22Z,en,True,
stream_0124,twch_0010,channel_93,Channel 99,game_0087,Game 24,live,44163,2026-09-22T15:34:24Z,en,True,
stream_0125,twch_0132,channel_55,Channel 6,game_0006,Game 67,live,38872,2026-08-25T11:21:15Z,en,True,
stream_0126,twch_0075,channel_59,Channel 12,game_0142,Game 67,live,41696,2026-08-29T20:40:56Z,en,True,
stream_0127,twch_0068,channel_127,Channel 41,game_0015,Game 64,live,36483,2026-08-30T15:53:25Z,en,True,
stream_0128,twch_0004,channel_58,Channel 90,game_0040,Game 111,live,851,2026-02-20T11:49:39Z,en,True,
stream_0129,twch_0026,channel_34,Channel 59,game_0044,Game 64,live,16345,2026-08-22T23:25:45Z,en,True,
stream_0130,twch_0039,channel_100,Channel 40,game_0030,Game 12,live,47166,2026-09-21T23:15:47Z,en,True,
stream_0131,twch_0144,channel_135,Channel 125,game_0005,Game 24,live,17552,2026-05-05T18:16:11Z,en,True,
stream_0132,twch_0048,channel_68,Channel 106,game_0102,Game 15,live,18222,2026-09-18T15:50:19Z,en,True,
stream_0133,twch_0029,channel_149,Channel 98,game_0004,Game 36,live,12844,2026-03-21T07:39:23Z,en,True,
stream_0134,twch_0142,channel_15,Channel 138,game_0013,Game 91,live,14536,2026-06-26T21:43:32Z,en,True,
stream_0135,twch_0064,channel_141,Channel 20,game_0136,Game 20,live,4460,2026-07-08T07:40:14Z,en,True,
stream_0136,twch_0093,channel_41,Channel 123,game_0097,Game 17,live,38731,2026-04-23T09:25:04Z,en,True,
stream_0137,twch_0017,channel_122,Channel 110,game_0058,Game 120,live,45304,2026-05-21T10:50:32Z,en,True,
stream_0138,twch_0037,channel_138,Channel 23,game_0095,Game 98,live,19365,2026-04-02T04:02:37Z,en,True,
stream_0139,twch_0064,channel_146,Channel 37,game_0037,Game 134,live,14514,2026-02-19T16:35:52Z,en,True,
stream_0140,twch_0029,channel_101,Channel 4,game_0061,Game 12,live,32015,2026-03-06T18:57:55Z,en,True,
stream_0141,twch_0003,channel_46,Channel 40,game_0133,Game 60,live,46409,2026-01-24T23:43:28Z,en,True,
stream_0142,twch_0122,channel_148,Channel 13,game_0131,Game 91,live,49801,2026-04-29T12:38:25Z,en,True,
stream_0143,twch_0076,channel_22,Channel 38,game_0052,Game 28,live,97,2026-07-01T04:23:59Z,en,True,
stream_0144,twch_0073,channel_65,Channel 142,game_0039,Game 62,live,43052,2026-06-30T12:57:58Z,en,True,
stream_0145,twch_0006,channel_138,Channel 9,game_0007,Game 15,live,48309,2026-06-13T10:03:31Z,en,True,
stream_0146,twch_0061,channel_132,Channel 133,game_0145,Game 93,live,40163,2026-02-11T06:24:00Z,en,True,
stream_0147,twch_0085,channel_69,Channel 113,game_0133,Game 87,live,28818,2026-09-15T05:10:49Z,en,True,
stream_0148,twch_0078,channel_27,Channel 49,game_0079,Game 29,live,14977,2026-09-29T23:32:54Z,en,True,
stream_0149,twch_0134,channel_62,Channel 129,game_0064,Game 120,live,12962,2026-06-06T11:07:45Z,en,True,
