media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
201188,430,106,261,126,65,248,209
201199,237,67,431,224,424,57,218
201210,153,77,19,161,29,67,483
201221,432,305,431,313,242,95,388
201232,196,3,306,398,101,107,484
201243,227,24,266,119,75,432,385
201254,83,420,228,53,371,66,90
201265,429,483,136,196,141,276,451
201276,190,487,402,410,432,0,237
201287,371,316,351,256,297,92,141
201298,394,122,98,74,89,414,435
201309,101,427,57,223,35,230,356
201320,165,109,356,344,246,464,94
201331,219,493,214,425,8,49,313
201342,213,346,38,58,320,419,27
201353,446,38,100,74,263,111,87
201364,459,499,154,469,1,168,477
201375,210,283,277,64,346,245,129
201386,82,281,308,367,332,326,439
201397,164,31,475,310,8,5,130
201408,283,252,72,339,367,20,270
201419,297,329,131,148,2,28,467
201430,375,442,477,412,470,171,314
201441,205,204,449,436,317,465,39
201452,71,314,33,328,336,120,326
201463,255,195,76,21,305,52,449
201474,144,450,255,451,121,336,180
201485,377,430,92,82,4,334,226
201496,232,322,229,128,389,222,480
201507,196,438,411,388,437,224,21
201518,482,154,465,81,116,225,29
201529,442,46,150,453,175,217,440
201540,227,474,312,244,394,322,324
201551,146,61,413,227,399,363,451
201562,159,64,481,332,429,32,32
201573,34,183,165,270,227,362,101
201584,374,328,390,164,494,199,346
201595,127,199,135,452,362,445,336
201606,381,162,214,68,224,74,50
201617,37,206,97,488,28,51,228
201628,98,302,94,408,456,157,381
201639,88,180,457,392,132,321,86
201650,14,115,20,371,276,53,231
201661,274,466,38,452,5,76,154
201672,495,257,345,217,474,44,4
201683,140,261,378,438,47,282,343
201694,58,303,398,467,432,195,453
201705,79,107,227,150,3,207,245
201716,121,269,109,20,285,482,184
201727,440,10,157,303,132,288,397
201738,234,344,194,425,25,302,174
201749,198,432,1,403,49,139,274
201760,53,240,40,359,257,426,201
201771,184,309,239,17,84,493,347
201782,298,9,433,336,354,77,366
201793,75,367,61,142,16,64,344
201804,394,124,290,413,392,427,59
201815,94,261,366,253,208,451,2
201826,90,43,50,376,26,187,371
201837,336,406,327,468,349,158,281
201848,297,135,281,197,347,92,398
201859,378,206,197,111,283,308,165
201870,175,418,466,258,49,404,224
201881,435,111,47,382,16,8,69
201892,454,2,161,84,249,106,322
201903,351,58,299,160,288,263,9
201914,202,236,372,136,194,243,53
201925,200,234,78,309,49,447,25
201936,421,497,69,340,394,398,94
201947,7,475,56,433,106,10,300
201958,112,119,339,76,150,2,276
201969,106,454,343,35,346,198,269
201980,94,429,388,398,193,440,181
201991,220,218,43,30,422,229,182
202002,318,407,92,209,396,318,233
202013,397,216,276,185,289,191,314
202024,258,234,445,64,57,20,376
202035,201,279,246,386,460,111,143
202046,30,166,423,441,317,98,44
202057,322,353,270,98,178,221,147
202068,422,291,496,449,237,441,81
202079,242,2,108,322,162,186,50
202090,363,254,456,470,215,261,444
202101,331,140,481,148,21,183,284
202112,206,250,159,314,198,484,215
202123,31,409,98,6,165,156,231
202134,229,242,165,115,299,391,48
202145,434,388,442,74,470,184,140
202156,449,388,183,233,88,254,49
202167,75,436,244,57,202,139,425
202178,291,163,234,284,224,228,443
202189,146,477,132,456,386,271,263
202200,350,432,214,499,20,414,1
202211,381,488,391,233,452,5,425
202222,311,188,102,56,356,367,487
202233,122,8,42,304,58,393,453
202244,39,396,2,325,265,391,126
202255,116,147,314,496,242,441,65
202266,207,292,1,366,335,96,55
202277,409,446,56,466,169,286,200
202288,450,483,459,377,169,314,397
202299,176,6,47,87,80,105,97
202310,420,284,413,445,290,289,494
202321,64,398,290,11,333,410,238
202332,50,454,316,4,405,321,282
202343,76,46,255,254,411,220,260
202354,492,138,308,6,86,367,442
202365,59,50,479,376,214,333,146
202376,303,351,60,174,243,382,430
202387,424,349,115,336,66,223,243
202398,183,427,419,430,342,461,293
202409,338,126,84,264,11,29,341
202420,432,127,452,358,472,149,301
202431,313,176,105,413,400,111,362
202442,111,120,288,306,424,33,398
202453,212,377,398,357,104,260,226
202464,30,455,289,284,390,351,161
202475,169,34,400,258,285,48,170
202486,222,408,396,461,128,32,457
202497,235,323,179,464,260,56,22
202508,164,413,36,480,106,94,84
202519,200,14,405,288,222,159,217
202530,295,376,379,384,459,205,167
202541,191,262,426,452,293,209,277
202552,127,354,471,45,367,471,162
202563,433,110,325,115,482,5,171
202574,306,157,325,55,61,5,183
202585,323,30,135,401,422,185,394
202596,108,189,106,232,217,55,276
202607,105,271,242,66,448,290,224
202618,199,4,360,495,349,302,203
202629,205,135,43,479,242,481,147
202640,256,336,493,89,346,390,438
202651,433,94,410,125,387,144,481
202662,67,11,62,368,53,462,146
202673,149,217,126,253,361,348,339
202684,496,198,240,89,307,422,379
202695,207,152,252,315,364,231,457
202706,76,189,97,393,136,389,472
202717,284,193,354,475,312,141,125
202728,497,217,274,353,357,209,303
202739,266,363,436,31,461,264,311
202750,173,39,45,273,317,427,471
202761,426,289,182,327,123,396,393
202772,401,262,355,341,116,325,500
202783,357,338,401,239,141,80,135
202794,355,215,442,30,346,329,482
202805,376,108,379,431,153,180,127
202816,94,169,198,111,56,136,266
202827,349,400,467,313,33,122,314
202838,340,43,367,281,247,423,173
202849,233,171,171,281,200,458,438
202860,312,90,100,393,1,454,317
202871,186,420,455,129,217,16,458
202882,138,32,168,404,496,344,339
202893,110,126,408,259,430,41,392
202904,459,113,373,158,69,69,116
202915,421,23,478,418,125,92,17
202926,309,465,352,214,21,214,108
202937,128,123,107,140,34,114,5
202948,13,333,352,122,287,237,22
202959,67,492,137,70,447,330,325
202970,246,185,353,378,53,246,359
202981,294,189,48,152,76,451,364
202992,83,353,111,58,367,489,50
203003,370,119,11,100,14,226,194
203014,13,418,226,477,107,105,74
203025,29,384,71,182,154,99,329
203036,325,37,305,222,188,237,200
203047,171,140,424,393,447,112,17
203058,325,159,429,479,308,479,144
203069,60,271,84,204,159,208,463
203080,462,218,479,406,476,444,188
203091,114,0,71,20,368,112,494
203102,121,86,191,37,472,168,284
203113,418,236,178,43,259,311,120
203124,345,396,403,161,64,6,270
203135,59,119,195,226,14,2,471
203146,348,496,334,99,301,202,447
203157,274,249,450,224,459,337,411
203168,489,160,456,377,140,406,303
203179,385,129,329,364,132,337,87
203190,297,137,355,12,387,116,452
203201,16,412,264,121,311,306,375
203212,433,94,266,495,228,178,493
203223,150,107,458,51,99,375,381
203234,128,352,383,83,271,196,383
203245,423,371,304,399,488,260,210
203256,185,29,389,372,193,397,242
203267,472,382,159,405,470,194,367
203278,41,492,117,393,463,110,303
203289,297,209,67,292,78,116,394
203300,149,249,113,256,352,24,259
203311,453,254,294,443,177,417,238
203322,282,82,346,464,243,280,218
203333,159,83,500,122,287,390,76
203344,243,85,58,181,467,357,141
203355,352,199,19,231,333,220,55
203366,448,404,303,300,462,359,296
203377,488,121,248,457,354,492,337
203388,209,318,459,267,350,414,390
203399,3,132,245,12,331,403,192
203410,371,292,408,314,140,221,33
203421,472,171,189,443,46,48,348
203432,194,129,11,168,100,220,387
203443,378,481,76,126,38,370,474
203454,113,44,123,364,110,316,231
