page_id,property_name,property_type,value
page-kiln-log-020,PeakTempC,number,1290
page-kiln-log-020,Atmosphere,select,reduction
page-kiln-log-020,HoldMinutes,number,45
page-kiln-log-020,Status,select,complete
page-kiln-log-021,Cone,number,10
page-kiln-log-021,PeakTempC,number,1290
page-kiln-log-021,Atmosphere,select,reduction
page-kiln-log-021,HoldMinutes,number,45
page-kiln-log-021,Status,select,complete
page-kiln-log-022,Cone,number,10
page-kiln-log-022,PeakTempC,number,1290
page-kiln-log-022,Atmosphere,select,reduction
page-kiln-log-022,HoldMinutes,number,45
page-kiln-log-022,Status,select,complete
page-kiln-log-023,Cone,number,10
page-kiln-log-023,PeakTempC,number,1290
page-kiln-log-023,Atmosphere,select,reduction
page-kiln-log-023,HoldMinutes,number,45
page-kiln-log-023,Status,select,complete
page-kiln-log-024,Cone,number,10
page-kiln-log-024,PeakTempC,number,1290
page-kiln-log-024,Atmosphere,select,reduction
page-kiln-log-024,HoldMinutes,number,45
page-kiln-log-024,Status,select,complete
page-kiln-log-025,Cone,number,10
page-kiln-log-025,PeakTempC,number,1290
page-kiln-log-025,Atmosphere,select,reduction
page-kiln-log-025,HoldMinutes,number,45
page-kiln-log-025,Status,select,complete
page-kiln-log-026,Cone,number,10
page-kiln-log-026,PeakTempC,number,1290
page-kiln-log-026,Atmosphere,select,reduction
page-kiln-log-026,HoldMinutes,number,45
page-kiln-log-026,Status,select,complete
