campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
mailchimp_reports_1027,user27@mailchimp.example,3077,unique_opens_27,open_rate_27,4729,unique_clicks_27,click_rate_27,unsubscribed_27,bounces_27
mailchimp_reports_1028,user28@mailchimp.example,3970,unique_opens_28,open_rate_28,918,unique_clicks_28,click_rate_28,unsubscribed_28,bounces_28
mailchimp_reports_1029,user29@mailchimp.example,4508,unique_opens_29,open_rate_29,1100,unique_clicks_29,click_rate_29,unsubscribed_29,bounces_29
mailchimp_reports_1030,user30@mailchimp.example,4890,unique_opens_30,open_rate_30,123,unique_clicks_30,click_rate_30,unsubscribed_30,bounces_30
mailchimp_reports_1031,user31@mailchimp.example,2278,unique_opens_31,open_rate_31,4624,unique_clicks_31,click_rate_31,unsubscribed_31,bounces_31
mailchimp_reports_1032,user32@mailchimp.example,1406,unique_opens_32,open_rate_32,3775,unique_clicks_32,click_rate_32,unsubscribed_32,bounces_32
mailchimp_reports_1033,user33@mailchimp.example,1456,unique_opens_33,open_rate_33,180,unique_clicks_33,click_rate_33,unsubscribed_33,bounces_33
mailchimp_reports_1034,user34@mailchimp.example,2430,unique_opens_34,open_rate_34,4680,unique_clicks_34,click_rate_34,unsubscribed_34,bounces_34
mailchimp_reports_1035,user35@mailchimp.example,550,unique_opens_35,open_rate_35,2217,unique_clicks_35,click_rate_35,unsubscribed_35,bounces_35
mailchimp_reports_1036,user36@mailchimp.example,32,unique_opens_36,open_rate_36,2861,unique_clicks_36,click_rate_36,unsubscribed_36,bounces_36
mailchimp_reports_1037,user37@mailchimp.example,2265,unique_opens_37,open_rate_37,2894,unique_clicks_37,click_rate_37,unsubscribed_37,bounces_37
mailchimp_reports_1038,user38@mailchimp.example,1463,unique_opens_38,open_rate_38,2940,unique_clicks_38,click_rate_38,unsubscribed_38,bounces_38
mailchimp_reports_1039,user39@mailchimp.example,1715,unique_opens_39,open_rate_39,2112,unique_clicks_39,click_rate_39,unsubscribed_39,bounces_39
mailchimp_reports_1040,user40@mailchimp.example,4696,unique_opens_40,open_rate_40,807,unique_clicks_40,click_rate_40,unsubscribed_40,bounces_40
mailchimp_reports_1041,user41@mailchimp.example,1220,unique_opens_41,open_rate_41,4463,unique_clicks_41,click_rate_41,unsubscribed_41,bounces_41
mailchimp_reports_1042,user42@mailchimp.example,3764,unique_opens_42,open_rate_42,2243,unique_clicks_42,click_rate_42,unsubscribed_42,bounces_42
mailchimp_reports_1043,user43@mailchimp.example,1517,unique_opens_43,open_rate_43,4464,unique_clicks_43,click_rate_43,unsubscribed_43,bounces_43
mailchimp_reports_1044,user44@mailchimp.example,129,unique_opens_44,open_rate_44,3379,unique_clicks_44,click_rate_44,unsubscribed_44,bounces_44
mailchimp_reports_1045,user45@mailchimp.example,3157,unique_opens_45,open_rate_45,2533,unique_clicks_45,click_rate_45,unsubscribed_45,bounces_45
mailchimp_reports_1046,user46@mailchimp.example,2236,unique_opens_46,open_rate_46,1488,unique_clicks_46,click_rate_46,unsubscribed_46,bounces_46
mailchimp_reports_1047,user47@mailchimp.example,3834,unique_opens_47,open_rate_47,750,unique_clicks_47,click_rate_47,unsubscribed_47,bounces_47
mailchimp_reports_1048,user48@mailchimp.example,4917,unique_opens_48,open_rate_48,2276,unique_clicks_48,click_rate_48,unsubscribed_48,bounces_48
mailchimp_reports_1049,user49@mailchimp.example,4285,unique_opens_49,open_rate_49,4653,unique_clicks_49,click_rate_49,unsubscribed_49,bounces_49
mailchimp_reports_1050,user50@mailchimp.example,1723,unique_opens_50,open_rate_50,4018,unique_clicks_50,click_rate_50,unsubscribed_50,bounces_50
mailchimp_reports_1051,user51@mailchimp.example,691,unique_opens_51,open_rate_51,1271,unique_clicks_51,click_rate_51,unsubscribed_51,bounces_51
mailchimp_reports_1052,user52@mailchimp.example,3713,unique_opens_52,open_rate_52,908,unique_clicks_52,click_rate_52,unsubscribed_52,bounces_52
mailchimp_reports_1053,user53@mailchimp.example,4004,unique_opens_53,open_rate_53,3140,unique_clicks_53,click_rate_53,unsubscribed_53,bounces_53
mailchimp_reports_1054,user54@mailchimp.example,4427,unique_opens_54,open_rate_54,4797,unique_clicks_54,click_rate_54,unsubscribed_54,bounces_54
mailchimp_reports_1055,user55@mailchimp.example,2313,unique_opens_55,open_rate_55,3591,unique_clicks_55,click_rate_55,unsubscribed_55,bounces_55
mailchimp_reports_1056,user56@mailchimp.example,985,unique_opens_56,open_rate_56,3862,unique_clicks_56,click_rate_56,unsubscribed_56,bounces_56
mailchimp_reports_1057,user57@mailchimp.example,1974,unique_opens_57,open_rate_57,104,unique_clicks_57,click_rate_57,unsubscribed_57,bounces_57
mailchimp_reports_1058,user58@mailchimp.example,2873,unique_opens_58,open_rate_58,1779,unique_clicks_58,click_rate_58,unsubscribed_58,bounces_58
mailchimp_reports_1059,user59@mailchimp.example,4048,unique_opens_59,open_rate_59,3839,unique_clicks_59,click_rate_59,unsubscribed_59,bounces_59
mailchimp_reports_1060,user60@mailchimp.example,3232,unique_opens_60,open_rate_60,3198,unique_clicks_60,click_rate_60,unsubscribed_60,bounces_60
mailchimp_reports_1061,user61@mailchimp.example,983,unique_opens_61,open_rate_61,998,unique_clicks_61,click_rate_61,unsubscribed_61,bounces_61
mailchimp_reports_1062,user62@mailchimp.example,860,unique_opens_62,open_rate_62,1179,unique_clicks_62,click_rate_62,unsubscribed_62,bounces_62
mailchimp_reports_1063,user63@mailchimp.example,2760,unique_opens_63,open_rate_63,2466,unique_clicks_63,click_rate_63,unsubscribed_63,bounces_63
mailchimp_reports_1064,user64@mailchimp.example,1565,unique_opens_64,open_rate_64,4406,unique_clicks_64,click_rate_64,unsubscribed_64,bounces_64
mailchimp_reports_1065,user65@mailchimp.example,4660,unique_opens_65,open_rate_65,4810,unique_clicks_65,click_rate_65,unsubscribed_65,bounces_65
mailchimp_reports_1066,user66@mailchimp.example,1246,unique_opens_66,open_rate_66,816,unique_clicks_66,click_rate_66,unsubscribed_66,bounces_66
mailchimp_reports_1067,user67@mailchimp.example,2522,unique_opens_67,open_rate_67,537,unique_clicks_67,click_rate_67,unsubscribed_67,bounces_67
mailchimp_reports_1068,user68@mailchimp.example,3004,unique_opens_68,open_rate_68,2190,unique_clicks_68,click_rate_68,unsubscribed_68,bounces_68
mailchimp_reports_1069,user69@mailchimp.example,3954,unique_opens_69,open_rate_69,3276,unique_clicks_69,click_rate_69,unsubscribed_69,bounces_69
mailchimp_reports_1070,user70@mailchimp.example,3198,unique_opens_70,open_rate_70,2698,unique_clicks_70,click_rate_70,unsubscribed_70,bounces_70
mailchimp_reports_1071,user71@mailchimp.example,932,unique_opens_71,open_rate_71,4400,unique_clicks_71,click_rate_71,unsubscribed_71,bounces_71
mailchimp_reports_1072,user72@mailchimp.example,2864,unique_opens_72,open_rate_72,3666,unique_clicks_72,click_rate_72,unsubscribed_72,bounces_72
mailchimp_reports_1073,user73@mailchimp.example,4426,unique_opens_73,open_rate_73,2542,unique_clicks_73,click_rate_73,unsubscribed_73,bounces_73
mailchimp_reports_1074,user74@mailchimp.example,4711,unique_opens_74,open_rate_74,3217,unique_clicks_74,click_rate_74,unsubscribed_74,bounces_74
mailchimp_reports_1075,user75@mailchimp.example,2979,unique_opens_75,open_rate_75,899,unique_clicks_75,click_rate_75,unsubscribed_75,bounces_75
mailchimp_reports_1076,user76@mailchimp.example,1445,unique_opens_76,open_rate_76,4102,unique_clicks_76,click_rate_76,unsubscribed_76,bounces_76
mailchimp_reports_1077,user77@mailchimp.example,4217,unique_opens_77,open_rate_77,1685,unique_clicks_77,click_rate_77,unsubscribed_77,bounces_77
mailchimp_reports_1078,user78@mailchimp.example,4954,unique_opens_78,open_rate_78,2932,unique_clicks_78,click_rate_78,unsubscribed_78,bounces_78
mailchimp_reports_1079,user79@mailchimp.example,3468,unique_opens_79,open_rate_79,2854,unique_clicks_79,click_rate_79,unsubscribed_79,bounces_79
mailchimp_reports_1080,user80@mailchimp.example,2732,unique_opens_80,open_rate_80,3962,unique_clicks_80,click_rate_80,unsubscribed_80,bounces_80
mailchimp_reports_1081,user81@mailchimp.example,2088,unique_opens_81,open_rate_81,2055,unique_clicks_81,click_rate_81,unsubscribed_81,bounces_81
mailchimp_reports_1082,user82@mailchimp.example,1030,unique_opens_82,open_rate_82,1589,unique_clicks_82,click_rate_82,unsubscribed_82,bounces_82
mailchimp_reports_1083,user83@mailchimp.example,2700,unique_opens_83,open_rate_83,3323,unique_clicks_83,click_rate_83,unsubscribed_83,bounces_83
mailchimp_reports_1084,user84@mailchimp.example,995,unique_opens_84,open_rate_84,2255,unique_clicks_84,click_rate_84,unsubscribed_84,bounces_84
mailchimp_reports_1085,user85@mailchimp.example,2285,unique_opens_85,open_rate_85,187,unique_clicks_85,click_rate_85,unsubscribed_85,bounces_85
mailchimp_reports_1086,user86@mailchimp.example,386,unique_opens_86,open_rate_86,3796,unique_clicks_86,click_rate_86,unsubscribed_86,bounces_86
mailchimp_reports_1087,user87@mailchimp.example,2206,unique_opens_87,open_rate_87,1069,unique_clicks_87,click_rate_87,unsubscribed_87,bounces_87
mailchimp_reports_1088,user88@mailchimp.example,3447,unique_opens_88,open_rate_88,1752,unique_clicks_88,click_rate_88,unsubscribed_88,bounces_88
mailchimp_reports_1089,user89@mailchimp.example,2525,unique_opens_89,open_rate_89,635,unique_clicks_89,click_rate_89,unsubscribed_89,bounces_89
mailchimp_reports_1090,user90@mailchimp.example,2298,unique_opens_90,open_rate_90,278,unique_clicks_90,click_rate_90,unsubscribed_90,bounces_90
mailchimp_reports_1091,user91@mailchimp.example,3757,unique_opens_91,open_rate_91,2258,unique_clicks_91,click_rate_91,unsubscribed_91,bounces_91
mailchimp_reports_1092,user92@mailchimp.example,683,unique_opens_92,open_rate_92,3089,unique_clicks_92,click_rate_92,unsubscribed_92,bounces_92
mailchimp_reports_1093,user93@mailchimp.example,4109,unique_opens_93,open_rate_93,980,unique_clicks_93,click_rate_93,unsubscribed_93,bounces_93
mailchimp_reports_1094,user94@mailchimp.example,2591,unique_opens_94,open_rate_94,1098,unique_clicks_94,click_rate_94,unsubscribed_94,bounces_94
mailchimp_reports_1095,user95@mailchimp.example,3849,unique_opens_95,open_rate_95,1846,unique_clicks_95,click_rate_95,unsubscribed_95,bounces_95
mailchimp_reports_1096,user96@mailchimp.example,2239,unique_opens_96,open_rate_96,1136,unique_clicks_96,click_rate_96,unsubscribed_96,bounces_96
mailchimp_reports_1097,user97@mailchimp.example,1699,unique_opens_97,open_rate_97,412,unique_clicks_97,click_rate_97,unsubscribed_97,bounces_97
mailchimp_reports_1098,user98@mailchimp.example,1742,unique_opens_98,open_rate_98,4692,unique_clicks_98,click_rate_98,unsubscribed_98,bounces_98
mailchimp_reports_1099,user99@mailchimp.example,122,unique_opens_99,open_rate_99,3978,unique_clicks_99,click_rate_99,unsubscribed_99,bounces_99
