id,name,label,status,sign_on_mode,created
0oa31app,app_31,Cafeteria POS 31,ACTIVE,SAML_2_0,2023-02-10T08:00:00.000Z
0oa32app,app_32,Sign In Kiosk 32,ACTIVE,SAML_2_0,2023-02-11T08:00:00.000Z
0oa33app,app_33,Bus Tracker 33,ACTIVE,SAML_2_0,2023-02-12T08:00:00.000Z
0oa34app,app_34,Grade Book 34,ACTIVE,OPENID_CONNECT,2023-02-13T08:00:00.000Z
0oa35app,app_35,Attendance Portal 35,ACTIVE,SAML_2_0,2023-02-14T08:00:00.000Z
0oa36app,app_36,PD Registration 36,ACTIVE,OPENID_CONNECT,2023-02-15T08:00:00.000Z
0oa37app,app_37,Facilities Booking 37,ACTIVE,SAML_2_0,2023-02-16T08:00:00.000Z
0oa38app,app_38,Help Desk 38,ACTIVE,SAML_2_0,2023-02-17T08:00:00.000Z
0oa39app,app_39,Newsletter Tool 39,ACTIVE,OPENID_CONNECT,2023-02-18T08:00:00.000Z
0oa40app,app_40,Survey Tool 40,ACTIVE,OPENID_CONNECT,2023-02-19T08:00:00.000Z
0oa41app,app_41,Field Trip Portal 41,ACTIVE,OPENID_CONNECT,2023-02-20T08:00:00.000Z
0oa42app,app_42,Wellness Hub 42,ACTIVE,OPENID_CONNECT,2023-02-21T08:00:00.000Z
0oa43app,app_43,Equity Dashboard 43,ACTIVE,OPENID_CONNECT,2023-02-22T08:00:00.000Z
0oa44app,app_44,Timetable Builder 44,ACTIVE,OPENID_CONNECT,2023-02-23T08:00:00.000Z
0oa45app,app_45,Library System 45,ACTIVE,SAML_2_0,2023-02-24T08:00:00.000Z
0oa46app,app_46,Cafeteria POS 46,ACTIVE,OPENID_CONNECT,2023-02-25T08:00:00.000Z
0oa47app,app_47,Sign In Kiosk 47,ACTIVE,SAML_2_0,2023-02-26T08:00:00.000Z
0oa48app,app_48,Bus Tracker 48,ACTIVE,SAML_2_0,2023-02-27T08:00:00.000Z
0oa49app,app_49,Grade Book 49,ACTIVE,SAML_2_0,2023-02-28T08:00:00.000Z
0oa50app,app_50,Attendance Portal 50,ACTIVE,SAML_2_0,2023-03-01T08:00:00.000Z
0oa51app,app_51,PD Registration 51,ACTIVE,SAML_2_0,2023-03-02T08:00:00.000Z
0oa52app,app_52,Facilities Booking 52,ACTIVE,SAML_2_0,2023-03-03T08:00:00.000Z
0oa53app,app_53,Help Desk 53,ACTIVE,OPENID_CONNECT,2023-03-04T08:00:00.000Z
0oa54app,app_54,Newsletter Tool 54,ACTIVE,SAML_2_0,2023-03-05T08:00:00.000Z
0oa55app,app_55,Survey Tool 55,ACTIVE,SAML_2_0,2023-03-06T08:00:00.000Z
0oa56app,app_56,Field Trip Portal 56,ACTIVE,SAML_2_0,2023-03-07T08:00:00.000Z
0oa57app,app_57,Wellness Hub 57,ACTIVE,OPENID_CONNECT,2023-03-08T08:00:00.000Z
0oa58app,app_58,Equity Dashboard 58,ACTIVE,SAML_2_0,2023-03-09T08:00:00.000Z
0oa59app,app_59,Timetable Builder 59,ACTIVE,OPENID_CONNECT,2023-03-10T08:00:00.000Z
0oa60app,app_60,Library System 60,ACTIVE,OPENID_CONNECT,2023-03-11T08:00:00.000Z
0oa61app,app_61,Cafeteria POS 61,ACTIVE,OPENID_CONNECT,2023-03-12T08:00:00.000Z
0oa62app,app_62,Sign In Kiosk 62,ACTIVE,SAML_2_0,2023-03-13T08:00:00.000Z
0oa63app,app_63,Bus Tracker 63,ACTIVE,OPENID_CONNECT,2023-03-14T08:00:00.000Z
0oa64app,app_64,Grade Book 64,ACTIVE,OPENID_CONNECT,2023-03-15T08:00:00.000Z
0oa65app,app_65,Attendance Portal 65,ACTIVE,SAML_2_0,2023-03-16T08:00:00.000Z
0oa66app,app_66,PD Registration 66,ACTIVE,SAML_2_0,2023-03-17T08:00:00.000Z
0oa67app,app_67,Facilities Booking 67,ACTIVE,OPENID_CONNECT,2023-03-18T08:00:00.000Z
0oa68app,app_68,Help Desk 68,ACTIVE,OPENID_CONNECT,2023-03-19T08:00:00.000Z
0oa69app,app_69,Newsletter Tool 69,ACTIVE,SAML_2_0,2023-03-20T08:00:00.000Z
0oa70app,app_70,Survey Tool 70,ACTIVE,OPENID_CONNECT,2023-03-21T08:00:00.000Z
0oa71app,app_71,Field Trip Portal 71,ACTIVE,SAML_2_0,2023-03-22T08:00:00.000Z
0oa72app,app_72,Wellness Hub 72,ACTIVE,SAML_2_0,2023-03-23T08:00:00.000Z
0oa73app,app_73,Equity Dashboard 73,ACTIVE,SAML_2_0,2023-03-24T08:00:00.000Z
0oa74app,app_74,Timetable Builder 74,ACTIVE,SAML_2_0,2023-03-25T08:00:00.000Z
0oa75app,app_75,Library System 75,ACTIVE,SAML_2_0,2023-03-26T08:00:00.000Z
0oa76app,app_76,Cafeteria POS 76,ACTIVE,OPENID_CONNECT,2023-03-27T08:00:00.000Z
0oa77app,app_77,Sign In Kiosk 77,ACTIVE,OPENID_CONNECT,2023-03-28T08:00:00.000Z
0oa78app,app_78,Bus Tracker 78,ACTIVE,SAML_2_0,2023-03-29T08:00:00.000Z
0oa79app,app_79,Grade Book 79,ACTIVE,SAML_2_0,2023-03-30T08:00:00.000Z
0oa80app,app_80,Attendance Portal 80,ACTIVE,SAML_2_0,2023-03-31T08:00:00.000Z
0oa81app,app_81,PD Registration 81,ACTIVE,SAML_2_0,2023-04-01T08:00:00.000Z
0oa82app,app_82,Facilities Booking 82,ACTIVE,SAML_2_0,2023-04-02T08:00:00.000Z
0oa83app,app_83,Help Desk 83,ACTIVE,SAML_2_0,2023-04-03T08:00:00.000Z
0oa84app,app_84,Newsletter Tool 84,ACTIVE,SAML_2_0,2023-04-04T08:00:00.000Z
0oa85app,app_85,Survey Tool 85,ACTIVE,SAML_2_0,2023-04-05T08:00:00.000Z
0oa86app,app_86,Field Trip Portal 86,ACTIVE,OPENID_CONNECT,2023-04-06T08:00:00.000Z
0oa87app,app_87,Wellness Hub 87,ACTIVE,OPENID_CONNECT,2023-04-07T08:00:00.000Z
0oa88app,app_88,Equity Dashboard 88,ACTIVE,OPENID_CONNECT,2023-04-08T08:00:00.000Z
0oa89app,app_89,Timetable Builder 89,ACTIVE,OPENID_CONNECT,2023-04-09T08:00:00.000Z
0oa90app,app_90,Library System 90,ACTIVE,SAML_2_0,2023-04-10T08:00:00.000Z
0oa91app,app_91,Cafeteria POS 91,ACTIVE,SAML_2_0,2023-04-11T08:00:00.000Z
0oa92app,app_92,Sign In Kiosk 92,ACTIVE,SAML_2_0,2023-04-12T08:00:00.000Z
0oa93app,app_93,Bus Tracker 93,ACTIVE,OPENID_CONNECT,2023-04-13T08:00:00.000Z
0oa94app,app_94,Grade Book 94,ACTIVE,SAML_2_0,2023-04-14T08:00:00.000Z
0oa95app,app_95,Attendance Portal 95,ACTIVE,SAML_2_0,2023-04-15T08:00:00.000Z
0oa96app,app_96,PD Registration 96,ACTIVE,SAML_2_0,2023-04-16T08:00:00.000Z
0oa97app,app_97,Facilities Booking 97,ACTIVE,SAML_2_0,2023-04-17T08:00:00.000Z
0oa98app,app_98,Help Desk 98,ACTIVE,SAML_2_0,2023-04-18T08:00:00.000Z
0oa99app,app_99,Newsletter Tool 99,ACTIVE,OPENID_CONNECT,2023-04-19T08:00:00.000Z
0oa100app,app_100,Survey Tool 100,ACTIVE,SAML_2_0,2023-04-20T08:00:00.000Z
0oa101app,app_101,Field Trip Portal 101,ACTIVE,SAML_2_0,2023-04-21T08:00:00.000Z
0oa102app,app_102,Wellness Hub 102,ACTIVE,SAML_2_0,2023-04-22T08:00:00.000Z
0oa103app,app_103,Equity Dashboard 103,ACTIVE,OPENID_CONNECT,2023-04-23T08:00:00.000Z
0oa104app,app_104,Timetable Builder 104,ACTIVE,SAML_2_0,2023-04-24T08:00:00.000Z
