Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
10006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
10007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
10008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
10009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
10010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
20001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
20002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
20003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
20004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
20005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
20006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
20007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
20008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
20009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
20010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
30001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
30002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
30003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
30004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
30005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
30006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
30007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
30008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
30009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
30010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
40001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
40002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
40003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
40004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
40005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
40006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
40007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
40008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
40009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
40010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
50001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
50002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
50003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
50004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
50005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
50006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
50007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
50008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
50009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
50010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
60001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
60002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
60003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
60004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
60005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
60006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
60007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
60008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
60009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
60010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
70001,Class - Beginner Mon 7pm - Drop-in,Beginner Monday 7pm single drop-in,Service,22.00,3,Class Income - Beginner Mon 7pm,true,false
70002,Class - Beginner Mon 7pm - 4wk session,Beginner Monday 7pm four-week session,Service,80.00,3,Class Income - Beginner Mon 7pm,true,false
70003,Class - Beginner Mon 7pm - 10 punch card,Beginner Monday 7pm ten-class punch card,Service,135.00,3,Class Income - Beginner Mon 7pm,true,false
70004,Class - Intermediate Wed 7pm - Monthly,Intermediate Wednesday 7pm monthly auto-pay,Service,140.00,4,Class Income - Intermediate Wed 7pm,true,false
70005,Class - Contemporary Fusion Thu 8pm - Monthly,Contemporary Fusion Thursday 8pm monthly,Service,131.00,5,Class Income - Contemporary Fusion Thu 8pm,true,false
70006,Class - Open Sat 11am - Drop-in,Open Saturday 11am drop-in,Service,22.00,6,Class Income - Open Sat 11am,true,false
70007,Private Lesson - 60 minute,Private lesson sixty minute,Service,120.00,7,Private Lesson Income,true,false
70008,Workshop or Pop-up Session,Workshop or pop-up session admission,Service,45.00,8,Workshop and Pop-up Income,true,false
70009,Merch - Studio Tee,Studio tee shirt,Inventory,25.00,9,Merch - T-shirts and Tanks,true,true
70010,Merch - Studio Tank,Studio tank top,Inventory,22.00,9,Merch - T-shirts and Tanks,true,true
