id,channel_id,author_id,author_username,content,timestamp,pinned
M_AUTO_00030,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2026-07-02T07:21:00.000Z,False
M_AUTO_00031,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Hikari felt great in the warm-up pen,2025-10-11T12:06:00.000Z,True
M_AUTO_00032,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,Best pads for a high-withered mare?,2024-05-24T09:52:00.000Z,True
M_AUTO_00033,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,Great ground at Sisters this year,2025-07-05T14:49:00.000Z,True
M_AUTO_00034,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Best pads for a high-withered mare?,2024-05-29T23:57:00.000Z,True
M_AUTO_00035,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,"Gate-in is 09:30 per the addendum, not 09:00",2025-08-23T15:16:00.000Z,False
M_AUTO_00036,CH_CBRA_GEAR,U_TARA_REDHAWK,tara.redhawk,Anyone hauling Tumalo -> Madras early Sat?,2025-08-25T12:57:00.000Z,True
M_AUTO_00037,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,"Gate-in is 09:30 per the addendum, not 09:00",2026-10-01T23:19:00.000Z,False
M_AUTO_00038,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Selling a barely-used Sundowner tack rack,2025-08-30T16:49:00.000Z,True
M_AUTO_00039,CH_CBRA_TRAVEL,U_DRCHEN_EQUINE,drchen.equine,Hikari felt great in the warm-up pen,2026-10-17T19:57:00.000Z,True
M_AUTO_00040,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-11-13T16:53:00.000Z,False
M_AUTO_00041,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2024-04-16T20:44:00.000Z,True
M_AUTO_00042,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,Best pads for a high-withered mare?,2024-12-10T18:32:00.000Z,True
M_AUTO_00043,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,"Season-best 17.18 at Redmond, so proud of her",2024-11-27T07:49:00.000Z,False
M_AUTO_00044,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,"Convoy leaving 6am, meet at the park & ride",2025-08-10T17:30:00.000Z,True
M_AUTO_00045,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2026-01-07T22:23:00.000Z,False
M_AUTO_00046,CH_CBRA_GEAR,9871224400110055,midori.kelley,Hikari felt great in the warm-up pen,2026-05-12T08:22:00.000Z,True
M_AUTO_00047,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2026-04-07T17:45:00.000Z,False
M_AUTO_00048,CH_CBRA_GEAR,U_CBRA_DMUNRO,cbra.dmunro,"Season-best 17.18 at Redmond, so proud of her",2026-01-14T22:39:00.000Z,True
M_AUTO_00049,CH_CBRA_GENERAL,9871224400110055,midori.kelley,"Gate-in is 09:30 per the addendum, not 09:00",2025-10-17T20:25:00.000Z,False
M_AUTO_00050,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Hikari felt great in the warm-up pen,2026-09-03T15:11:00.000Z,True
M_AUTO_00051,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Great ground at Sisters this year,2024-11-28T16:50:00.000Z,False
M_AUTO_00052,CH_VET_BOVINE_BOOSTERS,9871224400110055,midori.kelley,"Season-best 17.18 at Redmond, so proud of her",2026-03-06T06:57:00.000Z,True
M_AUTO_00053,CH_CBRA_RESULTS,9871224400110055,midori.kelley,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-12-11T21:50:00.000Z,True
M_AUTO_00054,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Hikari felt great in the warm-up pen,2024-12-21T22:33:00.000Z,True
M_AUTO_00055,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,Great ground at Sisters this year,2024-05-15T12:49:00.000Z,True
M_AUTO_00056,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Great ground at Sisters this year,2025-06-12T18:15:00.000Z,False
M_AUTO_00057,CH_CBRA_GEAR,U_CBRA_DMUNRO,cbra.dmunro,Anyone hauling Tumalo -> Madras early Sat?,2024-06-26T23:40:00.000Z,True
M_AUTO_00058,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2026-07-08T23:48:00.000Z,False
M_AUTO_00059,CH_CBRA_GEAR,9871224400110055,midori.kelley,"Convoy leaving 6am, meet at the park & ride",2025-08-01T10:00:00.000Z,True
M_AUTO_00060,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Who's running at La Pine next weekend?,2026-02-17T19:28:00.000Z,False
M_AUTO_00061,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2026-06-14T12:57:00.000Z,True
M_AUTO_00062,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Posting my time: Open 4D / 17.18 / placed 2nd,2025-08-22T17:27:00.000Z,False
M_AUTO_00063,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Anyone hauling Tumalo -> Madras early Sat?,2024-06-12T09:02:00.000Z,False
M_AUTO_00064,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-09-15T08:18:00.000Z,False
M_AUTO_00065,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2026-06-12T13:39:00.000Z,False
M_AUTO_00066,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-12-23T08:33:00.000Z,True
M_AUTO_00067,CH_CBRA_GEAR,U_TARA_REDHAWK,tara.redhawk,Posting my time: Open 4D / 17.18 / placed 2nd,2026-07-25T08:32:00.000Z,True
M_AUTO_00068,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,Hikari felt great in the warm-up pen,2024-07-28T09:59:00.000Z,False
M_AUTO_00069,CH_CBRA_TRAVEL,U_DRCHEN_EQUINE,drchen.equine,Best pads for a high-withered mare?,2025-07-03T12:54:00.000Z,False
M_AUTO_00070,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Selling a barely-used Sundowner tack rack,2025-06-29T06:21:00.000Z,True
M_AUTO_00071,CH_VET_BOVINE_BOOSTERS,9871224400110055,midori.kelley,Selling a barely-used Sundowner tack rack,2026-07-16T08:37:00.000Z,False
M_AUTO_00072,CH_CBRA_GEAR,U_TARA_REDHAWK,tara.redhawk,Posting my time: Open 4D / 17.18 / placed 2nd,2025-06-16T22:14:00.000Z,False
M_AUTO_00073,CH_CBRA_GEAR,U_TARA_REDHAWK,tara.redhawk,"Convoy leaving 6am, meet at the park & ride",2025-02-04T12:12:00.000Z,False
M_AUTO_00074,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Great ground at Sisters this year,2025-02-13T07:01:00.000Z,True
M_AUTO_00075,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2025-08-11T10:05:00.000Z,False
M_AUTO_00076,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,"Convoy leaving 6am, meet at the park & ride",2025-06-24T11:41:00.000Z,False
M_AUTO_00077,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Who's running at La Pine next weekend?,2025-11-13T21:50:00.000Z,False
M_AUTO_00078,CH_VET_BOVINE_BOOSTERS,U_DRCHEN_EQUINE,drchen.equine,"Gate-in is 09:30 per the addendum, not 09:00",2024-07-26T21:45:00.000Z,False
M_AUTO_00079,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Posting my time: Open 4D / 17.18 / placed 2nd,2024-10-19T18:37:00.000Z,False
M_AUTO_00080,CH_VET_BOVINE_BOOSTERS,9871224400110055,midori.kelley,Who's running at La Pine next weekend?,2026-03-09T15:21:00.000Z,False
M_AUTO_00081,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,"Season-best 17.18 at Redmond, so proud of her",2026-09-26T07:34:00.000Z,False
M_AUTO_00082,CH_CBRA_TRAVEL,U_DRCHEN_EQUINE,drchen.equine,Hikari felt great in the warm-up pen,2025-08-10T14:13:00.000Z,True
M_AUTO_00083,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Best pads for a high-withered mare?,2025-06-05T14:08:00.000Z,False
M_AUTO_00084,CH_CBRA_GEAR,U_TARA_REDHAWK,tara.redhawk,Great ground at Sisters this year,2025-01-14T06:10:00.000Z,True
M_AUTO_00085,CH_CBRA_GEAR,U_CBRA_DMUNRO,cbra.dmunro,Hikari felt great in the warm-up pen,2025-10-09T18:45:00.000Z,False
M_AUTO_00086,CH_CBRA_RESULTS,9871224400110055,midori.kelley,Selling a barely-used Sundowner tack rack,2026-10-08T16:09:00.000Z,True
M_AUTO_00087,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Selling a barely-used Sundowner tack rack,2024-03-01T08:36:00.000Z,True
M_AUTO_00088,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2026-02-08T16:14:00.000Z,True
M_AUTO_00089,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,Selling a barely-used Sundowner tack rack,2024-09-19T11:21:00.000Z,True
M_AUTO_00090,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Anyone hauling Tumalo -> Madras early Sat?,2025-03-05T20:37:00.000Z,False
M_AUTO_00091,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Great ground at Sisters this year,2025-06-22T21:17:00.000Z,True
M_AUTO_00092,CH_CBRA_GENERAL,9871224400110055,midori.kelley,Posting my time: Open 4D / 17.18 / placed 2nd,2024-11-05T18:50:00.000Z,False
M_AUTO_00093,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Anyone hauling Tumalo -> Madras early Sat?,2025-02-23T08:48:00.000Z,False
M_AUTO_00094,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,"Season-best 17.18 at Redmond, so proud of her",2026-03-20T17:22:00.000Z,False
M_AUTO_00095,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Hikari felt great in the warm-up pen,2024-03-22T17:24:00.000Z,False
M_AUTO_00096,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Best pads for a high-withered mare?,2026-06-04T22:18:00.000Z,False
M_AUTO_00097,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Best pads for a high-withered mare?,2026-03-22T12:24:00.000Z,False
M_AUTO_00098,CH_CBRA_GEAR,9871224400110055,midori.kelley,"Season-best 17.18 at Redmond, so proud of her",2025-12-04T12:01:00.000Z,False
M_AUTO_00099,CH_CBRA_RESULTS,9871224400110055,midori.kelley,Posting my time: Open 4D / 17.18 / placed 2nd,2025-01-16T20:13:00.000Z,False
M_AUTO_00100,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Hikari felt great in the warm-up pen,2026-09-28T20:21:00.000Z,False
M_AUTO_00101,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,"Gate-in is 09:30 per the addendum, not 09:00",2024-06-29T14:18:00.000Z,True
M_AUTO_00102,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-12-21T21:24:00.000Z,False
M_AUTO_00103,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,"Convoy leaving 6am, meet at the park & ride",2025-01-01T16:40:00.000Z,False
M_AUTO_00104,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2025-02-06T20:31:00.000Z,False
M_AUTO_00105,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,"Season-best 17.18 at Redmond, so proud of her",2025-03-17T13:23:00.000Z,False
M_AUTO_00106,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2025-05-03T18:58:00.000Z,False
M_AUTO_00107,CH_VET_BOVINE_BOOSTERS,9871224400110055,midori.kelley,"Convoy leaving 6am, meet at the park & ride",2025-04-17T08:31:00.000Z,True
M_AUTO_00108,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2025-01-26T17:20:00.000Z,False
M_AUTO_00109,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Selling a barely-used Sundowner tack rack,2024-12-12T17:57:00.000Z,False
M_AUTO_00110,CH_VET_BOVINE_BOOSTERS,9871224400110055,midori.kelley,"Gate-in is 09:30 per the addendum, not 09:00",2026-06-14T20:04:00.000Z,False
M_AUTO_00111,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Who's running at La Pine next weekend?,2025-01-21T15:33:00.000Z,True
M_AUTO_00112,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,Selling a barely-used Sundowner tack rack,2024-08-18T16:24:00.000Z,False
M_AUTO_00113,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Who's running at La Pine next weekend?,2025-09-08T19:12:00.000Z,False
M_AUTO_00114,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,Who's running at La Pine next weekend?,2024-07-09T19:33:00.000Z,False
M_AUTO_00115,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Best pads for a high-withered mare?,2024-05-10T16:55:00.000Z,True
M_AUTO_00116,CH_VET_BOVINE_BOOSTERS,U_DRCHEN_EQUINE,drchen.equine,"Convoy leaving 6am, meet at the park & ride",2025-04-12T19:28:00.000Z,True
M_AUTO_00117,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Posting my time: Open 4D / 17.18 / placed 2nd,2024-12-22T21:44:00.000Z,True
M_AUTO_00118,CH_CBRA_RESULTS,U_DRCHEN_EQUINE,drchen.equine,Who's running at La Pine next weekend?,2024-11-26T17:06:00.000Z,True
M_AUTO_00119,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Anyone hauling Tumalo -> Madras early Sat?,2025-08-24T16:15:00.000Z,False
M_AUTO_00120,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,Posting my time: Open 4D / 17.18 / placed 2nd,2024-07-15T17:54:00.000Z,False
M_AUTO_00121,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,"Convoy leaving 6am, meet at the park & ride",2026-02-18T12:38:00.000Z,False
M_AUTO_00122,CH_CBRA_GEAR,9871224400110055,midori.kelley,Great ground at Sisters this year,2025-05-24T07:32:00.000Z,True
M_AUTO_00123,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,Hikari felt great in the warm-up pen,2026-01-06T09:39:00.000Z,False
M_AUTO_00124,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Posting my time: Open 4D / 17.18 / placed 2nd,2024-04-20T22:16:00.000Z,True
M_AUTO_00125,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Great ground at Sisters this year,2025-07-22T13:01:00.000Z,False
M_AUTO_00126,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Great ground at Sisters this year,2026-07-15T10:24:00.000Z,False
M_AUTO_00127,CH_CBRA_GEAR,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2025-07-02T22:25:00.000Z,True
M_AUTO_00128,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,Best pads for a high-withered mare?,2025-03-16T14:55:00.000Z,False
M_AUTO_00129,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Hikari felt great in the warm-up pen,2025-11-15T12:37:00.000Z,False
M_AUTO_00130,CH_CBRA_GEAR,U_CBRA_DMUNRO,cbra.dmunro,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2025-06-01T19:40:00.000Z,False
M_AUTO_00131,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,"Gate-in is 09:30 per the addendum, not 09:00",2025-03-07T14:20:00.000Z,False
M_AUTO_00132,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,"Convoy leaving 6am, meet at the park & ride",2026-01-30T11:57:00.000Z,False
M_AUTO_00133,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,Great ground at Sisters this year,2025-10-10T15:24:00.000Z,False
M_AUTO_00134,CH_VET_BOVINE_BOOSTERS,U_TARA_REDHAWK,tara.redhawk,"Gate-in is 09:30 per the addendum, not 09:00",2025-03-25T17:17:00.000Z,False
M_AUTO_00135,CH_CBRA_TRAVEL,U_DRCHEN_EQUINE,drchen.equine,"Season-best 17.18 at Redmond, so proud of her",2025-10-19T11:47:00.000Z,False
M_AUTO_00136,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,Posting my time: Open 4D / 17.18 / placed 2nd,2026-08-19T23:27:00.000Z,False
M_AUTO_00137,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,"Gate-in is 09:30 per the addendum, not 09:00",2025-04-16T21:18:00.000Z,False
M_AUTO_00138,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Selling a barely-used Sundowner tack rack,2025-04-02T13:21:00.000Z,False
M_AUTO_00139,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2025-11-19T17:54:00.000Z,False
M_AUTO_00140,CH_CBRA_TRAVEL,9871224400110055,midori.kelley,"Convoy leaving 6am, meet at the park & ride",2026-04-25T22:50:00.000Z,False
M_AUTO_00141,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,"Season-best 17.18 at Redmond, so proud of her",2024-06-19T06:46:00.000Z,False
M_AUTO_00142,CH_CBRA_TRAVEL,U_TARA_REDHAWK,tara.redhawk,Selling a barely-used Sundowner tack rack,2026-03-11T22:23:00.000Z,False
M_AUTO_00143,CH_CBRA_GENERAL,U_TARA_REDHAWK,tara.redhawk,Great ground at Sisters this year,2025-06-06T06:34:00.000Z,False
M_AUTO_00144,CH_CBRA_GEAR,U_DRCHEN_EQUINE,drchen.equine,Selling a barely-used Sundowner tack rack,2026-07-03T16:13:00.000Z,False
M_AUTO_00145,CH_CBRA_GEAR,9871224400110055,midori.kelley,Who's running at La Pine next weekend?,2026-08-10T20:24:00.000Z,False
M_AUTO_00146,CH_CBRA_RESULTS,9871224400110055,midori.kelley,"Season-best 17.18 at Redmond, so proud of her",2026-04-11T14:18:00.000Z,False
M_AUTO_00147,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,"Season-best 17.18 at Redmond, so proud of her",2024-08-15T18:56:00.000Z,True
M_AUTO_00148,CH_CBRA_GEAR,9871224400110055,midori.kelley,"Gate-in is 09:30 per the addendum, not 09:00",2025-05-29T20:29:00.000Z,False
M_AUTO_00149,CH_CBRA_TRAVEL,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2024-06-03T23:14:00.000Z,True
M_AUTO_00150,CH_CBRA_RESULTS,U_CBRA_DMUNRO,cbra.dmunro,Who's running at La Pine next weekend?,2025-10-30T21:40:00.000Z,False
M_AUTO_00151,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2026-06-01T09:12:00.000Z,False
M_AUTO_00152,CH_CBRA_GENERAL,U_DRCHEN_EQUINE,drchen.equine,Reminder: Zoetis fall booster lead times 5+ weeks. De-identified only.,2024-11-03T11:12:00.000Z,False
M_AUTO_00153,CH_CBRA_GENERAL,9871224400110055,midori.kelley,Anyone hauling Tumalo -> Madras early Sat?,2024-11-30T13:20:00.000Z,False
M_AUTO_00154,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Anyone hauling Tumalo -> Madras early Sat?,2025-05-23T22:21:00.000Z,False
M_AUTO_00155,CH_CBRA_RESULTS,U_TARA_REDHAWK,tara.redhawk,Posting my time: Open 4D / 17.18 / placed 2nd,2025-09-01T16:51:00.000Z,True
M_AUTO_00156,CH_VET_BOVINE_BOOSTERS,U_CBRA_DMUNRO,cbra.dmunro,"Convoy leaving 6am, meet at the park & ride",2024-12-29T20:41:00.000Z,False
M_AUTO_00157,CH_CBRA_GENERAL,U_CBRA_DMUNRO,cbra.dmunro,Selling a barely-used Sundowner tack rack,2026-04-30T15:01:00.000Z,False
