id,guild_id,name,color,position,hoist,mentionable,permissions
R_AUTO_0061,G_CBRA_RIDERS_001,Youth,10181046,5,False,True,1071698660929
R_AUTO_0062,G_CBRA_RIDERS_001,DVM,1752220,6,False,False,1071698660929
R_AUTO_0063,G_HORSE_HEALTH_NW,Vet Tech,15277667,7,False,True,1071698660929
R_AUTO_0064,G_HORSE_HEALTH_NW,Sponsor,15277667,0,True,False,8589934591
R_AUTO_0065,G_HORSE_HEALTH_NW,Sponsor,15844367,1,False,False,1071698660929
R_AUTO_0066,G_CBRA_RIDERS_001,Mod,3066993,2,True,False,8589934591
R_AUTO_0067,G_CBRA_RIDERS_001,Events Mod,5814783,3,True,True,1071698660929
R_AUTO_0068,G_HORSE_HEALTH_NW,Senior 4D,5814783,4,False,False,8589934591
R_AUTO_0069,G_CBRA_RIDERS_001,Sponsor,3066993,5,False,True,8589934591
R_AUTO_0070,G_CBRA_RIDERS_001,DVM,1752220,6,True,False,8589934591
R_AUTO_0071,G_CBRA_RIDERS_001,Senior 4D,10038562,7,True,True,8589934591
R_AUTO_0072,G_CBRA_RIDERS_001,Senior 4D,1752220,0,False,False,1071698660929
R_AUTO_0073,G_HORSE_HEALTH_NW,Senior 4D,15844367,1,True,False,1071698660929
R_AUTO_0074,G_CBRA_RIDERS_001,Open 4D,3426654,2,False,True,1071698660929
R_AUTO_0075,G_HORSE_HEALTH_NW,Youth,1752220,3,False,False,1071698660929
R_AUTO_0076,G_HORSE_HEALTH_NW,Sponsor,10038562,4,True,False,8589934591
R_AUTO_0077,G_CBRA_RIDERS_001,Vet Tech,15844367,5,False,False,1071698660929
R_AUTO_0078,G_HORSE_HEALTH_NW,Mod,3066993,6,True,False,8589934591
R_AUTO_0079,G_HORSE_HEALTH_NW,Member,15277667,7,False,True,1071698660929
R_AUTO_0080,G_HORSE_HEALTH_NW,Senior 4D,15844367,0,True,False,1071698660929
R_AUTO_0081,G_HORSE_HEALTH_NW,Open 4D,15277667,1,True,True,8589934591
R_AUTO_0082,G_HORSE_HEALTH_NW,DVM,5814783,2,False,True,1071698660929
R_AUTO_0083,G_HORSE_HEALTH_NW,Verified Pro,1752220,3,False,False,1071698660929
R_AUTO_0084,G_CBRA_RIDERS_001,DVM,3447003,4,True,False,8589934591
R_AUTO_0085,G_HORSE_HEALTH_NW,Member,15277667,5,True,True,1071698660929
R_AUTO_0086,G_CBRA_RIDERS_001,Verified Pro,15277667,6,False,True,8589934591
R_AUTO_0087,G_HORSE_HEALTH_NW,Sponsor,3447003,7,True,False,1071698660929
R_AUTO_0088,G_HORSE_HEALTH_NW,Verified Pro,1752220,0,True,True,8589934591
R_AUTO_0089,G_HORSE_HEALTH_NW,Mod,3426654,1,False,True,8589934591
R_AUTO_0090,G_HORSE_HEALTH_NW,Mod,1752220,2,True,False,1071698660929
R_AUTO_0091,G_CBRA_RIDERS_001,Events Mod,15844367,3,True,False,8589934591
R_AUTO_0092,G_HORSE_HEALTH_NW,Open 4D,1752220,4,False,True,1071698660929
R_AUTO_0093,G_HORSE_HEALTH_NW,Vet Tech,5814783,5,True,True,1071698660929
R_AUTO_0094,G_HORSE_HEALTH_NW,Member,1752220,6,True,True,1071698660929
R_AUTO_0095,G_CBRA_RIDERS_001,Open 4D,3426654,7,False,False,1071698660929
R_AUTO_0096,G_CBRA_RIDERS_001,Mod,15844367,0,False,False,8589934591
R_AUTO_0097,G_HORSE_HEALTH_NW,Youth,15277667,1,False,False,8589934591
R_AUTO_0098,G_HORSE_HEALTH_NW,Events Mod,5814783,2,False,True,8589934591
R_AUTO_0099,G_CBRA_RIDERS_001,Sponsor,1752220,3,False,True,1071698660929
R_AUTO_0100,G_HORSE_HEALTH_NW,Open 4D,3426654,4,False,False,1071698660929
R_AUTO_0101,G_HORSE_HEALTH_NW,Vet Tech,10038562,5,False,False,1071698660929
R_AUTO_0102,G_HORSE_HEALTH_NW,Mod,5814783,6,True,False,1071698660929
R_AUTO_0103,G_HORSE_HEALTH_NW,Mod,15158332,7,False,True,8589934591
R_AUTO_0104,G_HORSE_HEALTH_NW,Verified Pro,3066993,0,True,True,8589934591
R_AUTO_0105,G_CBRA_RIDERS_001,Sponsor,15158332,1,False,True,1071698660929
R_AUTO_0106,G_HORSE_HEALTH_NW,Mod,3447003,2,False,True,8589934591
R_AUTO_0107,G_HORSE_HEALTH_NW,Sponsor,15158332,3,True,False,1071698660929
R_AUTO_0108,G_HORSE_HEALTH_NW,DVM,3447003,4,True,True,8589934591
R_AUTO_0109,G_CBRA_RIDERS_001,Youth,10038562,5,True,False,8589934591
R_AUTO_0110,G_CBRA_RIDERS_001,Member,5814783,6,True,False,1071698660929
R_AUTO_0111,G_HORSE_HEALTH_NW,Mod,10181046,7,True,False,8589934591
R_AUTO_0112,G_CBRA_RIDERS_001,Mod,15277667,0,False,True,8589934591
R_AUTO_0113,G_HORSE_HEALTH_NW,Senior 4D,10181046,1,True,True,1071698660929
R_AUTO_0114,G_HORSE_HEALTH_NW,Mod,3426654,2,True,True,1071698660929
R_AUTO_0115,G_CBRA_RIDERS_001,Open 4D,15277667,3,True,True,1071698660929
R_AUTO_0116,G_CBRA_RIDERS_001,Verified Pro,15844367,4,True,True,1071698660929
R_AUTO_0117,G_HORSE_HEALTH_NW,Mod,15277667,5,True,True,1071698660929
R_AUTO_0118,G_HORSE_HEALTH_NW,Youth,15844367,6,False,True,8589934591
R_AUTO_0119,G_CBRA_RIDERS_001,Verified Pro,15277667,7,True,False,8589934591
R_AUTO_0120,G_HORSE_HEALTH_NW,DVM,1752220,0,True,False,8589934591
R_AUTO_0121,G_HORSE_HEALTH_NW,Senior 4D,10038562,1,True,True,1071698660929
R_AUTO_0122,G_HORSE_HEALTH_NW,Mod,3066993,2,True,False,1071698660929
R_AUTO_0123,G_HORSE_HEALTH_NW,Youth,10181046,3,False,True,8589934591
R_AUTO_0124,G_HORSE_HEALTH_NW,Vet Tech,1752220,4,False,False,1071698660929
R_AUTO_0125,G_HORSE_HEALTH_NW,Sponsor,10038562,5,True,False,1071698660929
R_AUTO_0126,G_CBRA_RIDERS_001,Senior 4D,15844367,6,True,False,1071698660929
R_AUTO_0127,G_CBRA_RIDERS_001,Mod,15158332,7,True,False,8589934591
R_AUTO_0128,G_CBRA_RIDERS_001,Mod,15277667,0,False,True,8589934591
R_AUTO_0129,G_HORSE_HEALTH_NW,Youth,15158332,1,False,False,1071698660929
R_AUTO_0130,G_HORSE_HEALTH_NW,Senior 4D,15158332,2,True,True,1071698660929
R_AUTO_0131,G_HORSE_HEALTH_NW,DVM,3066993,3,True,False,8589934591
R_AUTO_0132,G_CBRA_RIDERS_001,Mod,10181046,4,True,True,1071698660929
R_AUTO_0133,G_CBRA_RIDERS_001,Senior 4D,3066993,5,False,False,8589934591
R_AUTO_0134,G_HORSE_HEALTH_NW,Senior 4D,3426654,6,False,False,8589934591
R_AUTO_0135,G_HORSE_HEALTH_NW,Youth,3447003,7,True,True,1071698660929
R_AUTO_0136,G_CBRA_RIDERS_001,Sponsor,1752220,0,False,False,1071698660929
R_AUTO_0137,G_HORSE_HEALTH_NW,Mod,15158332,1,True,False,8589934591
R_AUTO_0138,G_HORSE_HEALTH_NW,Open 4D,10038562,2,True,False,1071698660929
R_AUTO_0139,G_HORSE_HEALTH_NW,Open 4D,10038562,3,False,True,8589934591
R_AUTO_0140,G_CBRA_RIDERS_001,Mod,15844367,4,False,False,1071698660929
R_AUTO_0141,G_CBRA_RIDERS_001,Events Mod,3447003,5,True,False,1071698660929
R_AUTO_0142,G_CBRA_RIDERS_001,Vet Tech,10181046,6,True,False,1071698660929
R_AUTO_0143,G_CBRA_RIDERS_001,Verified Pro,5814783,7,False,True,1071698660929
R_AUTO_0144,G_CBRA_RIDERS_001,Open 4D,3426654,0,True,False,1071698660929
R_AUTO_0145,G_CBRA_RIDERS_001,Member,3447003,1,False,True,1071698660929
R_AUTO_0146,G_CBRA_RIDERS_001,Senior 4D,15158332,2,True,False,8589934591
R_AUTO_0147,G_CBRA_RIDERS_001,Member,3066993,3,False,False,1071698660929
R_AUTO_0148,G_HORSE_HEALTH_NW,Events Mod,5814783,4,True,False,1071698660929
R_AUTO_0149,G_HORSE_HEALTH_NW,Events Mod,3066993,5,True,True,1071698660929
R_AUTO_0150,G_HORSE_HEALTH_NW,Youth,3426654,6,True,False,1071698660929
R_AUTO_0151,G_HORSE_HEALTH_NW,Senior 4D,1752220,7,True,False,8589934591
R_AUTO_0152,G_CBRA_RIDERS_001,Mod,10038562,0,False,True,8589934591
R_AUTO_0153,G_HORSE_HEALTH_NW,Events Mod,5814783,1,False,False,1071698660929
R_AUTO_0154,G_CBRA_RIDERS_001,Events Mod,1752220,2,True,False,1071698660929
R_AUTO_0155,G_HORSE_HEALTH_NW,Senior 4D,10038562,3,False,False,8589934591
R_AUTO_0156,G_HORSE_HEALTH_NW,Open 4D,15158332,4,True,True,1071698660929
R_AUTO_0157,G_HORSE_HEALTH_NW,DVM,10038562,5,False,True,8589934591
R_AUTO_0158,G_HORSE_HEALTH_NW,Verified Pro,1752220,6,True,True,1071698660929
R_AUTO_0159,G_CBRA_RIDERS_001,Youth,5814783,7,True,False,8589934591
R_AUTO_0160,G_HORSE_HEALTH_NW,Mod,15844367,0,False,True,1071698660929
R_AUTO_0161,G_CBRA_RIDERS_001,DVM,10038562,1,False,False,1071698660929
R_AUTO_0162,G_HORSE_HEALTH_NW,Verified Pro,3066993,2,False,True,1071698660929
R_AUTO_0163,G_CBRA_RIDERS_001,Sponsor,3426654,3,False,False,8589934591
R_AUTO_0164,G_HORSE_HEALTH_NW,Verified Pro,3066993,4,False,True,8589934591
R_AUTO_0165,G_CBRA_RIDERS_001,Verified Pro,15158332,5,True,True,1071698660929
R_AUTO_0166,G_CBRA_RIDERS_001,Senior 4D,10038562,6,False,False,8589934591
R_AUTO_0167,G_CBRA_RIDERS_001,Member,15158332,7,True,False,1071698660929
R_AUTO_0168,G_HORSE_HEALTH_NW,Open 4D,15277667,0,True,False,1071698660929
R_AUTO_0169,G_CBRA_RIDERS_001,Verified Pro,1752220,1,True,False,8589934591
R_AUTO_0170,G_CBRA_RIDERS_001,Verified Pro,1752220,2,False,True,1071698660929
R_AUTO_0171,G_HORSE_HEALTH_NW,DVM,3066993,3,True,False,8589934591
R_AUTO_0172,G_CBRA_RIDERS_001,Youth,15158332,4,True,True,8589934591
R_AUTO_0173,G_HORSE_HEALTH_NW,Events Mod,1752220,5,False,False,1071698660929
R_AUTO_0174,G_HORSE_HEALTH_NW,Verified Pro,10181046,6,False,False,8589934591
R_AUTO_0175,G_HORSE_HEALTH_NW,Member,3447003,7,False,True,1071698660929
R_AUTO_0176,G_HORSE_HEALTH_NW,Vet Tech,10181046,0,False,True,1071698660929
R_AUTO_0177,G_HORSE_HEALTH_NW,Mod,1752220,1,True,True,1071698660929
R_AUTO_0178,G_CBRA_RIDERS_001,Sponsor,3426654,2,False,True,8589934591
R_AUTO_0179,G_HORSE_HEALTH_NW,Mod,15158332,3,True,True,1071698660929
R_AUTO_0180,G_HORSE_HEALTH_NW,Senior 4D,15844367,4,False,False,8589934591
R_AUTO_0181,G_CBRA_RIDERS_001,Open 4D,15158332,5,False,False,8589934591
R_AUTO_0182,G_HORSE_HEALTH_NW,Member,15277667,6,True,True,8589934591
R_AUTO_0183,G_CBRA_RIDERS_001,Verified Pro,15277667,7,False,True,1071698660929
R_AUTO_0184,G_CBRA_RIDERS_001,Senior 4D,5814783,0,False,False,8589934591
R_AUTO_0185,G_CBRA_RIDERS_001,DVM,3066993,1,False,False,1071698660929
R_AUTO_0186,G_HORSE_HEALTH_NW,Member,1752220,2,False,True,8589934591
R_AUTO_0187,G_CBRA_RIDERS_001,Mod,3426654,3,False,True,1071698660929
R_AUTO_0188,G_HORSE_HEALTH_NW,DVM,15158332,4,True,True,8589934591
R_AUTO_0189,G_HORSE_HEALTH_NW,Verified Pro,1752220,5,True,False,1071698660929
R_AUTO_0190,G_CBRA_RIDERS_001,Verified Pro,3066993,6,True,True,1071698660929
R_AUTO_0191,G_CBRA_RIDERS_001,Verified Pro,10181046,7,True,False,8589934591
R_AUTO_0192,G_HORSE_HEALTH_NW,Verified Pro,15158332,0,True,True,8589934591
R_AUTO_0193,G_HORSE_HEALTH_NW,Mod,1752220,1,False,True,1071698660929
R_AUTO_0194,G_HORSE_HEALTH_NW,Events Mod,10038562,2,True,True,1071698660929
R_AUTO_0195,G_HORSE_HEALTH_NW,Mod,10181046,3,False,False,8589934591
R_AUTO_0196,G_HORSE_HEALTH_NW,Youth,15158332,4,True,True,8589934591
R_AUTO_0197,G_HORSE_HEALTH_NW,Sponsor,10038562,5,False,True,8589934591
R_AUTO_0198,G_HORSE_HEALTH_NW,DVM,3447003,6,True,False,8589934591
R_AUTO_0199,G_CBRA_RIDERS_001,Senior 4D,3066993,7,True,False,8589934591
R_AUTO_0200,G_CBRA_RIDERS_001,Events Mod,15844367,0,False,False,8589934591
R_AUTO_0201,G_HORSE_HEALTH_NW,Senior 4D,10038562,1,False,True,8589934591
R_AUTO_0202,G_CBRA_RIDERS_001,Verified Pro,3447003,2,False,True,1071698660929
R_AUTO_0203,G_HORSE_HEALTH_NW,Member,3066993,3,True,True,8589934591
R_AUTO_0204,G_HORSE_HEALTH_NW,DVM,1752220,4,True,True,1071698660929
R_AUTO_0205,G_HORSE_HEALTH_NW,Mod,3066993,5,False,True,1071698660929
R_AUTO_0206,G_HORSE_HEALTH_NW,Member,10038562,6,True,True,8589934591
R_AUTO_0207,G_HORSE_HEALTH_NW,Senior 4D,15844367,7,True,True,8589934591
R_AUTO_0208,G_CBRA_RIDERS_001,Member,10181046,0,False,True,1071698660929
R_AUTO_0209,G_CBRA_RIDERS_001,Member,3447003,1,False,False,8589934591
R_AUTO_0210,G_HORSE_HEALTH_NW,Youth,3447003,2,False,True,8589934591
R_AUTO_0211,G_CBRA_RIDERS_001,DVM,3447003,3,False,True,1071698660929
R_AUTO_0212,G_HORSE_HEALTH_NW,Sponsor,3447003,4,False,False,8589934591
R_AUTO_0213,G_CBRA_RIDERS_001,Open 4D,3066993,5,True,True,1071698660929
R_AUTO_0214,G_HORSE_HEALTH_NW,Verified Pro,15158332,6,False,True,8589934591
R_AUTO_0215,G_HORSE_HEALTH_NW,Verified Pro,3426654,7,False,False,8589934591
R_AUTO_0216,G_HORSE_HEALTH_NW,Open 4D,15844367,0,True,True,8589934591
R_AUTO_0217,G_CBRA_RIDERS_001,Vet Tech,15844367,1,True,True,8589934591
R_AUTO_0218,G_CBRA_RIDERS_001,Verified Pro,3066993,2,False,False,8589934591
R_AUTO_0219,G_HORSE_HEALTH_NW,Youth,15277667,3,False,True,1071698660929
R_AUTO_0220,G_HORSE_HEALTH_NW,Events Mod,5814783,4,False,False,1071698660929
R_AUTO_0221,G_CBRA_RIDERS_001,Vet Tech,15158332,5,True,True,1071698660929
R_AUTO_0222,G_CBRA_RIDERS_001,Mod,10038562,6,True,False,1071698660929
R_AUTO_0223,G_HORSE_HEALTH_NW,Mod,5814783,7,False,True,1071698660929
R_AUTO_0224,G_HORSE_HEALTH_NW,Events Mod,3426654,0,True,False,1071698660929
R_AUTO_0225,G_CBRA_RIDERS_001,Open 4D,10038562,1,True,False,1071698660929
R_AUTO_0226,G_CBRA_RIDERS_001,Vet Tech,10181046,2,False,False,1071698660929
R_AUTO_0227,G_HORSE_HEALTH_NW,Mod,15277667,3,True,True,8589934591
R_AUTO_0228,G_HORSE_HEALTH_NW,Youth,10038562,4,True,False,1071698660929
R_AUTO_0229,G_CBRA_RIDERS_001,Events Mod,1752220,5,True,True,1071698660929
R_AUTO_0230,G_CBRA_RIDERS_001,Mod,15844367,6,False,True,1071698660929
R_AUTO_0231,G_CBRA_RIDERS_001,Open 4D,15844367,7,False,True,8589934591
R_AUTO_0232,G_CBRA_RIDERS_001,Youth,3447003,0,False,False,8589934591
R_AUTO_0233,G_HORSE_HEALTH_NW,Sponsor,15158332,1,True,True,8589934591
R_AUTO_0234,G_CBRA_RIDERS_001,Sponsor,3066993,2,True,False,8589934591
R_AUTO_0235,G_CBRA_RIDERS_001,Verified Pro,1752220,3,True,True,1071698660929
R_AUTO_0236,G_HORSE_HEALTH_NW,Member,15158332,4,False,False,8589934591
R_AUTO_0237,G_HORSE_HEALTH_NW,Member,1752220,5,False,True,8589934591
R_AUTO_0238,G_HORSE_HEALTH_NW,Verified Pro,15277667,6,False,True,8589934591
R_AUTO_0239,G_CBRA_RIDERS_001,Youth,10181046,7,True,True,8589934591
R_AUTO_0240,G_HORSE_HEALTH_NW,Verified Pro,10038562,0,False,False,1071698660929
R_AUTO_0241,G_HORSE_HEALTH_NW,Verified Pro,5814783,1,True,True,1071698660929
R_AUTO_0242,G_HORSE_HEALTH_NW,Open 4D,15277667,2,True,False,8589934591
R_AUTO_0243,G_CBRA_RIDERS_001,Vet Tech,15277667,3,False,False,8589934591
R_AUTO_0244,G_HORSE_HEALTH_NW,Mod,10038562,4,True,True,8589934591
R_AUTO_0245,G_HORSE_HEALTH_NW,DVM,3447003,5,True,True,8589934591
R_AUTO_0246,G_CBRA_RIDERS_001,Open 4D,5814783,6,True,True,8589934591
R_AUTO_0247,G_CBRA_RIDERS_001,Member,3447003,7,True,False,8589934591
R_AUTO_0248,G_CBRA_RIDERS_001,Youth,15277667,0,True,False,8589934591
R_AUTO_0249,G_HORSE_HEALTH_NW,Vet Tech,3426654,1,False,False,8589934591
R_AUTO_0250,G_CBRA_RIDERS_001,Youth,10038562,2,True,False,8589934591
R_AUTO_0251,G_CBRA_RIDERS_001,DVM,3447003,3,True,False,1071698660929
R_AUTO_0252,G_HORSE_HEALTH_NW,Vet Tech,3066993,4,False,False,1071698660929
R_AUTO_0253,G_HORSE_HEALTH_NW,Senior 4D,1752220,5,False,False,8589934591
R_AUTO_0254,G_HORSE_HEALTH_NW,Sponsor,3066993,6,True,True,8589934591
R_AUTO_0255,G_CBRA_RIDERS_001,Sponsor,10038562,7,True,False,1071698660929
R_AUTO_0256,G_CBRA_RIDERS_001,Open 4D,3447003,0,True,True,1071698660929
R_AUTO_0257,G_CBRA_RIDERS_001,Verified Pro,3066993,1,False,True,1071698660929
R_AUTO_0258,G_HORSE_HEALTH_NW,Sponsor,3447003,2,True,True,1071698660929
R_AUTO_0259,G_HORSE_HEALTH_NW,Youth,15277667,3,False,True,8589934591
R_AUTO_0260,G_CBRA_RIDERS_001,Member,3447003,4,False,True,8589934591
R_AUTO_0261,G_CBRA_RIDERS_001,Member,15844367,5,False,False,8589934591
R_AUTO_0262,G_CBRA_RIDERS_001,Mod,3426654,6,True,False,1071698660929
R_AUTO_0263,G_CBRA_RIDERS_001,DVM,10038562,7,True,True,8589934591
R_AUTO_0264,G_CBRA_RIDERS_001,Vet Tech,3447003,0,False,True,1071698660929
R_AUTO_0265,G_CBRA_RIDERS_001,Senior 4D,1752220,1,True,False,8589934591
R_AUTO_0266,G_CBRA_RIDERS_001,Youth,3447003,2,False,True,1071698660929
R_AUTO_0267,G_CBRA_RIDERS_001,DVM,15844367,3,True,True,1071698660929
R_AUTO_0268,G_HORSE_HEALTH_NW,Events Mod,5814783,4,True,False,8589934591
R_AUTO_0269,G_CBRA_RIDERS_001,Sponsor,10038562,5,False,True,1071698660929
R_AUTO_0270,G_CBRA_RIDERS_001,DVM,10038562,6,False,True,8589934591
R_AUTO_0271,G_CBRA_RIDERS_001,Mod,1752220,7,False,False,8589934591
R_AUTO_0272,G_HORSE_HEALTH_NW,Senior 4D,5814783,0,False,False,1071698660929
R_AUTO_0273,G_CBRA_RIDERS_001,DVM,3066993,1,True,True,1071698660929
R_AUTO_0274,G_CBRA_RIDERS_001,Vet Tech,10181046,2,True,True,1071698660929
R_AUTO_0275,G_HORSE_HEALTH_NW,Verified Pro,10181046,3,False,False,1071698660929
R_AUTO_0276,G_CBRA_RIDERS_001,Vet Tech,10181046,4,True,False,8589934591
R_AUTO_0277,G_CBRA_RIDERS_001,Senior 4D,15277667,5,True,False,8589934591
R_AUTO_0278,G_CBRA_RIDERS_001,Vet Tech,10181046,6,False,False,8589934591
R_AUTO_0279,G_CBRA_RIDERS_001,Mod,3426654,7,True,True,1071698660929
R_AUTO_0280,G_HORSE_HEALTH_NW,Open 4D,15844367,0,False,True,8589934591
R_AUTO_0281,G_CBRA_RIDERS_001,Vet Tech,10038562,1,True,False,1071698660929
R_AUTO_0282,G_CBRA_RIDERS_001,DVM,5814783,2,False,True,8589934591
R_AUTO_0283,G_HORSE_HEALTH_NW,Open 4D,15158332,3,False,False,1071698660929
R_AUTO_0284,G_CBRA_RIDERS_001,Open 4D,3447003,4,False,False,1071698660929
R_AUTO_0285,G_CBRA_RIDERS_001,DVM,3447003,5,False,False,1071698660929
R_AUTO_0286,G_CBRA_RIDERS_001,Member,15158332,6,False,True,1071698660929
R_AUTO_0287,G_CBRA_RIDERS_001,DVM,10181046,7,True,False,8589934591
R_AUTO_0288,G_HORSE_HEALTH_NW,Open 4D,10181046,0,False,False,1071698660929
R_AUTO_0289,G_CBRA_RIDERS_001,Mod,3447003,1,False,False,1071698660929
R_AUTO_0290,G_CBRA_RIDERS_001,Vet Tech,15277667,2,False,False,8589934591
R_AUTO_0291,G_HORSE_HEALTH_NW,Vet Tech,5814783,3,True,False,8589934591
R_AUTO_0292,G_CBRA_RIDERS_001,Sponsor,15844367,4,False,False,8589934591
R_AUTO_0293,G_CBRA_RIDERS_001,Vet Tech,3426654,5,False,False,1071698660929
