order_id,product_id,quantity,unit_price,line_total,replacement_for
order-00033,prod-00002,1,8.31,8.31,
order-00033,prod-00182,2,8.70,17.40,
order-00034,prod-00102,1,9.61,9.61,
order-00034,prod-00209,2,7.10,14.20,
order-00034,prod-00187,1,12.44,12.44,
order-00034,prod-00068,3,12.95,38.85,
order-00034,prod-00043,3,6.60,19.80,
order-00035,prod-00190,1,12.01,12.01,
order-00035,prod-00190,2,12.01,24.02,
order-00035,prod-00190,1,12.01,12.01,
order-00036,prod-00264,2,11.88,23.76,
order-00036,prod-00059,3,11.12,33.36,
order-00036,prod-00214,1,11.68,11.68,
order-00037,prod-00276,1,2.39,2.39,
order-00037,prod-00276,2,2.39,4.78,
order-00037,prod-00276,2,2.39,4.78,
order-00038,prod-00194,2,6.59,13.18,
order-00038,prod-00194,2,6.59,13.18,
order-00038,prod-00194,1,6.59,6.59,
order-00039,prod-00061,2,8.99,17.98,
order-00039,prod-00001,2,4.69,9.38,
order-00039,prod-00058,1,2.55,2.55,
order-00039,prod-00187,1,12.44,12.44,
order-00040,prod-00211,2,5.67,11.34,
order-00040,prod-00212,3,5.83,17.49,
order-00041,prod-00256,1,10.06,10.06,
order-00041,prod-00190,1,12.01,12.01,
order-00042,prod-00055,1,9.77,9.77,
order-00042,prod-00055,1,9.77,9.77,
order-00042,prod-00055,2,9.77,19.54,
order-00043,prod-00119,3,1.72,5.16,
order-00043,prod-00119,2,1.72,3.44,
order-00043,prod-00057,3,10.07,30.21,
order-00043,prod-00119,1,1.72,1.72,
order-00044,prod-00156,1,3.46,3.46,
order-00044,prod-00156,3,3.46,10.38,
order-00044,prod-00156,2,3.46,6.92,
order-00044,prod-00156,1,3.46,3.46,
order-00045,prod-00139,3,1.57,4.71,
order-00045,prod-00216,3,10.04,30.12,
order-00046,prod-00188,2,5.51,11.02,
order-00046,prod-00188,2,5.51,11.02,
order-00046,prod-00188,1,5.51,5.51,
order-00047,prod-00112,2,4.86,9.72,
order-00047,prod-00112,3,4.86,14.58,
order-00047,prod-00112,1,4.86,4.86,
order-00047,prod-00112,3,4.86,14.58,
order-00047,prod-00112,2,4.86,9.72,
order-00048,prod-00013,3,12.57,37.71,
order-00048,prod-00013,2,12.57,25.14,
order-00049,prod-00012,3,11.98,35.94,
order-00049,prod-00216,1,10.04,10.04,
order-00049,prod-00216,2,10.04,20.08,
order-00049,prod-00139,3,1.57,4.71,
order-00050,prod-00163,2,10.08,20.16,
order-00050,prod-00163,3,10.08,30.24,
order-00050,prod-00163,1,10.08,10.08,
order-00050,prod-00163,3,10.08,30.24,
order-00050,prod-00163,3,10.08,30.24,
order-00051,prod-00277,3,3.09,9.27,
order-00051,prod-00062,1,3.74,3.74,
order-00052,prod-00281,1,9.21,9.21,
order-00052,prod-00281,3,9.21,27.63,
order-00052,prod-00281,1,9.21,9.21,
order-00052,prod-00281,3,9.21,27.63,
order-00053,prod-00002,2,8.31,16.62,
order-00053,prod-00203,1,6.94,6.94,
order-00053,prod-00038,3,7.50,22.50,
order-00054,prod-00017,2,4.19,8.38,
order-00054,prod-00242,3,11.97,35.91,
order-00055,prod-00145,1,5.59,5.59,
order-00055,prod-00145,3,5.59,16.77,
order-00055,prod-00145,2,5.59,11.18,
order-00056,prod-00205,3,3.90,11.70,
order-00056,prod-00222,1,6.70,6.70,
order-00056,prod-00222,2,6.70,13.40,
order-00056,prod-00205,2,3.90,7.80,
order-00056,prod-00222,3,6.70,20.10,
order-00057,prod-00059,3,11.12,33.36,
order-00057,prod-00264,2,11.88,23.76,
order-00057,prod-00059,3,11.12,33.36,
order-00058,prod-00180,2,5.36,10.72,
order-00058,prod-00080,2,9.92,19.84,
order-00059,prod-00296,1,5.92,5.92,
order-00059,prod-00142,1,11.76,11.76,
order-00060,prod-00247,1,7.71,7.71,
order-00060,prod-00162,3,6.91,20.73,
order-00061,prod-00232,1,11.74,11.74,
order-00061,prod-00232,1,11.74,11.74,
order-00061,prod-00232,1,11.74,11.74,
order-00061,prod-00232,3,11.74,35.22,
order-00062,prod-00228,3,7.41,22.23,
order-00062,prod-00019,3,7.95,23.85,
order-00062,prod-00019,2,7.95,15.90,
order-00062,prod-00228,3,7.41,22.23,
order-00062,prod-00114,1,7.55,7.55,
order-00063,prod-00241,3,1.82,5.46,
order-00063,prod-00241,1,1.82,1.82,
order-00063,prod-00241,3,1.82,5.46,
order-00063,prod-00241,1,1.82,1.82,
order-00063,prod-00241,2,1.82,3.64,
order-00064,prod-00084,1,4.59,4.59,
order-00064,prod-00084,1,4.59,4.59,
order-00064,prod-00084,1,4.59,4.59,
order-00065,prod-00187,3,12.44,37.32,
order-00065,prod-00187,1,12.44,12.44,
order-00065,prod-00187,1,12.44,12.44,
order-00065,prod-00187,2,12.44,24.88,
order-00066,prod-00017,1,4.19,4.19,
order-00066,prod-00017,2,4.19,8.38,
order-00066,prod-00017,2,4.19,8.38,
order-00067,prod-00277,1,3.09,3.09,
order-00067,prod-00230,1,7.64,7.64,
order-00067,prod-00230,1,7.64,7.64,
order-00068,prod-00075,2,11.15,22.30,
order-00068,prod-00075,3,11.15,33.45,
order-00068,prod-00075,3,11.15,33.45,
order-00069,prod-00048,3,2.52,7.56,
order-00069,prod-00198,1,12.86,12.86,
order-00070,prod-00291,2,11.60,23.20,
order-00070,prod-00291,1,11.60,11.60,
order-00070,prod-00291,2,11.60,23.20,
order-00070,prod-00291,1,11.60,11.60,
order-00070,prod-00291,3,11.60,34.80,
order-00071,prod-00100,3,5.49,16.47,
order-00071,prod-00100,3,5.49,16.47,
order-00071,prod-00100,1,5.49,5.49,
order-00072,prod-00232,3,11.74,35.22,
order-00072,prod-00232,2,11.74,23.48,
order-00072,prod-00232,1,11.74,11.74,
order-00072,prod-00024,1,9.02,9.02,
order-00072,prod-00232,1,11.74,11.74,
order-00073,prod-00078,3,8.57,25.71,
order-00073,prod-00050,1,8.66,8.66,
order-00073,prod-00050,3,8.66,25.98,
order-00074,prod-00260,2,2.32,4.64,
order-00074,prod-00220,2,6.15,12.30,
order-00074,prod-00260,3,2.32,6.96,
order-00074,prod-00260,2,2.32,4.64,
order-00075,prod-00258,1,12.37,12.37,
order-00075,prod-00305,3,1.87,5.61,
order-00075,prod-00258,1,12.37,12.37,
order-00076,prod-00130,2,4.92,9.84,
order-00076,prod-00130,3,4.92,14.76,
order-00076,prod-00028,3,10.34,31.02,
order-00077,prod-00233,2,4.07,8.14,
order-00077,prod-00104,3,3.95,11.85,
order-00077,prod-00233,3,4.07,12.21,
order-00078,prod-00281,3,9.21,27.63,
order-00078,prod-00281,1,9.21,9.21,
order-00078,prod-00281,3,9.21,27.63,
order-00078,prod-00281,3,9.21,27.63,
order-00079,prod-00301,2,11.44,22.88,
order-00079,prod-00301,1,11.44,11.44,
order-00079,prod-00301,2,11.44,22.88,
order-00079,prod-00301,1,11.44,11.44,
order-00079,prod-00301,2,11.44,22.88,
order-00080,prod-00030,1,8.52,8.52,
order-00080,prod-00030,1,8.52,8.52,
order-00081,prod-00221,2,7.29,14.58,
order-00081,prod-00292,1,9.11,9.11,
order-00081,prod-00292,1,9.11,9.11,
order-00082,prod-00226,1,11.32,11.32,
order-00082,prod-00013,2,12.57,25.14,
order-00082,prod-00226,3,11.32,33.96,
order-00082,prod-00013,3,12.57,37.71,
order-00083,prod-00185,1,4.85,4.85,
order-00083,prod-00185,2,4.85,9.70,
order-00083,prod-00185,2,4.85,9.70,
order-00083,prod-00185,3,4.85,14.55,
order-00084,prod-00090,3,5.30,15.90,
order-00084,prod-00274,2,7.99,15.98,
order-00084,prod-00274,3,7.99,23.97,
order-00084,prod-00294,3,11.74,35.22,
order-00084,prod-00090,2,5.30,10.60,
order-00085,prod-00125,3,2.78,8.34,
order-00085,prod-00149,2,12.08,24.16,
order-00085,prod-00125,1,2.78,2.78,
order-00085,prod-00125,1,2.78,2.78,
order-00086,prod-00242,1,11.97,11.97,
order-00086,prod-00092,3,7.48,22.44,
order-00087,prod-00226,1,11.32,11.32,
order-00087,prod-00276,2,2.39,4.78,
order-00088,prod-00087,1,5.90,5.90,
order-00088,prod-00087,3,5.90,17.70,
order-00088,prod-00087,1,5.90,5.90,
order-00088,prod-00087,2,5.90,11.80,
order-00089,prod-00170,3,8.38,25.14,
order-00089,prod-00170,2,8.38,16.76,
order-00090,prod-00245,2,2.87,5.74,
order-00090,prod-00277,3,3.09,9.27,
order-00090,prod-00277,3,3.09,9.27,
order-00090,prod-00245,1,2.87,2.87,
order-00091,prod-00114,3,7.55,22.65,
order-00091,prod-00019,2,7.95,15.90,
order-00092,prod-00268,3,5.30,15.90,
order-00092,prod-00274,3,7.99,23.97,
order-00092,prod-00060,2,12.03,24.06,
order-00092,prod-00027,2,5.10,10.20,
order-00092,prod-00267,2,10.87,21.74,
order-00093,prod-00193,3,2.50,7.50,
order-00093,prod-00193,2,2.50,5.00,
order-00093,prod-00193,2,2.50,5.00,
order-00094,prod-00098,2,11.33,22.66,
order-00094,prod-00262,1,10.57,10.57,
order-00094,prod-00098,2,11.33,22.66,
order-00094,prod-00098,2,11.33,22.66,
order-00095,prod-00189,1,4.53,4.53,
order-00095,prod-00189,2,4.53,9.06,
order-00096,prod-00117,3,2.35,7.05,
order-00096,prod-00117,2,2.35,4.70,
order-00096,prod-00117,3,2.35,7.05,
order-00096,prod-00117,1,2.35,2.35,
order-00096,prod-00304,3,7.82,23.46,
order-00097,prod-00065,2,12.78,25.56,
order-00097,prod-00207,1,10.79,10.79,
order-00097,prod-00295,2,12.01,24.02,
order-00097,prod-00215,1,3.60,3.60,
order-00098,prod-00262,1,10.57,10.57,
order-00098,prod-00262,1,10.57,10.57,
order-00098,prod-00098,1,11.33,11.33,
order-00098,prod-00098,3,11.33,33.99,
order-00099,prod-00145,1,5.59,5.59,
order-00099,prod-00145,3,5.59,16.77,
order-00100,prod-00301,2,11.44,22.88,
order-00100,prod-00301,2,11.44,22.88,
order-00100,prod-00301,2,11.44,22.88,
order-00100,prod-00301,3,11.44,34.32,
order-00101,prod-00113,3,11.42,34.26,
order-00101,prod-00113,2,11.42,22.84,
order-00101,prod-00113,2,11.42,22.84,
order-00101,prod-00113,2,11.42,22.84,
order-00101,prod-00113,3,11.42,34.26,
order-00102,prod-00056,1,5.54,5.54,
order-00102,prod-00155,2,1.64,3.28,
order-00102,prod-00056,1,5.54,5.54,
order-00102,prod-00056,2,5.54,11.08,
order-00102,prod-00155,1,1.64,1.64,
order-00103,prod-00176,2,8.45,16.90,
order-00103,prod-00176,1,8.45,8.45,
order-00103,prod-00176,2,8.45,16.90,
order-00103,prod-00176,1,8.45,8.45,
order-00103,prod-00176,1,8.45,8.45,
order-00104,prod-00175,3,6.53,19.59,
order-00104,prod-00075,2,11.15,22.30,
order-00104,prod-00075,2,11.15,22.30,
order-00104,prod-00075,3,11.15,33.45,
order-00105,prod-00303,3,10.79,32.37,
order-00105,prod-00144,2,8.53,17.06,
order-00106,prod-00252,1,11.18,11.18,
order-00106,prod-00252,1,11.18,11.18,
order-00106,prod-00252,3,11.18,33.54,
order-00106,prod-00252,1,11.18,11.18,
order-00106,prod-00252,2,11.18,22.36,
order-00107,prod-00096,1,5.19,5.19,
order-00107,prod-00018,2,12.71,25.42,
order-00107,prod-00018,2,12.71,25.42,
order-00107,prod-00018,3,12.71,38.13,
order-00107,prod-00018,2,12.71,25.42,
order-00108,prod-00119,3,1.72,5.16,
order-00108,prod-00052,2,10.11,20.22,
order-00109,prod-00072,1,3.80,3.80,
order-00109,prod-00148,2,10.23,20.46,
order-00109,prod-00220,2,6.15,12.30,
order-00109,prod-00301,3,11.44,34.32,
order-00109,prod-00127,1,6.26,6.26,
order-00110,prod-00069,1,8.99,8.99,
order-00110,prod-00186,3,9.72,29.16,
order-00110,prod-00108,2,12.37,24.74,
order-00111,prod-00086,2,7.89,15.78,
order-00111,prod-00287,2,7.80,15.60,
order-00112,prod-00051,2,7.03,14.06,
order-00112,prod-00147,3,3.44,10.32,
order-00112,prod-00307,1,6.29,6.29,
order-00112,prod-00008,1,6.53,6.53,
order-00112,prod-00120,3,3.16,9.48,
order-00113,prod-00089,1,12.36,12.36,
order-00113,prod-00089,2,12.36,24.72,
order-00113,prod-00089,2,12.36,24.72,
order-00114,prod-00298,3,4.38,13.14,
order-00114,prod-00091,1,6.85,6.85,
order-00115,prod-00189,2,4.53,9.06,
order-00115,prod-00189,1,4.53,4.53,
order-00116,prod-00176,2,8.45,16.90,
order-00116,prod-00176,3,8.45,25.35,
order-00116,prod-00176,3,8.45,25.35,
order-00116,prod-00176,2,8.45,16.90,
order-00116,prod-00176,3,8.45,25.35,
order-00117,prod-00153,3,2.37,7.11,
order-00117,prod-00153,3,2.37,7.11,
order-00117,prod-00153,3,2.37,7.11,
order-00118,prod-00132,1,6.04,6.04,
order-00118,prod-00075,3,11.15,33.45,
order-00118,prod-00152,2,8.88,17.76,
order-00119,prod-00109,1,7.46,7.46,
order-00119,prod-00129,3,2.82,8.46,
order-00119,prod-00240,1,6.19,6.19,
order-00120,prod-00093,2,2.12,4.24,
order-00120,prod-00050,1,8.66,8.66,
order-00120,prod-00298,1,4.38,4.38,
order-00121,prod-00127,2,6.26,12.52,
order-00121,prod-00127,3,6.26,18.78,
order-00121,prod-00127,1,6.26,6.26,
order-00122,prod-00155,1,1.64,1.64,
order-00122,prod-00056,1,5.54,5.54,
order-00122,prod-00056,3,5.54,16.62,
order-00122,prod-00056,2,5.54,11.08,
order-00122,prod-00056,3,5.54,16.62,
order-00123,prod-00275,1,3.48,3.48,
order-00123,prod-00088,2,12.04,24.08,
order-00123,prod-00249,1,1.84,1.84,
order-00123,prod-00134,3,1.87,5.61,
order-00124,prod-00193,2,2.50,5.00,
order-00124,prod-00193,1,2.50,2.50,
order-00124,prod-00193,1,2.50,2.50,
order-00125,prod-00172,3,11.18,33.54,
order-00125,prod-00025,2,10.60,21.20,
order-00125,prod-00077,1,4.84,4.84,
order-00125,prod-00039,3,7.40,22.20,
order-00126,prod-00290,1,7.11,7.11,
order-00126,prod-00290,2,7.11,14.22,
order-00127,prod-00195,3,11.37,34.11,
order-00127,prod-00011,1,7.63,7.63,
order-00127,prod-00189,2,4.53,9.06,
order-00127,prod-00262,3,10.57,31.71,
order-00128,prod-00257,3,12.20,36.60,
order-00128,prod-00257,2,12.20,24.40,
order-00128,prod-00257,3,12.20,36.60,
order-00128,prod-00031,2,5.59,11.18,
order-00128,prod-00257,2,12.20,24.40,
order-00129,prod-00232,1,11.74,11.74,
order-00129,prod-00232,1,11.74,11.74,
order-00130,prod-00136,3,10.37,31.11,
order-00130,prod-00136,1,10.37,10.37,
order-00130,prod-00136,3,10.37,31.11,
order-00130,prod-00136,1,10.37,10.37,
order-00131,prod-00176,3,8.45,25.35,
order-00131,prod-00176,2,8.45,16.90,
order-00131,prod-00176,3,8.45,25.35,
order-00131,prod-00176,2,8.45,16.90,
order-00131,prod-00176,2,8.45,16.90,
order-00132,prod-00156,2,3.46,6.92,
order-00132,prod-00156,2,3.46,6.92,
order-00132,prod-00156,3,3.46,10.38,
order-00132,prod-00156,2,3.46,6.92,
order-00133,prod-00127,1,6.26,6.26,
order-00133,prod-00127,3,6.26,18.78,
order-00133,prod-00127,1,6.26,6.26,
order-00134,prod-00133,2,6.35,12.70,
order-00134,prod-00067,3,8.60,25.80,
order-00135,prod-00237,1,9.67,9.67,
order-00135,prod-00237,2,9.67,19.34,
order-00135,prod-00237,2,9.67,19.34,
order-00135,prod-00237,3,9.67,29.01,
order-00135,prod-00237,1,9.67,9.67,
order-00136,prod-00300,3,2.04,6.12,
order-00136,prod-00183,2,4.85,9.70,
order-00136,prod-00273,3,9.71,29.13,
order-00136,prod-00121,1,9.10,9.10,
order-00137,prod-00130,2,4.92,9.84,
order-00137,prod-00028,3,10.34,31.02,
order-00137,prod-00130,1,4.92,4.92,
order-00137,prod-00130,2,4.92,9.84,
order-00137,prod-00130,2,4.92,9.84,
order-00138,prod-00260,2,2.32,4.64,
order-00138,prod-00309,3,2.16,6.48,
order-00138,prod-00149,3,12.08,36.24,
order-00138,prod-00012,2,11.98,23.96,
order-00138,prod-00136,1,10.37,10.37,
order-00139,prod-00068,1,12.95,12.95,
order-00139,prod-00068,3,12.95,38.85,
order-00139,prod-00068,2,12.95,25.90,
order-00139,prod-00068,3,12.95,38.85,
order-00139,prod-00068,3,12.95,38.85,
order-00140,prod-00125,2,2.78,5.56,
order-00140,prod-00149,2,12.08,24.16,
order-00141,prod-00313,1,3.79,3.79,
order-00141,prod-00216,1,10.04,10.04,
order-00141,prod-00002,3,8.31,24.93,
order-00141,prod-00130,3,4.92,14.76,
order-00142,prod-00255,1,6.61,6.61,
order-00142,prod-00291,3,11.60,34.80,
order-00142,prod-00313,3,3.79,11.37,
order-00142,prod-00183,2,4.85,9.70,
order-00143,prod-00184,1,6.66,6.66,
order-00143,prod-00184,2,6.66,13.32,
order-00143,prod-00184,2,6.66,13.32,
order-00143,prod-00184,2,6.66,13.32,
order-00144,prod-00087,2,5.90,11.80,
order-00144,prod-00087,2,5.90,11.80,
order-00144,prod-00178,1,10.18,10.18,
order-00144,prod-00178,1,10.18,10.18,
order-00145,prod-00062,1,3.74,3.74,
order-00145,prod-00062,1,3.74,3.74,
order-00146,prod-00176,2,8.45,16.90,
order-00146,prod-00176,3,8.45,25.35,
order-00146,prod-00176,3,8.45,25.35,
order-00146,prod-00176,1,8.45,8.45,
order-00147,prod-00224,3,1.97,5.91,
order-00147,prod-00224,1,1.97,1.97,
order-00147,prod-00224,3,1.97,5.91,
order-00147,prod-00224,2,1.97,3.94,
order-00147,prod-00224,1,1.97,1.97,
order-00148,prod-00307,3,6.29,18.87,
order-00148,prod-00196,1,3.42,3.42,
order-00148,prod-00307,1,6.29,6.29,
order-00148,prod-00196,2,3.42,6.84,
order-00149,prod-00054,2,7.96,15.92,
order-00149,prod-00054,1,7.96,7.96,
order-00150,prod-00067,3,8.60,25.80,
order-00150,prod-00133,3,6.35,19.05,
order-00150,prod-00067,1,8.60,8.60,
order-00151,prod-00311,3,6.02,18.06,
order-00151,prod-00101,2,12.79,25.58,
order-00152,prod-00051,1,7.03,7.03,
order-00152,prod-00051,3,7.03,21.09,
order-00153,prod-00049,1,10.18,10.18,
order-00153,prod-00311,3,6.02,18.06,
order-00154,prod-00059,1,11.12,11.12,
order-00154,prod-00059,1,11.12,11.12,
order-00154,prod-00214,3,11.68,35.04,
order-00154,prod-00214,3,11.68,35.04,
order-00154,prod-00264,3,11.88,35.64,
order-00155,prod-00139,2,1.57,3.14,
order-00155,prod-00139,3,1.57,4.71,
order-00156,prod-00150,1,6.72,6.72,
order-00156,prod-00195,3,11.37,34.11,
order-00156,prod-00150,1,6.72,6.72,
order-00156,prod-00195,1,11.37,11.37,
order-00156,prod-00043,3,6.60,19.80,
order-00157,prod-00188,2,5.51,11.02,
order-00157,prod-00188,1,5.51,5.51,
order-00157,prod-00188,1,5.51,5.51,
order-00157,prod-00188,1,5.51,5.51,
order-00157,prod-00188,1,5.51,5.51,
order-00158,prod-00048,1,2.52,2.52,
order-00158,prod-00048,1,2.52,2.52,
order-00159,prod-00013,3,12.57,37.71,
order-00159,prod-00013,2,12.57,25.14,
order-00160,prod-00208,1,8.52,8.52,
order-00160,prod-00208,1,8.52,8.52,
order-00161,prod-00076,1,4.05,4.05,
order-00161,prod-00296,3,5.92,17.76,
order-00161,prod-00296,3,5.92,17.76,
order-00161,prod-00142,3,11.76,35.28,
order-00162,prod-00109,3,7.46,22.38,
order-00162,prod-00109,3,7.46,22.38,
order-00162,prod-00109,3,7.46,22.38,
order-00162,prod-00129,1,2.82,2.82,
order-00163,prod-00113,2,11.42,22.84,
order-00163,prod-00113,3,11.42,34.26,
order-00163,prod-00113,2,11.42,22.84,
order-00163,prod-00113,1,11.42,11.42,
order-00163,prod-00113,1,11.42,11.42,
order-00164,prod-00013,3,12.57,37.71,
order-00164,prod-00226,3,11.32,33.96,
order-00164,prod-00013,2,12.57,25.14,
order-00165,prod-00260,3,2.32,6.96,
order-00165,prod-00260,1,2.32,2.32,
order-00165,prod-00220,2,6.15,12.30,
order-00165,prod-00260,3,2.32,6.96,
order-00165,prod-00260,2,2.32,4.64,
order-00166,prod-00055,3,9.77,29.31,
order-00166,prod-00055,1,9.77,9.77,
order-00166,prod-00055,3,9.77,29.31,
order-00166,prod-00088,1,12.04,12.04,
order-00166,prod-00055,2,9.77,19.54,
order-00167,prod-00266,2,2.50,5.00,
order-00167,prod-00266,2,2.50,5.00,
order-00167,prod-00266,2,2.50,5.00,
order-00168,prod-00027,3,5.10,15.30,
order-00168,prod-00080,3,9.92,29.76,
order-00169,prod-00239,3,8.60,25.80,
order-00169,prod-00239,1,8.60,8.60,
order-00170,prod-00202,2,11.75,23.50,
order-00170,prod-00192,2,7.42,14.84,
order-00170,prod-00202,3,11.75,35.25,
order-00170,prod-00121,3,9.10,27.30,
order-00170,prod-00107,3,7.24,21.72,
order-00171,prod-00160,1,1.72,1.72,
order-00171,prod-00160,1,1.72,1.72,
order-00171,prod-00100,1,5.49,5.49,
order-00171,prod-00160,1,1.72,1.72,
order-00171,prod-00160,3,1.72,5.16,
order-00172,prod-00164,3,6.35,19.05,
order-00172,prod-00206,3,3.57,10.71,
order-00172,prod-00206,3,3.57,10.71,
order-00172,prod-00164,1,6.35,6.35,
order-00172,prod-00206,3,3.57,10.71,
order-00173,prod-00178,3,10.18,30.54,
order-00173,prod-00294,3,11.74,35.22,
order-00174,prod-00004,1,6.30,6.30,
order-00174,prod-00086,3,7.89,23.67,
order-00174,prod-00208,1,8.52,8.52,
order-00174,prod-00250,3,2.06,6.18,
order-00174,prod-00260,1,2.32,2.32,
order-00175,prod-00022,1,8.87,8.87,
order-00175,prod-00022,1,8.87,8.87,
order-00175,prod-00022,2,8.87,17.74,
order-00176,prod-00137,1,8.50,8.50,
order-00176,prod-00030,2,8.52,17.04,
order-00176,prod-00205,3,3.90,11.70,
order-00177,prod-00229,3,6.87,20.61,
order-00177,prod-00229,1,6.87,6.87,
order-00177,prod-00229,2,6.87,13.74,
order-00177,prod-00182,2,8.70,17.40,
order-00178,prod-00269,3,11.09,33.27,
order-00178,prod-00081,1,9.22,9.22,
order-00178,prod-00116,1,12.49,12.49,
order-00179,prod-00201,1,11.58,11.58,
order-00179,prod-00201,3,11.58,34.74,
order-00179,prod-00201,1,11.58,11.58,
order-00179,prod-00201,1,11.58,11.58,
