product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
prod-00041,ret-0012,Black Beans,Aurora Organics,Pantry,16 oz,11.77,false,,
prod-00042,ret-0096,Whole Milk,Aurora Organics,Produce,16 oz,12.88,false,,
prod-00043,ret-0112,Chile Ancho,Aurora Organics,Produce,1 lb,6.60,true,,
prod-00044,ret-0076,Limes,La Costena,Meat,1 gal,7.46,false,6.34,
prod-00045,ret-0085,Limes,Aurora Organics,Meat,1 lb,6.26,true,5.32,
prod-00046,ret-0202,Corn Tortillas,La Costena,Pantry,dozen,9.15,false,7.78,
prod-00047,ret-0074,Dried Guajillo Chiles,Aurora Organics,Produce,16 oz,12.89,false,10.96,
prod-00048,ret-0186,Limes,La Costena,Dairy,1 lb,2.52,true,,
prod-00049,ret-0135,Hominy,Maseca,Dairy,16 oz,10.18,false,,
prod-00050,ret-0140,Greek Yogurt,Aurora Organics,Dairy,dozen,8.66,true,,
prod-00051,ret-0020,Jasmine Rice,Aurora Organics,Dairy,12 oz,7.03,true,,
prod-00052,ret-0145,Mexican Chocolate,Maseca,Bakery,16 oz,10.11,true,,
prod-00053,ret-0051,Limes,Maseca,Dairy,12 oz,10.51,false,,
prod-00054,ret-0053,Tomatillos,Lucerne,Produce,12 oz,7.96,false,,
prod-00055,ret-0179,Black Beans,Lucerne,Bakery,12 oz,9.77,true,8.30,
prod-00056,ret-0172,Chile Ancho,365,Dairy,12 oz,5.54,true,,
prod-00057,ret-0037,Jasmine Rice,Maseca,Dairy,12 oz,10.07,true,,
prod-00058,ret-0011,Mexican Chocolate,Maseca,Pantry,dozen,2.55,true,,
prod-00059,ret-0170,Mexican Crema,Maseca,Bakery,1 lb,11.12,true,,
prod-00060,ret-0084,Limes,Lucerne,Dairy,16 oz,12.03,true,,
prod-00061,ret-0076,Limes,Maseca,Dairy,12 oz,8.99,true,,
prod-00062,ret-0073,Jasmine Rice,La Costena,Dairy,16 oz,3.74,true,3.18,
prod-00063,ret-0003,Piloncillo,Lucerne,Dairy,12 oz,2.60,false,,
prod-00064,ret-0061,Black Beans,Aurora Organics,Pantry,12 oz,9.31,false,,
prod-00065,ret-0095,Jasmine Rice,Maseca,Pantry,2 lb,12.78,false,,
prod-00066,ret-0050,Limes,365,Pantry,1 gal,4.24,true,,
prod-00067,ret-0059,Greek Yogurt,Maseca,Bakery,12 oz,8.60,true,7.31,
prod-00068,ret-0049,Canela Sticks,La Costena,Dairy,1 lb,12.95,true,,
prod-00069,ret-0157,Mexican Chocolate,Aurora Organics,Produce,dozen,8.99,false,,
prod-00070,ret-0012,Eggs Dozen,La Costena,Bakery,dozen,10.12,true,,
prod-00071,ret-0040,Dried Guajillo Chiles,Aurora Organics,Bakery,1 gal,9.92,true,,
prod-00072,ret-0076,Avocados,La Costena,Pantry,16 oz,3.80,false,,
prod-00073,ret-0143,Dried Guajillo Chiles,365,Dairy,16 oz,1.76,false,,
prod-00074,ret-0047,Limes,365,Dairy,dozen,6.01,true,,
prod-00075,ret-0154,Chicken Thighs,Lucerne,Dairy,12 oz,11.15,false,9.48,
prod-00076,ret-0158,Dried Guajillo Chiles,La Costena,Bakery,1 gal,4.05,true,,
prod-00077,ret-0051,Black Beans,Aurora Organics,Dairy,1 gal,4.84,true,,
prod-00078,ret-0140,Jasmine Rice,Lucerne,Bakery,12 oz,8.57,false,,
prod-00079,ret-0204,Chile Ancho,365,Pantry,dozen,3.26,true,2.77,
prod-00080,ret-0137,Piloncillo,Aurora Organics,Bakery,dozen,9.92,true,,
prod-00081,ret-0167,Black Beans,Aurora Organics,Bakery,2 lb,9.22,true,7.84,
prod-00082,ret-0114,Masa Harina,Lucerne,Meat,1 lb,3.12,true,,
prod-00083,ret-0187,Chicken Thighs,La Costena,Meat,16 oz,10.35,true,,
prod-00084,ret-0176,Limes,Lucerne,Dairy,12 oz,4.59,false,3.90,
prod-00085,ret-0068,Organic Bananas,La Costena,Meat,16 oz,11.70,false,9.94,
prod-00086,ret-0144,Mexican Crema,365,Bakery,dozen,7.89,true,6.71,
prod-00087,ret-0149,Eggs Dozen,Aurora Organics,Pantry,1 lb,5.90,false,,
prod-00088,ret-0179,Organic Bananas,La Costena,Dairy,1 lb,12.04,true,,
prod-00089,ret-0010,Whole Milk,Lucerne,Produce,1 lb,12.36,true,,
prod-00090,ret-0114,Eggs Dozen,Aurora Organics,Pantry,1 gal,5.30,true,,
prod-00091,ret-0076,Chicken Thighs,Maseca,Dairy,1 gal,6.85,false,5.82,
prod-00092,ret-0073,Piloncillo,Lucerne,Dairy,12 oz,7.48,true,6.36,
prod-00093,ret-0103,Hominy,365,Pantry,12 oz,2.12,true,,
prod-00094,ret-0004,Avocados,365,Meat,12 oz,7.98,false,,
prod-00095,ret-0095,Black Beans,Aurora Organics,Pantry,1 gal,11.17,true,,
prod-00096,ret-0042,Canela Sticks,Lucerne,Produce,2 lb,5.19,false,,
prod-00097,ret-0184,Whole Milk,365,Meat,16 oz,3.00,true,2.55,
prod-00098,ret-0163,Chile Ancho,Aurora Organics,Bakery,1 lb,11.33,true,,
prod-00099,ret-0199,Chile Ancho,Maseca,Meat,2 lb,8.64,false,,
prod-00100,ret-0124,Epazote,La Costena,Meat,1 lb,5.49,false,,
prod-00101,ret-0120,Mexican Crema,365,Pantry,2 lb,12.79,false,,
prod-00102,ret-0025,Limes,Aurora Organics,Bakery,2 lb,9.61,true,,
prod-00103,ret-0159,Limes,365,Bakery,2 lb,11.95,true,,
prod-00104,ret-0014,Hominy,La Costena,Produce,1 lb,3.95,true,3.36,
prod-00105,ret-0204,Greek Yogurt,365,Produce,2 lb,4.25,true,,
prod-00106,ret-0025,Greek Yogurt,Aurora Organics,Dairy,12 oz,4.87,true,,
prod-00107,ret-0204,Tomatillos,La Costena,Pantry,dozen,7.24,false,6.15,
prod-00108,ret-0157,Chicken Thighs,Aurora Organics,Dairy,16 oz,12.37,true,10.51,
prod-00109,ret-0185,Cilantro,365,Produce,dozen,7.46,true,,
prod-00110,ret-0058,Canela Sticks,Lucerne,Produce,1 gal,4.54,true,,
prod-00111,ret-0090,Canela Sticks,Lucerne,Produce,16 oz,10.54,true,8.96,
prod-00112,ret-0046,Chicken Thighs,365,Pantry,1 gal,4.86,false,,
prod-00113,ret-0075,Hominy,Maseca,Produce,1 gal,11.42,true,,
prod-00114,ret-0191,Limes,Maseca,Meat,12 oz,7.55,true,,
prod-00115,ret-0004,Hominy,Maseca,Dairy,1 gal,11.93,false,10.14,
prod-00116,ret-0167,Organic Bananas,365,Meat,dozen,12.49,true,10.62,
prod-00117,ret-0074,Eggs Dozen,Lucerne,Meat,2 lb,2.35,false,,
prod-00118,ret-0105,Corn Tortillas,Aurora Organics,Produce,12 oz,5.32,true,,
prod-00119,ret-0037,Limes,La Costena,Pantry,1 gal,1.72,true,,
prod-00120,ret-0171,Tomatillos,Maseca,Produce,1 gal,3.16,true,,
prod-00121,ret-0204,Avocados,La Costena,Pantry,dozen,9.10,false,,
prod-00122,ret-0013,Eggs Dozen,Lucerne,Meat,2 lb,5.42,true,,
prod-00123,ret-0083,Whole Milk,Maseca,Meat,1 gal,4.09,false,3.48,
prod-00124,ret-0141,Cilantro,Maseca,Bakery,1 lb,5.22,true,,
prod-00125,ret-0077,Cilantro,Maseca,Meat,12 oz,2.78,true,2.36,
prod-00126,ret-0028,Black Beans,La Costena,Pantry,dozen,12.41,false,,
prod-00127,ret-0015,Black Beans,Maseca,Bakery,1 gal,6.26,true,,
prod-00128,ret-0007,Chicken Thighs,365,Bakery,1 lb,4.15,true,3.53,
prod-00129,ret-0185,Cilantro,Aurora Organics,Produce,1 gal,2.82,true,,
prod-00130,ret-0190,Corn Tortillas,Aurora Organics,Pantry,1 gal,4.92,true,,
prod-00131,ret-0036,Corn Tortillas,Lucerne,Meat,16 oz,11.91,true,,
prod-00132,ret-0118,Whole Milk,La Costena,Produce,1 gal,6.04,true,,
prod-00133,ret-0059,Masa Harina,Maseca,Dairy,dozen,6.35,true,5.40,
prod-00134,ret-0025,Chile Ancho,Lucerne,Produce,12 oz,1.87,true,,
prod-00135,ret-0184,Mexican Crema,Maseca,Meat,1 gal,11.65,true,,
prod-00136,ret-0196,Chicken Thighs,Lucerne,Produce,1 gal,10.37,false,8.81,
prod-00137,ret-0002,Piloncillo,Maseca,Dairy,12 oz,8.50,true,7.22,
prod-00138,ret-0113,Chile Ancho,La Costena,Pantry,dozen,11.98,true,10.18,
prod-00139,ret-0009,Piloncillo,La Costena,Meat,1 lb,1.57,false,,
prod-00140,ret-0091,Eggs Dozen,Maseca,Meat,2 lb,9.01,true,,
prod-00141,ret-0096,Limes,Aurora Organics,Dairy,1 lb,12.00,false,,
prod-00142,ret-0158,Corn Tortillas,Maseca,Meat,2 lb,11.76,false,,
prod-00143,ret-0116,Eggs Dozen,La Costena,Dairy,dozen,8.22,false,,
prod-00144,ret-0050,Mexican Crema,365,Pantry,1 lb,8.53,true,,
prod-00145,ret-0098,Cilantro,La Costena,Pantry,2 lb,5.59,true,4.75,
prod-00146,ret-0107,Black Beans,365,Dairy,1 gal,5.29,true,4.50,
prod-00147,ret-0008,Limes,365,Pantry,1 gal,3.44,true,,
prod-00148,ret-0089,Black Beans,365,Bakery,12 oz,10.23,false,,
prod-00149,ret-0077,Whole Milk,365,Produce,dozen,12.08,false,,
prod-00150,ret-0112,Chicken Thighs,Lucerne,Meat,12 oz,6.72,true,,
prod-00151,ret-0136,Avocados,La Costena,Bakery,1 lb,5.65,true,,
prod-00152,ret-0168,Chile Ancho,Lucerne,Meat,16 oz,8.88,true,,
prod-00153,ret-0078,Epazote,La Costena,Pantry,1 gal,2.37,true,,
prod-00154,ret-0199,Tomatillos,La Costena,Dairy,dozen,3.96,true,3.37,
prod-00155,ret-0172,Organic Bananas,Maseca,Dairy,12 oz,1.64,true,,
prod-00156,ret-0153,Chile Ancho,365,Pantry,dozen,3.46,false,2.94,
prod-00157,ret-0136,Whole Milk,365,Bakery,dozen,12.35,true,,
prod-00158,ret-0028,Queso Fresco,La Costena,Bakery,2 lb,2.69,false,,
prod-00159,ret-0148,Jasmine Rice,Lucerne,Meat,1 lb,9.04,true,,
prod-00160,ret-0124,Cilantro,365,Pantry,12 oz,1.72,true,,
prod-00161,ret-0125,Mexican Chocolate,Lucerne,Dairy,12 oz,2.72,false,,
prod-00162,ret-0162,Chicken Thighs,Aurora Organics,Dairy,12 oz,6.91,true,,
prod-00163,ret-0054,Chicken Thighs,La Costena,Meat,dozen,10.08,false,,
prod-00164,ret-0019,Whole Milk,Aurora Organics,Dairy,1 lb,6.35,true,5.40,
prod-00165,ret-0127,Canela Sticks,Maseca,Meat,16 oz,4.54,false,,
prod-00166,ret-0081,Canela Sticks,Lucerne,Produce,1 gal,10.52,false,,
prod-00167,ret-0145,Mexican Chocolate,Aurora Organics,Meat,16 oz,1.53,false,1.30,
prod-00168,ret-0171,Mexican Chocolate,La Costena,Dairy,dozen,4.77,true,,
prod-00169,ret-0092,Cilantro,Aurora Organics,Produce,2 lb,9.46,true,,
prod-00170,ret-0030,Jasmine Rice,Maseca,Bakery,1 lb,8.38,true,,
prod-00171,ret-0107,Organic Bananas,Lucerne,Meat,2 lb,5.87,true,,
prod-00172,ret-0184,Canela Sticks,365,Produce,2 lb,11.18,false,,
prod-00173,ret-0113,Corn Tortillas,365,Bakery,dozen,7.26,false,,
prod-00174,ret-0108,Greek Yogurt,Aurora Organics,Dairy,1 gal,12.52,false,,
prod-00175,ret-0154,Whole Milk,Lucerne,Dairy,1 gal,6.53,false,,
prod-00176,ret-0197,Piloncillo,La Costena,Pantry,16 oz,8.45,false,,
prod-00177,ret-0204,Greek Yogurt,Aurora Organics,Meat,12 oz,4.88,true,,
prod-00178,ret-0149,Mexican Chocolate,365,Bakery,1 gal,10.18,true,,
prod-00179,ret-0052,Mexican Crema,365,Pantry,1 gal,12.47,false,,
prod-00180,ret-0105,Cilantro,La Costena,Meat,12 oz,5.36,true,,
prod-00181,ret-0083,Tomatillos,Aurora Organics,Pantry,16 oz,7.45,true,6.33,
prod-00182,ret-0038,Whole Milk,365,Meat,1 gal,8.70,false,,
prod-00183,ret-0144,Dried Guajillo Chiles,Aurora Organics,Produce,2 lb,4.85,true,,
prod-00184,ret-0069,Mexican Crema,Aurora Organics,Dairy,2 lb,6.66,true,,
prod-00185,ret-0126,Masa Harina,Lucerne,Bakery,dozen,4.85,false,,
prod-00186,ret-0157,Whole Milk,Lucerne,Produce,16 oz,9.72,false,,
prod-00187,ret-0173,Chicken Thighs,Maseca,Meat,12 oz,12.44,false,,
prod-00188,ret-0032,Canela Sticks,La Costena,Produce,2 lb,5.51,true,,
prod-00189,ret-0063,Chile Ancho,Aurora Organics,Produce,2 lb,4.53,true,,
prod-00190,ret-0101,Avocados,La Costena,Meat,2 lb,12.01,false,,
prod-00191,ret-0052,Organic Bananas,Aurora Organics,Pantry,dozen,4.12,true,,
prod-00192,ret-0204,Limes,Lucerne,Produce,2 lb,7.42,true,,
prod-00193,ret-0021,Avocados,Aurora Organics,Dairy,dozen,2.50,true,,
prod-00194,ret-0067,Dried Guajillo Chiles,Maseca,Dairy,2 lb,6.59,true,,
prod-00195,ret-0112,Queso Fresco,La Costena,Dairy,dozen,11.37,true,,
prod-00196,ret-0146,Hominy,La Costena,Meat,dozen,3.42,false,,
prod-00197,ret-0086,Eggs Dozen,La Costena,Produce,12 oz,5.88,true,,
prod-00198,ret-0151,Organic Bananas,Lucerne,Meat,12 oz,12.86,true,,
prod-00199,ret-0129,Queso Fresco,Aurora Organics,Pantry,12 oz,7.27,true,,
prod-00200,ret-0115,Mexican Crema,Maseca,Dairy,16 oz,2.94,false,,
prod-00201,ret-0110,Black Beans,365,Produce,16 oz,11.58,true,,
prod-00202,ret-0204,Greek Yogurt,Maseca,Dairy,12 oz,11.75,true,,
prod-00203,ret-0186,Eggs Dozen,Aurora Organics,Meat,1 gal,6.94,true,,
prod-00204,ret-0005,Dried Guajillo Chiles,La Costena,Bakery,1 lb,9.32,true,,
prod-00205,ret-0111,Avocados,365,Dairy,16 oz,3.90,true,,
prod-00206,ret-0019,Avocados,Maseca,Meat,12 oz,3.57,true,,
prod-00207,ret-0198,Limes,365,Bakery,dozen,10.79,true,,
prod-00208,ret-0123,Canela Sticks,Maseca,Dairy,16 oz,8.52,false,,
prod-00209,ret-0144,Jasmine Rice,Maseca,Meat,2 lb,7.10,true,,
prod-00210,ret-0174,Mexican Chocolate,La Costena,Bakery,12 oz,8.64,false,7.34,
prod-00211,ret-0200,Chicken Thighs,La Costena,Dairy,dozen,5.67,true,,
prod-00212,ret-0129,Masa Harina,Aurora Organics,Meat,1 lb,5.83,false,,
prod-00213,ret-0181,Mexican Chocolate,La Costena,Produce,dozen,9.88,false,,
prod-00214,ret-0170,Avocados,Maseca,Bakery,16 oz,11.68,false,,
prod-00215,ret-0187,Limes,La Costena,Bakery,12 oz,3.60,true,3.06,
prod-00216,ret-0009,Greek Yogurt,Maseca,Produce,dozen,10.04,true,,
prod-00217,ret-0161,Mexican Chocolate,Aurora Organics,Dairy,dozen,2.25,false,,
prod-00218,ret-0092,Mexican Crema,Maseca,Produce,2 lb,7.53,true,6.40,
prod-00219,ret-0010,Epazote,La Costena,Meat,16 oz,11.83,true,,
prod-00220,ret-0132,Dried Guajillo Chiles,Aurora Organics,Meat,dozen,6.15,true,,
prod-00221,ret-0102,Cilantro,365,Meat,1 gal,7.29,false,,
prod-00222,ret-0111,Mexican Chocolate,Lucerne,Dairy,1 lb,6.70,false,,
prod-00223,ret-0152,Corn Tortillas,Aurora Organics,Produce,1 gal,4.13,true,,
prod-00224,ret-0194,Black Beans,Lucerne,Bakery,1 gal,1.97,false,,
prod-00225,ret-0129,Canela Sticks,Lucerne,Produce,dozen,10.72,true,,
prod-00226,ret-0033,Avocados,La Costena,Produce,1 lb,11.32,false,,
prod-00227,ret-0039,Cilantro,La Costena,Bakery,12 oz,11.67,true,9.92,
prod-00228,ret-0191,Canela Sticks,La Costena,Bakery,16 oz,7.41,false,,
prod-00229,ret-0038,Cilantro,Aurora Organics,Pantry,1 gal,6.87,true,,
prod-00230,ret-0142,Cilantro,Maseca,Produce,16 oz,7.64,true,,
prod-00231,ret-0082,Greek Yogurt,La Costena,Produce,2 lb,9.26,true,,
prod-00232,ret-0169,Piloncillo,365,Dairy,dozen,11.74,true,,
prod-00233,ret-0014,Queso Fresco,Lucerne,Produce,2 lb,4.07,true,,
prod-00234,ret-0198,Cilantro,Maseca,Dairy,16 oz,11.26,true,,
prod-00235,ret-0058,Hominy,365,Produce,2 lb,5.20,false,,
prod-00236,ret-0202,Canela Sticks,Maseca,Bakery,2 lb,6.61,false,,
prod-00237,ret-0088,Epazote,Lucerne,Dairy,12 oz,9.67,true,,
prod-00238,ret-0130,Chicken Thighs,Aurora Organics,Produce,dozen,11.99,true,,
prod-00239,ret-0178,Masa Harina,365,Meat,1 lb,8.60,true,,
prod-00240,ret-0185,Piloncillo,Maseca,Dairy,1 gal,6.19,true,,
prod-00241,ret-0164,Tomatillos,Aurora Organics,Meat,16 oz,1.82,true,,
prod-00242,ret-0017,Limes,Aurora Organics,Meat,dozen,11.97,true,,
prod-00243,ret-0117,Chicken Thighs,La Costena,Pantry,dozen,8.90,true,,
prod-00244,ret-0076,Corn Tortillas,Maseca,Bakery,1 lb,12.17,true,,
prod-00245,ret-0142,Tomatillos,La Costena,Bakery,2 lb,2.87,true,,
prod-00246,ret-0117,Jasmine Rice,Aurora Organics,Produce,1 lb,6.30,false,,
prod-00247,ret-0162,Canela Sticks,La Costena,Meat,16 oz,7.71,false,,
prod-00248,ret-0159,Eggs Dozen,Lucerne,Pantry,16 oz,3.82,true,,
prod-00249,ret-0018,Piloncillo,Maseca,Meat,12 oz,1.84,false,,
prod-00250,ret-0113,Mexican Crema,365,Pantry,1 gal,2.06,true,1.75,
prod-00251,ret-0122,Whole Milk,365,Dairy,2 lb,6.05,false,5.14,
prod-00252,ret-0180,Organic Bananas,Maseca,Meat,1 gal,11.18,true,,
prod-00253,ret-0056,Black Beans,365,Bakery,2 lb,4.19,true,,
prod-00254,ret-0047,Canela Sticks,Maseca,Produce,1 lb,7.13,false,,
prod-00255,ret-0122,Whole Milk,La Costena,Produce,1 lb,6.61,true,,
prod-00256,ret-0101,Avocados,Aurora Organics,Pantry,12 oz,10.06,true,8.55,
prod-00257,ret-0109,Queso Fresco,365,Produce,12 oz,12.20,true,,
prod-00258,ret-0131,Greek Yogurt,Maseca,Pantry,16 oz,12.37,true,,
prod-00259,ret-0135,Whole Milk,Aurora Organics,Bakery,1 lb,3.85,false,,
prod-00260,ret-0132,Mexican Crema,Lucerne,Meat,16 oz,2.32,true,,
prod-00261,ret-0096,Piloncillo,365,Produce,2 lb,5.14,true,4.37,
prod-00262,ret-0163,Chile Ancho,Maseca,Meat,dozen,10.57,true,,
prod-00263,ret-0204,Tomatillos,La Costena,Meat,dozen,3.06,true,,
prod-00264,ret-0170,Masa Harina,Aurora Organics,Meat,2 lb,11.88,true,,
prod-00265,ret-0013,Queso Fresco,Aurora Organics,Meat,dozen,10.64,false,,
prod-00266,ret-0201,Tomatillos,365,Dairy,1 gal,2.50,true,2.12,
prod-00267,ret-0146,Chicken Thighs,Aurora Organics,Meat,12 oz,10.87,true,,
prod-00268,ret-0011,Avocados,La Costena,Produce,1 gal,5.30,true,4.50,
prod-00269,ret-0167,Organic Bananas,Maseca,Bakery,1 gal,11.09,true,9.43,
prod-00270,ret-0061,Masa Harina,Maseca,Bakery,2 lb,5.23,false,4.45,
prod-00271,ret-0089,Queso Fresco,365,Meat,12 oz,5.94,true,,
prod-00272,ret-0171,Tomatillos,365,Bakery,1 gal,2.80,true,,
prod-00273,ret-0184,Dried Guajillo Chiles,Aurora Organics,Bakery,1 lb,9.71,true,,
prod-00274,ret-0114,Avocados,Aurora Organics,Meat,2 lb,7.99,true,6.79,
prod-00275,ret-0055,Masa Harina,Lucerne,Bakery,12 oz,3.48,true,2.96,
prod-00276,ret-0029,Whole Milk,Maseca,Dairy,16 oz,2.39,true,,
prod-00277,ret-0142,Cilantro,Maseca,Meat,dozen,3.09,false,,
prod-00278,ret-0187,Organic Bananas,Lucerne,Bakery,1 lb,3.94,false,,
prod-00279,ret-0116,Mexican Crema,Aurora Organics,Meat,12 oz,9.87,true,,
prod-00280,ret-0005,Mexican Chocolate,Lucerne,Bakery,dozen,4.16,true,,
prod-00281,ret-0104,Organic Bananas,365,Produce,1 lb,9.21,true,,
prod-00282,ret-0050,Epazote,Aurora Organics,Bakery,dozen,4.81,false,,
prod-00283,ret-0195,Cilantro,365,Bakery,2 lb,7.95,false,,
prod-00284,ret-0087,Mexican Chocolate,La Costena,Produce,dozen,3.59,false,,
prod-00285,ret-0096,Masa Harina,365,Dairy,1 gal,1.60,false,1.36,
prod-00286,ret-0096,Greek Yogurt,La Costena,Pantry,2 lb,4.48,true,,
prod-00287,ret-0144,Black Beans,Maseca,Pantry,dozen,7.80,true,,
prod-00288,ret-0118,Limes,Lucerne,Meat,2 lb,4.38,true,3.72,
prod-00289,ret-0028,Piloncillo,Maseca,Pantry,1 lb,6.80,false,,
prod-00290,ret-0034,Piloncillo,La Costena,Meat,2 lb,7.11,false,,
prod-00291,ret-0182,Canela Sticks,La Costena,Dairy,12 oz,11.60,true,,
prod-00292,ret-0102,Dried Guajillo Chiles,365,Pantry,1 lb,9.11,true,,
prod-00293,ret-0160,Cilantro,365,Meat,12 oz,2.24,true,,
prod-00294,ret-0114,Whole Milk,Lucerne,Produce,12 oz,11.74,true,,
prod-00295,ret-0036,Organic Bananas,Aurora Organics,Produce,1 lb,12.01,true,,
prod-00296,ret-0158,Whole Milk,Maseca,Dairy,16 oz,5.92,true,,
prod-00297,ret-0091,Greek Yogurt,Maseca,Pantry,12 oz,3.04,false,,
prod-00298,ret-0076,Hominy,Lucerne,Dairy,1 lb,4.38,false,3.72,
prod-00299,ret-0027,Organic Bananas,Lucerne,Produce,1 lb,10.44,false,8.87,
prod-00300,ret-0128,Avocados,365,Meat,1 lb,2.04,true,1.73,
prod-00301,ret-0044,Corn Tortillas,La Costena,Bakery,12 oz,11.44,true,,
prod-00302,ret-0047,Cilantro,Maseca,Meat,2 lb,3.88,true,,
prod-00303,ret-0019,Organic Bananas,Maseca,Meat,1 lb,10.79,true,,
prod-00304,ret-0074,Piloncillo,Maseca,Meat,dozen,7.82,false,,
prod-00305,ret-0131,Eggs Dozen,Lucerne,Dairy,2 lb,1.87,true,,
prod-00306,ret-0060,Limes,Lucerne,Bakery,2 lb,9.28,true,7.89,
prod-00307,ret-0146,Masa Harina,Maseca,Meat,1 gal,6.29,false,,
prod-00308,ret-0097,Jasmine Rice,365,Produce,12 oz,2.06,false,,
prod-00309,ret-0143,Masa Harina,Aurora Organics,Bakery,1 gal,2.16,false,,
prod-00310,ret-0076,Limes,Maseca,Dairy,dozen,7.06,true,,
prod-00311,ret-0120,Tomatillos,365,Pantry,1 gal,6.02,true,,
prod-00312,ret-0092,Jasmine Rice,Maseca,Dairy,dozen,3.78,true,,
prod-00313,ret-0090,Cilantro,365,Bakery,dozen,3.79,true,,
prod-00314,ret-0059,Masa Harina,Maseca,Dairy,dozen,6.35,true,5.40,
prod-00315,ret-0042,Canela Sticks,Lucerne,Produce,2 lb,5.19,false,,
prod-00316,ret-0185,Cilantro,Aurora Organics,Produce,1 gal,2.82,true,,
prod-00317,ret-0076,Corn Tortillas,Maseca,Bakery,1 lb,12.17,true,,
prod-00318,ret-0010,Whole Milk,Lucerne,Produce,1 lb,12.36,true,,
prod-00319,ret-0129,Canela Sticks,Lucerne,Produce,dozen,10.72,true,,
prod-00320,ret-0025,Limes,Aurora Organics,Bakery,2 lb,9.61,true,,
prod-00321,ret-0009,Tomatillos,Aurora Organics,Produce,2 lb,11.98,false,,
prod-00322,ret-0065,Hominy,Aurora Organics,Pantry,16 oz,9.07,true,7.71,
prod-00323,ret-0101,Avocados,La Costena,Meat,2 lb,12.01,false,,
prod-00324,ret-0108,Greek Yogurt,Aurora Organics,Dairy,1 gal,12.52,false,,
prod-00325,ret-0176,Limes,Lucerne,Dairy,12 oz,4.59,false,3.90,
