date,requests,delivered,opens,unique_opens,clicks,unique_clicks,bounces,spam_reports,unsubscribes
sendgrid_stats_1040,requests_40,delivered_40,opens_40,unique_opens_40,clicks_40,unique_clicks_40,bounces_40,spam_reports_40,unsubscribes_40
sendgrid_stats_1041,requests_41,delivered_41,opens_41,unique_opens_41,clicks_41,unique_clicks_41,bounces_41,spam_reports_41,unsubscribes_41
sendgrid_stats_1042,requests_42,delivered_42,opens_42,unique_opens_42,clicks_42,unique_clicks_42,bounces_42,spam_reports_42,unsubscribes_42
sendgrid_stats_1043,requests_43,delivered_43,opens_43,unique_opens_43,clicks_43,unique_clicks_43,bounces_43,spam_reports_43,unsubscribes_43
sendgrid_stats_1044,requests_44,delivered_44,opens_44,unique_opens_44,clicks_44,unique_clicks_44,bounces_44,spam_reports_44,unsubscribes_44
sendgrid_stats_1045,requests_45,delivered_45,opens_45,unique_opens_45,clicks_45,unique_clicks_45,bounces_45,spam_reports_45,unsubscribes_45
sendgrid_stats_1046,requests_46,delivered_46,opens_46,unique_opens_46,clicks_46,unique_clicks_46,bounces_46,spam_reports_46,unsubscribes_46
sendgrid_stats_1047,requests_47,delivered_47,opens_47,unique_opens_47,clicks_47,unique_clicks_47,bounces_47,spam_reports_47,unsubscribes_47
sendgrid_stats_1048,requests_48,delivered_48,opens_48,unique_opens_48,clicks_48,unique_clicks_48,bounces_48,spam_reports_48,unsubscribes_48
sendgrid_stats_1049,requests_49,delivered_49,opens_49,unique_opens_49,clicks_49,unique_clicks_49,bounces_49,spam_reports_49,unsubscribes_49
sendgrid_stats_1050,requests_50,delivered_50,opens_50,unique_opens_50,clicks_50,unique_clicks_50,bounces_50,spam_reports_50,unsubscribes_50
sendgrid_stats_1051,requests_51,delivered_51,opens_51,unique_opens_51,clicks_51,unique_clicks_51,bounces_51,spam_reports_51,unsubscribes_51
sendgrid_stats_1052,requests_52,delivered_52,opens_52,unique_opens_52,clicks_52,unique_clicks_52,bounces_52,spam_reports_52,unsubscribes_52
sendgrid_stats_1053,requests_53,delivered_53,opens_53,unique_opens_53,clicks_53,unique_clicks_53,bounces_53,spam_reports_53,unsubscribes_53
sendgrid_stats_1054,requests_54,delivered_54,opens_54,unique_opens_54,clicks_54,unique_clicks_54,bounces_54,spam_reports_54,unsubscribes_54
sendgrid_stats_1055,requests_55,delivered_55,opens_55,unique_opens_55,clicks_55,unique_clicks_55,bounces_55,spam_reports_55,unsubscribes_55
sendgrid_stats_1056,requests_56,delivered_56,opens_56,unique_opens_56,clicks_56,unique_clicks_56,bounces_56,spam_reports_56,unsubscribes_56
sendgrid_stats_1057,requests_57,delivered_57,opens_57,unique_opens_57,clicks_57,unique_clicks_57,bounces_57,spam_reports_57,unsubscribes_57
sendgrid_stats_1058,requests_58,delivered_58,opens_58,unique_opens_58,clicks_58,unique_clicks_58,bounces_58,spam_reports_58,unsubscribes_58
sendgrid_stats_1059,requests_59,delivered_59,opens_59,unique_opens_59,clicks_59,unique_clicks_59,bounces_59,spam_reports_59,unsubscribes_59
sendgrid_stats_1060,requests_60,delivered_60,opens_60,unique_opens_60,clicks_60,unique_clicks_60,bounces_60,spam_reports_60,unsubscribes_60
sendgrid_stats_1061,requests_61,delivered_61,opens_61,unique_opens_61,clicks_61,unique_clicks_61,bounces_61,spam_reports_61,unsubscribes_61
sendgrid_stats_1062,requests_62,delivered_62,opens_62,unique_opens_62,clicks_62,unique_clicks_62,bounces_62,spam_reports_62,unsubscribes_62
sendgrid_stats_1063,requests_63,delivered_63,opens_63,unique_opens_63,clicks_63,unique_clicks_63,bounces_63,spam_reports_63,unsubscribes_63
sendgrid_stats_1064,requests_64,delivered_64,opens_64,unique_opens_64,clicks_64,unique_clicks_64,bounces_64,spam_reports_64,unsubscribes_64
sendgrid_stats_1065,requests_65,delivered_65,opens_65,unique_opens_65,clicks_65,unique_clicks_65,bounces_65,spam_reports_65,unsubscribes_65
sendgrid_stats_1066,requests_66,delivered_66,opens_66,unique_opens_66,clicks_66,unique_clicks_66,bounces_66,spam_reports_66,unsubscribes_66
sendgrid_stats_1067,requests_67,delivered_67,opens_67,unique_opens_67,clicks_67,unique_clicks_67,bounces_67,spam_reports_67,unsubscribes_67
sendgrid_stats_1068,requests_68,delivered_68,opens_68,unique_opens_68,clicks_68,unique_clicks_68,bounces_68,spam_reports_68,unsubscribes_68
sendgrid_stats_1069,requests_69,delivered_69,opens_69,unique_opens_69,clicks_69,unique_clicks_69,bounces_69,spam_reports_69,unsubscribes_69
sendgrid_stats_1070,requests_70,delivered_70,opens_70,unique_opens_70,clicks_70,unique_clicks_70,bounces_70,spam_reports_70,unsubscribes_70
sendgrid_stats_1071,requests_71,delivered_71,opens_71,unique_opens_71,clicks_71,unique_clicks_71,bounces_71,spam_reports_71,unsubscribes_71
sendgrid_stats_1072,requests_72,delivered_72,opens_72,unique_opens_72,clicks_72,unique_clicks_72,bounces_72,spam_reports_72,unsubscribes_72
sendgrid_stats_1073,requests_73,delivered_73,opens_73,unique_opens_73,clicks_73,unique_clicks_73,bounces_73,spam_reports_73,unsubscribes_73
sendgrid_stats_1074,requests_74,delivered_74,opens_74,unique_opens_74,clicks_74,unique_clicks_74,bounces_74,spam_reports_74,unsubscribes_74
sendgrid_stats_1075,requests_75,delivered_75,opens_75,unique_opens_75,clicks_75,unique_clicks_75,bounces_75,spam_reports_75,unsubscribes_75
sendgrid_stats_1076,requests_76,delivered_76,opens_76,unique_opens_76,clicks_76,unique_clicks_76,bounces_76,spam_reports_76,unsubscribes_76
sendgrid_stats_1077,requests_77,delivered_77,opens_77,unique_opens_77,clicks_77,unique_clicks_77,bounces_77,spam_reports_77,unsubscribes_77
sendgrid_stats_1078,requests_78,delivered_78,opens_78,unique_opens_78,clicks_78,unique_clicks_78,bounces_78,spam_reports_78,unsubscribes_78
sendgrid_stats_1079,requests_79,delivered_79,opens_79,unique_opens_79,clicks_79,unique_clicks_79,bounces_79,spam_reports_79,unsubscribes_79
sendgrid_stats_1080,requests_80,delivered_80,opens_80,unique_opens_80,clicks_80,unique_clicks_80,bounces_80,spam_reports_80,unsubscribes_80
sendgrid_stats_1081,requests_81,delivered_81,opens_81,unique_opens_81,clicks_81,unique_clicks_81,bounces_81,spam_reports_81,unsubscribes_81
sendgrid_stats_1082,requests_82,delivered_82,opens_82,unique_opens_82,clicks_82,unique_clicks_82,bounces_82,spam_reports_82,unsubscribes_82
sendgrid_stats_1083,requests_83,delivered_83,opens_83,unique_opens_83,clicks_83,unique_clicks_83,bounces_83,spam_reports_83,unsubscribes_83
sendgrid_stats_1084,requests_84,delivered_84,opens_84,unique_opens_84,clicks_84,unique_clicks_84,bounces_84,spam_reports_84,unsubscribes_84
sendgrid_stats_1085,requests_85,delivered_85,opens_85,unique_opens_85,clicks_85,unique_clicks_85,bounces_85,spam_reports_85,unsubscribes_85
sendgrid_stats_1086,requests_86,delivered_86,opens_86,unique_opens_86,clicks_86,unique_clicks_86,bounces_86,spam_reports_86,unsubscribes_86
sendgrid_stats_1087,requests_87,delivered_87,opens_87,unique_opens_87,clicks_87,unique_clicks_87,bounces_87,spam_reports_87,unsubscribes_87
sendgrid_stats_1088,requests_88,delivered_88,opens_88,unique_opens_88,clicks_88,unique_clicks_88,bounces_88,spam_reports_88,unsubscribes_88
sendgrid_stats_1089,requests_89,delivered_89,opens_89,unique_opens_89,clicks_89,unique_clicks_89,bounces_89,spam_reports_89,unsubscribes_89
sendgrid_stats_1090,requests_90,delivered_90,opens_90,unique_opens_90,clicks_90,unique_clicks_90,bounces_90,spam_reports_90,unsubscribes_90
sendgrid_stats_1091,requests_91,delivered_91,opens_91,unique_opens_91,clicks_91,unique_clicks_91,bounces_91,spam_reports_91,unsubscribes_91
sendgrid_stats_1092,requests_92,delivered_92,opens_92,unique_opens_92,clicks_92,unique_clicks_92,bounces_92,spam_reports_92,unsubscribes_92
sendgrid_stats_1093,requests_93,delivered_93,opens_93,unique_opens_93,clicks_93,unique_clicks_93,bounces_93,spam_reports_93,unsubscribes_93
sendgrid_stats_1094,requests_94,delivered_94,opens_94,unique_opens_94,clicks_94,unique_clicks_94,bounces_94,spam_reports_94,unsubscribes_94
sendgrid_stats_1095,requests_95,delivered_95,opens_95,unique_opens_95,clicks_95,unique_clicks_95,bounces_95,spam_reports_95,unsubscribes_95
sendgrid_stats_1096,requests_96,delivered_96,opens_96,unique_opens_96,clicks_96,unique_clicks_96,bounces_96,spam_reports_96,unsubscribes_96
sendgrid_stats_1097,requests_97,delivered_97,opens_97,unique_opens_97,clicks_97,unique_clicks_97,bounces_97,spam_reports_97,unsubscribes_97
sendgrid_stats_1098,requests_98,delivered_98,opens_98,unique_opens_98,clicks_98,unique_clicks_98,bounces_98,spam_reports_98,unsubscribes_98
sendgrid_stats_1099,requests_99,delivered_99,opens_99,unique_opens_99,clicks_99,unique_clicks_99,bounces_99,spam_reports_99,unsubscribes_99
