query,formatted_address,lat,lng,place_id,location_type
query-00089,formatted_address-00089,47.6904,-113.9661,place_0089,location_type-00089
query-00090,formatted_address-00090,47.1996,-113.9514,place_0090,location_type-00090
query-00091,formatted_address-00091,47.2694,-113.6649,place_0091,location_type-00091
query-00092,formatted_address-00092,47.3862,-114.2091,place_0092,location_type-00092
query-00093,formatted_address-00093,47.2379,-114.1988,place_0093,location_type-00093
query-00094,formatted_address-00094,47.9533,-113.8725,place_0094,location_type-00094
query-00095,formatted_address-00095,47.0660,-114.2600,place_0095,location_type-00095
query-00096,formatted_address-00096,47.5985,-114.0287,place_0096,location_type-00096
query-00097,formatted_address-00097,47.5947,-114.4503,place_0097,location_type-00097
query-00098,formatted_address-00098,47.4838,-114.0591,place_0098,location_type-00098
query-00099,formatted_address-00099,47.8298,-114.0988,place_0099,location_type-00099
query-00100,formatted_address-00100,47.8908,-114.1852,place_0100,location_type-00100
query-00101,formatted_address-00101,47.5730,-114.1463,place_0101,location_type-00101
query-00102,formatted_address-00102,47.5320,-114.4107,place_0102,location_type-00102
query-00103,formatted_address-00103,47.8666,-113.7575,place_0103,location_type-00103
query-00104,formatted_address-00104,47.5091,-114.0665,place_0104,location_type-00104
query-00105,formatted_address-00105,47.6207,-113.6545,place_0105,location_type-00105
query-00106,formatted_address-00106,47.3098,-113.5136,place_0106,location_type-00106
query-00107,formatted_address-00107,47.4434,-113.7459,place_0107,location_type-00107
query-00108,formatted_address-00108,47.1158,-114.1690,place_0108,location_type-00108
query-00109,formatted_address-00109,47.3854,-113.8683,place_0109,location_type-00109
query-00110,formatted_address-00110,47.1232,-114.3585,place_0110,location_type-00110
query-00111,formatted_address-00111,47.1583,-113.7924,place_0111,location_type-00111
query-00112,formatted_address-00112,47.8316,-113.5592,place_0112,location_type-00112
query-00113,formatted_address-00113,47.1126,-113.8577,place_0113,location_type-00113
query-00114,formatted_address-00114,47.9129,-113.9652,place_0114,location_type-00114
query-00115,formatted_address-00115,47.6216,-114.1748,place_0115,location_type-00115
query-00116,formatted_address-00116,47.0899,-114.3244,place_0116,location_type-00116
query-00117,formatted_address-00117,47.6858,-114.0521,place_0117,location_type-00117
query-00118,formatted_address-00118,47.7020,-113.5691,place_0118,location_type-00118
query-00119,formatted_address-00119,47.0872,-113.6252,place_0119,location_type-00119
query-00120,formatted_address-00120,47.6563,-113.5820,place_0120,location_type-00120
query-00121,formatted_address-00121,47.5589,-113.8720,place_0121,location_type-00121
query-00122,formatted_address-00122,47.2351,-113.5221,place_0122,location_type-00122
query-00123,formatted_address-00123,47.7260,-114.1229,place_0123,location_type-00123
query-00124,formatted_address-00124,47.8652,-114.0737,place_0124,location_type-00124
query-00125,formatted_address-00125,47.4412,-114.0378,place_0125,location_type-00125
query-00126,formatted_address-00126,47.1815,-114.1106,place_0126,location_type-00126
query-00127,formatted_address-00127,47.4488,-113.7464,place_0127,location_type-00127
query-00128,formatted_address-00128,47.7016,-114.3434,place_0128,location_type-00128
query-00129,formatted_address-00129,47.0797,-113.9619,place_0129,location_type-00129
query-00130,formatted_address-00130,47.1897,-114.0720,place_0130,location_type-00130
query-00131,formatted_address-00131,47.0656,-113.9666,place_0131,location_type-00131
query-00132,formatted_address-00132,47.3366,-113.6257,place_0132,location_type-00132
query-00133,formatted_address-00133,47.6987,-113.5865,place_0133,location_type-00133
query-00134,formatted_address-00134,47.0708,-114.3460,place_0134,location_type-00134
query-00135,formatted_address-00135,47.5511,-114.1446,place_0135,location_type-00135
query-00136,formatted_address-00136,47.0755,-114.4396,place_0136,location_type-00136
query-00137,formatted_address-00137,47.9824,-113.6519,place_0137,location_type-00137
query-00138,formatted_address-00138,47.1860,-113.8010,place_0138,location_type-00138
query-00139,formatted_address-00139,47.2180,-114.2030,place_0139,location_type-00139
query-00140,formatted_address-00140,47.4876,-114.4676,place_0140,location_type-00140
query-00141,formatted_address-00141,47.5904,-114.2944,place_0141,location_type-00141
query-00142,formatted_address-00142,47.7505,-113.5980,place_0142,location_type-00142
query-00143,formatted_address-00143,47.9728,-114.1704,place_0143,location_type-00143
query-00144,formatted_address-00144,47.2074,-113.6162,place_0144,location_type-00144
query-00145,formatted_address-00145,47.9335,-114.0573,place_0145,location_type-00145
query-00146,formatted_address-00146,47.9176,-113.8429,place_0146,location_type-00146
query-00147,formatted_address-00147,47.4336,-114.1021,place_0147,location_type-00147
query-00148,formatted_address-00148,47.4220,-113.6246,place_0148,location_type-00148
query-00149,formatted_address-00149,47.2579,-113.8833,place_0149,location_type-00149
query-00150,formatted_address-00150,47.0892,-114.1065,place_0150,location_type-00150
query-00151,formatted_address-00151,47.4409,-113.7917,place_0151,location_type-00151
query-00152,formatted_address-00152,47.7521,-113.9999,place_0152,location_type-00152
query-00153,formatted_address-00153,47.9200,-113.6872,place_0153,location_type-00153
query-00154,formatted_address-00154,47.8801,-114.2937,place_0154,location_type-00154
query-00155,formatted_address-00155,47.4032,-113.8642,place_0155,location_type-00155
query-00156,formatted_address-00156,47.0375,-114.0194,place_0156,location_type-00156
query-00157,formatted_address-00157,47.1422,-114.1715,place_0157,location_type-00157
query-00158,formatted_address-00158,47.6800,-114.0666,place_0158,location_type-00158
query-00159,formatted_address-00159,47.5331,-113.5870,place_0159,location_type-00159
query-00160,formatted_address-00160,47.4152,-113.6256,place_0160,location_type-00160
query-00161,formatted_address-00161,47.5414,-114.2173,place_0161,location_type-00161
query-00162,formatted_address-00162,47.6261,-114.2457,place_0162,location_type-00162
query-00163,formatted_address-00163,47.3708,-113.6264,place_0163,location_type-00163
query-00164,formatted_address-00164,47.5340,-113.7242,place_0164,location_type-00164
query-00165,formatted_address-00165,47.7984,-113.7505,place_0165,location_type-00165
query-00166,formatted_address-00166,47.2823,-113.7037,place_0166,location_type-00166
query-00167,formatted_address-00167,47.4896,-113.8162,place_0167,location_type-00167
query-00168,formatted_address-00168,47.8641,-114.1547,place_0168,location_type-00168
query-00169,formatted_address-00169,47.3671,-113.8342,place_0169,location_type-00169
query-00170,formatted_address-00170,47.2193,-113.5126,place_0170,location_type-00170
query-00171,formatted_address-00171,47.5030,-114.0139,place_0171,location_type-00171
query-00172,formatted_address-00172,47.1383,-113.8085,place_0172,location_type-00172
query-00173,formatted_address-00173,47.4257,-114.1725,place_0173,location_type-00173
query-00174,formatted_address-00174,47.6986,-113.7527,place_0174,location_type-00174
query-00175,formatted_address-00175,47.2425,-114.3164,place_0175,location_type-00175
query-00176,formatted_address-00176,47.2030,-113.8509,place_0176,location_type-00176
query-00177,formatted_address-00177,47.3957,-114.4942,place_0177,location_type-00177
query-00178,formatted_address-00178,47.2463,-114.1581,place_0178,location_type-00178
query-00179,formatted_address-00179,47.7710,-114.4161,place_0179,location_type-00179
query-00180,formatted_address-00180,47.5957,-114.1799,place_0180,location_type-00180
query-00181,formatted_address-00181,47.5410,-114.0566,place_0181,location_type-00181
query-00182,formatted_address-00182,47.5839,-113.7609,place_0182,location_type-00182
query-00183,formatted_address-00183,47.1170,-114.3895,place_0183,location_type-00183
query-00184,formatted_address-00184,47.2493,-113.9193,place_0184,location_type-00184
query-00185,formatted_address-00185,47.4265,-113.6682,place_0185,location_type-00185
query-00186,formatted_address-00186,47.5131,-113.6435,place_0186,location_type-00186
query-00187,formatted_address-00187,47.9678,-114.4117,place_0187,location_type-00187
query-00188,formatted_address-00188,47.8511,-114.2988,place_0188,location_type-00188
query-00189,formatted_address-00189,47.3393,-114.4099,place_0189,location_type-00189
query-00190,formatted_address-00190,47.5331,-113.6886,place_0190,location_type-00190
query-00191,formatted_address-00191,47.4888,-114.1483,place_0191,location_type-00191
query-00192,formatted_address-00192,47.4210,-113.5481,place_0192,location_type-00192
query-00193,formatted_address-00193,47.9698,-113.7581,place_0193,location_type-00193
query-00194,formatted_address-00194,47.6209,-114.4130,place_0194,location_type-00194
query-00195,formatted_address-00195,47.0065,-114.0667,place_0195,location_type-00195
query-00196,formatted_address-00196,47.2138,-114.3826,place_0196,location_type-00196
query-00197,formatted_address-00197,47.4487,-114.4898,place_0197,location_type-00197
query-00198,formatted_address-00198,47.7542,-114.0205,place_0198,location_type-00198
query-00199,formatted_address-00199,47.0750,-114.3972,place_0199,location_type-00199
query-00200,formatted_address-00200,47.9964,-114.2544,place_0200,location_type-00200
query-00201,formatted_address-00201,47.9057,-114.3466,place_0201,location_type-00201
query-00202,formatted_address-00202,47.3564,-114.1995,place_0202,location_type-00202
query-00203,formatted_address-00203,47.0692,-114.4118,place_0203,location_type-00203
query-00204,formatted_address-00204,47.4921,-114.0956,place_0204,location_type-00204
query-00205,formatted_address-00205,47.6318,-113.5153,place_0205,location_type-00205
query-00206,formatted_address-00206,47.1780,-114.2520,place_0206,location_type-00206
query-00207,formatted_address-00207,47.8067,-114.4808,place_0207,location_type-00207
query-00208,formatted_address-00208,47.2732,-114.3362,place_0208,location_type-00208
query-00209,formatted_address-00209,47.8319,-113.5634,place_0209,location_type-00209
query-00210,formatted_address-00210,47.4240,-113.6152,place_0210,location_type-00210
query-00211,formatted_address-00211,47.8601,-114.4875,place_0211,location_type-00211
query-00212,formatted_address-00212,47.2310,-113.6457,place_0212,location_type-00212
query-00213,formatted_address-00213,47.7903,-114.1436,place_0213,location_type-00213
query-00214,formatted_address-00214,47.8893,-113.8242,place_0214,location_type-00214
query-00215,formatted_address-00215,47.0084,-114.0167,place_0215,location_type-00215
query-00216,formatted_address-00216,47.8564,-113.8873,place_0216,location_type-00216
query-00217,formatted_address-00217,47.7256,-113.8674,place_0217,location_type-00217
query-00218,formatted_address-00218,47.6028,-114.4124,place_0218,location_type-00218
query-00219,formatted_address-00219,47.9504,-113.5722,place_0219,location_type-00219
query-00220,formatted_address-00220,47.3348,-114.4636,place_0220,location_type-00220
query-00221,formatted_address-00221,47.6841,-114.0205,place_0221,location_type-00221
query-00222,formatted_address-00222,47.2615,-114.0996,place_0222,location_type-00222
query-00223,formatted_address-00223,47.8366,-113.8785,place_0223,location_type-00223
query-00224,formatted_address-00224,47.4652,-113.8770,place_0224,location_type-00224
query-00225,formatted_address-00225,47.5887,-113.8713,place_0225,location_type-00225
query-00226,formatted_address-00226,47.0444,-114.2709,place_0226,location_type-00226
query-00227,formatted_address-00227,47.4923,-114.3406,place_0227,location_type-00227
query-00228,formatted_address-00228,47.5877,-113.8010,place_0228,location_type-00228
query-00229,formatted_address-00229,47.8248,-114.2450,place_0229,location_type-00229
query-00230,formatted_address-00230,47.3085,-114.0773,place_0230,location_type-00230
query-00231,formatted_address-00231,47.0283,-113.6624,place_0231,location_type-00231
query-00232,formatted_address-00232,47.0852,-113.8849,place_0232,location_type-00232
query-00233,formatted_address-00233,47.4190,-113.5429,place_0233,location_type-00233
query-00234,formatted_address-00234,47.9628,-113.9070,place_0234,location_type-00234
query-00235,formatted_address-00235,47.0064,-113.7165,place_0235,location_type-00235
