place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
place_0031,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.9502,-114.0616,4.4,4920,lodging|point_of_interest,OPERATIONAL,0
place_0032,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.1844,-114.1693,3.9,2520,trailhead|natural_feature,OPERATIONAL,4
place_0033,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.1801,-113.5963,5.0,3389,park|natural_feature,OPERATIONAL,3
place_0034,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.5576,-114.3893,5.0,3747,park|natural_feature,OPERATIONAL,2
place_0035,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.8510,-113.6746,3.7,4442,trailhead|natural_feature,OPERATIONAL,1
place_0036,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.2796,-113.7308,4.0,3892,natural_feature|point_of_interest,OPERATIONAL,3
place_0037,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.9515,-113.6843,3.9,926,park|point_of_interest,OPERATIONAL,2
place_0038,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.0326,-113.6512,3.8,3328,store|point_of_interest,OPERATIONAL,1
place_0039,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.1976,-114.1662,4.9,4973,point_of_interest|visitor_center,OPERATIONAL,0
place_0040,Apgar Village,"Apgar, West Glacier, MT 59936",47.1242,-114.0373,4.3,2921,park|point_of_interest,OPERATIONAL,2
place_0041,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.6584,-114.0934,3.7,414,lodging|point_of_interest,OPERATIONAL,1
place_0042,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.3115,-113.5873,3.9,3553,trailhead|natural_feature,OPERATIONAL,0
place_0043,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.4367,-114.1465,3.8,2779,park|natural_feature,OPERATIONAL,4
place_0044,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.5468,-114.3933,3.9,4152,park|natural_feature,OPERATIONAL,1
place_0045,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.1516,-113.7621,4.3,3512,trailhead|natural_feature,OPERATIONAL,0
place_0046,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.4289,-114.4237,4.3,3003,natural_feature|point_of_interest,OPERATIONAL,4
place_0047,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.6127,-113.5346,3.9,4923,park|point_of_interest,OPERATIONAL,3
place_0048,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.1320,-113.5116,3.8,4793,store|point_of_interest,OPERATIONAL,0
place_0049,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.8493,-113.6363,3.6,4764,point_of_interest|visitor_center,OPERATIONAL,4
place_0050,Apgar Village,"Apgar, West Glacier, MT 59936",47.1427,-114.4208,4.0,1834,park|point_of_interest,OPERATIONAL,3
place_0051,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.5329,-113.6540,3.8,106,lodging|point_of_interest,OPERATIONAL,2
place_0052,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.4718,-113.9745,4.6,1917,trailhead|natural_feature,OPERATIONAL,1
place_0053,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.1341,-113.5715,4.9,2637,park|natural_feature,OPERATIONAL,3
place_0054,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.2509,-113.6967,4.9,4849,park|natural_feature,OPERATIONAL,2
place_0055,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.4935,-114.2784,4.0,4364,trailhead|natural_feature,OPERATIONAL,1
place_0056,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.4798,-113.5396,4.8,1441,natural_feature|point_of_interest,OPERATIONAL,0
place_0057,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.3156,-113.6686,4.7,2802,park|point_of_interest,OPERATIONAL,2
place_0058,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.2951,-114.4523,4.0,758,store|point_of_interest,OPERATIONAL,1
place_0059,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.0268,-113.6236,4.4,4233,point_of_interest|visitor_center,OPERATIONAL,0
place_0060,Apgar Village,"Apgar, West Glacier, MT 59936",47.7337,-114.0246,4.5,1921,park|point_of_interest,OPERATIONAL,4
place_0061,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.4341,-114.2029,4.0,2809,lodging|point_of_interest,OPERATIONAL,1
place_0062,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.7427,-113.5919,4.9,3232,trailhead|natural_feature,OPERATIONAL,0
place_0063,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.5751,-113.8181,4.0,672,park|natural_feature,OPERATIONAL,4
place_0064,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.1445,-114.3765,4.8,2164,park|natural_feature,OPERATIONAL,3
place_0065,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.4108,-114.1413,4.9,2561,trailhead|natural_feature,OPERATIONAL,0
place_0066,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.3882,-114.2452,4.6,4202,natural_feature|point_of_interest,OPERATIONAL,4
place_0067,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.7021,-113.5870,3.9,89,park|point_of_interest,OPERATIONAL,3
place_0068,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.8272,-114.4235,4.3,1309,store|point_of_interest,OPERATIONAL,2
place_0069,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.6568,-113.5851,4.3,4125,point_of_interest|visitor_center,OPERATIONAL,1
place_0070,Apgar Village,"Apgar, West Glacier, MT 59936",47.3234,-114.1009,4.9,3138,park|point_of_interest,OPERATIONAL,3
place_0071,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.8292,-113.6376,4.3,3781,lodging|point_of_interest,OPERATIONAL,2
place_0072,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.9490,-113.8564,4.5,994,trailhead|natural_feature,OPERATIONAL,1
place_0073,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.7496,-113.9230,4.1,4460,park|natural_feature,OPERATIONAL,0
place_0074,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.3829,-114.1850,4.8,2228,park|natural_feature,OPERATIONAL,2
place_0075,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.5872,-114.2248,5.0,4969,trailhead|natural_feature,OPERATIONAL,1
place_0076,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.6766,-113.6791,3.9,232,natural_feature|point_of_interest,OPERATIONAL,0
place_0077,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.9194,-113.9644,4.9,4335,park|point_of_interest,OPERATIONAL,4
place_0078,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.1963,-114.4175,3.6,757,store|point_of_interest,OPERATIONAL,1
place_0079,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.8388,-114.3827,4.0,1803,point_of_interest|visitor_center,OPERATIONAL,0
place_0080,Apgar Village,"Apgar, West Glacier, MT 59936",47.6557,-113.9688,4.1,2,park|point_of_interest,OPERATIONAL,4
place_0081,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.0065,-114.3654,3.8,2077,lodging|point_of_interest,OPERATIONAL,3
place_0082,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.0845,-114.1747,3.6,552,trailhead|natural_feature,OPERATIONAL,0
place_0083,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.5069,-113.7787,4.9,4670,park|natural_feature,OPERATIONAL,4
place_0084,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.5748,-113.8406,4.7,2139,park|natural_feature,OPERATIONAL,3
place_0085,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.7370,-113.6092,4.5,1739,trailhead|natural_feature,OPERATIONAL,2
place_0086,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.6506,-113.6765,4.2,3365,natural_feature|point_of_interest,OPERATIONAL,4
place_0087,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.7331,-113.6849,3.5,4276,park|point_of_interest,OPERATIONAL,3
place_0088,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.3462,-114.4211,4.2,4116,store|point_of_interest,OPERATIONAL,2
place_0089,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.0727,-113.5147,4.2,4707,point_of_interest|visitor_center,OPERATIONAL,1
place_0090,Apgar Village,"Apgar, West Glacier, MT 59936",47.8668,-114.3140,4.8,2650,park|point_of_interest,OPERATIONAL,0
place_0091,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.7488,-113.7632,4.9,1946,lodging|point_of_interest,OPERATIONAL,2
place_0092,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.7339,-114.0508,3.8,654,trailhead|natural_feature,OPERATIONAL,1
place_0093,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.3185,-114.3860,4.8,2852,park|natural_feature,OPERATIONAL,0
place_0094,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.0860,-113.7139,4.2,4890,park|natural_feature,OPERATIONAL,4
place_0095,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.4431,-114.3471,3.9,812,trailhead|natural_feature,OPERATIONAL,1
place_0096,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.6805,-113.8489,4.2,4771,natural_feature|point_of_interest,OPERATIONAL,0
place_0097,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.3299,-113.8333,3.9,3561,park|point_of_interest,OPERATIONAL,4
place_0098,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.0393,-114.3949,4.2,3899,store|point_of_interest,OPERATIONAL,3
place_0099,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.3824,-114.3630,4.3,2114,point_of_interest|visitor_center,OPERATIONAL,0
place_0100,Apgar Village,"Apgar, West Glacier, MT 59936",47.4615,-114.1717,3.6,3201,park|point_of_interest,OPERATIONAL,4
place_0101,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.4721,-113.6716,3.8,1196,lodging|point_of_interest,OPERATIONAL,3
place_0102,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.5285,-114.0565,3.7,3960,trailhead|natural_feature,OPERATIONAL,2
place_0103,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.6259,-114.0413,4.5,151,park|natural_feature,OPERATIONAL,4
place_0104,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.5081,-113.5202,4.8,1360,park|natural_feature,OPERATIONAL,3
place_0105,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.1387,-114.2029,4.9,1273,trailhead|natural_feature,OPERATIONAL,2
place_0106,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.3540,-113.8251,4.2,3514,natural_feature|point_of_interest,OPERATIONAL,1
place_0107,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.3582,-113.9406,3.9,2869,park|point_of_interest,OPERATIONAL,0
place_0108,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.0105,-113.6510,5.0,4647,store|point_of_interest,OPERATIONAL,2
place_0109,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.5434,-113.5477,3.6,3729,point_of_interest|visitor_center,OPERATIONAL,1
place_0110,Apgar Village,"Apgar, West Glacier, MT 59936",47.1976,-114.0539,3.6,1334,park|point_of_interest,OPERATIONAL,0
place_0111,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.5955,-113.8881,3.8,4694,lodging|point_of_interest,OPERATIONAL,4
place_0112,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.1128,-114.3678,3.8,4923,trailhead|natural_feature,OPERATIONAL,1
place_0113,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.6644,-113.9431,4.4,390,park|natural_feature,OPERATIONAL,0
place_0114,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.6909,-114.2388,4.0,1201,park|natural_feature,OPERATIONAL,4
place_0115,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.9671,-113.5864,3.9,1081,trailhead|natural_feature,OPERATIONAL,3
place_0116,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.7718,-114.2797,4.8,4564,natural_feature|point_of_interest,OPERATIONAL,0
place_0117,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.2959,-113.5954,4.3,1586,park|point_of_interest,OPERATIONAL,4
place_0118,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.3649,-114.1418,4.8,443,store|point_of_interest,OPERATIONAL,3
place_0119,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.2817,-114.2963,4.9,3318,point_of_interest|visitor_center,OPERATIONAL,2
place_0120,Apgar Village,"Apgar, West Glacier, MT 59936",47.4495,-113.6708,4.0,4483,park|point_of_interest,OPERATIONAL,4
place_0121,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.9099,-113.8767,4.1,4246,lodging|point_of_interest,OPERATIONAL,3
place_0122,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.0215,-114.3786,4.0,2352,trailhead|natural_feature,OPERATIONAL,2
place_0123,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.2263,-114.0848,4.6,1665,park|natural_feature,OPERATIONAL,1
place_0124,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.1029,-114.1707,4.0,968,park|natural_feature,OPERATIONAL,0
place_0125,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.2525,-113.9273,4.5,3444,trailhead|natural_feature,OPERATIONAL,2
place_0126,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.7841,-113.6637,4.4,386,natural_feature|point_of_interest,OPERATIONAL,1
place_0127,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.9936,-113.9233,4.2,1317,park|point_of_interest,OPERATIONAL,0
place_0128,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.4277,-114.0402,3.7,667,store|point_of_interest,OPERATIONAL,4
place_0129,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.7988,-114.1091,4.6,655,point_of_interest|visitor_center,OPERATIONAL,1
place_0130,Apgar Village,"Apgar, West Glacier, MT 59936",47.3887,-113.8711,4.8,586,park|point_of_interest,OPERATIONAL,0
place_0131,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.3252,-114.0472,4.3,3259,lodging|point_of_interest,OPERATIONAL,4
place_0132,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.0994,-114.3664,4.6,1935,trailhead|natural_feature,OPERATIONAL,3
place_0133,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.2453,-114.2512,4.6,480,park|natural_feature,OPERATIONAL,0
place_0134,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.9188,-114.1125,3.9,1836,park|natural_feature,OPERATIONAL,4
place_0135,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.6636,-114.1828,3.7,4739,trailhead|natural_feature,OPERATIONAL,3
place_0136,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.5930,-113.5145,3.9,4024,natural_feature|point_of_interest,OPERATIONAL,2
place_0137,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.5860,-114.4192,3.8,851,park|point_of_interest,OPERATIONAL,4
place_0138,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.0511,-114.4567,3.9,4149,store|point_of_interest,OPERATIONAL,3
place_0139,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.5513,-114.3127,5.0,2558,point_of_interest|visitor_center,OPERATIONAL,2
place_0140,Apgar Village,"Apgar, West Glacier, MT 59936",47.7315,-113.5432,4.8,495,park|point_of_interest,OPERATIONAL,1
place_0141,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.2975,-113.6675,4.7,2693,lodging|point_of_interest,OPERATIONAL,0
place_0142,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.5332,-114.2378,4.4,1619,trailhead|natural_feature,OPERATIONAL,2
place_0143,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.7716,-113.5814,4.2,1736,park|natural_feature,OPERATIONAL,1
place_0144,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.6463,-113.8363,4.2,71,park|natural_feature,OPERATIONAL,0
place_0145,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.8679,-114.2992,4.9,4416,trailhead|natural_feature,OPERATIONAL,4
place_0146,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.7852,-113.9524,4.2,830,natural_feature|point_of_interest,OPERATIONAL,1
place_0147,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.0811,-113.7645,4.8,827,park|point_of_interest,OPERATIONAL,0
place_0148,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.8516,-113.7337,4.0,2378,store|point_of_interest,OPERATIONAL,4
place_0149,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.0632,-113.5078,4.9,3974,point_of_interest|visitor_center,OPERATIONAL,3
place_0150,Apgar Village,"Apgar, West Glacier, MT 59936",47.7545,-114.4760,4.5,357,park|point_of_interest,OPERATIONAL,0
place_0151,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.0321,-113.6542,3.6,4671,lodging|point_of_interest,OPERATIONAL,4
place_0152,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.9147,-113.9647,3.6,1719,trailhead|natural_feature,OPERATIONAL,3
place_0153,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.6875,-114.0203,4.0,2862,park|natural_feature,OPERATIONAL,2
place_0154,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.6250,-114.0564,4.9,2872,park|natural_feature,OPERATIONAL,4
place_0155,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.0151,-113.8996,4.3,4207,trailhead|natural_feature,OPERATIONAL,3
place_0156,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.3640,-113.6572,4.0,953,natural_feature|point_of_interest,OPERATIONAL,2
place_0157,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.3825,-113.8850,4.3,2237,park|point_of_interest,OPERATIONAL,1
place_0158,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.4117,-113.8271,5.0,4641,store|point_of_interest,OPERATIONAL,3
place_0159,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.4891,-113.6261,4.2,3294,point_of_interest|visitor_center,OPERATIONAL,2
place_0160,Apgar Village,"Apgar, West Glacier, MT 59936",47.0486,-114.3409,4.5,820,park|point_of_interest,OPERATIONAL,1
place_0161,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.8934,-114.4452,4.1,2403,lodging|point_of_interest,OPERATIONAL,0
place_0162,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.4465,-113.7655,3.6,1848,trailhead|natural_feature,OPERATIONAL,4
place_0163,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.4081,-114.2324,4.3,4078,park|natural_feature,OPERATIONAL,1
place_0164,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.0173,-113.7922,4.7,2262,park|natural_feature,OPERATIONAL,0
place_0165,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.8277,-113.6529,3.8,4791,trailhead|natural_feature,OPERATIONAL,4
place_0166,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.3004,-113.8620,4.8,2175,natural_feature|point_of_interest,OPERATIONAL,3
place_0167,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.0145,-113.8252,3.7,1552,park|point_of_interest,OPERATIONAL,0
place_0168,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.9397,-114.4427,4.6,191,store|point_of_interest,OPERATIONAL,4
place_0169,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.5066,-113.7825,4.7,2468,point_of_interest|visitor_center,OPERATIONAL,3
place_0170,Apgar Village,"Apgar, West Glacier, MT 59936",47.3178,-114.2009,4.3,3634,park|point_of_interest,OPERATIONAL,2
place_0171,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.3308,-113.6524,4.1,4732,lodging|point_of_interest,OPERATIONAL,4
place_0172,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.6446,-113.5102,4.5,3754,trailhead|natural_feature,OPERATIONAL,3
place_0173,Logan Pass,"Going-to-the-Sun Rd, MT 59468",47.3731,-113.9940,3.5,3156,park|natural_feature,OPERATIONAL,2
place_0174,Two Medicine,"Two Medicine Rd, East Glacier Park, MT 59434",47.8477,-114.4767,3.9,2522,park|natural_feature,OPERATIONAL,1
place_0175,Kootenai Creek Trailhead,"Kootenai Creek Rd, Stevensville, MT 59870",47.3865,-114.0778,3.7,1614,trailhead|natural_feature,OPERATIONAL,3
place_0176,Bowman Lake,"Bowman Lake Rd, Polebridge, MT 59928",47.1482,-113.7516,5.0,4606,natural_feature|point_of_interest,OPERATIONAL,2
place_0177,Rising Sun,"Going-to-the-Sun Rd, St Mary, MT 59417",47.8737,-114.1284,4.9,2452,park|point_of_interest,OPERATIONAL,1
place_0178,Polebridge Mercantile,"265 Polebridge Loop, Polebridge, MT 59928",47.6238,-114.4388,4.3,1840,store|point_of_interest,OPERATIONAL,0
place_0179,St. Mary Visitor Center,"US-89, St Mary, MT 59417",47.3044,-113.9709,4.6,1586,point_of_interest|visitor_center,OPERATIONAL,4
place_0180,Apgar Village,"Apgar, West Glacier, MT 59936",47.3907,-114.4124,3.9,1348,park|point_of_interest,OPERATIONAL,1
place_0181,Lake McDonald Lodge,"288 Lake McDonald Lodge, MT 59921",47.5358,-113.7152,4.8,2055,lodging|point_of_interest,OPERATIONAL,0
place_0182,Avalanche Lake Trailhead,"Going-to-the-Sun Rd, MT 59936",47.0899,-113.6801,3.6,374,trailhead|natural_feature,OPERATIONAL,4
