entry_id,date,meal,food_id,food_name,brand,serving_size,serving_unit,servings,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g
27,2026-07-09,Breakfast,546,Rice Bowl,Home,1,serving,1,430,7,2,71,64,0,3,21,11
28,2026-07-05,Snack,747,Rice Bowl,Home,1,serving,1,430,20,6,39,217,2,8,12,17
29,2026-09-13,Breakfast,662,Rice Bowl,Home,1,serving,1,430,15,4,10,352,13,3,6,23
30,2026-03-16,Breakfast,529,Oatmeal,Quaker,1,serving,1,150,2,3,2,352,2,9,23,4
31,2026-04-08,Breakfast,226,Apple,Fresh,1,serving,1,95,19,5,72,465,4,7,6,15
32,2026-04-02,Dinner,898,Coffee,Folgers,1,serving,1,5,9,8,70,10,42,1,7,19
33,2026-06-11,Lunch,418,Oatmeal,Quaker,1,serving,1,150,19,2,74,117,45,10,11,26
34,2026-09-07,Snack,148,Oatmeal,Quaker,1,serving,1,150,1,7,4,173,26,1,22,24
35,2026-02-24,Breakfast,670,Chicken Salad,Deli,1,serving,1,320,20,0,55,74,43,4,18,17
36,2026-08-08,Breakfast,298,Rice Bowl,Home,1,serving,1,430,3,2,73,547,3,1,24,4
37,2026-01-24,Breakfast,773,Yogurt,Chobani,1,serving,1,120,4,5,22,339,39,2,23,2
38,2026-08-21,Breakfast,967,Apple,Fresh,1,serving,1,95,18,0,61,391,6,3,16,14
39,2026-09-05,Lunch,976,Apple,Fresh,1,serving,1,95,2,0,13,571,41,1,7,13
40,2026-04-02,Breakfast,225,Oatmeal,Quaker,1,serving,1,150,20,8,30,466,16,2,16,4
41,2026-06-16,Breakfast,819,Yogurt,Chobani,1,serving,1,120,17,4,37,234,28,10,23,8
42,2026-09-14,Snack,266,Rice Bowl,Home,1,serving,1,430,9,1,75,424,23,5,11,21
43,2026-06-10,Lunch,150,Apple,Fresh,1,serving,1,95,6,4,16,306,12,4,15,11
44,2026-06-27,Breakfast,930,Rice Bowl,Home,1,serving,1,430,10,5,23,115,21,8,19,18
45,2026-09-27,Lunch,225,Rice Bowl,Home,1,serving,1,430,15,3,32,154,7,2,7,4
46,2026-09-11,Dinner,281,Chicken Salad,Deli,1,serving,1,320,5,4,38,334,20,4,7,8
47,2026-09-28,Breakfast,243,Apple,Fresh,1,serving,1,95,2,7,43,598,20,5,12,27
48,2026-04-28,Snack,808,Yogurt,Chobani,1,serving,1,120,6,1,40,70,41,6,23,25
49,2026-06-24,Breakfast,289,Rice Bowl,Home,1,serving,1,430,10,8,78,190,34,3,21,9
50,2026-05-02,Snack,653,Yogurt,Chobani,1,serving,1,120,14,7,51,283,31,0,0,25
51,2026-05-04,Lunch,280,Chicken Salad,Deli,1,serving,1,320,10,4,10,101,27,4,14,14
52,2026-01-01,Dinner,626,Oatmeal,Quaker,1,serving,1,150,3,4,34,242,13,9,23,16
53,2026-08-03,Dinner,589,Coffee,Folgers,1,serving,1,5,7,6,76,283,50,3,5,17
54,2026-06-08,Snack,314,Rice Bowl,Home,1,serving,1,430,17,1,45,550,33,0,14,27
55,2026-09-11,Snack,683,Apple,Fresh,1,serving,1,95,4,4,3,583,35,10,0,8
56,2026-09-22,Dinner,340,Apple,Fresh,1,serving,1,95,7,2,30,310,18,0,13,2
57,2026-02-05,Lunch,981,Oatmeal,Quaker,1,serving,1,150,16,8,15,82,8,3,25,28
58,2026-08-14,Breakfast,737,Apple,Fresh,1,serving,1,95,8,7,35,341,35,10,9,29
59,2026-04-09,Lunch,384,Yogurt,Chobani,1,serving,1,120,19,3,80,200,38,0,17,28
60,2026-08-09,Dinner,986,Chicken Salad,Deli,1,serving,1,320,7,2,18,143,5,7,8,25
61,2026-08-06,Dinner,151,Rice Bowl,Home,1,serving,1,430,7,8,58,464,48,3,22,16
62,2026-01-02,Dinner,259,Yogurt,Chobani,1,serving,1,120,1,6,52,426,29,6,0,0
63,2026-09-16,Lunch,665,Coffee,Folgers,1,serving,1,5,10,5,4,447,33,5,17,3
64,2026-08-15,Lunch,293,Apple,Fresh,1,serving,1,95,8,0,18,289,8,0,20,2
65,2026-08-27,Dinner,688,Chicken Salad,Deli,1,serving,1,320,11,4,51,522,19,1,14,17
66,2026-07-08,Breakfast,961,Oatmeal,Quaker,1,serving,1,150,10,0,41,274,3,5,15,5
67,2026-05-19,Dinner,262,Rice Bowl,Home,1,serving,1,430,7,7,1,35,34,0,13,12
68,2026-02-09,Lunch,508,Apple,Fresh,1,serving,1,95,17,6,20,349,3,8,14,28
69,2026-08-04,Lunch,753,Oatmeal,Quaker,1,serving,1,150,18,2,39,71,14,8,20,11
70,2026-09-11,Snack,879,Coffee,Folgers,1,serving,1,5,6,6,15,507,0,9,3,19
71,2026-08-25,Dinner,505,Chicken Salad,Deli,1,serving,1,320,3,6,36,491,19,8,12,4
72,2026-09-11,Lunch,171,Coffee,Folgers,1,serving,1,5,11,1,16,64,4,6,9,21
73,2026-08-11,Lunch,211,Coffee,Folgers,1,serving,1,5,14,4,22,38,37,8,16,26
74,2026-07-06,Dinner,157,Coffee,Folgers,1,serving,1,5,16,7,4,87,15,10,22,1
75,2026-03-20,Breakfast,145,Chicken Salad,Deli,1,serving,1,320,0,8,24,276,30,3,20,17
76,2026-08-12,Dinner,196,Chicken Salad,Deli,1,serving,1,320,19,6,22,315,43,9,14,6
77,2026-08-27,Lunch,167,Oatmeal,Quaker,1,serving,1,150,13,2,7,502,27,4,12,23
78,2026-01-20,Snack,191,Rice Bowl,Home,1,serving,1,430,14,4,57,200,15,4,6,13
79,2026-07-16,Breakfast,594,Oatmeal,Quaker,1,serving,1,150,4,3,55,587,15,8,8,24
80,2026-02-14,Lunch,614,Yogurt,Chobani,1,serving,1,120,18,5,4,71,20,1,15,23
81,2026-09-09,Breakfast,849,Chicken Salad,Deli,1,serving,1,320,6,6,2,79,40,4,23,8
82,2026-08-10,Breakfast,354,Rice Bowl,Home,1,serving,1,430,7,7,52,435,15,6,23,10
83,2026-08-10,Snack,677,Rice Bowl,Home,1,serving,1,430,15,0,34,546,47,4,16,24
84,2026-09-15,Snack,651,Rice Bowl,Home,1,serving,1,430,1,1,73,162,17,4,7,28
85,2026-08-20,Breakfast,443,Chicken Salad,Deli,1,serving,1,320,0,0,33,61,23,8,21,14
86,2026-08-04,Lunch,749,Coffee,Folgers,1,serving,1,5,4,0,14,83,8,1,19,7
87,2026-01-03,Snack,424,Chicken Salad,Deli,1,serving,1,320,13,4,27,527,35,9,25,11
88,2026-01-14,Snack,748,Yogurt,Chobani,1,serving,1,120,15,1,52,443,34,6,21,5
89,2026-07-11,Dinner,380,Rice Bowl,Home,1,serving,1,430,10,7,1,282,21,1,15,11
90,2026-01-13,Lunch,755,Oatmeal,Quaker,1,serving,1,150,13,8,7,17,36,3,9,29
91,2026-08-24,Dinner,121,Yogurt,Chobani,1,serving,1,120,10,0,46,483,41,5,1,12
92,2026-07-22,Breakfast,421,Yogurt,Chobani,1,serving,1,120,0,0,55,343,8,1,25,3
93,2026-05-19,Breakfast,147,Chicken Salad,Deli,1,serving,1,320,12,0,12,503,47,10,2,6
94,2026-02-04,Dinner,961,Rice Bowl,Home,1,serving,1,430,7,5,60,368,25,9,25,1
95,2026-01-05,Breakfast,998,Oatmeal,Quaker,1,serving,1,150,19,3,41,257,34,2,3,6
96,2026-03-17,Dinner,913,Yogurt,Chobani,1,serving,1,120,15,3,12,470,36,10,4,9
97,2026-01-21,Breakfast,122,Rice Bowl,Home,1,serving,1,430,6,8,71,575,16,10,13,5
98,2026-02-13,Lunch,729,Chicken Salad,Deli,1,serving,1,320,10,1,28,435,35,10,14,14
99,2026-06-22,Snack,716,Apple,Fresh,1,serving,1,95,17,3,42,415,42,7,12,3
100,2026-06-24,Dinner,981,Oatmeal,Quaker,1,serving,1,150,11,2,63,389,7,8,7,29
101,2026-02-14,Dinner,683,Yogurt,Chobani,1,serving,1,120,1,8,64,144,28,7,15,24
102,2026-01-28,Breakfast,580,Coffee,Folgers,1,serving,1,5,12,4,0,45,27,5,12,7
103,2026-07-15,Lunch,206,Rice Bowl,Home,1,serving,1,430,16,4,62,325,47,7,13,22
104,2026-08-15,Snack,515,Rice Bowl,Home,1,serving,1,430,19,4,11,27,4,1,19,12
105,2026-05-20,Lunch,657,Coffee,Folgers,1,serving,1,5,12,2,23,192,38,0,13,28
106,2026-02-09,Breakfast,845,Apple,Fresh,1,serving,1,95,16,5,17,282,9,0,19,18
107,2026-08-05,Lunch,256,Yogurt,Chobani,1,serving,1,120,2,4,39,453,34,10,19,8
108,2026-05-04,Dinner,956,Apple,Fresh,1,serving,1,95,8,6,39,483,40,7,25,3
