city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
4600060,803,Clouds,broken clouds,04d,63,61,60,66,1015,82,3.5,220,91,10000,1791768600
4600061,803,Clouds,broken clouds,04d,54,52,51,57,1015,48,5.1,137,81,10000,1791768600
4600062,803,Clouds,broken clouds,04d,52,50,49,55,1015,75,7.4,232,56,10000,1791768600
4600063,803,Clouds,broken clouds,04d,59,57,56,62,1015,57,9.3,113,53,10000,1791768600
4600064,803,Clouds,broken clouds,04d,62,60,59,65,1015,78,5.9,68,1,10000,1791768600
4600065,803,Clouds,broken clouds,04d,51,49,48,54,1015,63,8.8,335,12,10000,1791768600
4600066,803,Clouds,broken clouds,04d,66,64,63,69,1015,60,6.4,333,98,10000,1791768600
4600067,803,Clouds,broken clouds,04d,47,45,44,50,1015,64,2.5,306,92,10000,1791768600
4600068,803,Clouds,broken clouds,04d,59,57,56,62,1015,57,2.4,170,26,10000,1791768600
4600069,803,Clouds,broken clouds,04d,60,58,57,63,1015,73,2.3,261,33,10000,1791768600
4600070,803,Clouds,broken clouds,04d,53,51,50,56,1015,74,9.2,171,52,10000,1791768600
4600071,803,Clouds,broken clouds,04d,56,54,53,59,1015,51,6.7,38,19,10000,1791768600
4600072,803,Clouds,broken clouds,04d,47,45,44,50,1015,81,10.4,6,33,10000,1791768600
4600073,803,Clouds,broken clouds,04d,58,56,55,61,1015,78,10.4,180,69,10000,1791768600
4600074,803,Clouds,broken clouds,04d,64,62,61,67,1015,84,10.2,255,93,10000,1791768600
4600075,803,Clouds,broken clouds,04d,57,55,54,60,1015,67,9.4,0,36,10000,1791768600
4600076,803,Clouds,broken clouds,04d,53,51,50,56,1015,59,3.3,121,63,10000,1791768600
4600077,803,Clouds,broken clouds,04d,50,48,47,53,1015,73,8.8,160,94,10000,1791768600
4600078,803,Clouds,broken clouds,04d,47,45,44,50,1015,84,5.5,202,78,10000,1791768600
4600079,803,Clouds,broken clouds,04d,60,58,57,63,1015,79,5.8,179,67,10000,1791768600
4600080,803,Clouds,broken clouds,04d,63,61,60,66,1015,54,10.5,47,40,10000,1791768600
4600081,803,Clouds,broken clouds,04d,54,52,51,57,1015,69,3.6,95,67,10000,1791768600
4600082,803,Clouds,broken clouds,04d,57,55,54,60,1015,65,11.0,82,11,10000,1791768600
4600083,803,Clouds,broken clouds,04d,48,46,45,51,1015,65,9.5,143,93,10000,1791768600
4600084,803,Clouds,broken clouds,04d,54,52,51,57,1015,67,8.5,96,62,10000,1791768600
4600085,803,Clouds,broken clouds,04d,57,55,54,60,1015,63,5.7,37,35,10000,1791768600
4600086,803,Clouds,broken clouds,04d,58,56,55,61,1015,56,7.0,257,79,10000,1791768600
4600087,803,Clouds,broken clouds,04d,47,45,44,50,1015,79,5.1,45,26,10000,1791768600
4600088,803,Clouds,broken clouds,04d,50,48,47,53,1015,73,6.1,282,40,10000,1791768600
4600089,803,Clouds,broken clouds,04d,63,61,60,66,1015,47,5.1,259,95,10000,1791768600
4600090,803,Clouds,broken clouds,04d,65,63,62,68,1015,54,9.6,328,41,10000,1791768600
4600091,803,Clouds,broken clouds,04d,64,62,61,67,1015,56,7.9,75,58,10000,1791768600
4600092,803,Clouds,broken clouds,04d,50,48,47,53,1015,63,9.7,232,74,10000,1791768600
4600093,803,Clouds,broken clouds,04d,59,57,56,62,1015,79,11.6,143,26,10000,1791768600
4600094,803,Clouds,broken clouds,04d,52,50,49,55,1015,73,7.6,247,90,10000,1791768600
4600095,803,Clouds,broken clouds,04d,63,61,60,66,1015,66,11.8,203,44,10000,1791768600
4600096,803,Clouds,broken clouds,04d,66,64,63,69,1015,79,7.6,7,5,10000,1791768600
4600097,803,Clouds,broken clouds,04d,53,51,50,56,1015,80,8.0,72,4,10000,1791768600
4600098,803,Clouds,broken clouds,04d,61,59,58,64,1015,82,3.7,92,59,10000,1791768600
4600099,803,Clouds,broken clouds,04d,55,53,52,58,1015,70,5.0,206,59,10000,1791768600
