id,name,country,state,lat,lon,timezone
4600075,Township 75,US,IN,39.1563,-86.4277,-14400
4600076,Township 76,US,IN,39.8177,-86.0801,-14400
4600077,Township 77,US,IN,39.6049,-86.6063,-14400
4600078,Township 78,US,IN,39.3066,-86.3381,-14400
4600079,Township 79,US,IN,39.1231,-86.8349,-14400
4600080,Township 80,US,IN,39.2671,-86.7317,-14400
4600081,Township 81,US,IN,39.0689,-86.1237,-14400
4600082,Township 82,US,IN,39.4499,-86.7102,-14400
4600083,Township 83,US,IN,39.1421,-86.538,-14400
4600084,Township 84,US,IN,39.4139,-86.5002,-14400
4600085,Township 85,US,IN,39.5043,-86.7429,-14400
4600086,Township 86,US,IN,39.2665,-86.0743,-14400
4600087,Township 87,US,IN,39.8174,-86.327,-14400
4600088,Township 88,US,IN,39.8137,-86.4028,-14400
4600089,Township 89,US,IN,39.4885,-86.579,-14400
4600090,Township 90,US,IN,39.1334,-86.3076,-14400
4600091,Township 91,US,IN,39.6411,-86.3152,-14400
4600092,Township 92,US,IN,39.4599,-86.8581,-14400
4600093,Township 93,US,IN,39.8643,-86.479,-14400
4600094,Township 94,US,IN,39.5616,-86.9447,-14400
4600095,Township 95,US,IN,39.7938,-86.5777,-14400
4600096,Township 96,US,IN,39.1478,-86.5495,-14400
4600097,Township 97,US,IN,39.4705,-86.1206,-14400
4600098,Township 98,US,IN,39.8313,-86.3695,-14400
4600099,Township 99,US,IN,39.2389,-86.9557,-14400
