tracking_number,status_type,status_code,status_description,service_name,ship_date,scheduled_delivery,latest_activity,latest_activity_location,latest_activity_time
467,closed,1064,general,Jade zephyr 65,2026-05-03T08:14:00Z,grove-65,47.3486,Trier,2026-02-22T09:05:00Z
329,pending,1065,standard,Ember delta 66,2026-02-02T01:41:00Z,jade-66,52.6166,Hamburg,2026-12-16T19:19:00Z
719,closed,1066,standard,Kelp jade 67,2026-01-03T01:18:00Z,quartz-67,53.9168,Lubeck,2026-07-12T01:29:00Z
287,general,1067,pending,Coral bravo 68,2026-01-12T12:14:00Z,zephyr-68,53.2149,Emden,2026-09-16T17:09:00Z
98,closed,1068,standard,Zephyr summit 69,2026-04-17T02:12:00Z,umber-69,52.2764,Rostock,2026-06-17T13:05:00Z
816,standard,1069,active,Bravo ember 70,2026-09-08T01:13:00Z,zephyr-70,48.9461,Fulda,2026-04-09T12:55:00Z
792,closed,1070,standard,Zephyr summit 71,2026-02-25T07:04:00Z,grove-71,53.0360,Hamburg,2026-05-03T05:11:00Z
26,pending,1071,closed,Kelp umber 72,2026-06-14T04:27:00Z,pine-72,47.4331,Flensburg,2026-02-12T23:55:00Z
1004,standard,1072,closed,Jade ember 73,2026-02-08T22:59:00Z,quartz-73,51.4963,Aachen,2026-12-17T19:06:00Z
48,closed,1073,general,Ember bravo 74,2026-06-13T01:55:00Z,river-74,52.2892,Trier,2026-04-11T21:34:00Z
547,closed,1074,open,River zephyr 75,2026-03-05T13:47:00Z,cedar-75,52.1278,Aachen,2026-03-19T05:39:00Z
697,standard,1075,standard,Meadow harbor 76,2026-07-16T11:52:00Z,orbit-76,49.3556,Hamburg,2026-07-18T10:36:00Z
142,pending,1076,general,Meadow alpha 77,2026-12-15T04:39:00Z,tidal-77,50.4854,Emden,2026-05-22T16:40:00Z
624,closed,1077,general,Summit violet 78,2026-05-05T23:55:00Z,river-78,52.7209,Trier,2026-06-25T13:21:00Z
897,open,1078,closed,Alpha harbor 79,2026-06-24T05:33:00Z,iris-79,50.4541,Aachen,2026-08-20T09:48:00Z
705,standard,1079,closed,Umber zephyr 80,2026-10-15T03:17:00Z,summit-80,49.6235,Trier,2026-02-03T03:54:00Z
833,open,1080,standard,Violet willow 81,2026-12-28T21:35:00Z,umber-81,49.8183,Rostock,2026-05-07T16:27:00Z
348,standard,1081,open,Harbor coral 82,2026-05-27T23:25:00Z,iris-82,53.6727,Flensburg,2026-02-24T15:07:00Z
588,general,1082,active,Quartz river 83,2026-11-25T17:04:00Z,grove-83,50.4256,Rostock,2026-12-08T06:16:00Z
436,closed,1083,active,Umber pine 84,2026-02-26T18:58:00Z,frost-84,52.5715,Rostock,2026-07-09T05:48:00Z
634,standard,1084,standard,Ember orbit 85,2026-08-22T00:16:00Z,coral-85,54.1280,Hamburg,2026-12-05T06:30:00Z
225,pending,1085,pending,Violet jade 86,2026-08-11T16:18:00Z,bravo-86,52.5909,Bonn,2026-04-25T09:55:00Z
1,open,1086,active,Haze cedar 87,2026-05-05T17:48:00Z,alpha-87,49.8228,Hamburg,2026-06-23T08:11:00Z
110,pending,1087,closed,Zephyr coral 88,2026-03-18T16:01:00Z,alpha-88,49.0690,Bonn,2026-04-26T03:48:00Z
462,general,1088,closed,Violet tidal 89,2026-05-19T11:06:00Z,ember-89,51.9912,Flensburg,2026-09-25T14:36:00Z
393,general,1089,standard,Violet willow 90,2026-12-19T19:47:00Z,iris-90,54.1746,Kassel,2026-07-16T20:45:00Z
681,open,1090,closed,Orbit tidal 91,2026-02-16T07:40:00Z,haze-91,50.7735,Flensburg,2026-04-09T16:11:00Z
1005,active,1091,open,Bravo harbor 92,2026-06-25T23:13:00Z,jade-92,51.5381,Bremen,2026-11-18T05:10:00Z
1006,open,1092,standard,Umber harbor 93,2026-10-01T09:22:00Z,quartz-93,51.7397,Fulda,2026-03-14T01:56:00Z
1007,pending,1093,active,Frost jade 94,2026-08-26T09:00:00Z,iris-94,50.8637,Kiel,2026-08-24T23:27:00Z
622,open,1094,active,River zephyr 95,2026-01-09T13:59:00Z,quartz-95,48.9999,Bremen,2026-10-15T08:19:00Z
875,active,1095,closed,Harbor cedar 96,2026-07-13T03:23:00Z,kelp-96,47.1680,Rostock,2026-06-20T18:48:00Z
291,open,1096,pending,Meadow umber 97,2026-06-01T19:44:00Z,jade-97,53.9620,Trier,2026-11-12T10:55:00Z
1008,standard,1097,general,Cedar pine 98,2026-12-11T05:50:00Z,summit-98,54.0485,Emden,2026-05-06T00:35:00Z
868,pending,1098,closed,Umber harbor 99,2026-11-05T03:25:00Z,kelp-99,49.1964,Bremen,2026-01-12T20:46:00Z
762,standard,1099,closed,Quartz cedar 100,2026-10-05T19:37:00Z,pine-100,51.7194,Lubeck,2026-02-23T14:03:00Z
