item_id,column_id,text,value
itm-ref-099,col-status,Working,"{""index"":1}"
itm-ref-100,col-status,Done,"{""index"":1}"
itm-ref-101,col-status,Working,"{""index"":1}"
itm-ref-102,col-status,Working,"{""index"":1}"
itm-ref-103,col-status,Stuck,"{""index"":1}"
itm-ref-104,col-status,Stuck,"{""index"":1}"
itm-ref-105,col-status,Stuck,"{""index"":1}"
itm-ref-106,col-status,Working,"{""index"":1}"
itm-ref-107,col-status,Stuck,"{""index"":1}"
itm-ref-108,col-status,Done,"{""index"":1}"
itm-ref-109,col-status,Done,"{""index"":1}"
