"listing_id","title","city","country","room_type","price_per_night","cleaning_fee","beds","baths","max_guests","rating","review_count","host_id","instant_book"
"lst_0017","delta juliet juliet Apartment","Denver","DE","Private room","274","91","2","1","3","3.4","140","host_0033","false"
"lst_0018","india hotel mountain Apartment","Austin","GB","Hotel room","220","57","4","3","9","4.7","113","host_0009","true"
"lst_0019","mountain alpha ocean Apartment","New York","FR","Entire home/apt","213","46","3","3","2","3.9","194","host_0021","false"
"lst_0020","foxtrot golf river Apartment","Austin","AU","Shared room","205","33","3","2","3","4.7","240","host_0007","true"
"lst_0021","delta echo bridge Apartment","New York","JP","Shared room","171","35","3","1","6","4.2","241","host_0021","true"
"lst_0022","river tower delta Apartment","Chicago","GB","Hotel room","50","77","4","3","8","4.5","166","host_0041","false"
"lst_0023","market valley charlie Apartment","Denver","AU","Hotel room","486","64","2","1","10","4.9","233","host_0015","true"
"lst_0024","valley mountain india Apartment","Austin","BR","Hotel room","307","51","3","1","1","4.4","149","host_0018","false"
"lst_0025","cloud india charlie Apartment","Seattle","CA","Entire home/apt","401","20","1","2","10","3.5","93","host_0045","true"
"lst_0026","india charlie market Apartment","San Francisco","DE","Hotel room","171","12","3","3","5","4.3","179","host_0028","false"
"lst_0027","charlie juliet golf Apartment","Austin","IN","Hotel room","134","45","3","3","2","4.4","283","host_0030","true"
"lst_0028","tower cloud golf Apartment","Denver","FR","Shared room","441","35","5","1","6","3.4","200","host_0022","false"
"lst_0029","charlie market valley Apartment","San Francisco","US","Hotel room","429","99","1","2","2","4.6","23","host_0027","false"
"lst_0030","india bravo charlie Apartment","Los Angeles","FR","Hotel room","330","41","5","2","1","4.7","93","host_0031","false"
"lst_0031","echo river mountain Apartment","Chicago","GB","Shared room","421","83","2","2","2","3.4","52","host_0031","true"
"lst_0032","alpha valley cloud Apartment","Austin","US","Shared room","321","37","1","2","9","3.5","256","host_0014","false"
"lst_0033","ocean ocean bridge Apartment","Seattle","BR","Private room","151","78","4","2","6","4.3","23","host_0026","false"
"lst_0034","juliet tower golf Apartment","San Francisco","BR","Private room","426","51","3","1","1","3.6","226","host_0031","true"
"lst_0035","hotel alpha alpha Apartment","San Francisco","IN","Entire home/apt","63","90","5","2","6","4.1","77","host_0014","false"
"lst_0036","juliet foxtrot hotel Apartment","Denver","CA","Entire home/apt","319","12","2","2","2","3.0","146","host_0006","false"
"lst_0037","bravo juliet bridge Apartment","Phoenix","MX","Private room","109","61","4","1","9","4.3","219","host_0050","true"
"lst_0038","bravo stone stone Apartment","Seattle","GB","Private room","381","46","1","3","5","3.9","182","host_0003","true"
"lst_0039","alpha mountain golf Apartment","Phoenix","US","Private room","116","90","4","1","7","4.7","292","host_0040","true"
"lst_0040","bridge hotel stone Apartment","Phoenix","MX","Private room","220","65","3","3","9","4.9","115","host_0042","false"
"lst_0041","echo echo foxtrot Apartment","Chicago","CA","Shared room","235","51","5","3","2","4.0","268","host_0047","true"
"lst_0042","echo bravo ocean Apartment","Phoenix","CA","Shared room","189","92","5","3","7","3.8","126","host_0043","true"
"lst_0043","ocean forest foxtrot Apartment","Houston","MX","Entire home/apt","189","99","5","3","7","4.0","84","host_0021","true"
"lst_0044","golf cloud hotel Apartment","Denver","US","Hotel room","157","19","4","1","10","4.0","59","host_0026","false"
"lst_0045","tower bridge charlie Apartment","New York","AU","Shared room","244","87","1","3","3","4.1","186","host_0004","true"
"lst_0046","hotel golf bridge Apartment","Seattle","CA","Shared room","274","39","1","1","6","3.4","55","host_0009","false"
"lst_0047","india market hotel Apartment","Chicago","MX","Shared room","305","91","5","2","8","3.6","19","host_0036","true"
"lst_0048","stone stone stone Apartment","Denver","GB","Hotel room","168","93","2","1","6","4.5","48","host_0028","true"
"lst_0049","valley delta bridge Apartment","Los Angeles","DE","Shared room","279","21","4","2","1","4.7","134","host_0050","true"
"lst_0050","hotel india foxtrot Apartment","San Francisco","IN","Private room","356","63","5","2","6","3.5","293","host_0008","true"
"lst_0051","bridge mountain river Apartment","Phoenix","MX","Hotel room","474","64","2","1","10","3.4","280","host_0013","false"
"lst_0052","echo hotel golf Apartment","Chicago","DE","Private room","468","70","4","1","8","3.6","61","host_0020","false"
"lst_0053","foxtrot ocean foxtrot Apartment","Chicago","JP","Entire home/apt","147","55","2","2","3","3.7","174","host_0025","true"
"lst_0054","river charlie bridge Apartment","Chicago","GB","Private room","323","42","1","3","6","3.7","4","host_0037","false"
"lst_0055","foxtrot charlie tower Apartment","San Francisco","CA","Hotel room","223","10","3","2","9","4.0","31","host_0033","false"
"lst_0056","stone market delta Apartment","New York","BR","Private room","291","19","2","2","4","3.4","16","host_0045","true"
"lst_0057","cloud echo market Apartment","Los Angeles","AU","Private room","258","70","2","2","4","3.5","209","host_0009","false"
"lst_0058","india forest india Apartment","Seattle","MX","Shared room","309","75","1","3","5","4.5","275","host_0029","false"
"lst_0059","ocean river delta Apartment","Austin","DE","Shared room","360","88","2","1","4","3.8","177","host_0041","false"
"lst_0060","delta valley forest Apartment","Seattle","JP","Shared room","413","87","1","3","6","3.5","216","host_0029","true"
"lst_0061","ocean alpha bravo Apartment","Los Angeles","AU","Entire home/apt","297","67","5","1","6","3.5","21","host_0014","true"
"lst_0062","delta charlie golf Apartment","Los Angeles","IN","Entire home/apt","103","60","4","2","9","4.6","80","host_0016","false"
"lst_0063","charlie bravo charlie Apartment","Austin","AU","Shared room","149","19","1","2","5","4.5","123","host_0037","false"
"lst_0064","market bravo juliet Apartment","Phoenix","GB","Shared room","346","20","1","3","7","4.5","6","host_0033","false"
"lst_0065","mountain echo hotel Apartment","New York","DE","Hotel room","69","28","4","3","3","4.6","159","host_0032","true"
"lst_0066","charlie bridge golf Apartment","Portland","CA","Hotel room","378","22","2","2","1","4.9","64","host_0005","true"
"lst_0067","market alpha golf Apartment","Denver","MX","Hotel room","383","12","4","1","10","4.8","32","host_0003","false"
"lst_0068","stone delta tower Apartment","Portland","JP","Hotel room","241","16","5","1","7","4.1","200","host_0036","true"
"lst_0069","charlie alpha tower Apartment","Denver","AU","Entire home/apt","319","97","4","1","5","4.5","296","host_0002","true"
"lst_0070","stone stone tower Apartment","New York","US","Shared room","482","95","4","1","7","4.6","246","host_0001","true"
"lst_0071","tower bridge juliet Apartment","Portland","FR","Hotel room","369","76","5","3","10","3.3","118","host_0011","false"
"lst_0072","echo charlie golf Apartment","Chicago","CA","Private room","138","27","5","2","3","4.9","167","host_0017","true"
"lst_0073","charlie river valley Apartment","Houston","IN","Shared room","300","57","3","1","2","4.0","205","host_0020","false"
"lst_0074","stone juliet bravo Apartment","Denver","MX","Private room","427","44","4","1","7","3.8","267","host_0016","false"
"lst_0075","mountain hotel stone Apartment","San Francisco","US","Shared room","475","53","5","1","9","4.0","19","host_0001","false"
"lst_0076","forest tower stone Apartment","New York","AU","Entire home/apt","277","28","1","3","2","4.6","185","host_0038","true"
"lst_0077","foxtrot echo charlie Apartment","San Francisco","JP","Hotel room","185","12","1","1","2","3.6","15","host_0006","true"
"lst_0078","tower bridge golf Apartment","New York","JP","Private room","139","59","1","3","10","3.4","198","host_0048","false"
"lst_0079","charlie hotel mountain Apartment","Houston","AU","Entire home/apt","244","22","3","1","9","4.9","97","host_0007","true"
"lst_0080","bravo bravo india Apartment","Austin","MX","Shared room","212","69","3","1","6","4.5","293","host_0024","true"
"lst_0081","river river forest Apartment","New York","FR","Hotel room","444","66","2","3","6","3.3","213","host_0015","false"
"lst_0082","river bravo ocean Apartment","Houston","FR","Private room","185","24","2","3","1","3.3","95","host_0034","false"
"lst_0083","juliet bravo hotel Apartment","San Francisco","JP","Entire home/apt","136","47","5","1","4","3.7","228","host_0029","false"
"lst_0084","foxtrot cloud river Apartment","San Francisco","BR","Entire home/apt","305","53","2","1","3","4.4","252","host_0045","false"
"lst_0085","delta tower golf Apartment","Denver","IN","Entire home/apt","255","80","2","1","8","4.9","162","host_0008","true"
"lst_0086","bravo delta foxtrot Apartment","Chicago","DE","Shared room","236","49","4","2","4","3.1","104","host_0029","true"
"lst_0087","bridge juliet mountain Apartment","Phoenix","GB","Entire home/apt","399","62","4","3","6","3.6","162","host_0042","true"
"lst_0088","market juliet mountain Apartment","Houston","DE","Entire home/apt","112","93","1","2","7","4.8","45","host_0030","true"
"lst_0089","hotel echo valley Apartment","Los Angeles","GB","Private room","281","37","5","1","2","4.3","267","host_0041","true"
"lst_0090","juliet alpha echo Apartment","San Francisco","BR","Hotel room","233","64","3","1","1","3.1","32","host_0043","false"
"lst_0091","foxtrot charlie hotel Apartment","New York","BR","Private room","486","47","1","1","7","4.7","105","host_0018","true"
"lst_0092","golf cloud tower Apartment","Los Angeles","GB","Shared room","499","70","3","2","7","4.9","73","host_0018","true"
"lst_0093","charlie tower bravo Apartment","Seattle","DE","Private room","430","19","1","2","9","3.5","28","host_0015","false"
"lst_0094","bravo forest stone Apartment","Houston","DE","Hotel room","250","50","2","1","8","3.6","131","host_0021","true"
"lst_0095","ocean echo bridge Apartment","Phoenix","MX","Shared room","54","65","1","2","5","3.2","109","host_0031","true"
"lst_0096","bridge stone foxtrot Apartment","Seattle","AU","Entire home/apt","437","97","1","2","9","4.2","23","host_0041","false"
"lst_0097","market river cloud Apartment","San Francisco","BR","Hotel room","77","24","5","3","4","5.0","140","host_0007","false"
"lst_0098","stone tower stone Apartment","Denver","DE","Hotel room","173","40","3","3","4","3.7","240","host_0016","false"
"lst_0099","ocean juliet bravo Apartment","Seattle","IN","Shared room","129","56","2","1","8","4.6","163","host_0004","false"
"lst_0100","tower ocean echo Apartment","New York","GB","Entire home/apt","315","51","5","2","9","4.1","229","host_0018","true"
"lst_0101","forest hotel river Apartment","San Francisco","FR","Entire home/apt","356","54","4","3","3","4.0","271","host_0018","false"
"lst_0102","forest hotel market Apartment","Seattle","AU","Private room","197","19","4","3","2","3.2","177","host_0018","true"
"lst_0103","mountain forest bridge Apartment","Seattle","CA","Hotel room","312","92","5","1","9","5.0","27","host_0026","true"
"lst_0104","bravo charlie tower Apartment","Los Angeles","BR","Shared room","358","27","5","1","3","3.4","41","host_0012","false"
"lst_0105","hotel juliet golf Apartment","Houston","IN","Shared room","437","64","1","2","3","4.4","59","host_0017","true"
"lst_0106","delta ocean juliet Apartment","Denver","AU","Private room","153","50","4","1","8","4.7","92","host_0007","false"
"lst_0107","forest alpha foxtrot Apartment","New York","BR","Private room","296","43","1","2","9","3.9","147","host_0010","false"
"lst_0108","bravo valley golf Apartment","Austin","CA","Shared room","165","92","1","3","6","3.7","280","host_0032","false"
"lst_0109","stone tower stone Apartment","Seattle","DE","Private room","300","36","4","3","6","3.9","113","host_0034","true"
"lst_0110","india cloud bridge Apartment","Chicago","MX","Private room","93","40","3","1","2","4.3","37","host_0016","true"
"lst_0111","bravo alpha golf Apartment","San Francisco","US","Private room","494","43","4","3","5","4.9","147","host_0046","true"
"lst_0112","delta charlie forest Apartment","Chicago","AU","Private room","67","81","4","1","9","4.5","242","host_0004","false"
"lst_0113","echo mountain charlie Apartment","Denver","US","Shared room","337","66","5","1","8","4.2","63","host_0015","true"
"lst_0114","india bridge river Apartment","Chicago","JP","Entire home/apt","314","10","5","3","4","3.9","190","host_0007","true"
"lst_0115","bravo india market Apartment","Phoenix","MX","Private room","326","10","2","2","5","5.0","224","host_0048","true"
"lst_0116","market bravo ocean Apartment","Denver","US","Shared room","344","44","4","1","5","4.7","160","host_0020","true"
"lst_0117","india juliet tower Apartment","New York","FR","Private room","232","51","5","3","3","4.7","135","host_0036","true"
"lst_0118","cloud ocean alpha Apartment","Portland","CA","Private room","314","51","1","1","9","3.6","246","host_0038","true"
"lst_0119","tower market forest Apartment","Houston","BR","Entire home/apt","240","64","3","1","6","4.8","120","host_0014","true"
"lst_0120","india alpha india Apartment","Denver","US","Hotel room","159","39","1","1","10","4.6","35","host_0046","false"
"lst_0121","cloud tower tower Apartment","Austin","FR","Shared room","430","38","1","3","4","4.0","58","host_0013","false"
"lst_0122","cloud echo juliet Apartment","Los Angeles","BR","Entire home/apt","446","37","4","3","4","3.1","49","host_0035","true"
"lst_0123","valley valley foxtrot Apartment","San Francisco","IN","Private room","73","71","2","1","7","3.4","138","host_0029","false"
"lst_0124","charlie india foxtrot Apartment","Denver","AU","Private room","234","51","1","2","6","4.7","294","host_0043","true"
"lst_0125","golf valley hotel Apartment","Denver","MX","Entire home/apt","116","13","4","1","1","4.2","244","host_0036","true"
"lst_0126","mountain golf tower Apartment","San Francisco","US","Entire home/apt","341","87","4","3","5","3.6","222","host_0021","false"
"lst_0127","tower forest forest Apartment","Los Angeles","BR","Shared room","200","33","1","2","5","3.1","185","host_0006","false"
"lst_0128","bridge cloud india Apartment","Phoenix","US","Private room","74","24","4","3","8","4.6","124","host_0003","true"
"lst_0129","bravo valley valley Apartment","Los Angeles","DE","Entire home/apt","228","90","5","1","7","4.3","9","host_0037","true"
"lst_0130","mountain ocean foxtrot Apartment","Seattle","FR","Shared room","315","42","1","1","1","3.1","150","host_0003","true"
"lst_0131","foxtrot india mountain Apartment","Phoenix","MX","Hotel room","247","77","2","2","9","4.6","179","host_0011","false"
"lst_0132","india foxtrot valley Apartment","Austin","MX","Private room","490","46","4","2","3","3.6","216","host_0004","true"
"lst_0133","tower market cloud Apartment","Austin","FR","Entire home/apt","95","74","1","1","2","4.6","196","host_0023","true"
"lst_0134","cloud hotel river Apartment","Los Angeles","FR","Shared room","358","12","3","1","2","3.7","11","host_0029","true"
"lst_0135","ocean foxtrot stone Apartment","Phoenix","BR","Hotel room","488","94","4","1","2","4.3","117","host_0050","true"
"lst_0136","forest charlie juliet Apartment","Denver","US","Private room","235","49","4","1","7","4.0","149","host_0018","false"
"lst_0137","river foxtrot ocean Apartment","Portland","MX","Private room","178","97","3","1","9","3.5","260","host_0050","true"
"lst_0138","valley valley ocean Apartment","Denver","CA","Shared room","431","97","3","2","10","4.6","80","host_0050","false"
"lst_0139","forest golf river Apartment","Phoenix","DE","Shared room","60","10","5","3","5","3.8","278","host_0017","false"
"lst_0140","echo tower river Apartment","Phoenix","IN","Hotel room","336","12","4","1","8","3.8","244","host_0027","false"
"lst_0141","valley juliet echo Apartment","Portland","US","Shared room","177","45","2","2","2","4.1","275","host_0030","true"
"lst_0142","india mountain river Apartment","Phoenix","BR","Hotel room","463","68","4","2","7","4.5","41","host_0038","true"
"lst_0143","stone valley delta Apartment","Phoenix","CA","Shared room","345","94","5","1","2","3.9","296","host_0032","true"
"lst_0144","market hotel ocean Apartment","Denver","FR","Entire home/apt","63","90","3","3","7","4.5","108","host_0047","false"
"lst_0145","juliet cloud valley Apartment","Denver","BR","Hotel room","472","24","3","1","6","4.6","239","host_0004","true"
"lst_0146","tower tower forest Apartment","Los Angeles","FR","Shared room","194","42","5","2","1","4.3","275","host_0021","false"
"lst_0147","mountain charlie hotel Apartment","Houston","BR","Shared room","186","80","3","2","6","4.5","242","host_0025","false"
"lst_0148","echo mountain cloud Apartment","Chicago","US","Shared room","63","82","3","1","1","4.4","82","host_0031","false"
"lst_0149","charlie stone cloud Apartment","Chicago","BR","Hotel room","342","51","5","3","8","3.1","284","host_0038","false"
"lst_0150","mountain valley forest Apartment","Seattle","JP","Entire home/apt","170","62","4","3","9","3.1","95","host_0050","false"
