comment_id,videoId,channelId,parentId,authorDisplayName,authorChannelId,textDisplay,likeCount,publishedAt,updatedAt,moderationStatus
200209,videoid-00019,channelid-00019,parentid-00019,authordisplayname-00019,authorchannelid-00019,textdisplay-00019,1139,publishedat-00019,updatedat-00019,moderationstatus-00019
200220,videoid-00020,channelid-00020,parentid-00020,authordisplayname-00020,authorchannelid-00020,textdisplay-00020,1282,publishedat-00020,updatedat-00020,moderationstatus-00020
200231,videoid-00021,channelid-00021,parentid-00021,authordisplayname-00021,authorchannelid-00021,textdisplay-00021,4530,publishedat-00021,updatedat-00021,moderationstatus-00021
200242,videoid-00022,channelid-00022,parentid-00022,authordisplayname-00022,authorchannelid-00022,textdisplay-00022,903,publishedat-00022,updatedat-00022,moderationstatus-00022
200253,videoid-00023,channelid-00023,parentid-00023,authordisplayname-00023,authorchannelid-00023,textdisplay-00023,4139,publishedat-00023,updatedat-00023,moderationstatus-00023
200264,videoid-00024,channelid-00024,parentid-00024,authordisplayname-00024,authorchannelid-00024,textdisplay-00024,1152,publishedat-00024,updatedat-00024,moderationstatus-00024
200275,videoid-00025,channelid-00025,parentid-00025,authordisplayname-00025,authorchannelid-00025,textdisplay-00025,3593,publishedat-00025,updatedat-00025,moderationstatus-00025
200286,videoid-00026,channelid-00026,parentid-00026,authordisplayname-00026,authorchannelid-00026,textdisplay-00026,1543,publishedat-00026,updatedat-00026,moderationstatus-00026
200297,videoid-00027,channelid-00027,parentid-00027,authordisplayname-00027,authorchannelid-00027,textdisplay-00027,4948,publishedat-00027,updatedat-00027,moderationstatus-00027
200308,videoid-00028,channelid-00028,parentid-00028,authordisplayname-00028,authorchannelid-00028,textdisplay-00028,356,publishedat-00028,updatedat-00028,moderationstatus-00028
200319,videoid-00029,channelid-00029,parentid-00029,authordisplayname-00029,authorchannelid-00029,textdisplay-00029,2286,publishedat-00029,updatedat-00029,moderationstatus-00029
200330,videoid-00030,channelid-00030,parentid-00030,authordisplayname-00030,authorchannelid-00030,textdisplay-00030,536,publishedat-00030,updatedat-00030,moderationstatus-00030
200341,videoid-00031,channelid-00031,parentid-00031,authordisplayname-00031,authorchannelid-00031,textdisplay-00031,769,publishedat-00031,updatedat-00031,moderationstatus-00031
200352,videoid-00032,channelid-00032,parentid-00032,authordisplayname-00032,authorchannelid-00032,textdisplay-00032,3258,publishedat-00032,updatedat-00032,moderationstatus-00032
200363,videoid-00033,channelid-00033,parentid-00033,authordisplayname-00033,authorchannelid-00033,textdisplay-00033,2432,publishedat-00033,updatedat-00033,moderationstatus-00033
200374,videoid-00034,channelid-00034,parentid-00034,authordisplayname-00034,authorchannelid-00034,textdisplay-00034,3844,publishedat-00034,updatedat-00034,moderationstatus-00034
200385,videoid-00035,channelid-00035,parentid-00035,authordisplayname-00035,authorchannelid-00035,textdisplay-00035,4298,publishedat-00035,updatedat-00035,moderationstatus-00035
200396,videoid-00036,channelid-00036,parentid-00036,authordisplayname-00036,authorchannelid-00036,textdisplay-00036,3025,publishedat-00036,updatedat-00036,moderationstatus-00036
200407,videoid-00037,channelid-00037,parentid-00037,authordisplayname-00037,authorchannelid-00037,textdisplay-00037,1246,publishedat-00037,updatedat-00037,moderationstatus-00037
200418,videoid-00038,channelid-00038,parentid-00038,authordisplayname-00038,authorchannelid-00038,textdisplay-00038,252,publishedat-00038,updatedat-00038,moderationstatus-00038
200429,videoid-00039,channelid-00039,parentid-00039,authordisplayname-00039,authorchannelid-00039,textdisplay-00039,4241,publishedat-00039,updatedat-00039,moderationstatus-00039
200440,videoid-00040,channelid-00040,parentid-00040,authordisplayname-00040,authorchannelid-00040,textdisplay-00040,1510,publishedat-00040,updatedat-00040,moderationstatus-00040
200451,videoid-00041,channelid-00041,parentid-00041,authordisplayname-00041,authorchannelid-00041,textdisplay-00041,1960,publishedat-00041,updatedat-00041,moderationstatus-00041
200462,videoid-00042,channelid-00042,parentid-00042,authordisplayname-00042,authorchannelid-00042,textdisplay-00042,2468,publishedat-00042,updatedat-00042,moderationstatus-00042
200473,videoid-00043,channelid-00043,parentid-00043,authordisplayname-00043,authorchannelid-00043,textdisplay-00043,495,publishedat-00043,updatedat-00043,moderationstatus-00043
200484,videoid-00044,channelid-00044,parentid-00044,authordisplayname-00044,authorchannelid-00044,textdisplay-00044,4553,publishedat-00044,updatedat-00044,moderationstatus-00044
200495,videoid-00045,channelid-00045,parentid-00045,authordisplayname-00045,authorchannelid-00045,textdisplay-00045,814,publishedat-00045,updatedat-00045,moderationstatus-00045
200506,videoid-00046,channelid-00046,parentid-00046,authordisplayname-00046,authorchannelid-00046,textdisplay-00046,2315,publishedat-00046,updatedat-00046,moderationstatus-00046
200517,videoid-00047,channelid-00047,parentid-00047,authordisplayname-00047,authorchannelid-00047,textdisplay-00047,213,publishedat-00047,updatedat-00047,moderationstatus-00047
200528,videoid-00048,channelid-00048,parentid-00048,authordisplayname-00048,authorchannelid-00048,textdisplay-00048,1309,publishedat-00048,updatedat-00048,moderationstatus-00048
200539,videoid-00049,channelid-00049,parentid-00049,authordisplayname-00049,authorchannelid-00049,textdisplay-00049,1547,publishedat-00049,updatedat-00049,moderationstatus-00049
200550,videoid-00050,channelid-00050,parentid-00050,authordisplayname-00050,authorchannelid-00050,textdisplay-00050,1704,publishedat-00050,updatedat-00050,moderationstatus-00050
200561,videoid-00051,channelid-00051,parentid-00051,authordisplayname-00051,authorchannelid-00051,textdisplay-00051,2502,publishedat-00051,updatedat-00051,moderationstatus-00051
200572,videoid-00052,channelid-00052,parentid-00052,authordisplayname-00052,authorchannelid-00052,textdisplay-00052,2464,publishedat-00052,updatedat-00052,moderationstatus-00052
200583,videoid-00053,channelid-00053,parentid-00053,authordisplayname-00053,authorchannelid-00053,textdisplay-00053,1362,publishedat-00053,updatedat-00053,moderationstatus-00053
200594,videoid-00054,channelid-00054,parentid-00054,authordisplayname-00054,authorchannelid-00054,textdisplay-00054,2873,publishedat-00054,updatedat-00054,moderationstatus-00054
200605,videoid-00055,channelid-00055,parentid-00055,authordisplayname-00055,authorchannelid-00055,textdisplay-00055,1507,publishedat-00055,updatedat-00055,moderationstatus-00055
200616,videoid-00056,channelid-00056,parentid-00056,authordisplayname-00056,authorchannelid-00056,textdisplay-00056,1847,publishedat-00056,updatedat-00056,moderationstatus-00056
200627,videoid-00057,channelid-00057,parentid-00057,authordisplayname-00057,authorchannelid-00057,textdisplay-00057,660,publishedat-00057,updatedat-00057,moderationstatus-00057
200638,videoid-00058,channelid-00058,parentid-00058,authordisplayname-00058,authorchannelid-00058,textdisplay-00058,429,publishedat-00058,updatedat-00058,moderationstatus-00058
200649,videoid-00059,channelid-00059,parentid-00059,authordisplayname-00059,authorchannelid-00059,textdisplay-00059,622,publishedat-00059,updatedat-00059,moderationstatus-00059
200660,videoid-00060,channelid-00060,parentid-00060,authordisplayname-00060,authorchannelid-00060,textdisplay-00060,870,publishedat-00060,updatedat-00060,moderationstatus-00060
200671,videoid-00061,channelid-00061,parentid-00061,authordisplayname-00061,authorchannelid-00061,textdisplay-00061,1966,publishedat-00061,updatedat-00061,moderationstatus-00061
200682,videoid-00062,channelid-00062,parentid-00062,authordisplayname-00062,authorchannelid-00062,textdisplay-00062,1216,publishedat-00062,updatedat-00062,moderationstatus-00062
200693,videoid-00063,channelid-00063,parentid-00063,authordisplayname-00063,authorchannelid-00063,textdisplay-00063,4870,publishedat-00063,updatedat-00063,moderationstatus-00063
200704,videoid-00064,channelid-00064,parentid-00064,authordisplayname-00064,authorchannelid-00064,textdisplay-00064,2211,publishedat-00064,updatedat-00064,moderationstatus-00064
200715,videoid-00065,channelid-00065,parentid-00065,authordisplayname-00065,authorchannelid-00065,textdisplay-00065,3199,publishedat-00065,updatedat-00065,moderationstatus-00065
200726,videoid-00066,channelid-00066,parentid-00066,authordisplayname-00066,authorchannelid-00066,textdisplay-00066,4953,publishedat-00066,updatedat-00066,moderationstatus-00066
200737,videoid-00067,channelid-00067,parentid-00067,authordisplayname-00067,authorchannelid-00067,textdisplay-00067,2464,publishedat-00067,updatedat-00067,moderationstatus-00067
200748,videoid-00068,channelid-00068,parentid-00068,authordisplayname-00068,authorchannelid-00068,textdisplay-00068,978,publishedat-00068,updatedat-00068,moderationstatus-00068
200759,videoid-00069,channelid-00069,parentid-00069,authordisplayname-00069,authorchannelid-00069,textdisplay-00069,2578,publishedat-00069,updatedat-00069,moderationstatus-00069
200770,videoid-00070,channelid-00070,parentid-00070,authordisplayname-00070,authorchannelid-00070,textdisplay-00070,3168,publishedat-00070,updatedat-00070,moderationstatus-00070
200781,videoid-00071,channelid-00071,parentid-00071,authordisplayname-00071,authorchannelid-00071,textdisplay-00071,4821,publishedat-00071,updatedat-00071,moderationstatus-00071
200792,videoid-00072,channelid-00072,parentid-00072,authordisplayname-00072,authorchannelid-00072,textdisplay-00072,4214,publishedat-00072,updatedat-00072,moderationstatus-00072
200803,videoid-00073,channelid-00073,parentid-00073,authordisplayname-00073,authorchannelid-00073,textdisplay-00073,3683,publishedat-00073,updatedat-00073,moderationstatus-00073
200814,videoid-00074,channelid-00074,parentid-00074,authordisplayname-00074,authorchannelid-00074,textdisplay-00074,3929,publishedat-00074,updatedat-00074,moderationstatus-00074
200825,videoid-00075,channelid-00075,parentid-00075,authordisplayname-00075,authorchannelid-00075,textdisplay-00075,168,publishedat-00075,updatedat-00075,moderationstatus-00075
200836,videoid-00076,channelid-00076,parentid-00076,authordisplayname-00076,authorchannelid-00076,textdisplay-00076,972,publishedat-00076,updatedat-00076,moderationstatus-00076
200847,videoid-00077,channelid-00077,parentid-00077,authordisplayname-00077,authorchannelid-00077,textdisplay-00077,4410,publishedat-00077,updatedat-00077,moderationstatus-00077
200858,videoid-00078,channelid-00078,parentid-00078,authordisplayname-00078,authorchannelid-00078,textdisplay-00078,2571,publishedat-00078,updatedat-00078,moderationstatus-00078
200869,videoid-00079,channelid-00079,parentid-00079,authordisplayname-00079,authorchannelid-00079,textdisplay-00079,4928,publishedat-00079,updatedat-00079,moderationstatus-00079
200880,videoid-00080,channelid-00080,parentid-00080,authordisplayname-00080,authorchannelid-00080,textdisplay-00080,3470,publishedat-00080,updatedat-00080,moderationstatus-00080
200891,videoid-00081,channelid-00081,parentid-00081,authordisplayname-00081,authorchannelid-00081,textdisplay-00081,3513,publishedat-00081,updatedat-00081,moderationstatus-00081
200902,videoid-00082,channelid-00082,parentid-00082,authordisplayname-00082,authorchannelid-00082,textdisplay-00082,4307,publishedat-00082,updatedat-00082,moderationstatus-00082
200913,videoid-00083,channelid-00083,parentid-00083,authordisplayname-00083,authorchannelid-00083,textdisplay-00083,927,publishedat-00083,updatedat-00083,moderationstatus-00083
200924,videoid-00084,channelid-00084,parentid-00084,authordisplayname-00084,authorchannelid-00084,textdisplay-00084,4220,publishedat-00084,updatedat-00084,moderationstatus-00084
200935,videoid-00085,channelid-00085,parentid-00085,authordisplayname-00085,authorchannelid-00085,textdisplay-00085,454,publishedat-00085,updatedat-00085,moderationstatus-00085
200946,videoid-00086,channelid-00086,parentid-00086,authordisplayname-00086,authorchannelid-00086,textdisplay-00086,258,publishedat-00086,updatedat-00086,moderationstatus-00086
200957,videoid-00087,channelid-00087,parentid-00087,authordisplayname-00087,authorchannelid-00087,textdisplay-00087,305,publishedat-00087,updatedat-00087,moderationstatus-00087
200968,videoid-00088,channelid-00088,parentid-00088,authordisplayname-00088,authorchannelid-00088,textdisplay-00088,3424,publishedat-00088,updatedat-00088,moderationstatus-00088
200979,videoid-00089,channelid-00089,parentid-00089,authordisplayname-00089,authorchannelid-00089,textdisplay-00089,2663,publishedat-00089,updatedat-00089,moderationstatus-00089
200990,videoid-00090,channelid-00090,parentid-00090,authordisplayname-00090,authorchannelid-00090,textdisplay-00090,2921,publishedat-00090,updatedat-00090,moderationstatus-00090
201001,videoid-00091,channelid-00091,parentid-00091,authordisplayname-00091,authorchannelid-00091,textdisplay-00091,3423,publishedat-00091,updatedat-00091,moderationstatus-00091
201012,videoid-00092,channelid-00092,parentid-00092,authordisplayname-00092,authorchannelid-00092,textdisplay-00092,257,publishedat-00092,updatedat-00092,moderationstatus-00092
201023,videoid-00093,channelid-00093,parentid-00093,authordisplayname-00093,authorchannelid-00093,textdisplay-00093,1191,publishedat-00093,updatedat-00093,moderationstatus-00093
201034,videoid-00094,channelid-00094,parentid-00094,authordisplayname-00094,authorchannelid-00094,textdisplay-00094,1883,publishedat-00094,updatedat-00094,moderationstatus-00094
201045,videoid-00095,channelid-00095,parentid-00095,authordisplayname-00095,authorchannelid-00095,textdisplay-00095,2879,publishedat-00095,updatedat-00095,moderationstatus-00095
201056,videoid-00096,channelid-00096,parentid-00096,authordisplayname-00096,authorchannelid-00096,textdisplay-00096,3963,publishedat-00096,updatedat-00096,moderationstatus-00096
201067,videoid-00097,channelid-00097,parentid-00097,authordisplayname-00097,authorchannelid-00097,textdisplay-00097,4112,publishedat-00097,updatedat-00097,moderationstatus-00097
201078,videoid-00098,channelid-00098,parentid-00098,authordisplayname-00098,authorchannelid-00098,textdisplay-00098,3862,publishedat-00098,updatedat-00098,moderationstatus-00098
201089,videoid-00099,channelid-00099,parentid-00099,authordisplayname-00099,authorchannelid-00099,textdisplay-00099,2553,publishedat-00099,updatedat-00099,moderationstatus-00099
201100,videoid-00100,channelid-00100,parentid-00100,authordisplayname-00100,authorchannelid-00100,textdisplay-00100,1087,publishedat-00100,updatedat-00100,moderationstatus-00100
201111,videoid-00101,channelid-00101,parentid-00101,authordisplayname-00101,authorchannelid-00101,textdisplay-00101,4741,publishedat-00101,updatedat-00101,moderationstatus-00101
201122,videoid-00102,channelid-00102,parentid-00102,authordisplayname-00102,authorchannelid-00102,textdisplay-00102,947,publishedat-00102,updatedat-00102,moderationstatus-00102
201133,videoid-00103,channelid-00103,parentid-00103,authordisplayname-00103,authorchannelid-00103,textdisplay-00103,3254,publishedat-00103,updatedat-00103,moderationstatus-00103
201144,videoid-00104,channelid-00104,parentid-00104,authordisplayname-00104,authorchannelid-00104,textdisplay-00104,1468,publishedat-00104,updatedat-00104,moderationstatus-00104
201155,videoid-00105,channelid-00105,parentid-00105,authordisplayname-00105,authorchannelid-00105,textdisplay-00105,4686,publishedat-00105,updatedat-00105,moderationstatus-00105
201166,videoid-00106,channelid-00106,parentid-00106,authordisplayname-00106,authorchannelid-00106,textdisplay-00106,1520,publishedat-00106,updatedat-00106,moderationstatus-00106
201177,videoid-00107,channelid-00107,parentid-00107,authordisplayname-00107,authorchannelid-00107,textdisplay-00107,273,publishedat-00107,updatedat-00107,moderationstatus-00107
201188,videoid-00108,channelid-00108,parentid-00108,authordisplayname-00108,authorchannelid-00108,textdisplay-00108,2093,publishedat-00108,updatedat-00108,moderationstatus-00108
201199,videoid-00109,channelid-00109,parentid-00109,authordisplayname-00109,authorchannelid-00109,textdisplay-00109,1427,publishedat-00109,updatedat-00109,moderationstatus-00109
201210,videoid-00110,channelid-00110,parentid-00110,authordisplayname-00110,authorchannelid-00110,textdisplay-00110,3091,publishedat-00110,updatedat-00110,moderationstatus-00110
201221,videoid-00111,channelid-00111,parentid-00111,authordisplayname-00111,authorchannelid-00111,textdisplay-00111,2466,publishedat-00111,updatedat-00111,moderationstatus-00111
201232,videoid-00112,channelid-00112,parentid-00112,authordisplayname-00112,authorchannelid-00112,textdisplay-00112,3449,publishedat-00112,updatedat-00112,moderationstatus-00112
201243,videoid-00113,channelid-00113,parentid-00113,authordisplayname-00113,authorchannelid-00113,textdisplay-00113,564,publishedat-00113,updatedat-00113,moderationstatus-00113
201254,videoid-00114,channelid-00114,parentid-00114,authordisplayname-00114,authorchannelid-00114,textdisplay-00114,1553,publishedat-00114,updatedat-00114,moderationstatus-00114
201265,videoid-00115,channelid-00115,parentid-00115,authordisplayname-00115,authorchannelid-00115,textdisplay-00115,213,publishedat-00115,updatedat-00115,moderationstatus-00115
201276,videoid-00116,channelid-00116,parentid-00116,authordisplayname-00116,authorchannelid-00116,textdisplay-00116,1474,publishedat-00116,updatedat-00116,moderationstatus-00116
201287,videoid-00117,channelid-00117,parentid-00117,authordisplayname-00117,authorchannelid-00117,textdisplay-00117,905,publishedat-00117,updatedat-00117,moderationstatus-00117
201298,videoid-00118,channelid-00118,parentid-00118,authordisplayname-00118,authorchannelid-00118,textdisplay-00118,2230,publishedat-00118,updatedat-00118,moderationstatus-00118
201309,videoid-00119,channelid-00119,parentid-00119,authordisplayname-00119,authorchannelid-00119,textdisplay-00119,3766,publishedat-00119,updatedat-00119,moderationstatus-00119
201320,videoid-00120,channelid-00120,parentid-00120,authordisplayname-00120,authorchannelid-00120,textdisplay-00120,1782,publishedat-00120,updatedat-00120,moderationstatus-00120
201331,videoid-00121,channelid-00121,parentid-00121,authordisplayname-00121,authorchannelid-00121,textdisplay-00121,493,publishedat-00121,updatedat-00121,moderationstatus-00121
201342,videoid-00122,channelid-00122,parentid-00122,authordisplayname-00122,authorchannelid-00122,textdisplay-00122,4377,publishedat-00122,updatedat-00122,moderationstatus-00122
201353,videoid-00123,channelid-00123,parentid-00123,authordisplayname-00123,authorchannelid-00123,textdisplay-00123,3330,publishedat-00123,updatedat-00123,moderationstatus-00123
201364,videoid-00124,channelid-00124,parentid-00124,authordisplayname-00124,authorchannelid-00124,textdisplay-00124,4866,publishedat-00124,updatedat-00124,moderationstatus-00124
201375,videoid-00125,channelid-00125,parentid-00125,authordisplayname-00125,authorchannelid-00125,textdisplay-00125,4807,publishedat-00125,updatedat-00125,moderationstatus-00125
201386,videoid-00126,channelid-00126,parentid-00126,authordisplayname-00126,authorchannelid-00126,textdisplay-00126,2187,publishedat-00126,updatedat-00126,moderationstatus-00126
201397,videoid-00127,channelid-00127,parentid-00127,authordisplayname-00127,authorchannelid-00127,textdisplay-00127,4416,publishedat-00127,updatedat-00127,moderationstatus-00127
201408,videoid-00128,channelid-00128,parentid-00128,authordisplayname-00128,authorchannelid-00128,textdisplay-00128,458,publishedat-00128,updatedat-00128,moderationstatus-00128
201419,videoid-00129,channelid-00129,parentid-00129,authordisplayname-00129,authorchannelid-00129,textdisplay-00129,4506,publishedat-00129,updatedat-00129,moderationstatus-00129
201430,videoid-00130,channelid-00130,parentid-00130,authordisplayname-00130,authorchannelid-00130,textdisplay-00130,3783,publishedat-00130,updatedat-00130,moderationstatus-00130
201441,videoid-00131,channelid-00131,parentid-00131,authordisplayname-00131,authorchannelid-00131,textdisplay-00131,2564,publishedat-00131,updatedat-00131,moderationstatus-00131
201452,videoid-00132,channelid-00132,parentid-00132,authordisplayname-00132,authorchannelid-00132,textdisplay-00132,1800,publishedat-00132,updatedat-00132,moderationstatus-00132
201463,videoid-00133,channelid-00133,parentid-00133,authordisplayname-00133,authorchannelid-00133,textdisplay-00133,1026,publishedat-00133,updatedat-00133,moderationstatus-00133
201474,videoid-00134,channelid-00134,parentid-00134,authordisplayname-00134,authorchannelid-00134,textdisplay-00134,3884,publishedat-00134,updatedat-00134,moderationstatus-00134
201485,videoid-00135,channelid-00135,parentid-00135,authordisplayname-00135,authorchannelid-00135,textdisplay-00135,356,publishedat-00135,updatedat-00135,moderationstatus-00135
201496,videoid-00136,channelid-00136,parentid-00136,authordisplayname-00136,authorchannelid-00136,textdisplay-00136,3411,publishedat-00136,updatedat-00136,moderationstatus-00136
201507,videoid-00137,channelid-00137,parentid-00137,authordisplayname-00137,authorchannelid-00137,textdisplay-00137,2933,publishedat-00137,updatedat-00137,moderationstatus-00137
201518,videoid-00138,channelid-00138,parentid-00138,authordisplayname-00138,authorchannelid-00138,textdisplay-00138,269,publishedat-00138,updatedat-00138,moderationstatus-00138
201529,videoid-00139,channelid-00139,parentid-00139,authordisplayname-00139,authorchannelid-00139,textdisplay-00139,4452,publishedat-00139,updatedat-00139,moderationstatus-00139
201540,videoid-00140,channelid-00140,parentid-00140,authordisplayname-00140,authorchannelid-00140,textdisplay-00140,1802,publishedat-00140,updatedat-00140,moderationstatus-00140
201551,videoid-00141,channelid-00141,parentid-00141,authordisplayname-00141,authorchannelid-00141,textdisplay-00141,2123,publishedat-00141,updatedat-00141,moderationstatus-00141
201562,videoid-00142,channelid-00142,parentid-00142,authordisplayname-00142,authorchannelid-00142,textdisplay-00142,2505,publishedat-00142,updatedat-00142,moderationstatus-00142
201573,videoid-00143,channelid-00143,parentid-00143,authordisplayname-00143,authorchannelid-00143,textdisplay-00143,2118,publishedat-00143,updatedat-00143,moderationstatus-00143
201584,videoid-00144,channelid-00144,parentid-00144,authordisplayname-00144,authorchannelid-00144,textdisplay-00144,2289,publishedat-00144,updatedat-00144,moderationstatus-00144
201595,videoid-00145,channelid-00145,parentid-00145,authordisplayname-00145,authorchannelid-00145,textdisplay-00145,2444,publishedat-00145,updatedat-00145,moderationstatus-00145
201606,videoid-00146,channelid-00146,parentid-00146,authordisplayname-00146,authorchannelid-00146,textdisplay-00146,3107,publishedat-00146,updatedat-00146,moderationstatus-00146
201617,videoid-00147,channelid-00147,parentid-00147,authordisplayname-00147,authorchannelid-00147,textdisplay-00147,704,publishedat-00147,updatedat-00147,moderationstatus-00147
201628,videoid-00148,channelid-00148,parentid-00148,authordisplayname-00148,authorchannelid-00148,textdisplay-00148,793,publishedat-00148,updatedat-00148,moderationstatus-00148
201639,videoid-00149,channelid-00149,parentid-00149,authordisplayname-00149,authorchannelid-00149,textdisplay-00149,4507,publishedat-00149,updatedat-00149,moderationstatus-00149
201650,videoid-00150,channelid-00150,parentid-00150,authordisplayname-00150,authorchannelid-00150,textdisplay-00150,4819,publishedat-00150,updatedat-00150,moderationstatus-00150
201661,videoid-00151,channelid-00151,parentid-00151,authordisplayname-00151,authorchannelid-00151,textdisplay-00151,1304,publishedat-00151,updatedat-00151,moderationstatus-00151
201672,videoid-00152,channelid-00152,parentid-00152,authordisplayname-00152,authorchannelid-00152,textdisplay-00152,3646,publishedat-00152,updatedat-00152,moderationstatus-00152
201683,videoid-00153,channelid-00153,parentid-00153,authordisplayname-00153,authorchannelid-00153,textdisplay-00153,4759,publishedat-00153,updatedat-00153,moderationstatus-00153
201694,videoid-00154,channelid-00154,parentid-00154,authordisplayname-00154,authorchannelid-00154,textdisplay-00154,3724,publishedat-00154,updatedat-00154,moderationstatus-00154
201705,videoid-00155,channelid-00155,parentid-00155,authordisplayname-00155,authorchannelid-00155,textdisplay-00155,1855,publishedat-00155,updatedat-00155,moderationstatus-00155
201716,videoid-00156,channelid-00156,parentid-00156,authordisplayname-00156,authorchannelid-00156,textdisplay-00156,1207,publishedat-00156,updatedat-00156,moderationstatus-00156
201727,videoid-00157,channelid-00157,parentid-00157,authordisplayname-00157,authorchannelid-00157,textdisplay-00157,1954,publishedat-00157,updatedat-00157,moderationstatus-00157
201738,videoid-00158,channelid-00158,parentid-00158,authordisplayname-00158,authorchannelid-00158,textdisplay-00158,2911,publishedat-00158,updatedat-00158,moderationstatus-00158
201749,videoid-00159,channelid-00159,parentid-00159,authordisplayname-00159,authorchannelid-00159,textdisplay-00159,674,publishedat-00159,updatedat-00159,moderationstatus-00159
201760,videoid-00160,channelid-00160,parentid-00160,authordisplayname-00160,authorchannelid-00160,textdisplay-00160,1107,publishedat-00160,updatedat-00160,moderationstatus-00160
201771,videoid-00161,channelid-00161,parentid-00161,authordisplayname-00161,authorchannelid-00161,textdisplay-00161,1433,publishedat-00161,updatedat-00161,moderationstatus-00161
201782,videoid-00162,channelid-00162,parentid-00162,authordisplayname-00162,authorchannelid-00162,textdisplay-00162,3323,publishedat-00162,updatedat-00162,moderationstatus-00162
201793,videoid-00163,channelid-00163,parentid-00163,authordisplayname-00163,authorchannelid-00163,textdisplay-00163,263,publishedat-00163,updatedat-00163,moderationstatus-00163
201804,videoid-00164,channelid-00164,parentid-00164,authordisplayname-00164,authorchannelid-00164,textdisplay-00164,3467,publishedat-00164,updatedat-00164,moderationstatus-00164
201815,videoid-00165,channelid-00165,parentid-00165,authordisplayname-00165,authorchannelid-00165,textdisplay-00165,1945,publishedat-00165,updatedat-00165,moderationstatus-00165
201826,videoid-00166,channelid-00166,parentid-00166,authordisplayname-00166,authorchannelid-00166,textdisplay-00166,1088,publishedat-00166,updatedat-00166,moderationstatus-00166
201837,videoid-00167,channelid-00167,parentid-00167,authordisplayname-00167,authorchannelid-00167,textdisplay-00167,1252,publishedat-00167,updatedat-00167,moderationstatus-00167
201848,videoid-00168,channelid-00168,parentid-00168,authordisplayname-00168,authorchannelid-00168,textdisplay-00168,4055,publishedat-00168,updatedat-00168,moderationstatus-00168
