id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
acct-eth-001-x36,ETH Wallet-x36,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-09-13T08:10:14Z,2026-11-16T08:24:33Z
acct-btc-001-x37,ETH Wallet-x37,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-05T14:14:06Z,2026-11-15T22:25:14Z
acct-usd-001-x38,ETH Wallet-x38,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-25T14:27:27Z,2026-11-16T06:55:14Z
acct-usd-001-x39,BTC Wallet-x39,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-12T06:22:41Z,2026-11-15T23:53:32Z
acct-btc-001-x40,BTC Wallet-x40,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-06-28T03:45:55Z,2026-11-15T22:55:23Z
acct-usd-001-x41,USD Wallet-x41,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-13T20:54:35Z,2026-11-16T05:14:13Z
acct-eth-001-x42,BTC Wallet-x42,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-06T02:33:09Z,2026-11-15T16:44:49Z
acct-eth-001-x43,USD Wallet-x43,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-15T06:19:43Z,2026-11-15T19:21:44Z
acct-btc-001-x44,BTC Wallet-x44,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-27T17:24:32Z,2026-11-16T08:02:48Z
acct-btc-001-x45,ETH Wallet-x45,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-07-13T05:03:34Z,2026-11-15T19:49:38Z
acct-eth-001-x46,BTC Wallet-x46,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-09-30T02:36:10Z,2026-11-15T16:58:08Z
acct-eth-001-x47,ETH Wallet-x47,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-18T17:44:31Z,2026-11-16T02:03:08Z
acct-btc-001-x48,USD Wallet-x48,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-06-19T16:59:15Z,2026-11-16T03:38:39Z
acct-usd-001-x49,USD Wallet-x49,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-12T15:15:21Z,2026-11-15T20:16:15Z
acct-btc-001-x50,USD Wallet-x50,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-19T09:16:16Z,2026-11-16T04:09:55Z
acct-usd-001-x51,ETH Wallet-x51,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-12-11T14:52:28Z,2026-11-16T11:58:04Z
acct-eth-001-x52,ETH Wallet-x52,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-08-15T06:14:43Z,2026-11-15T20:21:51Z
acct-usd-001-x53,USD Wallet-x53,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-06-24T10:42:25Z,2026-11-16T07:42:42Z
acct-usd-001-x54,BTC Wallet-x54,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-22T05:44:01Z,2026-11-15T20:19:21Z
acct-btc-001-x55,BTC Wallet-x55,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-08-13T01:36:39Z,2026-11-15T13:35:05Z
acct-btc-001-x56,ETH Wallet-x56,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-19T17:32:26Z,2026-11-15T17:55:27Z
acct-btc-001-x57,BTC Wallet-x57,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-13T02:22:07Z,2026-11-16T07:56:27Z
acct-usd-001-x58,ETH Wallet-x58,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-10T19:31:56Z,2026-11-16T03:43:04Z
acct-eth-001-x59,USD Wallet-x59,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-19T02:20:01Z,2026-11-16T11:45:56Z
acct-eth-001-x60,ETH Wallet-x60,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-19T05:32:58Z,2026-11-16T06:43:36Z
acct-eth-001-x61,ETH Wallet-x61,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-13T08:45:20Z,2026-11-16T05:35:01Z
acct-eth-001-x62,USD Wallet-x62,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-18T01:03:41Z,2026-11-16T03:19:08Z
acct-btc-001-x63,ETH Wallet-x63,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-06T10:06:19Z,2026-11-15T15:58:35Z
acct-usd-001-x64,USD Wallet-x64,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-07-17T06:25:24Z,2026-11-16T06:16:56Z
acct-btc-001-x65,ETH Wallet-x65,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-12-05T19:21:26Z,2026-11-15T23:05:32Z
acct-btc-001-x66,BTC Wallet-x66,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-10-24T21:24:12Z,2026-11-15T20:43:41Z
acct-eth-001-x67,ETH Wallet-x67,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-04T16:54:42Z,2026-11-15T13:39:22Z
acct-eth-001-x68,BTC Wallet-x68,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-06-21T05:02:49Z,2026-11-16T03:36:07Z
acct-eth-001-x69,BTC Wallet-x69,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-13T06:44:12Z,2026-11-15T15:14:15Z
acct-usd-001-x70,ETH Wallet-x70,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-23T15:29:32Z,2026-11-16T07:24:59Z
acct-usd-001-x71,ETH Wallet-x71,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-09T05:51:22Z,2026-11-15T13:03:42Z
acct-btc-001-x72,BTC Wallet-x72,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-12T08:31:17Z,2026-11-16T07:56:53Z
acct-usd-001-x73,ETH Wallet-x73,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-19T20:46:42Z,2026-11-16T03:36:08Z
acct-usd-001-x74,ETH Wallet-x74,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-06-26T04:03:42Z,2026-11-16T04:16:37Z
acct-usd-001-x75,BTC Wallet-x75,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-11T18:09:12Z,2026-11-16T01:13:29Z
acct-eth-001-x76,USD Wallet-x76,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-08-28T14:52:49Z,2026-11-15T15:32:58Z
acct-btc-001-x77,ETH Wallet-x77,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-06T02:27:59Z,2026-11-16T09:24:28Z
acct-eth-001-x78,ETH Wallet-x78,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-27T03:56:47Z,2026-11-16T06:27:47Z
acct-usd-001-x79,ETH Wallet-x79,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-02T05:17:26Z,2026-11-15T21:13:46Z
acct-btc-001-x80,USD Wallet-x80,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-30T22:42:55Z,2026-11-15T18:20:36Z
acct-btc-001-x81,ETH Wallet-x81,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-13T17:35:12Z,2026-11-16T02:54:11Z
acct-eth-001-x82,ETH Wallet-x82,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-18T09:21:04Z,2026-11-16T10:30:53Z
acct-btc-001-x83,ETH Wallet-x83,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-15T13:57:51Z,2026-11-16T08:12:26Z
acct-eth-001-x84,USD Wallet-x84,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-05T18:20:37Z,2026-11-15T18:06:56Z
acct-usd-001-x85,USD Wallet-x85,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-30T13:05:37Z,2026-11-15T12:53:41Z
acct-eth-001-x86,USD Wallet-x86,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-05T00:50:27Z,2026-11-16T03:07:11Z
acct-usd-001-x87,ETH Wallet-x87,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-18T12:18:51Z,2026-11-16T09:48:50Z
acct-btc-001-x88,BTC Wallet-x88,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-09-16T20:24:02Z,2026-11-15T21:57:55Z
acct-usd-001-x89,USD Wallet-x89,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-06T05:13:59Z,2026-11-16T00:16:47Z
acct-btc-001-x90,ETH Wallet-x90,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-06-23T07:05:40Z,2026-11-15T16:40:28Z
acct-btc-001-x91,ETH Wallet-x91,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-01T11:00:02Z,2026-11-16T08:13:13Z
acct-eth-001-x92,USD Wallet-x92,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-12-05T09:27:55Z,2026-11-16T06:10:12Z
acct-usd-001-x93,USD Wallet-x93,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-06T05:49:05Z,2026-11-16T01:09:31Z
acct-eth-001-x94,ETH Wallet-x94,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-07T04:32:41Z,2026-11-16T11:14:00Z
acct-btc-001-x95,USD Wallet-x95,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-09T01:19:49Z,2026-11-15T21:42:52Z
acct-usd-001-x96,ETH Wallet-x96,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-16T03:57:45Z,2026-11-16T00:04:12Z
acct-usd-001-x97,BTC Wallet-x97,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-10-19T15:27:43Z,2026-11-16T06:52:20Z
acct-usd-001-x98,BTC Wallet-x98,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-06-22T18:48:33Z,2026-11-15T23:49:46Z
acct-btc-001-x99,USD Wallet-x99,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-24T22:34:24Z,2026-11-16T09:03:00Z
acct-btc-001-x100,USD Wallet-x100,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-22T16:51:56Z,2026-11-15T21:03:54Z
acct-btc-001-x101,ETH Wallet-x101,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-21T06:12:54Z,2026-11-15T19:12:30Z
acct-usd-001-x102,BTC Wallet-x102,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-06T21:30:08Z,2026-11-15T20:26:36Z
acct-btc-001-x103,ETH Wallet-x103,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-06T15:54:14Z,2026-11-16T03:47:28Z
acct-eth-001-x104,USD Wallet-x104,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-08-07T23:55:44Z,2026-11-16T01:25:58Z
acct-usd-001-x105,BTC Wallet-x105,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-06T23:47:57Z,2026-11-16T11:31:23Z
acct-btc-001-x106,BTC Wallet-x106,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-15T08:11:08Z,2026-11-15T23:40:45Z
acct-usd-001-x107,ETH Wallet-x107,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-26T20:19:08Z,2026-11-15T12:00:49Z
acct-eth-001-x108,USD Wallet-x108,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-12-15T07:37:57Z,2026-11-16T08:04:36Z
acct-btc-001-x109,ETH Wallet-x109,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-12-19T07:47:37Z,2026-11-15T14:58:51Z
acct-usd-001-x110,USD Wallet-x110,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-28T06:31:22Z,2026-11-15T19:50:05Z
acct-btc-001-x111,BTC Wallet-x111,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-08-09T15:27:52Z,2026-11-16T01:26:25Z
acct-btc-001-x112,ETH Wallet-x112,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-28T03:19:08Z,2026-11-15T19:38:12Z
acct-btc-001-x113,USD Wallet-x113,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-10T20:36:57Z,2026-11-15T23:07:07Z
acct-eth-001-x114,BTC Wallet-x114,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-08-26T20:59:28Z,2026-11-15T14:47:39Z
acct-btc-001-x115,BTC Wallet-x115,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-06-13T13:25:33Z,2026-11-16T11:53:05Z
acct-eth-001-x116,USD Wallet-x116,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-21T00:31:24Z,2026-11-16T00:35:31Z
acct-usd-001-x117,USD Wallet-x117,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-03T14:50:04Z,2026-11-15T13:24:18Z
acct-btc-001-x118,ETH Wallet-x118,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-21T15:46:25Z,2026-11-15T14:25:23Z
acct-btc-001-x119,ETH Wallet-x119,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-01T17:55:42Z,2026-11-15T13:31:52Z
acct-usd-001-x120,ETH Wallet-x120,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-30T20:09:44Z,2026-11-15T20:53:47Z
acct-btc-001-x121,USD Wallet-x121,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-16T20:50:04Z,2026-11-15T15:44:19Z
acct-eth-001-x122,ETH Wallet-x122,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-06-15T21:51:32Z,2026-11-15T15:15:37Z
acct-usd-001-x123,ETH Wallet-x123,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-06T14:45:47Z,2026-11-16T08:09:46Z
acct-usd-001-x124,USD Wallet-x124,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-12-02T10:21:45Z,2026-11-16T10:02:58Z
acct-eth-001-x125,BTC Wallet-x125,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-18T19:31:40Z,2026-11-16T06:44:30Z
acct-btc-001-x126,ETH Wallet-x126,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-25T07:06:38Z,2026-11-15T13:53:46Z
acct-eth-001-x127,USD Wallet-x127,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-02T06:53:16Z,2026-11-15T15:21:34Z
acct-eth-001-x128,USD Wallet-x128,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-14T02:59:12Z,2026-11-15T14:21:12Z
acct-btc-001-x129,BTC Wallet-x129,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-21T08:03:07Z,2026-11-15T23:18:14Z
acct-eth-001-x130,BTC Wallet-x130,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-14T12:11:57Z,2026-11-15T15:45:10Z
acct-usd-001-x131,ETH Wallet-x131,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-22T01:34:46Z,2026-11-16T05:31:48Z
acct-eth-001-x132,USD Wallet-x132,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-22T03:56:52Z,2026-11-15T22:33:09Z
acct-eth-001-x133,ETH Wallet-x133,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-01T06:24:22Z,2026-11-16T00:19:06Z
acct-btc-001-x134,USD Wallet-x134,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-10-16T05:09:08Z,2026-11-15T14:50:08Z
acct-eth-001-x135,ETH Wallet-x135,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-08T01:13:32Z,2026-11-16T05:02:20Z
acct-btc-001-x136,BTC Wallet-x136,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-07T17:36:33Z,2026-11-16T01:01:52Z
acct-usd-001-x137,ETH Wallet-x137,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-10-16T17:39:57Z,2026-11-15T21:35:51Z
acct-btc-001-x138,BTC Wallet-x138,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-24T19:58:01Z,2026-11-16T10:30:41Z
acct-btc-001-x139,ETH Wallet-x139,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-06-10T22:33:50Z,2026-11-16T10:02:22Z
acct-btc-001-x140,USD Wallet-x140,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-09-22T10:14:11Z,2026-11-16T06:26:56Z
acct-usd-001-x141,USD Wallet-x141,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-15T23:51:04Z,2026-11-15T17:05:13Z
acct-eth-001-x142,BTC Wallet-x142,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-07-07T21:59:20Z,2026-11-16T07:23:18Z
acct-usd-001-x143,BTC Wallet-x143,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-29T01:05:13Z,2026-11-16T06:39:27Z
acct-usd-001-x144,ETH Wallet-x144,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-14T18:21:08Z,2026-11-16T03:23:05Z
acct-btc-001-x145,BTC Wallet-x145,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-20T12:52:31Z,2026-11-15T17:33:57Z
acct-usd-001-x146,BTC Wallet-x146,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-08-10T21:10:36Z,2026-11-15T20:51:04Z
acct-eth-001-x147,ETH Wallet-x147,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-08-15T19:44:19Z,2026-11-15T23:52:56Z
acct-btc-001-x148,ETH Wallet-x148,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-06-14T22:48:52Z,2026-11-16T07:33:27Z
acct-eth-001-x149,ETH Wallet-x149,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-16T23:52:27Z,2026-11-15T17:29:59Z
acct-btc-001-x150,USD Wallet-x150,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-12-20T05:58:24Z,2026-11-15T20:10:37Z
acct-eth-001-x151,BTC Wallet-x151,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-30T19:20:57Z,2026-11-16T03:00:24Z
acct-usd-001-x152,ETH Wallet-x152,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-20T00:06:07Z,2026-11-16T11:54:37Z
acct-eth-001-x153,ETH Wallet-x153,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-10-06T13:15:48Z,2026-11-15T22:50:10Z
acct-eth-001-x154,BTC Wallet-x154,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-09T12:07:49Z,2026-11-15T17:22:34Z
acct-btc-001-x155,BTC Wallet-x155,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-11-13T07:59:09Z,2026-11-15T18:11:27Z
acct-usd-001-x156,USD Wallet-x156,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-07-04T14:03:09Z,2026-11-16T00:25:04Z
acct-eth-001-x157,BTC Wallet-x157,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-07-09T12:14:03Z,2026-11-16T03:33:15Z
acct-eth-001-x158,BTC Wallet-x158,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-12-22T07:16:08Z,2026-11-16T01:29:22Z
acct-usd-001-x159,BTC Wallet-x159,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-08-21T12:23:30Z,2026-11-16T03:30:16Z
acct-eth-001-x160,ETH Wallet-x160,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-13T16:05:39Z,2026-11-16T00:02:06Z
acct-btc-001-x161,ETH Wallet-x161,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-10-11T04:07:48Z,2026-11-15T17:31:43Z
acct-btc-001-x162,USD Wallet-x162,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-07-03T01:15:42Z,2026-11-16T07:40:07Z
acct-btc-001-x163,USD Wallet-x163,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-21T18:53:51Z,2026-11-16T03:16:45Z
acct-usd-001-x164,BTC Wallet-x164,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-16T07:50:18Z,2026-11-15T19:18:38Z
acct-btc-001-x165,ETH Wallet-x165,false,wallet,BTC,Bitcoin,0.00420000,273.00,USD,2025-11-29T12:03:01Z,2026-11-15T14:14:29Z
acct-btc-001-x166,ETH Wallet-x166,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-10T09:50:05Z,2026-11-16T06:36:06Z
acct-btc-001-x167,ETH Wallet-x167,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-02T07:54:09Z,2026-11-15T18:00:52Z
acct-eth-001-x168,USD Wallet-x168,true,fiat,USD,US Dollar,42.15,42.15,USD,2025-09-02T13:18:10Z,2026-11-15T13:04:17Z
acct-eth-001-x169,USD Wallet-x169,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-09-08T16:37:06Z,2026-11-16T02:57:38Z
acct-usd-001-x170,BTC Wallet-x170,false,wallet,ETH,Ethereum,0.05500000,187.00,USD,2025-11-18T17:21:44Z,2026-11-16T03:42:02Z
