id,candidate_id,job_id,status,current_stage,applied_at,last_activity_at
APP027,CAN028,JOB027,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP028,CAN029,JOB028,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP029,CAN030,JOB029,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP030,CAN031,JOB030,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP031,CAN032,JOB031,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP032,CAN033,JOB032,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP033,CAN034,JOB033,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP034,CAN035,JOB034,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP035,CAN036,JOB035,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP036,CAN037,JOB036,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP037,CAN038,JOB037,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP038,CAN039,JOB038,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP039,CAN040,JOB039,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP040,CAN041,JOB040,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP041,CAN042,JOB041,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP042,CAN043,JOB042,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP043,CAN044,JOB043,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP044,CAN045,JOB044,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP045,CAN046,JOB045,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP046,CAN047,JOB046,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP047,CAN048,JOB047,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP048,CAN049,JOB048,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP049,CAN050,JOB049,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP050,CAN051,JOB050,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP051,CAN052,JOB051,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP052,CAN053,JOB052,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP053,CAN054,JOB053,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP054,CAN055,JOB054,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP055,CAN056,JOB055,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP056,CAN057,JOB056,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP057,CAN058,JOB057,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP058,CAN059,JOB058,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP059,CAN060,JOB059,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP060,CAN061,JOB060,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP061,CAN062,JOB061,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP062,CAN063,JOB062,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP063,CAN064,JOB063,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP064,CAN065,JOB064,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP065,CAN066,JOB065,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP066,CAN067,JOB066,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP067,CAN068,JOB067,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP068,CAN069,JOB068,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP069,CAN070,JOB069,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP070,CAN071,JOB070,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP071,CAN072,JOB071,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP072,CAN073,JOB072,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP073,CAN074,JOB073,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP074,CAN075,JOB074,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP075,CAN076,JOB075,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP076,CAN077,JOB076,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP077,CAN078,JOB077,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP078,CAN079,JOB078,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP079,CAN080,JOB079,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP080,CAN081,JOB080,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP081,CAN082,JOB081,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP082,CAN083,JOB082,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP083,CAN084,JOB083,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP084,CAN085,JOB084,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP085,CAN086,JOB085,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP086,CAN087,JOB086,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP087,CAN088,JOB087,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP088,CAN089,JOB088,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP089,CAN090,JOB089,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
APP090,CAN091,JOB090,tracking-only,not_yet_applied,,2026-09-01T09:00:00Z
