courseId,id,title,description,state,creationTime,updateTime,creatorUserId,topicId,alternateLink,materialType,materialUrl
course-ceu-7,mat-49,Material 47,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m47
course-ceu-8,mat-50,Material 48,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m48
course-ceu-9,mat-51,Material 49,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m49
course-ceu-0,mat-52,Material 50,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m50
course-ceu-1,mat-53,Material 51,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m51
course-ceu-2,mat-54,Material 52,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m52
course-ceu-3,mat-55,Material 53,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m53
course-ceu-4,mat-56,Material 54,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m54
course-ceu-5,mat-57,Material 55,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m55
course-ceu-6,mat-58,Material 56,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m56
course-ceu-7,mat-59,Material 57,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m57
course-ceu-8,mat-60,Material 58,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m58
course-ceu-9,mat-61,Material 59,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m59
course-ceu-0,mat-62,Material 60,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m60
course-ceu-1,mat-63,Material 61,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m61
course-ceu-2,mat-64,Material 62,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m62
course-ceu-3,mat-65,Material 63,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m63
course-ceu-4,mat-66,Material 64,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m64
course-ceu-5,mat-67,Material 65,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m65
course-ceu-6,mat-68,Material 66,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m66
course-ceu-7,mat-69,Material 67,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m67
course-ceu-8,mat-70,Material 68,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m68
course-ceu-9,mat-71,Material 69,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m69
course-ceu-0,mat-72,Material 70,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m70
course-ceu-1,mat-73,Material 71,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m71
course-ceu-2,mat-74,Material 72,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m72
course-ceu-3,mat-75,Material 73,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m73
course-ceu-4,mat-76,Material 74,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m74
course-ceu-5,mat-77,Material 75,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m75
course-ceu-6,mat-78,Material 76,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m76
course-ceu-7,mat-79,Material 77,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m77
course-ceu-8,mat-80,Material 78,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m78
course-ceu-9,mat-81,Material 79,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m79
course-ceu-0,mat-82,Material 80,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m80
course-ceu-1,mat-83,Material 81,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m81
course-ceu-2,mat-84,Material 82,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m82
course-ceu-3,mat-85,Material 83,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m83
course-ceu-4,mat-86,Material 84,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m84
course-ceu-5,mat-87,Material 85,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m85
course-ceu-6,mat-88,Material 86,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m86
course-ceu-7,mat-89,Material 87,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m87
course-ceu-8,mat-90,Material 88,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m88
course-ceu-9,mat-91,Material 89,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m89
course-ceu-0,mat-92,Material 90,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m90
course-ceu-1,mat-93,Material 91,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m91
course-ceu-2,mat-94,Material 92,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m92
course-ceu-3,mat-95,Material 93,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m93
course-ceu-4,mat-96,Material 94,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m94
course-ceu-5,mat-97,Material 95,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m95
course-ceu-6,mat-98,Material 96,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m96
course-ceu-7,mat-99,Material 97,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m97
course-ceu-8,mat-100,Material 98,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m98
course-ceu-9,mat-101,Material 99,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m99
course-ceu-0,mat-102,Material 100,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m100
course-ceu-1,mat-103,Material 101,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m101
course-ceu-2,mat-104,Material 102,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m102
course-ceu-3,mat-105,Material 103,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m103
course-ceu-4,mat-106,Material 104,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m104
course-ceu-5,mat-107,Material 105,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m105
course-ceu-6,mat-108,Material 106,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m106
course-ceu-7,mat-109,Material 107,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m107
course-ceu-8,mat-110,Material 108,Reading.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,topic-ceu,,link,https://ceu.example.com/m108
