courseId,id,title,description,state,maxPoints,workType,topicId,creationTime,updateTime,dueDate_year,dueDate_month,dueDate_day,dueTime_hours,dueTime_minutes,alternateLink
course-ceu-5,cw-extra-4,Reference Reading 4,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-5,Reference Reading 5,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-6,Reference Reading 6,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-7,Reference Reading 7,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-8,Reference Reading 8,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-9,Reference Reading 9,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-10,Reference Reading 10,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-11,Reference Reading 11,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-12,Reference Reading 12,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-13,Reference Reading 13,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-14,Reference Reading 14,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-15,Reference Reading 15,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-16,Reference Reading 16,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-17,Reference Reading 17,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-18,Reference Reading 18,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-19,Reference Reading 19,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-20,Reference Reading 20,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-21,Reference Reading 21,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-22,Reference Reading 22,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-23,Reference Reading 23,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-24,Reference Reading 24,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-25,Reference Reading 25,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-26,Reference Reading 26,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-27,Reference Reading 27,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-28,Reference Reading 28,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-29,Reference Reading 29,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-30,Reference Reading 30,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-31,Reference Reading 31,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-32,Reference Reading 32,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-33,Reference Reading 33,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-34,Reference Reading 34,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-35,Reference Reading 35,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-36,Reference Reading 36,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-37,Reference Reading 37,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-38,Reference Reading 38,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-39,Reference Reading 39,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-40,Reference Reading 40,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-41,Reference Reading 41,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-42,Reference Reading 42,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-43,Reference Reading 43,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-44,Reference Reading 44,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-45,Reference Reading 45,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-46,Reference Reading 46,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-47,Reference Reading 47,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-48,Reference Reading 48,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-49,Reference Reading 49,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-50,Reference Reading 50,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-51,Reference Reading 51,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-52,Reference Reading 52,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-53,Reference Reading 53,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-54,Reference Reading 54,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-55,Reference Reading 55,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-56,Reference Reading 56,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-57,Reference Reading 57,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-58,Reference Reading 58,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-59,Reference Reading 59,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-60,Reference Reading 60,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-61,Reference Reading 61,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-62,Reference Reading 62,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-63,Reference Reading 63,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-64,Reference Reading 64,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-65,Reference Reading 65,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-66,Reference Reading 66,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-67,Reference Reading 67,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-68,Reference Reading 68,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-69,Reference Reading 69,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-70,Reference Reading 70,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-71,Reference Reading 71,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-72,Reference Reading 72,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-73,Reference Reading 73,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-74,Reference Reading 74,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-75,Reference Reading 75,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-76,Reference Reading 76,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-77,Reference Reading 77,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-78,Reference Reading 78,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-79,Reference Reading 79,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-80,Reference Reading 80,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-81,Reference Reading 81,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-82,Reference Reading 82,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-83,Reference Reading 83,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-84,Reference Reading 84,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-85,Reference Reading 85,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-86,Reference Reading 86,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-87,Reference Reading 87,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-88,Reference Reading 88,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-9,cw-extra-89,Reference Reading 89,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-1,cw-extra-90,Reference Reading 90,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-2,cw-extra-91,Reference Reading 91,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-3,cw-extra-92,Reference Reading 92,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-4,cw-extra-93,Reference Reading 93,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-5,cw-extra-94,Reference Reading 94,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-6,cw-extra-95,Reference Reading 95,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-7,cw-extra-96,Reference Reading 96,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
course-ceu-8,cw-extra-97,Reference Reading 97,"Optional, not for credit.",PUBLISHED,0,ASSIGNMENT,topic-ceu,2026-01-05T00:00:00Z,2026-11-01T00:00:00Z,2027,1,31,23,59,
