id,page_id,name,prefix
lbl_0098,pg_conf_0005,colic,global
lbl_0099,pg_conf_0016,vaccination,global
lbl_0100,pg_conf_0020,lameness,global
lbl_0101,pg_conf_0019,equine,global
lbl_0102,pg_conf_0002,radiograph,global
lbl_0103,pg_conf_0034,reproduction,global
lbl_0104,pg_conf_0007,foaling,global
lbl_0105,pg_conf_0028,reproduction,global
lbl_0106,pg_conf_0009,seasonal,global
lbl_0107,pg_conf_0028,ambulatory,global
lbl_0108,pg_conf_0002,ambulatory,global
lbl_0109,pg_conf_0027,vaccination,global
lbl_0110,pg_conf_0015,vaccination,global
lbl_0111,pg_conf_0014,seasonal,global
lbl_0112,pg_conf_0034,vaccination,global
lbl_0113,pg_conf_0025,vendor,global
lbl_0114,pg_conf_0004,herd-health,global
lbl_0115,pg_conf_0033,reproduction,global
lbl_0116,pg_conf_0001,reproduction,global
lbl_0117,pg_conf_0026,equine,global
lbl_0118,pg_conf_0037,herd-health,global
lbl_0119,pg_conf_0033,ambulatory,global
lbl_0120,pg_conf_0014,vaccination,global
lbl_0121,pg_conf_0039,colic,global
lbl_0122,pg_conf_0019,surgery,global
lbl_0123,pg_conf_0029,dental,global
lbl_0124,pg_conf_0010,zoetis,global
lbl_0125,pg_conf_0001,seasonal,global
lbl_0126,pg_conf_0001,vendor,global
lbl_0127,pg_conf_0006,vaccination,global
lbl_0128,pg_conf_0010,ambulatory,global
lbl_0129,pg_conf_0037,protocol,global
lbl_0130,pg_conf_0024,bovine,global
lbl_0131,pg_conf_0037,colic,global
lbl_0132,pg_conf_0022,dental,global
lbl_0133,pg_conf_0032,vendor,global
lbl_0134,pg_conf_0015,ambulatory,global
lbl_0135,pg_conf_0012,bovine,global
lbl_0136,pg_conf_0004,colic,global
lbl_0137,pg_conf_0011,foaling,global
lbl_0138,pg_conf_0040,vendor,global
lbl_0139,pg_conf_0034,truck,global
lbl_0140,pg_conf_0037,vaccination,global
lbl_0141,pg_conf_0005,seasonal,global
lbl_0142,pg_conf_0029,emergency,global
lbl_0143,pg_conf_0011,sop,global
lbl_0144,pg_conf_0031,on-call,global
lbl_0145,pg_conf_0016,radiograph,global
lbl_0146,pg_conf_0024,equine,global
lbl_0147,pg_conf_0024,protocol,global
lbl_0148,pg_conf_0024,herd-health,global
lbl_0149,pg_conf_0001,on-call,global
lbl_0150,pg_conf_0023,dental,global
lbl_0151,pg_conf_0037,emergency,global
lbl_0152,pg_conf_0008,foaling,global
lbl_0153,pg_conf_0020,equine,global
lbl_0154,pg_conf_0009,radiograph,global
lbl_0155,pg_conf_0035,colic,global
lbl_0156,pg_conf_0027,protocol,global
lbl_0157,pg_conf_0025,zoetis,global
lbl_0158,pg_conf_0002,bovine,global
lbl_0159,pg_conf_0011,on-call,global
lbl_0160,pg_conf_0003,lameness,global
lbl_0161,pg_conf_0029,ambulatory,global
lbl_0162,pg_conf_0005,foaling,global
lbl_0163,pg_conf_0019,ambulatory,global
lbl_0164,pg_conf_0033,on-call,global
lbl_0165,pg_conf_0002,truck,global
lbl_0166,pg_conf_0009,ambulatory,global
lbl_0167,pg_conf_0007,emergency,global
lbl_0168,pg_conf_0017,surgery,global
lbl_0169,pg_conf_0014,lameness,global
lbl_0170,pg_conf_0034,radiograph,global
lbl_0171,pg_conf_0012,lameness,global
lbl_0172,pg_conf_0012,vaccination,global
lbl_0173,pg_conf_0025,radiograph,global
lbl_0174,pg_conf_0020,herd-health,global
lbl_0175,pg_conf_0027,vaccination,global
lbl_0176,pg_conf_0035,vendor,global
lbl_0177,pg_conf_0009,equine,global
lbl_0178,pg_conf_0024,bovine,global
lbl_0179,pg_conf_0001,herd-health,global
lbl_0180,pg_conf_0016,colic,global
lbl_0181,pg_conf_0005,protocol,global
lbl_0182,pg_conf_0031,reproduction,global
lbl_0183,pg_conf_0007,foaling,global
lbl_0184,pg_conf_0032,ambulatory,global
lbl_0185,pg_conf_0005,truck,global
lbl_0186,pg_conf_0003,sop,global
lbl_0187,pg_conf_0011,reproduction,global
lbl_0188,pg_conf_0029,emergency,global
lbl_0189,pg_conf_0021,dental,global
lbl_0190,pg_conf_0033,zoetis,global
lbl_0191,pg_conf_0007,lameness,global
lbl_0192,pg_conf_0010,foaling,global
lbl_0193,pg_conf_0010,surgery,global
lbl_0194,pg_conf_0003,reproduction,global
lbl_0195,pg_conf_0002,vendor,global
lbl_0196,pg_conf_0014,ambulatory,global
lbl_0197,pg_conf_0034,lameness,global
lbl_0198,pg_conf_0004,radiograph,global
lbl_0199,pg_conf_0008,reproduction,global
lbl_0200,pg_conf_0022,foaling,global
lbl_0201,pg_conf_0025,seasonal,global
lbl_0202,pg_conf_0028,emergency,global
lbl_0203,pg_conf_0026,ambulatory,global
lbl_0204,pg_conf_0032,dental,global
lbl_0205,pg_conf_0036,colic,global
lbl_0206,pg_conf_0040,colic,global
lbl_0207,pg_conf_0011,truck,global
lbl_0208,pg_conf_0013,vendor,global
lbl_0209,pg_conf_0019,bovine,global
lbl_0210,pg_conf_0027,ambulatory,global
lbl_0211,pg_conf_0001,vendor,global
lbl_0212,pg_conf_0005,ambulatory,global
lbl_0213,pg_conf_0010,protocol,global
lbl_0214,pg_conf_0020,reproduction,global
lbl_0215,pg_conf_0027,dental,global
lbl_0216,pg_conf_0017,vaccination,global
lbl_0217,pg_conf_0004,protocol,global
lbl_0218,pg_conf_0032,ambulatory,global
lbl_0219,pg_conf_0019,reproduction,global
lbl_0220,pg_conf_0024,lameness,global
lbl_0221,pg_conf_0006,vendor,global
lbl_0222,pg_conf_0011,seasonal,global
lbl_0223,pg_conf_0004,foaling,global
lbl_0224,pg_conf_0034,sop,global
lbl_0225,pg_conf_0020,sop,global
lbl_0226,pg_conf_0010,zoetis,global
lbl_0227,pg_conf_0019,zoetis,global
lbl_0228,pg_conf_0011,zoetis,global
lbl_0229,pg_conf_0025,lameness,global
lbl_0230,pg_conf_0026,seasonal,global
lbl_0231,pg_conf_0036,protocol,global
lbl_0232,pg_conf_0025,dental,global
lbl_0233,pg_conf_0023,emergency,global
lbl_0234,pg_conf_0037,protocol,global
lbl_0235,pg_conf_0005,reproduction,global
lbl_0236,pg_conf_0039,bovine,global
lbl_0237,pg_conf_0018,lameness,global
lbl_0238,pg_conf_0027,seasonal,global
lbl_0239,pg_conf_0005,protocol,global
lbl_0240,pg_conf_0030,protocol,global
lbl_0241,pg_conf_0020,radiograph,global
lbl_0242,pg_conf_0019,equine,global
lbl_0243,pg_conf_0026,emergency,global
lbl_0244,pg_conf_0031,surgery,global
lbl_0245,pg_conf_0033,ambulatory,global
lbl_0246,pg_conf_0011,dental,global
lbl_0247,pg_conf_0029,truck,global
lbl_0248,pg_conf_0004,truck,global
lbl_0249,pg_conf_0001,sop,global
lbl_0250,pg_conf_0026,truck,global
lbl_0251,pg_conf_0016,truck,global
lbl_0252,pg_conf_0020,foaling,global
lbl_0253,pg_conf_0004,dental,global
lbl_0254,pg_conf_0018,vaccination,global
lbl_0255,pg_conf_0009,vaccination,global
lbl_0256,pg_conf_0037,bovine,global
lbl_0257,pg_conf_0017,colic,global
lbl_0258,pg_conf_0021,on-call,global
lbl_0259,pg_conf_0040,foaling,global
lbl_0260,pg_conf_0005,foaling,global
lbl_0261,pg_conf_0023,colic,global
lbl_0262,pg_conf_0037,sop,global
lbl_0263,pg_conf_0012,vendor,global
lbl_0264,pg_conf_0020,zoetis,global
lbl_0265,pg_conf_0004,surgery,global
lbl_0266,pg_conf_0019,ambulatory,global
lbl_0267,pg_conf_0010,sop,global
lbl_0268,pg_conf_0025,surgery,global
lbl_0269,pg_conf_0017,reproduction,global
lbl_0270,pg_conf_0036,colic,global
lbl_0271,pg_conf_0036,surgery,global
lbl_0272,pg_conf_0007,radiograph,global
lbl_0273,pg_conf_0011,ambulatory,global
lbl_0274,pg_conf_0038,lameness,global
lbl_0275,pg_conf_0029,colic,global
lbl_0276,pg_conf_0022,foaling,global
lbl_0277,pg_conf_0005,emergency,global
lbl_0278,pg_conf_0004,protocol,global
lbl_0279,pg_conf_0039,vendor,global
lbl_0280,pg_conf_0013,ambulatory,global
lbl_0281,pg_conf_0023,emergency,global
lbl_0282,pg_conf_0034,equine,global
lbl_0283,pg_conf_0034,radiograph,global
lbl_0284,pg_conf_0036,radiograph,global
lbl_0285,pg_conf_0011,foaling,global
lbl_0286,pg_conf_0006,vaccination,global
lbl_0287,pg_conf_0032,radiograph,global
